unit_id,MetalColorimetry,ResidualChlorine
0,19.973748237281516,76.58690495675363
1,-0.07354162448089241,52.78832641166384
2,12.763218698483325,67.65522902262671
3,20.863858140418277,65.10559471340378
4,19.86600461147926,64.74002326836695
5,16.14694077548769,80.49983227613957
6,8.70928074142481,83.71425321713703
7,22.861893052095795,84.60247506101395
8,18.43905406067772,93.00622682621716
9,3.469190416969594,51.764326339878025
10,-3.1631808385632816,70.2527593141505
11,5.24185107414464,71.81404046665142
12,11.949271870780375,77.68511845952568
13,24.573758790118188,86.33250108107859
14,26.013622751446146,86.31531768416184
15,3.0365093381856756,58.37891440549484
16,2.354855126483468,66.40043011491697
17,12.66140310732259,66.7465248437596
18,20.00517527167079,73.78922871048813
19,-0.45805419676845816,63.43680559968927
20,31.686425610055366,92.69084136271853
21,1.1055778798590445,49.90354898741838
22,7.158836075176061,78.15892111568905
23,34.308554854340066,93.95000977186331
24,-3.115861664125287,73.00730019277718
25,6.824448475639298,57.1829693953083
26,18.288487669283906,76.08494843993687
27,-6.5433314684522905,72.44208521770538
28,5.0212717250400285,79.5603616205297
29,9.789485171887721,72.31389839539528
30,20.851214255492074,88.34921012877744
31,5.37292949996575,62.50852164086392
32,27.25083630688648,66.18817652430579
33,28.009555316812676,70.91145435671584
34,18.92769824164243,61.59733821720693
35,-2.805356224646168,77.25977094345822
36,32.07189008813707,64.51905756572401
37,7.984378951105085,71.37936390988456
38,10.543442834298125,71.43687135668581
39,14.469619763481015,82.85793102553104
40,16.127355548652254,58.61860416279742
41,10.2556106281002,73.67936576376198
42,27.009901423641104,70.66023762039599
43,11.897893176074973,76.88224881199892
44,22.865696746095683,74.74913561616216
45,11.824817443843505,62.2264524131131
46,14.983746923019643,91.96545618924576
47,5.543056253844343,84.2899220432859
48,15.403723375715103,68.3833113126771
49,1.2495911764743717,72.187321189902
50,1.7304894800936275,87.95370705416201
51,6.365578917268568,89.47459122856681
52,11.93779938646889,80.1751961999928
53,11.602810196010758,57.468973737932494
54,5.711655813846197,65.73138348374738
55,-5.820304111442326,84.48566455333115
56,-3.6445563196721906,86.02927072387214
57,13.653932087969983,77.17444697426788
58,18.554584968097785,88.92076295475329
59,5.624170354895212,92.49554045540233
60,20.374980704777474,58.47646687611554
61,32.754737676039234,58.14116840917441
62,22.1990580923542,77.147251256542
63,29.354425930278037,76.95894533796968
64,17.643107674816747,78.42555100939151
65,11.432092036475286,77.67531334696136
66,45.1246484154888,90.11192868151107
67,5.671191711998852,87.52606001288461
68,11.331052566549147,63.001113203875796
69,7.824867915968534,76.95656078781357
70,4.1316306138720655,78.99964927256497
71,19.552800790817194,77.10160511336274
72,14.039291026505115,71.92435348422651
73,33.03781219088424,76.99976796371455
74,7.103627670872995,76.73304617809612
75,30.531183467937666,72.0190073955927
76,-3.4206272412042225,77.61921790276693
77,6.416045893570726,47.61741972147474
78,26.563057891679513,69.1211806786417
79,19.332353831450526,72.59670241392386
80,1.4384011010224338,83.97926458570693
81,7.6573135154787355,74.41486255271535
82,8.376696245140327,57.68880381691274
83,4.4523356695728,69.80138864155956
84,11.928652615876652,66.25245433822634
85,18.0125628435212,66.84887377517016
86,6.520578944039378,60.975691464959034
87,11.262281172808546,66.71267274945556
88,5.970398851993571,83.99194846675498
89,13.810140726064516,74.54434121182403
90,1.8366330226056657,85.41900976342298
91,7.863136726870529,65.3526735847903
92,8.422833355058025,85.93048881838963
93,0.7395259493136006,68.40395909351419
94,9.803112360126526,83.22953745334164
95,-2.0677169347148894,65.76151097576685
96,2.506510806709816,75.30664874230807
97,4.8762708468675475,66.80169390299501
98,-7.904827235276889,74.54971117523945
99,18.130396197142872,83.99048596424616
100,18.62072134021259,71.97900073492836
101,8.624213889165652,84.1797426087689
102,-4.007443921620117,62.8769859858271
103,7.009518429507574,57.31440072488319
104,15.349343563093704,73.30289499272743
105,16.649094374639027,83.98718254560004
106,13.440697896926912,76.78627689465365
107,16.545800943691404,64.60105105550856
108,-6.447198066552605,98.13968838878684
109,44.65219249331044,69.52335599717576
110,20.02854163993336,71.75487647214739
111,12.975148682724669,59.53894245583323
112,5.078044350237433,69.18745026103275
113,3.320125731004259,57.531441033866344
114,14.993533741041581,92.39821556595737
115,10.630241965143494,52.13222136293377
116,8.073574389803944,67.20335259560153
117,10.75719359829817,74.77696765341786
118,35.43034014790952,81.31239097731523
119,-4.693307908529835,82.29175180175285
120,10.673695522602566,63.22864698880222
121,18.43694631235141,86.53258889624172
122,28.085727387676183,68.23949164222927
123,-4.002427521571709,58.543854230517745
124,22.009070381085127,49.08727731755226
125,28.109235170780792,62.55935487589178
126,24.73926812841192,49.26593572375018
127,28.700600845962335,86.99544616210332
128,30.777190997419886,77.03824844519896
129,2.2428321453464886,54.671547460195306
130,23.637625376658896,67.36294851853894
131,13.660484502758445,86.79705225725769
132,-6.618340165896921,85.88237425053264
133,13.95194886712909,82.49058595109334
134,8.237079994527454,86.05049500326484
135,6.669808777181841,79.3938900746931
136,7.10943442080721,82.86482635598625
137,-2.345739495203821,85.61123480652617
138,9.774662805204132,80.01520679159756
139,4.637775203618969,65.23514306850119
140,3.9616042060572267,84.88686340712037
141,-9.948708606406875,89.90543843037086
142,13.51844389193398,65.66434826910857
143,9.654886384604971,72.42179117415706
144,17.072087736554984,72.49271601658404
145,29.245316064526207,68.34331307940134
146,17.673008316532044,74.8093529041132
147,13.691486807084534,71.75961389679873
148,16.504445275856668,79.13217748268593
149,4.846411305221763,75.83296333288587
150,4.3524330522945665,64.606226358653
151,24.053197595269847,95.04943911966726
152,24.47527240884501,71.78102551345799
153,27.87259159964941,76.93955538253161
154,18.367110039157133,72.5064040809446
155,20.786650519065816,70.50272909598688
156,20.235984665424766,61.08813874679276
157,22.20620233644093,64.61263698007123
158,5.2348532016794795,63.90974251040847
159,3.320153384728048,57.7201547689618
160,13.068293542122706,78.86419183102774
161,8.090065243105872,65.08714767020767
162,9.290179313961547,95.42962251795844
163,4.92271016726626,109.81868259114425
164,11.352499270234368,77.2574002906188
165,11.8803878786258,100.79977395392531
166,5.414849426491183,55.03350814353587
167,-3.0025724639935465,59.86345794682206
168,-1.9342553648942875,98.7243272700743
169,33.94880660481002,82.34934837040255
170,26.88498963272043,69.26724086435772
171,15.856024461184727,76.9620893094261
172,25.311663997686082,77.94082435853392
173,10.055224028214928,92.17010967940078
174,19.71262060904577,84.7877572217091
175,3.5958970620897803,79.37356701157324
176,18.05183006818456,73.44838003074838
177,3.2534920836117385,85.43806678217041
178,10.107626842012309,83.90422739272202
179,17.702777997293563,81.28467512671693
180,33.20767069968261,72.91354594927249
181,22.07659757301935,74.28400473139835
182,23.64909496654709,63.10491583248491
183,13.240482174635932,67.31274187748765
184,25.285217882424583,78.24950217602789
185,17.40021630895563,77.15568826684436
186,10.107036750262843,66.44922576830629
187,28.738134859371876,51.28849333993475
188,7.58494433946806,67.15708603105752
189,14.994235239497073,66.8806752181095
190,21.31948549928466,79.34114832471388
191,11.827900590032888,68.0390192760246
192,11.326758148986315,96.04276254105059
193,18.750827275330145,71.36227438277228
194,24.20019701908425,86.20232941318874
