unit_id,JobThroughput,InterfaceErrorCounter,do_dehumidifier
0,63.11375408908567,3.1381637941942273,66.0
1,76.78523585930667,23.283587619150484,66.0
2,58.64360285113366,-7.060972365163497,66.0
3,68.5992788296091,11.25343555081341,66.0
4,71.47169830551071,25.417893503391355,66.0
5,54.534561210707885,-3.2007892680799586,66.0
6,60.87348224444031,-6.8021729728000455,66.0
7,77.21525294160885,-32.807321719488684,66.0
8,55.29632434132197,-7.421397288389432,66.0
9,73.33454271215513,15.228854580309228,66.0
10,66.28746208947294,20.01428848321605,66.0
11,57.86885433489418,-12.678538840587777,66.0
12,70.08460643499134,6.576846703542252,66.0
13,73.13040715570214,16.80620322886962,66.0
14,72.25338474242126,27.766501087232367,66.0
15,70.14845180155189,18.47787679203885,66.0
16,64.92855405935221,-10.742765961417964,66.0
17,71.52838036449032,-16.53576010237085,66.0
18,62.66288600268805,-9.317568528919658,66.0
19,58.47862510706139,32.75252382975355,66.0
20,63.62762378160201,3.314504539946997,66.0
21,63.59796812056982,1.6538133953609404,66.0
22,81.96465473067695,26.28575121553975,66.0
23,63.420107826360734,-11.212743722884724,66.0
24,67.2237187693348,27.068871388969086,66.0
25,73.62302580536446,-6.208414966179328,66.0
26,65.28158170356967,7.504484970997494,66.0
27,75.45461595029568,25.446283292712813,66.0
28,64.32126437857212,-17.48374295202321,66.0
29,56.828722438809045,9.750863409598278,66.0
30,57.4687676300341,2.970601169827267,66.0
31,64.27045546325101,-16.585863635116514,66.0
32,76.3758408894112,-30.097174641459652,66.0
33,62.41915912494877,7.667848429567988,66.0
34,68.26599739061433,4.437145793998744,66.0
35,57.890482605683665,-1.2860742001874241,66.0
36,67.2232684155055,8.793017650344622,66.0
37,63.75091216291338,14.799177333841481,66.0
38,69.69870355935117,1.2332362403988109,66.0
39,56.91836138405329,-5.446714645992085,66.0
40,55.267624342382376,17.999787863124048,66.0
41,67.02730886548235,12.316599082495479,66.0
42,64.3358034885209,-0.5229427570442917,66.0
43,74.46492764780739,-0.8729632816500708,66.0
44,63.97393011034039,11.065550167695044,66.0
45,63.17694656596365,-10.648736309030985,66.0
46,68.33198993686352,48.98757360976573,66.0
47,65.53655746822626,-6.156515327572089,66.0
48,59.67855637114792,-5.448920638039008,66.0
49,63.5037282819012,-0.5094154721222832,66.0
50,67.33087751293291,13.884302673709959,66.0
51,57.504064064259715,-13.533794759619493,66.0
52,70.60880727344937,-0.6770073490507382,66.0
53,66.5462280932774,38.754574098592336,66.0
54,59.72198972942721,-23.264468196821774,66.0
55,70.55997088462698,19.17192065016937,66.0
56,64.65148362089926,-16.35232986740255,66.0
57,65.33627665357703,10.912758988246843,66.0
58,69.07450924057073,5.6002741692198255,66.0
59,64.51780424488125,21.82021455640933,66.0
60,61.72135709817813,4.023717814155423,66.0
61,53.77541126503314,-36.58125338575565,66.0
62,77.9899388574662,28.011467078371968,66.0
63,64.3812617723045,9.091440807960225,66.0
64,66.43654276818147,21.35848320584591,66.0
65,61.37774341095796,16.27832932784301,66.0
66,62.63817084763221,10.75029905177056,66.0
67,72.06061478370782,0.370214479454849,66.0
68,62.99025227720688,-14.812750211237528,66.0
69,70.47849740072749,-28.08256212259316,66.0
70,63.725038012469746,9.28659231772654,66.0
71,64.65469837512114,15.929247873864888,66.0
72,72.77244459350688,-11.790632492339672,66.0
73,67.16254571726834,-4.090545234134067,66.0
74,68.85048123694651,-4.293976579941393,66.0
75,60.76576805330555,4.650618006972798,66.0
76,55.82982613171105,23.44303446637254,66.0
77,55.50542366407457,3.1134009594178798,66.0
78,62.059421821594114,2.546528860737914,66.0
79,58.323548263633434,16.012290709744793,66.0
80,61.335039164954246,-11.53908762780976,66.0
81,66.04312357823159,10.57549554077702,66.0
82,70.41648309060525,-17.60749728867419,66.0
83,60.95132067922814,-4.992450549676937,66.0
84,56.470300826461674,-23.595609946161442,66.0
85,67.45756861175396,34.68495753031439,66.0
86,69.76443446701185,-13.082780227089998,66.0
87,56.90251910188349,8.946187737248296,66.0
88,62.35728016624331,20.038994818820125,66.0
89,62.2969844458424,29.831103577581686,66.0
90,55.67488048243844,3.7167158207804762,66.0
91,63.857010669121046,18.680570321287405,66.0
92,51.73438334120674,-6.777048127648342,66.0
93,74.1380634138077,-15.685977291340773,66.0
94,67.01185165208716,1.1312947269576137,66.0
95,68.36710890490006,-11.281091741851942,66.0
96,67.46234855445701,10.56043857011829,66.0
97,66.0678906389581,1.6133189284771414,66.0
98,59.60874955500783,7.554821377866142,66.0
99,54.518955467724446,14.244920878503333,66.0
100,69.01212903477423,-15.716586149828448,66.0
101,64.68790749414556,9.652576574132715,66.0
102,54.010789553544654,0.007172178360004722,66.0
103,73.47973536145317,-8.156773500875651,66.0
104,72.10988751590644,-23.368559080216606,66.0
105,61.93996348334196,3.154553469467632,66.0
