unit_id,ReadmissionRate,Creatinine,Sodium,LengthOfStay,do_diuretic_titration
0,43.83462973122393,54.77542121663433,47.85559628983122,42.118582042364544,50.0
1,43.57183221996051,62.28518827185116,61.752640167748936,41.748749590847346,50.0
2,28.17603679925814,43.866492013346395,46.13069297669547,26.220388928890532,50.0
3,44.35572277537819,49.30442616090498,51.32099272333546,54.18407636039594,50.0
4,38.284959500652874,57.070460058411506,69.99317292267894,36.14594974419175,50.0
5,51.799239250834084,49.1645771318923,56.92355367088345,47.47021400013809,50.0
6,32.68291825864455,55.58574880080251,42.514624197386816,33.97353141201767,50.0
7,41.603398594680144,55.989470821601024,58.74538693285465,41.05084343181011,50.0
8,22.034512774788638,32.063467637035835,83.01952161166666,30.43960328103106,50.0
9,45.43883136622762,52.58165546758141,50.41755319023522,27.387260274143905,50.0
10,38.29219877795389,80.11584371592531,49.52354012778899,50.2918058383811,50.0
11,43.982855286687936,65.72221618901756,49.17489340364251,24.542964137571076,50.0
12,33.305847326676876,54.598945059944406,33.74633288427875,41.61050342850846,50.0
13,51.8151612257315,50.06902572732948,27.66442573293777,52.76356804762578,50.0
14,37.39786492672431,52.72628445247519,71.21391990924091,47.19817726995632,50.0
15,51.99199811820162,52.36458527068157,64.18454696454653,53.74570299457816,50.0
16,34.834481894589366,38.76130701907646,46.833650046468094,29.823268446904265,50.0
17,50.542183937254755,32.420507426082764,56.20405643133234,53.6119366829837,50.0
18,43.22801205974203,43.20222214675253,39.05445500941956,50.27442691977194,50.0
19,33.66873552738735,57.18731431027716,54.59894841992083,31.716102015430458,50.0
20,34.3595814937935,43.99030986250671,49.866433216985726,31.213184649670367,50.0
21,39.97469795275036,46.19992357454829,31.482649212851708,31.50575127068638,50.0
22,55.552843898628346,42.24823017856706,55.184361012704144,19.359189899178595,50.0
23,46.75650547872587,52.92269208615595,20.580006293269314,72.58695754413381,50.0
24,24.682416776333188,68.94144196611653,50.90384687210116,33.489227424399324,50.0
25,52.65880210757577,51.10683022514793,45.513734319497665,49.36890849060134,50.0
26,34.742950071348815,69.50313982979863,52.985933820093834,41.34818250178611,50.0
27,73.2300605052668,54.439496932216905,39.04025399787101,42.760778548560495,50.0
28,29.68843307884129,50.99100822434462,56.267629658487415,36.48087232068312,50.0
29,32.47663470102291,38.43656586779205,41.50944473593081,44.53381388386951,50.0
30,34.919976607309295,34.209277908107694,65.08165004691939,19.288511223126527,50.0
31,35.87111594507529,33.217863896519745,36.73051940987871,29.986679723325956,50.0
32,44.30614600638229,59.274341967326926,49.69076040373409,41.50865188987798,50.0
33,26.414847670732204,35.9631936339875,67.76494832044887,30.19831159633022,50.0
34,10.3210369258903,57.191852271977076,39.03319121546451,19.70444451114943,50.0
35,21.20212690988285,62.91249561864833,70.59704595043678,16.27175789516201,50.0
36,39.459435278557294,37.29044134946803,51.341924995273665,37.244689868814994,50.0
37,30.7822885412579,55.91357789428774,73.42409411333661,30.865222942345206,50.0
38,36.39221348502813,42.99255953188676,55.101565969623245,38.95815943918874,50.0
39,58.985343514899604,53.706376543178656,50.77472704320312,40.6128318653368,50.0
40,53.44331692784566,59.711515030961976,61.98992330129465,47.79187194369311,50.0
41,34.62336736440974,66.45097029894424,48.35439424369217,33.68164273156192,50.0
42,72.31826925296038,54.74657521195057,63.58855541194883,45.56370597442617,50.0
43,48.59513411067833,42.24030154099468,44.481753139520166,30.477896873130636,50.0
44,51.11318617350955,53.469686174510244,55.39142377316752,50.36683235243505,50.0
45,51.78395584287787,45.25999769726734,45.56234248053006,33.944457939519275,50.0
46,49.53793920033185,70.06115631999872,78.02743445599945,39.7581714570825,50.0
47,57.28800675631133,55.316158082622636,52.20063191266681,49.831455390719206,50.0
48,45.60499086376645,60.754318510013064,47.19660919778827,62.01424093051133,50.0
49,47.666370045650446,71.11937909584276,33.71547247876795,49.42644116936984,50.0
50,54.3985024821537,34.19126789529422,34.269573189089684,41.332281236916074,50.0
51,41.053731187055554,45.585072116048714,59.48943119375332,28.082976008208117,50.0
52,61.4196445380059,65.93870269799444,30.193452236057283,27.824723740481843,50.0
53,47.82793671483061,56.28103467591579,27.861713535748805,36.045179848403436,50.0
54,57.47795590083679,45.062989572307615,43.59380381934936,50.58908594644469,50.0
55,55.57149655574266,60.31398974448361,51.69760949425532,42.17954355695179,50.0
56,71.94286748345225,57.06633177336837,65.08359895710444,45.92947593401027,50.0
57,53.49861328029511,42.270040300690276,43.59890566251645,38.44174948683124,50.0
58,48.1776266477039,36.23465929393059,36.46527040399528,51.772210750862946,50.0
59,36.36106459330365,51.10595685911185,69.75107744124605,43.27112057551057,50.0
60,48.14561427211861,58.329949244347354,47.15940445945939,37.98309462993227,50.0
61,34.59499777960115,55.76902197923288,63.79451674375727,24.3640239641182,50.0
62,42.440730227951214,49.517281135597386,41.6818378944483,42.045262407973055,50.0
63,26.516930930308817,45.58814056389259,39.00905871881536,28.952634395034757,50.0
64,45.4955308919531,57.40705684088804,53.57828461467795,45.06346156863594,50.0
65,62.47756860061307,47.462442391489674,36.516722586598505,43.66767935241115,50.0
66,58.22573781353557,58.501243574487646,43.527503302778825,58.13693265421808,50.0
67,34.71483325232897,44.39710078553368,65.75913285562447,32.731892332803376,50.0
68,55.18047680432647,36.613607930615224,48.67581992189021,49.26633641225405,50.0
69,40.975796049751715,61.99231655582874,49.510811406300206,49.089838498369126,50.0
70,43.78274460745021,58.14367683536124,51.656073152475365,42.993206330829,50.0
71,50.4397515094644,58.79140959187968,42.81700824287865,54.16876252178288,50.0
72,32.290510606030324,59.60744248306394,55.413207568515645,26.45511283593442,50.0
73,34.58764655339773,74.81544304673781,38.490893972044866,32.74751031100732,50.0
74,27.776948711100655,46.754647061273346,53.51567267771395,27.5939841348842,50.0
75,49.94447987787963,40.80866654078749,49.50906178005586,37.855221008990114,50.0
76,60.19670261669826,57.53628630145344,47.262108779329346,39.73270487726027,50.0
77,38.05753639981568,54.792606255856874,44.4903547583882,60.35750652216428,50.0
78,59.64762686400969,45.88133837714041,65.42830439643454,50.909368770380475,50.0
79,51.338690511694146,49.13011534303635,38.29278028859868,47.64009300885549,50.0
80,44.880774561500644,53.74701295745523,62.287279385590146,43.65167976292791,50.0
81,40.422658137357985,44.19840244947481,59.09911214015305,40.372233019423476,50.0
82,36.477571602273855,38.772700079686324,44.620318040686605,31.266546489283098,50.0
83,31.57793500702606,69.90789096971349,47.92666454490026,37.804006143140974,50.0
84,54.14180688652473,54.598420500424226,56.01046178733253,49.02955446457673,50.0
85,35.54805431830224,56.21431086983819,53.81486031078603,28.54675326284479,50.0
86,51.22384198290585,45.58064439105298,50.47220384006078,37.29422378724105,50.0
87,39.01772472606872,44.277519064398454,52.8321221410645,34.986786734986985,50.0
88,57.35069589351579,57.901050338860955,51.85557023781138,36.53985242403845,50.0
89,40.23474810027,52.8491973147337,61.972283404608824,49.29826259592454,50.0
90,50.59044167434952,55.82365402003157,53.48979973317093,29.33945146220653,50.0
91,34.35648140622999,51.50870495589751,38.15671352836871,39.22052643486492,50.0
92,47.23610358984241,42.483010473580386,47.085274948928074,53.34126606776018,50.0
93,22.817245837179435,62.40494825238659,57.584559606699685,21.32827116682885,50.0
94,56.053939633904236,48.635570943365586,45.72071577934808,44.27703223078462,50.0
95,40.010337311359336,31.713408907422515,49.26308229806308,33.94627834569041,50.0
96,48.03703353367362,43.1443185194354,52.14304977563183,60.38313342398808,50.0
97,26.309998229916815,55.53343259804157,52.316085268414916,29.30368766898687,50.0
98,47.90673388359502,51.53183938716047,50.73543131629669,24.599897021987132,50.0
99,68.1481589441047,53.299818523604046,30.033193534432268,39.27222648107508,50.0
100,31.448248752059087,37.01699592914826,13.98557524238546,35.980468750455586,50.0
101,32.72781810889246,40.72327667242987,38.34507952055819,49.509053616261475,50.0
102,54.02476416237406,44.16455177972045,46.59582979155179,27.047896926539277,50.0
103,36.337446756842084,49.447191976676464,53.86508896052057,33.88925688175776,50.0
104,57.586099078517705,49.411187874105856,55.50527872708337,40.464398707446726,50.0
105,40.93504432618777,58.16732888268173,60.43634086549909,38.1927041454078,50.0
106,62.62305449402806,53.733711262567574,78.71975501439685,41.94810462615878,50.0
107,56.448842350687755,62.33506833787531,50.06446546381291,42.539745398513574,50.0
108,48.79260315372886,52.66961900860679,48.81076789267916,56.57607588144825,50.0
109,85.71871572714555,55.92627582818278,54.355864465278195,46.00177255795248,50.0
110,30.089168289926555,36.943167756324186,55.21354254991733,30.414004488248253,50.0
111,62.91573041356672,26.02887443329773,41.5928722715904,48.598360976917256,50.0
112,32.63710258004486,43.266737319514604,51.85028474233002,42.675309136097916,50.0
113,62.59965944742967,36.363409222679216,39.64855449025659,46.88477336439693,50.0
114,67.94942655934854,48.66701561869429,51.000763551233,60.7874908994739,50.0
115,94.6017850684593,54.522976800240905,57.904309714327006,45.52930131118585,50.0
116,67.836933817266,57.15634993990001,41.936509016592524,19.233638491002424,50.0
117,39.05191267439327,47.28384567085062,79.67989706559415,34.7968564161379,50.0
118,42.34505543388006,40.92252263843044,48.2988836464883,32.884371334942664,50.0
119,53.54435660774736,44.826610446879315,42.05554420016087,28.218678601776794,50.0
120,35.364034302479645,39.8108856034291,56.259852581753854,36.4026695757269,50.0
121,24.326648541690165,76.32760980735672,40.35239659007293,26.37499062018305,50.0
122,33.45759967995158,38.71043427597179,52.19722052152915,43.09730143645316,50.0
123,33.51562047925308,64.88633312711956,66.46396380428165,34.674304826046594,50.0
124,29.464893695720363,37.31250283947253,60.50791983185887,43.24659874083532,50.0
125,44.5508435363263,49.9573229961595,45.40493774480164,32.855392796779356,50.0
126,38.94789895459711,50.526270463402696,55.895957356543036,30.85659360944625,50.0
127,57.40091840219288,58.37121836552275,49.74910731506374,53.62712177051871,50.0
128,59.956527360786666,53.94290222342806,57.12353652972306,42.25251819774817,50.0
129,44.281711690991315,24.483730289195602,41.91679484966432,56.49278906682275,50.0
130,73.83040294772968,73.91454445170336,58.67883419307507,52.14457643348368,50.0
131,51.67923514248479,15.44294418824092,54.05929059418369,31.477687655122615,50.0
132,45.6950265192649,61.513786732779145,56.885833114719105,24.916089355316625,50.0
133,54.73575385804027,50.03508712359281,25.91224801609446,38.86174359941057,50.0
134,35.15665708671405,55.22588559255185,48.12000442392051,39.38230265971936,50.0
135,52.58922079302809,42.2537403992974,36.02254771729638,39.93723144744505,50.0
136,61.85452655206005,70.64694681339147,51.88271757782379,35.410923354869084,50.0
137,77.37358837612113,47.56569247442182,53.2771172972252,58.790547584605164,50.0
138,28.350182411185667,51.21529215921895,27.768843970213855,15.511649123123046,50.0
139,51.76096626493109,56.27369273596996,52.40663543697317,50.76315459184475,50.0
140,33.97428586366865,67.69999618711823,41.16940215140473,49.44805173545458,50.0
141,47.35590645698703,38.95886992841501,48.09239807160632,34.33191784631527,50.0
142,43.672552274089966,56.33915452484005,49.20016838764268,55.31034082236543,50.0
143,39.7609186236719,40.79659822832645,36.270531345282315,20.886781760014596,50.0
144,57.056526433228896,44.46786460482166,62.949328059268765,37.34675492880713,50.0
145,80.35367331631024,36.47364031380439,76.28669571522923,39.245128232067756,50.0
146,58.971117066118175,66.37145480382578,63.78859563948288,52.71038960887317,50.0
147,56.208231197397424,33.9270946340013,45.93724530166115,38.118664399335636,50.0
148,36.1130149612254,41.51983263764033,40.30403985328442,40.45445726771434,50.0
149,49.55466917474883,62.32454296796055,68.02924237057746,44.65089488732483,50.0
150,20.43985219667661,50.42905159774718,52.085038991386924,34.12863584243713,50.0
151,39.08031738067442,49.13390317673933,57.28201269522303,45.842044628836724,50.0
152,41.80593064771881,64.19290898979969,46.66746848109707,52.448640402343905,50.0
153,45.791153079215974,41.59797918096526,42.55617677400291,31.85735211567987,50.0
154,44.780929729518945,56.632170752281276,50.84940089455657,42.682134774507276,50.0
155,53.72880320666898,43.66020212358358,43.530557257059726,46.322472176873276,50.0
156,50.03248034743386,55.21074122771952,40.78109650075439,39.44303178218046,50.0
157,37.07913770294604,22.567576256204223,53.0764963355101,37.074790457965356,50.0
158,55.40308061276051,40.15267745698056,31.94322553092763,43.22377988972617,50.0
159,70.97411045312245,39.49995662938122,62.002203016312045,50.40582656507555,50.0
160,57.71913139159094,46.27376078846539,24.839178536904992,48.42129420559522,50.0
161,32.88296096210457,32.60722294886948,41.78242265869909,36.76385953111689,50.0
162,49.11863436241232,49.04697105437499,44.212101018091964,43.09989025116838,50.0
163,37.28136449465153,33.38369992466736,51.724514169633444,35.671630270372816,50.0
164,51.14564918029944,37.41192091477264,33.6856025940402,31.327653689473262,50.0
165,53.183803609414646,39.46669884602035,50.95540681301558,26.248855553183642,50.0
166,32.65398583954327,53.382475210192155,61.911584227775805,44.39458504467254,50.0
167,36.221174778054,55.57776660567841,57.897826122999,43.8366212967451,50.0
