unit_id,ReadmissionRate,Creatinine,Sodium,LengthOfStay,BloodPressure,do_diuretic_titration
0,31.531329238277173,33.02753172400123,49.611152620928436,36.880698534382,58.136403308368244,0
1,27.972996428805658,49.24687453291117,43.28838635411972,19.003735834292385,54.80644666062156,0
2,36.05944700278676,26.791303184727585,51.18163712914798,32.11754336812826,58.03917002628737,0
3,35.72189933426989,37.529278618708865,54.57605262234468,28.71077499118951,25.860814438581986,0
4,35.857557471110226,27.895409987455523,41.39798129925565,26.621239878659544,49.862250735605826,0
5,73.04334655384045,60.4607107831192,49.115098201941734,43.96146084226485,75.16961418406125,0
6,72.8209592966644,37.16607462728955,23.70963826094383,42.72568725012679,28.54774275083388,0
7,58.99059105894373,56.90037032045544,79.40146299903628,50.58189139121988,46.74616789322615,0
8,66.43770271597023,63.22678701323532,37.70833132698056,64.62616722264633,55.09275739213958,0
9,36.534004598311896,64.05637211601716,40.735608019238,21.73777112335734,51.52525357819754,0
10,44.23251057129367,50.97969263366898,46.18285510123902,42.08350358390684,36.573932965243486,0
11,36.86699948595204,53.93601292227975,68.82681694696429,36.074959228730705,38.63582832113092,0
12,34.45673215070081,43.403800545165765,55.62598421889676,38.53208153506205,60.24724603164698,0
13,89.13249922887013,49.07750761030819,53.80345089311408,53.74430397387868,44.97993052072468,0
14,61.4829164289621,65.84961693536674,60.843200480535295,53.67163289307527,67.57412994803515,0
15,43.171453924995745,55.48243363824762,36.09034228207499,27.816102096509965,52.03430427569366,0
16,26.838998841723605,48.71255328661203,24.838634937224512,31.277752776374363,52.41918137708921,0
17,49.21696202111178,53.46628624550539,78.42784354447859,31.22169529347724,49.01407024731895,0
18,34.68855116132202,52.49420512664269,44.107719775692935,35.77220880018755,41.098251517658916,0
19,25.72145016691363,44.942403673258845,47.491679377423075,38.17773687492248,42.625714754998484,0
20,60.04380811150818,59.06550602229404,44.02054108720862,55.87168968126296,50.73069582085262,0
21,42.28426249207761,55.09954365703104,50.77977562556726,15.261280012727912,55.17593050396231,0
22,47.02974706355674,44.75863089855352,34.43126398065324,40.6618139414268,62.97484575130537,0
23,66.07168853722081,43.80950779020986,62.18993567166433,52.13506926165566,50.19200487421291,0
24,47.79973631406675,40.06350889605534,50.55180585418647,43.707999467996615,62.44130036137202,0
25,28.51590559012947,42.89308042362483,48.51802791903824,36.04165830354312,34.70458750630565,0
26,53.75711291464702,33.93532789084054,49.73277098581324,46.098618283749964,52.85920229579551,0
27,37.874137157133255,50.19491256337749,45.03557344635185,33.32960271359868,43.421262209203505,0
28,40.00743081991991,56.27628792574661,47.0486023327729,44.651523180362545,43.23699136680732,0
29,52.19286779805229,63.888948007524505,53.92004573811717,37.359288481744095,65.99112932444832,0
30,56.251196626870126,55.44834021805345,56.15244668588493,56.891416270468696,55.47664233757156,0
31,36.82628458132082,32.05318718992411,43.787599469220034,31.668280099393066,64.59621664982555,0
32,57.510297139922635,58.54532664051312,45.05300937427391,37.45682103175662,46.570150723269684,0
33,64.2626845380949,30.083325266257628,35.08816448594192,44.62079793438512,53.113799730939085,0
34,34.189451498794284,60.59524374910951,55.077855752536934,32.505512508050124,52.69629509049577,0
35,32.10018089146965,39.1939453624474,51.57538911666356,40.94962305444702,59.31763860432657,0
36,40.13745489136444,45.6156569294663,44.50840671755716,38.12659914681966,38.39021858145094,0
37,42.37598154531745,36.374651799100384,29.338670813290022,39.75106275183832,25.73833545501214,0
38,43.5687275297389,35.977237097152056,58.56757005713399,34.85747858664825,49.702328207697214,0
39,49.39677706145777,50.58910199516298,50.18606702058254,52.08767082312009,42.70042656857031,0
40,48.75029658388652,46.94634078964415,42.00261223953641,27.438539986664995,39.81405489648181,0
41,29.87796531965117,53.45597088012667,55.13566836620844,35.30972049832419,56.83444688632848,0
42,60.72594832385036,43.06254843462803,37.15843931156325,41.3702519567172,50.4272388029778,0
43,32.17941263985397,43.56438694625157,17.01449044740766,43.54687054045081,67.72557309578382,0
44,30.654177634649326,61.53356879353916,54.66070805218613,30.32257257186576,56.84584774871064,0
45,25.263454066006254,60.16941166180815,51.05804264222189,27.895336935303607,72.63010892025599,0
46,43.145801201450205,80.484484743583,28.99163817157933,49.69947639335054,48.042463491372104,0
47,52.12280511669606,57.01770194917916,34.00577011889141,47.89230033066078,60.505867861331446,0
48,57.663437744258054,58.77847956891992,67.66112405913475,37.452964936830014,61.535307698032895,0
49,50.952442642205504,55.958387100656076,23.602793252989336,33.11662294274474,53.682005831478314,0
50,45.610946029243976,62.253114007035535,32.10017518136276,46.18277616135332,55.39050272201865,0
51,83.89436958193144,62.218970848072374,42.347170471445104,46.97137005535791,57.9797496244226,0
52,55.58867484403457,46.01313579108635,58.11450114174996,48.388291993493496,47.71893901361546,0
53,64.58838005133516,21.359480289885312,33.945599214640566,34.30508332215976,51.25951177031321,0
54,33.508187469376665,57.9374479529171,49.398853942361676,25.703650129055838,50.80857080100915,0
55,34.020693355332675,54.95332405795345,50.18104177914765,54.20086578921918,24.34783555086821,0
56,39.209895670238986,51.728875176655514,40.942774289674986,47.656029320862594,37.86934071723672,0
57,64.5360918991436,58.755969434887994,38.569610006218355,44.6022397460294,46.918897446200326,0
58,84.44250751296104,44.40576863249298,66.97370227943861,49.71652713931768,44.98480849030516,0
59,46.88125528586322,40.41720229672226,63.47487684077226,47.89387931628423,53.839638663121626,0
60,32.19240006450413,54.46929102150807,22.656777564192364,21.961465705058725,59.735855011026125,0
61,42.09984893385659,51.80800254176106,43.248637679570685,26.365382378723254,53.90798400871296,0
62,53.73141809113825,48.40207436321908,47.595437963878325,43.22549088910102,25.919173780583996,0
63,39.622670524237584,58.9647729218228,69.68113501428223,44.078903915974834,53.71701299319401,0
64,46.27875512343367,28.089890527751397,30.69563090093875,48.424373108266465,43.27089019503904,0
65,37.60770280799678,65.74177530992344,47.4989853838811,41.14388409226118,6.794498026037863,0
66,73.80174254155664,54.15269355008887,48.633741549669786,60.75655216072879,55.92294540655505,0
67,62.16982668618751,57.175611554221796,28.987326837237404,58.06776092291182,55.61217513566395,0
68,34.53619891694328,50.06463686111847,51.85049211261051,30.322728802580087,33.64402867103558,0
69,55.69948144183768,48.8869799722272,70.11924859135807,51.089013753771205,63.76051698075712,0
70,33.937220233116186,40.9579896078013,44.69786461767917,33.9182493293772,43.779334541779406,0
71,42.431821264984734,64.71518638873408,31.542688416705563,34.638574136460335,51.05445078363699,0
72,65.5295530247042,42.304933154986706,61.547091159457516,39.924069575882754,72.84382110670549,0
73,71.99121983391585,65.78607213997928,46.20431265300221,39.24491786981091,46.97313903781953,0
74,35.90464232040327,50.1726006532233,50.77814320586846,38.2955237854152,62.091187856217566,0
75,52.02888433013478,38.41802219334742,49.14799556762436,44.44379363075995,38.49736112587198,0
76,30.881117138040004,56.87490381790734,44.810155493092246,50.957821656685226,42.89276189155581,0
77,57.13304794420177,54.057858431487105,55.40623637447405,8.356594220127729,44.482539696841165,0
78,39.215500117011075,50.242093498997804,47.19969618524709,36.89010012183221,46.04822888051881,0
79,46.28188999323882,49.638478544685015,71.72399432562118,35.521459589453386,22.138621654360563,0
80,62.03729137810827,34.35301148853731,47.40736607132146,46.88372643600929,47.768148212180726,0
81,40.764159476153154,33.29187324399049,71.68414501473126,33.901652831310024,37.71854185838068,0
82,26.415408785475883,34.47500741049454,46.09583885683095,26.5757580433421,27.517413151250473,0
83,41.87886053625107,53.39332741256223,46.186294694193954,37.28193523260828,64.07062919364334,0
84,46.350808503200234,22.42087555090583,51.42123661524307,30.7777934245159,56.646706564090515,0
85,35.21391034145512,38.622884389845254,50.15222924803305,29.387066485556407,71.83063593850609,0
86,35.3937002249762,51.07243500205581,56.68645481801086,31.514329703662753,40.043620044213355,0
87,32.76112712961021,49.4571575961707,64.79331494753285,23.359220049667726,62.55633744613449,0
88,47.447221838206254,37.52173779984144,66.1809220406595,54.25088122193316,41.94679391285682,0
89,71.27679770364232,38.43948241574965,71.83976202675237,45.085919529389635,41.97286758808603,0
90,30.033143491054226,56.15519797937643,32.20550897866745,35.12678364865383,36.851197026318424,0
91,48.69006063651324,62.57185229166728,53.81261323073377,40.52494065869995,48.93186544581719,0
92,45.585612439076726,50.83764413522846,51.75740419161833,43.885972338387916,51.55425273195859,0
