unit_id,ProductTiter,BrothTurbidity,FeedWaterFlowRate,do_FeedWaterFlowRate
0,25.486112684087516,21.57966275576962,28.85605431573721,25.0
1,-16.428719223444354,31.218533693802218,26.40412684537834,25.0
2,23.105748535787264,10.400875753866172,25.825983323383788,25.0
3,13.333785914459085,10.002629914927361,21.82930661552998,25.0
4,7.135888207298292,53.24553484038732,25.947390083483942,25.0
5,-7.632011024299665,58.55192684273466,23.727339841182406,25.0
6,-4.59053122811084,64.6243290027992,24.863075243707723,25.0
7,8.04626700927856,38.52400904235468,25.08847097736952,25.0
8,2.5240094761735685,52.326907245284616,27.189059868789975,25.0
9,-11.438914477718846,30.832124609001205,25.082356727819377,25.0
10,-10.015854461532868,47.290960161434,25.952303849717993,25.0
11,3.146124613645571,33.4241950530089,26.37939463673643,25.0
12,11.620697590439454,35.49847309759725,28.766598568772128,25.0
13,-5.131420683478133,29.186098123580038,26.956171324540616,25.0
14,5.475742272557369,48.715586217036986,27.66572776836033,25.0
15,18.66480635307763,-8.291197938358247,20.66339295865854,25.0
16,8.863008109445772,19.712070957097943,22.362541717628318,25.0
17,-10.10543706934479,40.95322803950595,26.32079942784387,25.0
18,7.291403361244261,38.58526608844632,25.58912047099813,25.0
19,4.723334183936287,15.266240097052505,23.050361138905174,25.0
20,25.51081011878496,26.73776593172002,21.645906933341756,25.0
21,-13.334279835127088,24.931893079576422,24.58508277265983,25.0
22,31.107026099211488,23.668045329335847,26.141391544916125,25.0
23,9.884275512252389,72.74647848344175,30.05829214698942,25.0
24,16.78473840389563,-1.0559913097415379,28.93342158028984,25.0
25,18.12028894348891,-2.7948184090401043,23.718015276000525,25.0
26,-2.0949846517557225,16.541460698926365,26.137373372938164,25.0
27,-5.8371903838224615,47.37191268649447,19.97487672310586,25.0
28,2.6005839966723165,47.84259834960319,24.164421875946182,25.0
29,-9.515747726875006,33.74748346306775,23.444551104521885,25.0
30,6.8316156944350706,55.10236353893956,23.354957261309796,25.0
31,-0.2733477921154588,30.064836192032345,27.561653192582988,25.0
32,5.244164430489429,20.97568286290363,26.891569481750114,25.0
33,-8.859080743279657,36.24192009052232,19.531657056936382,25.0
34,6.015273422713479,38.23656107180793,28.151798166358358,25.0
35,7.841456663173545,27.510769730922647,22.663462707541726,25.0
36,13.715451210050839,15.165884188432035,24.357420014047534,25.0
37,19.872952434938412,8.292470846555503,30.50282407394773,25.0
38,-6.241024817054121,53.48063290464707,23.609575998778393,25.0
39,5.123187777609423,28.192553063840705,17.2464425701078,25.0
40,-0.6161740577740457,31.95696765577147,24.142710512624063,25.0
41,18.41814728497488,31.22793210754195,33.58759745050187,25.0
42,4.202235091171294,24.191013053028165,26.707067094842007,25.0
43,14.656519730510825,28.206026330017995,21.095530908501928,25.0
44,20.635466879078063,37.07060991366302,21.41545370390379,25.0
45,4.534578304700373,26.325830924349,28.215827991078935,25.0
46,5.19155009274784,39.05128248235786,25.286433240245856,25.0
47,-2.820013018759598,12.569637663169761,22.529673461487988,25.0
48,1.2004295082673868,31.450334501133298,24.34629666170823,25.0
49,-4.6567839112783656,25.403918858857544,29.923694878860232,25.0
50,-7.897024002288896,54.67056475541146,23.70184068795825,25.0
51,-9.550361760609828,52.99921321720835,25.391224484498164,25.0
52,-1.1863311028738384,43.53207759637817,26.094750227773115,25.0
53,-6.628003753809186,-0.8710767558234522,24.32198290335108,25.0
54,-1.6247952289911736,20.49553928508356,27.266029493308363,25.0
55,3.1239350395540377,34.49940820970425,21.78796838251674,25.0
56,6.989490206719386,25.197944638943696,22.0063403361027,25.0
57,-4.222564319137224,54.53534307194783,19.22502826837525,25.0
58,-21.26692390438184,67.61245410899613,25.674692184307045,25.0
59,-1.4626498605215055,44.175910491520796,23.993893608105076,25.0
60,-0.3942762182271391,38.27139001291414,24.547192860304026,25.0
61,9.170168627311266,47.359345640726495,25.900860918939493,25.0
62,5.234055827393792,35.89279584341328,23.832427093679968,25.0
63,18.673226857034976,33.06134172090853,32.07975994707807,25.0
64,26.280552822836324,4.825125784788476,25.137068853413584,25.0
65,19.35762929929687,21.86271677987016,25.824317841601413,25.0
66,16.15713587425872,32.167942152495584,26.551559019647005,25.0
67,1.1805943739133302,13.797393315823879,25.979520984151215,25.0
68,-2.5047804152251776,30.70853782332882,21.498238988812513,25.0
69,1.686409075681738,9.03285053494606,23.727718471067185,25.0
70,6.212078944836028,45.66842055585785,22.75949071990007,25.0
71,6.635044128485257,55.46228190344547,22.108630218328063,25.0
72,-10.659428354211764,48.42106734639562,25.335009703223108,25.0
73,0.89694689838857,63.99908297506704,21.748489933156254,25.0
74,-2.543023793632794,31.44527188591902,26.917269443922876,25.0
75,10.311756428118905,31.20262596191099,23.37939857722015,25.0
76,0.16880745206608871,48.47195029199679,21.62047100178941,25.0
77,-20.465417544274235,57.03155575984314,23.86090299398484,25.0
