unit_id,ProductTiter,CO2Level,Temperature,BrothTurbidity,FeedWaterFlowRate
0,-16.839142158959852,58.21814715209816,57.3951605092984,46.89641547341974,47.757191540774706
1,-4.26948861007721,64.31756460593323,44.607337824924656,45.44456699899429,37.612354474058534
2,-12.390568251678234,55.026215970058225,49.45407336622884,12.203468780471763,45.97531754924801
3,-27.459712004530743,52.59643870725013,54.795659673197136,38.81032480453751,30.944785591323857
4,10.743930612216774,46.6920561687009,61.845378325123136,48.46826343004679,40.16420545840308
5,2.6654208375895676,53.516827266436074,39.657587142872075,37.1650532654423,32.837182352004845
6,0.6541186289366894,65.19145331460092,49.86318967987731,56.84038127596154,35.677767159421116
7,3.2228324096420486,47.62970294976863,41.63521258404491,41.06302410443063,44.26122883148067
8,-6.707608751090439,44.50235586747886,39.68284820520471,74.77131231586644,56.97857067226792
9,-13.798813205874252,69.00065410579106,56.63116410584097,34.09074683012024,51.71452604679749
10,-10.261458970347434,49.127275046207195,24.714865267065434,52.56452523968939,42.735161932012296
11,-2.385835912841983,45.32518294835229,31.73263197802516,58.8078858181084,48.9026885242855
12,-14.91371579950328,51.42856580257971,61.137337234096705,60.80178659270366,41.299186595302835
13,0.23986033111271254,54.67270239090435,53.13094668450803,61.63931796895066,49.9977720448369
14,-6.8399057751012196,26.385868122906786,66.96692925290851,63.60007232763478,46.82437200064753
15,-1.6565407406274533,63.538897927158516,39.59544361170214,60.60568044523068,35.66456022734886
16,-1.839772938848185,52.700772179569285,42.038046718799755,36.8081868178773,38.12382685919858
17,17.894592203333076,41.5634345236521,78.23851680524729,16.697642445722526,14.560109722285071
18,-16.276870461540913,66.88762135326884,58.93709171968132,40.38241043804458,37.342872668490685
19,-6.533533138705464,76.52702496929824,46.246067949286335,34.40488986086435,44.64249159582373
20,-9.889156290985476,68.13998271451767,36.04859525005827,34.08359711262328,54.04145089956655
21,-9.362405095609347,50.01061703645216,42.44353713362346,43.56682415464596,60.55198187433545
22,-10.745463096850575,48.65998281721278,53.93718139341843,55.881176091332904,36.275888345239274
23,14.484080925877791,41.089285117588204,56.4109105797355,25.75271993661763,13.194065446437317
24,-11.807148992024338,36.575885628001465,75.5028097854598,63.56942582287917,57.288953810990414
25,-20.228592866869015,47.044785355446066,51.87406764488031,64.5155599481155,46.593294232237774
26,-9.317060631406987,66.56723253652737,62.01186350034422,49.97250824356517,47.750583275823345
27,1.923866844078439,43.36417718911638,39.77468593579689,48.383673703813706,29.547281551656152
28,-6.227720862563279,63.40646638239404,46.776956512849374,66.4058571401291,32.09451118182654
29,12.87053864212024,57.38052655061969,53.49647282295324,13.833194271583048,30.352958457583078
30,-0.12181313516853987,55.97328962607759,43.85663041517395,40.25576199621619,37.159854097707424
31,0.4337909603914367,41.73826219611014,53.355333755418734,38.78339291944373,37.86322540441378
