unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure
0,29.29715013363093,10.10413561090685,71.1442697401811
1,28.161074198571,9.172486122554062,76.69609137696665
2,32.30548779086618,9.114642675943173,78.250958576138
3,28.220661052796068,8.90755345295253,83.06993726569611
4,26.059442416680547,10.150951597752789,80.27903961120649
5,27.012671333316494,9.341521336035969,76.57834373741905
6,30.231961582175856,9.375798785799049,65.62271231464182
7,25.18730184524214,9.652281990081637,76.11160836958642
8,26.468173401350416,9.332437339605919,70.00226781560585
9,22.089750621340627,8.775905079590705,76.4949053528557
10,27.962396569325882,8.621683779591258,78.03025053922786
11,24.816252574295333,9.303409443059017,79.50768352826455
12,25.96755132773,9.488007891658714,48.31135763314116
13,28.596770204995497,9.37134248763785,89.0175172005132
14,25.389419642329962,10.420436388412988,72.09505248361197
15,26.00128490820893,9.865976444608075,72.77546634669207
16,24.80287165786053,9.17518507977005,76.96349881241395
17,24.35342419365942,9.388760052756934,72.31497638782129
18,25.192752928800974,8.909530483072787,79.83714425606074
19,27.08678603030368,9.197200901949763,73.6416389393289
20,21.90120312729491,9.74867493415381,75.74611759049772
21,25.55888701992862,9.967371138928913,81.03343663307479
22,23.829362910671723,10.405009882556735,65.1070000645398
23,21.956414249834584,8.89602733920061,61.32064428388564
24,19.968073394445426,9.348480745962922,85.20277630178829
25,26.17007395240807,10.383488588296784,83.91019244918333
26,26.395761020056888,8.669888145364153,61.658737586728215
27,21.703181748247687,9.244903429459965,71.37047067826863
28,22.481050374867174,9.951251798794761,54.26860988196073
29,27.30783859601853,9.611037606009502,82.15059477968842
30,25.608228000151325,9.02000817966456,78.69401782320077
31,25.91954854511746,10.092913038331321,65.02411811678706
32,21.512791423566448,9.379110527391955,58.51815350232058
33,23.736925369640435,9.728308476972106,54.5034479989211
34,20.552660506007605,8.963346884106448,50.939028409940654
35,21.894035832274483,8.99151384656632,72.27037777065597
36,29.00893306011255,9.248179921082638,78.28705303597555
37,29.07959543071358,9.18415568470708,76.32851425890557
38,22.71869720625756,9.27675342552894,79.82946143139542
39,26.364590608334055,10.1788520195455,74.69803626638696
40,30.754532412333454,8.98498838961936,87.50752994908635
41,27.333364901939824,9.036014800038421,67.13046834026673
42,23.93525709575514,9.438959333671066,76.69908142357626
43,25.34247161338432,9.572901298354447,71.73871194621032
44,30.48554023859208,9.733442921524487,88.04936464210431
45,22.62764062518625,9.098888747086248,69.31348708362938
46,27.778896154998765,9.241234386710149,78.53992707575105
47,20.632671064444835,8.806770357289317,74.67924320916585
48,27.373067785792394,9.565595592283774,79.65395554830148
49,25.336739947763405,9.856664898485807,70.92298512174231
50,24.547291129373885,9.18674717526911,75.05609469761423
51,26.384450916826562,9.399015876925091,83.25813917010696
52,21.617384655574494,9.573662744294316,63.09396724757454
53,21.612648836209754,9.7302600143796,87.01137078111152
54,26.333485493840307,11.047423865320045,77.79838803489268
55,27.008693161877712,9.837589879590494,100.99417210085456
56,35.210374360756944,9.228397743285665,102.10286229992009
57,26.748806042634524,9.67394976895145,70.2859528012555
58,18.850262863646034,9.948619323064491,36.9033536163019
59,26.931417961042186,10.09585255891974,76.64741614386755
60,24.895477449305716,9.492755251129317,79.35467241759518
61,26.545179409554656,9.059086946761951,101.82172219491457
62,26.444711007890263,9.759401390584157,65.24393600256988
63,27.77151849423557,9.200303705306487,84.3957240501992
64,29.840401122577575,9.638745233301227,71.68368384787671
65,21.013781453367685,9.184518466407479,64.14090949599517
66,26.429560040842365,9.584631214937946,95.31768122792546
67,29.780595657973507,9.726552069171325,86.21802212284244
68,23.768849199597618,10.715817890637975,69.03000557254235
69,26.45693641168669,8.902492701252497,65.63123294871203
70,24.140001265842876,8.713871961785575,66.85070627219105
71,23.569866046643433,10.741576629410622,65.21854918188068
72,23.886229379903344,8.874637130665326,66.04095846134419
73,25.63389105357386,9.613542993657278,65.92922646478218
74,29.860114276876068,9.52297071392689,85.46319913010309
75,28.629867813685347,10.061890927391289,91.24956197235122
76,23.688999339186893,9.489791371058159,69.46201661436581
77,24.723520621370604,8.988911330561033,70.92527191780867
78,29.3482244952152,9.974145056797386,82.14806390002637
79,28.107913271703737,9.968561068084583,85.34732296460194
80,28.273739533316004,8.526035811345766,59.1484080180106
81,28.129541216091912,9.918658604654958,71.26369383595136
82,19.847256396333677,9.37448444251261,72.87027546419206
83,28.55230756251489,9.210248334705904,73.91962433781251
84,25.92270091822618,9.906377789836547,55.74203354370247
85,30.121150923359497,9.829105097048888,78.66490693979999
86,28.888433738850857,9.694610412843529,83.04343624500224
87,22.69975264153612,9.856856927785376,78.19612394765723
88,29.995547606016274,8.209098152335617,114.71094939004776
89,21.148105065094924,9.162892874458267,62.75080365130481
90,19.882964517982476,10.101778173500001,70.23488167958769
91,26.21776445206389,10.421062872579297,89.89634072713093
92,15.708883899129246,9.420628625562868,79.95101871987279
93,18.576577185276065,10.148789588815308,64.76593547040467
94,26.992863889922422,8.655425167305399,68.8562847091252
