unit_id,ProductTiter,BrothTurbidity,do_MediaExchangeRate
0,20.949719692074197,9.380967439929032,0.0
1,21.264761214805464,19.960665178305398,0.0
2,16.83700194130701,4.29867169471514,0.0
3,23.806114248925134,13.92213775540242,0.0
4,19.0450975982728,21.324043560062307,0.0
5,20.946140296251247,6.371067729058717,0.0
6,21.32249270620035,4.253927977326571,0.0
7,19.89856593904854,-11.443610579426688,0.0
8,15.586967694713376,3.977263307641074,0.0
9,18.606701292602292,15.836861380897954,0.0
10,10.519051968895527,18.369887975826465,0.0
11,20.02900906925198,0.8241060247639762,0.0
12,22.40820847950617,10.930360851235069,0.0
13,21.543801251955323,16.38293127703295,0.0
14,23.294271772483775,22.873910336801906,0.0
15,25.57103627709498,17.73321736827402,0.0
16,17.052212197710425,1.5225466932555296,0.0
17,18.559579362707026,-2.0685645307825737,0.0
18,19.817800078718214,2.438112072079054,0.0
19,16.39242516411904,26.092817333480582,0.0
20,19.79433454926868,9.40885397685656,0.0
21,19.894273457007603,8.476106557234163,0.0
22,22.484437485115482,21.351626912160775,0.0
23,24.41576019346399,1.3726588112418447,0.0
24,18.5941311281686,22.309225164276565,0.0
25,12.22849533138707,3.4072455118556038,0.0
26,23.158882110503324,11.69169435300289,0.0
27,21.92714187849611,21.143796490153818,0.0
28,19.844717373898465,-2.18144342334309,0.0
29,18.47031643414462,13.981241448207875,0.0
30,16.411261249450927,9.83434726127398,0.0
31,17.971479370984454,-1.911289171938396,0.0
32,20.721667515819085,-9.896317441323731,0.0
33,24.983650083434004,11.938335159541502,0.0
34,21.375489078407576,9.877391637943596,0.0
35,17.65966869351366,7.2602228096189325,0.0
36,19.531140482341776,12.121980608578362,0.0
37,22.04584071521542,15.537733200090972,0.0
38,16.056945573967436,7.980093480100851,0.0
39,24.40648449604452,5.095631537445102,0.0
40,15.998250025770307,18.208310942007138,0.0
41,15.00821073758996,14.36107599025016,0.0
42,28.346878080695703,7.64213477813971,0.0
43,24.811606217767014,6.826464796868256,0.0
44,18.646893872500904,13.895338789819684,0.0
45,10.59207165291875,1.1432197334451022,0.0
