unit_id,CoilDewPointMargin,RackInletTemp,FanSpeed,JobThroughput,do_cooling_setpoint_controller
0,52.75803306282445,47.16313865295189,64.07494213728813,34.37233933958679,60.0
1,42.14539543021644,41.092402952156974,60.16022912013529,36.313737674141166,60.0
2,61.78455674370136,51.63203579056355,37.15435411533326,28.490748511520557,60.0
3,40.81463726545994,62.275613499937215,60.628963116970226,23.63782427384942,60.0
4,35.21096028440622,64.56447884296146,63.35638123815455,30.18398329693643,60.0
5,59.785725601939596,49.69476936773754,46.78013314342551,15.018094194631638,60.0
6,63.793197552354584,36.101370249740974,50.269659161660165,29.539068042438448,60.0
7,72.3489458087053,70.03518528553309,48.64115917801918,5.708616629322403,60.0
8,69.55470424731595,32.38421880317572,38.170433225330385,26.075741922002635,60.0
9,68.76120958282071,40.59966495994292,68.25982134201028,19.156340550111178,60.0
10,52.215678664797345,52.48008224185707,43.026826585023585,19.452275945111154,60.0
11,99.19989359215924,77.93915638918949,54.95863273829512,1.012666898699703,60.0
12,58.376536925150866,59.23957952185525,72.56615520185439,16.634626513183246,60.0
13,58.092647296537514,62.11966671850601,64.47604225765191,12.144551974797302,60.0
14,57.88658825188152,81.11471900844269,72.87918651034232,7.84846913288802,60.0
15,57.385558311084836,71.85657933208626,43.87296258308085,13.581385430860369,60.0
16,108.46321584108811,70.82298094712131,50.23202756149977,-3.230445460243903,60.0
17,71.27789743005195,46.377920962334116,74.49422823593585,12.807003023322402,60.0
18,89.75010099818235,57.41348492772253,58.50764758784827,7.803530563148236,60.0
19,66.55792021439653,43.06482626198386,59.960153999693375,30.661238914925747,60.0
20,78.4427298009513,51.61682921877515,62.444837513030926,8.443235602834713,60.0
21,64.46989161319794,58.64774239799241,60.870291708104986,12.120297400468981,60.0
22,73.84462030759516,31.067112188670965,76.03041619399833,28.257170830896314,60.0
23,58.67323187051718,52.667105923094226,49.38928855088565,21.62078601824692,60.0
24,52.32219617174236,49.25138718464988,71.16932316994033,33.689218477771156,60.0
25,71.23360113032814,53.09645875050921,67.00675406594156,14.361831471859945,60.0
26,44.2831283002935,56.143197731472824,60.09329211829883,22.629050565768516,60.0
27,82.0276703958794,47.77779877348437,66.11004536280124,17.018292244145265,60.0
28,72.69275419803103,44.950920982223145,71.00316064048656,25.725291898385883,60.0
29,98.43307317674918,60.77405983470854,59.681823315077025,6.583464735292536,60.0
30,42.89149850147283,47.40159173590769,78.81636270038787,38.706477012171895,60.0
31,99.79020425044561,73.48125287583768,76.95903003733228,9.823903078046186,60.0
32,31.805857827524857,56.70033529148651,76.24184254654664,36.24791362165793,60.0
33,73.8183175388965,74.3126099869672,53.746509570047536,-3.185449824892501,60.0
34,91.30019088793175,33.677128848954226,71.81662073569656,23.38437146720724,60.0
35,40.031565023024726,39.89775117961461,43.850961475685935,36.45260072553752,60.0
36,88.08373161040738,58.68672960686299,64.85690402301256,18.65612248036757,60.0
37,73.73086987910744,33.31297231253129,57.216084093918965,24.568224252969674,60.0
38,7.268763131491184,59.98146742631826,61.54602298541332,56.00520413992234,60.0
39,45.990852811329034,73.10230153013374,73.77498323613393,18.158217584037594,60.0
40,57.99629483211807,85.15212490909244,40.76823330173725,15.958171043018499,60.0
41,60.222778513900316,53.408805669787895,65.36458958955777,17.42797365795803,60.0
42,71.02772240234974,61.83193312328994,56.88343115915722,17.963758624375604,60.0
43,47.774175903177664,62.6904588571416,85.61180209098879,23.249115072040745,60.0
44,71.80212109049674,61.42449893070343,66.73111940825859,10.428537147817543,60.0
45,38.81931843438632,51.819955623495275,57.367969294627116,31.00359481559179,60.0
46,98.82175424936786,39.04691648708543,57.09818178419008,22.96106139961239,60.0
47,46.30209295902954,70.58115410258252,47.0562719404619,17.390365060602207,60.0
48,78.61654317402368,59.52709824255491,60.45712855985349,10.910808659594073,60.0
49,64.78360230560986,56.869066495015524,61.555450490741,13.815766870994722,60.0
50,51.89844025292939,43.0110358886696,53.985686073250605,33.182730930135214,60.0
51,80.13986388960235,73.00289698568321,72.34962193920623,1.6858375422487493,60.0
52,56.93975123893865,44.79431214788382,72.15170595443846,30.898591595482735,60.0
