unit_id,JobThroughput,RackInletTemp,CpuClock,FanSpeed,GpuTemp,do_cooling_setpoint_controller
0,28.875178371324246,47.02811449821783,58.09772924883972,67.02044229455208,56.605845168192076,70.0
1,35.527956130524025,50.44736901532999,61.985877197678924,68.78862603062348,51.285151480262705,70.0
2,33.824172259847856,54.32236088537111,47.790290853158325,54.58584009958,48.367138040744265,70.0
3,26.189894757141857,48.33518134056914,54.031290821579965,49.33541088562429,42.12175287399351,70.0
4,16.831502585507607,72.81369141915293,54.20112566034073,63.39628314509915,38.75313408346058,70.0
5,8.26356002708721,74.8016295123794,46.3411123996656,51.62632723782019,63.003404979166106,70.0
6,34.40835565657534,56.401197878799046,54.58542753071017,44.07392668698258,56.6911646187108,70.0
7,38.190570740957995,54.42966429154237,53.099660470550646,61.53322414419623,47.29330037487277,70.0
8,19.611504279661602,58.58724716171811,39.70972862296395,54.41778481100677,71.38554390174212,70.0
9,51.99937912018643,43.734551303728,51.16352370989533,69.1383904596687,51.83004006728842,70.0
10,10.855384467703141,51.779077721968925,73.6468648352624,66.1823132732756,49.42057661304172,70.0
11,49.54662620191618,41.2660692837419,63.755769488444976,52.86586978531446,55.650502411698746,70.0
12,20.855403604852388,58.97541816939441,54.10416761531506,57.352813023303945,48.15704201528529,70.0
13,22.655255430641,44.357976955168326,53.57461805988307,61.66510697288191,61.884494601598874,70.0
14,20.16524304370302,59.28409156190527,53.090086984267636,53.738656747455266,63.868222663529544,70.0
15,25.010900702765127,55.5233853566858,50.00213745449804,55.22149076577896,49.39729936610959,70.0
16,33.848459451086946,51.3667808095913,41.824799167600446,66.02995307860867,37.37857511473699,70.0
17,11.615365096297575,62.54128049416877,41.50692067842484,64.09198011948925,34.99552265842141,70.0
18,17.885061668172213,63.66267283610058,41.35587845582479,60.297500959321766,28.292492076967964,70.0
19,34.19353365341632,56.92043243898235,55.23698222862583,62.67669575949649,35.470773900583055,70.0
20,34.58352525489452,54.93563420125382,44.657999491410536,58.70952548854005,39.85988266795548,70.0
21,43.465154953659194,59.75334376094571,43.94076243841438,61.89859946912196,45.290871589706335,70.0
22,69.74880715221346,29.720556388313266,47.41343312454136,52.33099542638753,33.70604880556109,70.0
23,4.321740244458319,58.1987697110747,52.14421339590055,54.19792143119784,54.86116490344238,70.0
24,21.17056870693018,67.99492614967014,59.85545313832816,54.25638037065973,43.85201523247359,70.0
25,15.775818427043816,65.69259321427967,50.784951784847706,51.16831709453289,50.57829858190341,70.0
26,14.393696796454218,67.19637048268105,61.54072559817605,53.509889679648005,64.9434999108394,70.0
27,38.370644337261446,33.39697458844969,53.25668108117662,48.14090405709147,49.70832255831416,70.0
28,18.443889052986446,67.86689783566698,49.1321043891813,47.1370035053129,78.09626477337086,70.0
29,19.672591228191514,60.81993106083768,39.85996587313644,44.88015257752883,45.29272278961747,70.0
30,55.484420210041684,52.8152115550453,37.2850976462962,60.162829460354104,44.93821633082497,70.0
31,42.89860800707563,60.542658074211445,37.879744856002816,80.72600854685444,51.555092293027755,70.0
32,13.453200722639302,71.85974801776413,55.38829724403434,50.58755647065089,45.644551233467155,70.0
33,27.21208934012387,60.41920095185422,41.980908672277856,75.62491178911546,26.084274497965804,70.0
34,56.36553244715505,54.99864083223664,58.17919753668736,54.85152255049687,58.464970867490976,70.0
35,53.780381371571735,60.37297167294847,59.95258772517724,57.62304111827922,49.22368715594433,70.0
36,30.684468836970492,44.606686381969304,43.42514844946935,87.6757093603466,49.88647962862251,70.0
37,26.273337430528727,65.80507296224033,54.28988899996868,41.826771716973305,65.13031036782051,70.0
38,23.41152554054151,61.47522577667675,45.66666135306267,60.58535387210278,20.254044643230984,70.0
39,31.225956674993235,43.71163405230642,55.395435596942455,64.34312204787804,44.244679362787224,70.0
40,30.904502418448043,43.96550102919775,58.99626244449025,45.137140268742876,43.24290848484503,70.0
41,34.1171111571718,60.89083862848444,59.92745554775709,56.36621422464948,47.781223891150624,70.0
42,31.59318253845983,45.82716887979047,48.328950413019726,61.72592813647606,50.29154838256983,70.0
43,20.496901629447823,71.99564019603235,44.20035161116136,54.012791978722895,56.26316611154203,70.0
44,24.08209188885317,55.055601298400404,50.5908597996648,68.29905258788747,55.54162073853573,70.0
45,41.05953661052266,44.765583666371995,47.28383486733236,64.81051287222766,42.35994636637877,70.0
46,26.736911974587343,48.98529673949046,64.67859016582554,51.7881371556655,56.4696023016869,70.0
47,20.37992426502495,49.37219085926927,52.20393262123705,52.71501583180119,39.03539756129799,70.0
48,11.656567471626623,57.888488933672825,58.24997874187245,46.32141282125123,55.29000723483514,70.0
49,19.563625253538255,62.56374648064204,57.405922648663164,63.840221496307656,41.124082800331045,70.0
50,33.95791196955818,48.010025351524305,38.667963699275205,55.16481292048143,47.367954000865666,70.0
51,30.875977757385712,69.11416577040862,47.61311803494715,55.13597449505109,43.036214928519485,70.0
52,49.525607481518534,43.663707064824564,57.300775843543875,72.28278634406153,57.3681961019704,70.0
53,28.85345408007901,62.322787555550214,56.503005547020486,75.17717668048708,58.20045598580695,70.0
54,5.656979732779432,75.73244300493768,46.13667546027667,60.39368196183822,47.850801739295214,70.0
55,16.542140991503814,83.67049768748016,51.34399716041385,51.79397222440238,58.66093643840146,70.0
56,27.414710742633204,37.4741260574807,55.34761635742738,58.82849366659986,64.59861113222806,70.0
57,40.186638008551796,37.74760062985696,47.876137074018935,54.80824948641058,42.276526653832605,70.0
58,16.89431919166091,46.67201453079656,43.75445418944503,47.169077842122505,51.056534721433636,70.0
59,19.53934435123332,66.26287632672131,48.38539760106732,63.81115711780862,40.95782147236453,70.0
60,43.75256296806905,47.555323505558675,53.82757572838709,47.98763502226837,23.065298352641637,70.0
61,39.308902131921535,61.980011920089794,56.045589373818125,63.84798324168269,49.58546313563973,70.0
62,23.599376150671514,49.7611267662375,50.383406522702955,69.40771949279524,39.28972660907064,70.0
63,40.621517865803874,59.35183815066493,49.29245233991254,75.08415634308213,27.471150951399462,70.0
64,28.41404179222669,50.333473103499095,58.85679180111518,56.558511361029296,19.174215201259457,70.0
65,19.527562565152085,78.65575115855842,45.380314341339705,55.478053205231596,49.124370859222566,70.0
66,19.648875576349667,46.08002488202401,58.02583852476808,69.0152105768511,53.69091281887764,70.0
67,26.82596766427941,52.27930280790338,47.793552638634694,59.72638457379679,57.88561329769477,70.0
68,23.347939125155584,48.20622263859172,40.74739474718939,56.79743538461585,65.67093250213343,70.0
69,22.45767441623699,58.69529043997198,58.65407901552628,66.3069805295019,41.83950844532592,70.0
70,9.601296340969517,70.59269460204449,54.23837084567289,61.31693043500443,44.96067273388645,70.0
71,21.537041046221866,54.980207932381724,55.198150107327116,37.82866339904708,52.6877643635481,70.0
72,51.996413257761134,49.25683542922726,58.95904138899393,68.55604122366957,39.41344172933032,70.0
73,34.5405440058285,64.7945569006196,65.92548038204158,56.498841676334976,66.03203137120698,70.0
74,39.558732043559786,55.112001226823494,52.97257160182283,56.98951339219063,30.181881243406206,70.0
75,31.529873975633183,49.447862000124275,41.906622035140344,65.04153144653581,53.283709719035855,70.0
76,28.143761014364113,37.401318501416085,57.73277375401547,49.30657714845829,43.03635097148644,70.0
77,5.562321192322694,49.140694888675746,58.43790246311132,75.08613114486026,66.43544497358556,70.0
78,21.515466057132645,44.56454601851966,46.54549449384808,68.60354570512071,51.55478425278107,70.0
79,31.37504279412569,45.165229230330894,50.16888184156666,66.2891416223012,24.596876868471035,70.0
80,38.37699536601533,50.93093550261492,52.7090060404098,64.73492006506652,43.331467340189576,70.0
81,27.55860347746595,63.65665687265179,45.93156707324689,66.71686101874263,40.78631788281476,70.0
82,33.67043018734579,54.2681699932387,40.557676031173116,52.238201011969785,58.2797021218079,70.0
83,35.79434524265237,61.969550482654256,60.27137020480849,67.87224211625112,63.164393097320975,70.0
84,19.046671013395315,48.44617774113431,54.4193996078276,52.08496644945853,64.96359068851976,70.0
85,39.529238214911096,43.81574896603531,56.91642354345185,55.86421232860372,32.27999675735311,70.0
86,20.672246725834718,69.19297563540923,47.219044213903466,71.19212413975984,69.17170518956107,70.0
87,24.50636814441178,55.386313538923254,45.4907014813793,43.45781910538123,79.36345673989517,70.0
88,43.406674843764904,45.558667031494274,53.26425881972995,70.99950242267518,34.3206949245515,70.0
89,25.997245729059635,57.99211974546857,48.687394205600825,71.30703596940012,67.66268421676997,70.0
90,40.93180590363351,47.160278929429396,52.835875632997784,51.12902422413042,49.700249183407266,70.0
91,26.623460182474183,51.34107016064973,52.21007188526864,59.16309954265619,54.08997133950757,70.0
92,19.182603627974515,46.59598892045268,46.08266844155733,57.63395491571622,43.38644781158665,70.0
93,56.66414911873914,57.80664647309995,56.22607637551745,50.71800429438261,45.442485392239846,70.0
94,11.75656738511076,76.9215384720661,48.12052653214594,65.08324359574173,44.06488444880786,70.0
95,26.75012628953425,67.43498614325304,36.70445357390691,60.94477825310526,62.46758619332507,70.0
96,14.470524047755266,57.86048285315467,43.56336216205526,50.621493483545486,43.557404429183734,70.0
97,41.76562133130142,68.46013711802401,50.976887382671045,53.76704780128584,56.06804502506664,70.0
98,44.18870352275362,51.00080648463171,50.959652966020954,70.05149931126125,31.404408849448018,70.0
99,38.400443545049136,34.7871529327341,53.733683581429545,75.8098952345423,74.65698368991308,70.0
100,23.543201459634435,58.27659925854365,41.43787070921337,74.52908409726884,42.873878728203955,70.0
101,12.688259192689046,58.21564877836175,42.37960281183817,58.90544624222795,37.694339041370036,70.0
102,40.590906069328184,81.07269544237143,43.69228401799995,63.11636897491721,69.28195420671179,70.0
103,25.068607830133953,68.07613000156354,48.02705290158585,58.19400064840234,49.313295841010174,70.0
104,31.106935322376966,44.41395698932981,49.354610487393984,41.7819022237466,38.617311910950555,70.0
105,21.0590621530988,66.78081420799464,54.15097709327222,57.15677698229638,40.396206648634255,70.0
106,24.074824522517382,44.1058630057299,50.69212021415276,55.572594728507084,64.63981578857602,70.0
107,25.620879124476243,39.829138767492566,61.021108323159844,65.05688621862532,38.24563273763348,70.0
108,15.355781729134177,71.64849143599037,48.00396936905669,54.86302583469685,46.096643783750416,70.0
109,38.290987885891724,34.34445047426177,52.29102959821259,72.98825366371389,49.041204966462644,70.0
110,22.694000329006556,64.88057319624895,35.95534412958565,69.17164961132278,36.89903733285868,70.0
111,29.275158401453574,47.080760012705035,31.379250501981158,46.715547428915905,46.804403365766994,70.0
112,23.515457673743345,52.79622161637675,48.450817388858205,59.938927649018716,66.26794974314151,70.0
113,29.348001736476807,41.11651491433307,39.3809623500872,62.459276610423814,64.47362496826736,70.0
114,12.89634485117181,40.503199367966545,50.89850756098124,45.09318244205419,64.90769651891927,70.0
115,41.18746498609154,34.20701872768522,49.7490379353037,50.88776021836324,34.67648393986616,70.0
116,58.266159591559344,34.58286147808947,55.40663397457415,53.02274327028696,55.221898965685504,70.0
117,34.71229621697264,59.54713373644384,46.43598523814593,72.3296705425647,36.57540739330769,70.0
118,37.36006355661646,42.14823054426651,49.46253773687731,66.62293125879894,32.21785051415982,70.0
119,45.40963840270516,39.348589287360305,47.22426653726691,69.35099406717634,55.058339323948914,70.0
120,26.747706594375884,57.10955386108624,43.43902567816176,55.13152530839377,55.408422795180506,70.0
121,43.979449184745974,61.715966077113386,65.53939510989902,60.90181070468361,41.86489642573858,70.0
122,22.890311413863287,57.94625917708203,41.788766800776834,56.09120412615441,46.085626835651986,70.0
123,33.693789054290924,60.47389988914118,58.0247916604289,41.93029589647659,55.41844602156836,70.0
124,8.718377837855888,62.84785478649003,42.34613767663026,45.13201492769077,59.98821113633513,70.0
125,38.53403193706079,49.99445208294474,51.58397267376362,68.54641023300493,42.190972792295376,70.0
126,37.574102321729576,48.06287685789117,51.414810424019116,68.45634001955054,60.82107071439382,70.0
127,23.172927204753808,47.358605909569334,55.818292511058864,46.27867761679772,45.875806513132716,70.0
128,29.513642672905146,42.03264516534801,52.88081384523704,50.36144644584532,45.03367904748599,70.0
129,15.35715448545811,56.69043009173577,33.43832993072866,51.42116024128847,67.02491935406272,70.0
130,29.58472656155766,33.95083159695314,70.22113058553063,74.56069320074111,55.522902069019615,70.0
131,29.169165803480684,76.28640077395531,27.771344523879943,76.8277409105251,51.471217057144194,70.0
