unit_id,JobThroughput,RackInletTemp,CoilDewPointMargin,AmbientRoomHumidity,CoolingSetpoint
0,17.766550793257906,53.86162195655431,66.99890358084193,44.366909188590824,45.67030767433507
1,16.735359322607977,45.48127836494067,100.44336622475481,36.78931142418099,46.05826441466435
2,10.219007029981007,80.5795290052662,43.01888336917813,46.334857063804115,54.68619822285476
3,1.9164794019852,69.3913597533373,96.38164548578408,54.557053573329306,59.75422853805275
4,37.83196303437779,29.83941281961117,56.9017155914514,43.941784430080105,79.94598255780896
5,3.933994231455129,67.07233552090908,116.52510918708379,38.12863075779191,49.62995680976841
6,23.887752303522518,50.77197765328055,66.38756481144318,61.77662497413231,53.45236337844326
7,19.036119013778666,48.17746987247741,69.79642246644838,64.34915295421642,47.597909876624456
8,12.965944114567646,58.79132010016687,78.4710266722046,50.710779880557006,65.3584050610481
9,19.08007462377786,36.88517673433142,82.45411398670183,48.16898041026456,43.918367250751544
10,28.761641010277305,40.94309698177402,66.97387566666237,44.55239347208244,56.81514752313015
11,14.910041318475667,45.076833666555316,119.75187059355447,15.370075051720448,37.96019041119862
12,19.24597898400007,37.78021631360018,91.78325362928759,29.059625118342712,43.41650805089791
13,27.04063984356765,38.89797022920157,94.16979819919902,46.98159588049184,45.96167932055683
14,6.70503132124454,62.01516024239612,50.536467462085625,40.856336994159214,62.2118652226698
15,10.61233447945712,54.866993683528634,116.23628423519855,46.036161835403654,46.64197588607171
16,19.421149284608244,56.65180494745275,46.02044341453888,49.533822504501266,38.37028322761609
17,6.512515477406897,70.2077240087328,71.54475999308765,79.55197979171973,53.74276671144725
18,19.0156335577397,57.42959584898719,55.37132924882153,76.26804333545493,54.623650887945196
19,22.585796130559963,40.784396221217754,64.1812824250596,35.56705665290748,55.99625427420436
20,11.619509361883978,49.90807955556955,84.5044766779211,46.82821248776563,50.67601955522492
21,10.295588093747332,69.1939507070923,52.138482777622585,53.27553962279725,54.469617179357044
22,10.161892976779503,51.343903236848945,140.8226362934841,43.482390741288825,42.275589581491865
23,20.916994886541374,41.303555724103404,59.45114857238069,39.0039299574301,55.96633861872178
24,14.76872467680009,41.83196642556794,93.63795783830943,51.79240330356254,49.76065998563148
25,15.8538626706929,41.01609404373716,94.1593126500406,84.65392968180875,54.30912415061182
26,11.668778832666785,54.92652139745501,121.30029217484599,76.82308840733471,36.4611477865612
27,15.403459495259522,35.35669397732774,92.09331570271539,71.0946810949926,49.09322837786878
28,29.74254307182402,52.09708634617177,45.33639701218037,54.172531890712584,47.502843700806224
29,17.60796689809517,43.41641424057269,76.01658507358036,38.9986072852551,46.38521478535736
30,5.219308012805967,61.35454883663171,108.71551501156836,37.74607940747032,55.42700171969885
31,38.1664364986567,35.18737667380299,43.960514188195624,57.574471509217815,70.33691908003463
32,12.814033661218494,69.87313666030465,52.71840567429996,61.07587589652443,61.8050111360336
33,30.044777128005496,36.47390293079918,51.889344915646184,30.432972584028608,59.32250263427402
34,4.937382051394479,72.77251373860197,64.57046292577837,37.716866867753055,52.10894702273226
35,20.828836691716177,51.872724225955665,103.66348288240745,37.31445916125728,58.5591607573747
36,27.777748011559304,63.90902545205398,44.28930385675775,51.79841626583147,50.491880885619494
37,31.023273175974122,39.772538384553606,61.62707763013787,60.82018785779321,50.480915642147274
38,16.643373380826183,47.154880805954505,85.52390645172062,69.37983026742022,39.981615614704175
39,21.095836459787037,46.64642593594303,59.08885209878858,70.28330446323096,48.74944956414233
40,25.57423963832662,63.04528759520589,47.53534523958398,58.2846905144909,65.02263683676456
41,2.5442741981801715,61.440335078467065,121.02576229659591,51.1483265807745,52.003027909813234
42,21.857042836679888,45.1083846389226,72.0259939425271,61.040988694007666,58.46562759304131
43,6.682427713023966,44.759845723241135,134.11442027471736,52.44601333016766,37.010349151806665
44,37.905426214238446,58.27172801220488,42.72537225364606,74.5998549298797,73.09704416849449
45,13.07156362731914,56.29646196702258,85.03761649298146,45.53964830123344,41.78486805717273
46,23.827633146819206,59.63986882457359,58.49562772319344,71.2752709913234,57.49957516008996
47,18.362333667287235,40.51851003927864,88.54991584144513,30.687772475995313,45.248630964384425
48,20.421871204602855,42.94128647147255,65.9742142993576,44.14222461317561,63.85621511701032
49,35.49676607669494,44.71032516722792,48.04091306924469,49.07106057117525,68.09593600030877
50,30.88386522162185,41.04754863361363,55.97297461610162,45.09736484080832,48.21913366284897
51,4.233878920484054,49.38970257745248,140.3531698107834,60.39980168418819,33.95604220109478
52,15.499242585260008,51.31433441847103,123.4283795038439,48.424355121994864,53.468442794188746
53,13.641796268466555,75.08601001067694,55.398214442276554,43.05808602961775,54.539609951949124
54,23.876877971063685,56.29032966535854,49.414227183744245,57.47395741489312,63.951775958888426
55,24.009288253122133,40.097271577641315,63.04795778460657,36.3026115865579,53.19361929010202
56,26.04119990423804,39.52520931505377,78.04009463887013,39.583457421670104,44.68513903292693
57,8.107651316420048,61.239575292832754,84.38025650508851,51.69177351834694,43.94974743678111
58,9.488014787479676,53.3388733883501,84.5046790160889,64.70184170059635,43.29145013931723
59,23.296251723156715,41.200414570337884,47.87641505171279,52.664569099990075,64.9754257338871
60,15.396170543781654,46.589545181369395,82.81282821809653,44.59569334802416,52.716490983522526
61,27.290374571738408,45.44717793270967,80.56363958867081,51.05967399331839,44.76355394074955
62,53.72047612051859,59.17712612555089,13.663122869277842,31.18661639109395,71.07188983406743
63,15.72050493511492,58.718816745954115,101.19397861868563,49.49398180560928,42.89610413123381
64,14.812937417170378,64.20222609359479,93.72330234041159,70.07983159521524,47.06804234953988
65,40.61302015422298,31.075041298644177,53.70125390691532,42.25288754563166,62.46845860763542
66,13.294391611271374,66.21272710677025,73.52696942098325,27.948726840032233,61.54734828249705
67,44.53696503754897,35.54354836794908,39.79426556907149,44.895988652067636,48.03154766472417
68,8.328778002799895,60.528501473844464,81.68854707369375,55.28100683310181,65.20914201690422
69,18.781583365772903,71.8495121645032,56.83498737452696,59.9709573005315,53.67525020631987
70,33.546065631300024,45.754947868215964,46.767986553814076,45.544445233928954,66.3239797867977
71,20.63938873742215,44.257741242562346,65.0848574307035,76.55882913295417,71.98155889058614
72,44.94184008378294,36.35938293802981,30.806900289881803,71.65901745872723,55.0969419323878
73,16.832262102595482,51.65350630744993,85.97248567410841,74.35339919852655,48.6256974993703
74,10.037713615295875,54.34424771120807,66.51271157792013,62.69557890741346,65.90497305384245
75,24.516383384308273,39.997973062058605,54.18112827123161,55.137085309737195,63.31579731500007
76,28.092951144792593,61.926291182311935,43.64510439802638,46.88207527582344,69.80055648376221
77,9.398519154893663,69.50467928045772,88.82711594666144,45.63718908799156,42.73466148005945
78,13.08809790649087,69.39570611141917,58.598074357251505,37.76458236867973,57.61635063620726
79,19.379342600743946,42.27740865036206,74.44407497989128,41.897065807595816,62.762888015547844
80,22.35640434993033,38.728537689693084,85.7240065348336,32.077271172391946,52.82514520888565
81,9.245452437365607,58.351870377411025,91.51912546591744,49.69581368570357,51.56644081005799
82,13.627213429795978,56.645376569738524,77.58957865785028,39.00421347444615,55.92724323008726
83,36.07824870229575,28.917285472805222,55.21529854002283,49.628825692154656,60.80529277405142
84,3.9078090597339115,62.89253699304678,106.35599584696442,59.01834140672331,33.09017833081066
85,8.267111257735412,50.548026035956596,93.78845360699471,57.827369124909524,52.21541671455034
86,17.142703901043788,65.62861859936939,61.14025948518193,67.25620456682819,58.057517718030724
87,7.303792213337132,62.493595309151615,110.28243366079911,37.94153906660131,48.70954713127762
88,14.799175841509259,46.80289043295451,80.98203119872095,46.41137428546587,54.57831100389219
89,-4.222865297321222,65.33705135730833,101.3084296274994,43.240862032344396,51.60066160309343
90,23.452789529149236,52.760476447121775,56.804662051747734,39.85256242100907,69.2669947541979
91,4.4020518151512675,60.70360793161212,57.28331603722793,72.06359904845331,50.05045015976511
92,27.17550966643407,39.91538207757057,56.460197253872224,64.0365042970327,51.66930000411292
93,11.163770340442488,74.08628076301031,74.25735220048378,36.51523069617224,45.90108254487572
