unit_id,JobThroughput,CoolingSetpoint,RackInletTemp,CoilDewPointMargin
0,9.423688486739808,43.86785461172945,61.92421526101999,83.10153084059722
1,20.525549326620627,58.2965297346461,71.06055473553387,37.50453297633267
2,18.40797597360981,47.23194408587078,63.58238358495607,53.35214940386511
3,18.376552228174564,47.83349736153142,49.43951149924632,77.75633406705307
4,20.379050829251703,61.51373440539003,62.496685839738255,57.03742873245156
5,33.37229354046224,72.85124156952438,68.45006613637857,37.13573869164112
6,5.849499347477937,49.907902707054774,60.459180155064715,80.79123415040955
7,2.8124613361868467,49.43036542688632,81.78117918643557,69.58355053126859
8,29.89153133479238,53.09835280371099,52.17073223084809,55.297715945858286
9,13.041635763592938,60.00655799548722,48.987195978294125,88.67526646807411
10,13.74768818219833,64.27862168338993,68.63404262038783,69.2849735293936
11,23.600147137810712,43.69903592931374,65.00658518927006,53.67495737189521
12,7.601044077067523,40.043758757536594,60.679131147801144,125.39267061429692
13,46.838491176405824,50.77753761496171,60.09194975558993,33.598484677293655
14,9.473678512793446,51.83074132313006,55.97145114391063,84.14184361052327
15,32.33463133973375,58.95871460499294,52.15145255639286,46.28181226984145
16,11.614586211108527,47.18021737643202,58.0419087447951,99.38909780609498
17,27.850954006634176,47.770368957183564,32.32561563059998,75.85479846539599
18,17.319313062296228,53.022962761838464,53.0246000334174,55.48538951777678
19,16.689019957256377,34.67310918669595,34.48109758619836,81.9531098909698
20,12.649333631729261,49.02126392096932,60.06026546377248,120.84057563726682
21,12.228472889215325,50.47275875457817,61.13607518032151,82.7316402407041
22,30.222395408271826,55.07794442563371,47.14385561825151,46.99229288004464
23,23.549188675455735,51.80846338742572,50.95138907449979,68.01220106824127
24,19.605088199151723,66.62694996607574,43.55505567072919,93.36914468816043
25,11.475795032666536,55.97699884485942,59.03197398355577,74.63853749152102
26,25.94439440519096,63.426043014922215,46.75033022272404,52.62691945163269
27,5.942942630914648,49.91625073298299,71.37608518363305,74.56794254077575
28,18.952739488054274,56.57393511616639,52.11699872291164,48.02698995583302
29,9.025110029931138,43.87563967189516,74.65473549526025,66.27708470846146
30,17.524308250313883,58.989918398658226,45.41219872431161,99.57176444665427
31,11.434267946737444,59.76185352643758,61.7938000106465,81.66651712387996
32,14.299087781847648,61.755865024296966,47.76201089784904,72.76750307436868
33,10.646514071994481,56.965601658375824,50.41405614936444,108.59627907928662
34,15.121426859768565,60.90090854759323,65.05734707899141,49.68296466394516
35,26.42758751739295,69.01604953194074,62.17330096693932,27.85666866519801
36,25.24645617463715,70.21342517207178,49.699089018235256,69.0408689185587
37,19.74448048313274,68.60920261185098,60.658154825210666,58.81296389011219
38,30.226171696079607,57.60162066648158,57.1917732163994,32.86626013014819
39,20.570089474186027,59.95772068860896,41.81690962407694,82.81759655494378
40,19.468393141725745,68.94658834752904,57.5513254908431,38.59325308170547
41,2.4744065749662205,60.83595600246182,65.61781447893533,78.86141792574404
42,35.645627655552765,60.14133487117899,42.41570777637371,40.353977316592626
43,36.182224027786035,66.41865057910034,34.063162470701315,67.93049140163048
44,34.1097451145882,64.57511808130596,54.90876700114728,29.496015782866305
45,35.01901862412809,54.23040976666077,48.65531632229527,38.96771455850623
46,6.418287875571598,39.72462267689668,53.841627193794615,125.1492958556289
47,33.302122489940274,63.197697017205456,45.31668128335635,54.44444214166577
48,21.611355762351174,61.23153828782787,38.03319937392374,86.31934695407078
49,9.981242751469793,62.911494618920436,64.84012078052223,67.29168058492434
50,27.314895163862506,49.14769452222751,45.85037281033526,60.4499150636184
51,29.4003985498027,59.88687292688557,29.188914737703985,68.44619379419514
52,13.506412289215888,53.89000700709522,53.84856378461858,85.5652254822742
53,14.934659808000095,46.87279239618115,57.313706273816685,77.69915121656499
54,32.782256707957046,65.0932081534126,44.14081286684013,60.42922958278406
55,21.212934307469872,61.57332231507975,49.663642805193554,72.04500810099975
56,7.654744557880646,53.516305929410144,60.04874958801882,73.17764841319604
57,13.532471447615631,64.75103378958842,55.8779620710716,66.74934789816865
58,24.97851890329786,60.24688476663955,57.64637776063827,45.48443198462554
59,17.58796868772553,56.026897429488955,40.321187489168324,89.13591439146046
60,21.257700537579694,61.799910451687566,58.2844121591101,49.462311512478806
61,13.956014525236919,52.157245301018804,49.28883705633242,77.40546511514648
62,-5.677054553195161,40.65989202641658,71.38638122108986,97.19907830880206
63,40.205936209794686,70.6206367826159,43.52996078948577,35.570718804975755
64,49.97879441262535,67.6173621432442,51.87196005549519,23.51274733826258
65,19.236845031824117,58.76120576506916,42.78683588444419,74.19158317572506
66,16.093875384321585,55.95782714931784,61.737986216125506,32.688831110016324
67,17.92092439059641,54.17808013481897,51.90512415482223,66.09521578967953
68,49.14905777104653,44.3426998582752,23.954835412156566,44.313956086892894
69,13.290869973764524,53.77842086278567,58.02943627762697,96.28277844215775
70,29.085881379636078,64.3243748954966,55.58871206201403,49.248967776989524
71,37.29376263928301,81.65872582559913,47.28293651427138,32.8205504273464
72,6.998499207865115,61.89495987292568,60.13351937364126,95.22322195631318
73,18.367061550076617,51.28026411430456,44.52170069755502,61.53506994184123
74,13.387172211232688,51.56584622107518,58.95137667413553,63.8547646395191
75,-1.132847007310489,57.395628904414444,81.40581034714208,78.271473607958
76,8.093867083652468,53.128131863088825,61.893364188555296,83.60383289413804
77,20.400806498685114,54.9590459016686,48.09288202146316,85.13743417127849
78,18.97442186501818,65.11945773397638,37.91509596237816,78.352979232094
79,24.386816096704624,57.02665589375836,47.52922461022255,58.21501150996347
80,19.44919829848539,28.4651713066292,52.84866127933408,57.863673465155244
81,19.995249601787645,61.49301063402478,41.55976277591957,78.6362339906749
82,17.24095165972026,57.548680350213694,41.35696015879856,94.34508027175646
83,9.525177493121449,60.149797207654935,78.16149697373302,63.72846009989659
84,23.475661810773254,65.27405353426333,77.02008391307032,29.47102528993057
85,22.58662532842009,51.03967868280184,39.73255576787522,113.45712002227864
86,15.815804379298799,38.88313516049375,51.596340643302355,94.0280707772243
87,36.55678145104473,70.11182833774427,60.40592842478327,44.260170947216395
88,16.788233522040873,70.41646988128909,52.24605032338687,53.63078476677149
89,4.663290691605386,41.11472143651953,60.123742287576725,119.1859103918147
90,18.583499597358273,53.83516457706012,40.588565428543845,78.18893234052172
91,1.0742943560411646,66.25637640249607,75.26912576956127,81.34184879526867
92,52.70546638764504,63.453548709500105,44.09490999922476,26.30616115279712
93,5.643209003543358,57.04461849553588,68.08598102568871,67.34794201742561
94,21.525677380644368,57.46165108535583,74.6030947995474,52.39600511832286
95,20.824954169592893,60.660449338601175,52.438555151017056,64.02164896324447
96,3.9677822305320367,51.56011611282849,76.35821497940495,64.98663322682063
97,6.877485610130792,44.648535666591975,65.40348895433462,89.36984283972869
98,13.057679876694772,49.26910246387872,54.66155289443477,92.67686743624068
99,26.415458682444225,61.48538555791564,67.66091702557796,42.76792630987033
100,29.101772747752534,67.08659102535636,59.21299468905093,52.33945752720054
101,18.599397713055446,52.92614879720878,49.10071617552022,73.84175112647759
102,25.34272610677744,61.46717823144186,51.34315016746208,61.3917440223361
103,5.631645777698384,42.345837837163906,66.05513982872563,108.23557785072751
104,1.4709678345575616,48.97795863329171,68.77447488743599,83.62450876127585
105,11.415882385180149,60.2861292697156,55.33666631191455,64.28838530890461
106,-3.207647652680947,50.25329986059618,84.89486147407207,69.71835610708635
107,40.706979290685695,68.40830501041332,43.9769466914529,35.440249881157385
108,22.04973639858732,57.04722019314996,64.68145720562904,33.671503356078006
