unit_id,AmbientRoomHumidity,CoilDewPointMargin,JobThroughput,RackInletTemp,FanSpeed
0,54.93685271222824,23.108047599081235,37.01768519127082,62.72343851721006,52.14940507813397
1,61.81123324977093,88.34881412418693,26.159873434781684,38.345802907699365,49.84972722332871
2,27.151847549924952,77.99624693504025,6.069320695377029,65.65444726213346,61.581355679027105
3,32.385151833852575,60.973620017243206,14.292756179125286,75.3068914252228,56.833455755879136
4,61.43873071059487,18.578925804190423,45.13566545312616,59.13824603736023,66.2042666518902
5,72.7798063478895,33.77505167342926,27.032501839684,67.94812540476771,53.8788577476138
6,47.058247082399035,84.3490924872552,20.55391879765072,42.579107139861236,72.18175524458908
7,57.86466518542519,73.0454343842567,23.921129249621977,33.62639735636573,71.8594916319721
8,45.14380936283506,35.58317107393726,41.73547678521252,49.341905297680874,75.46688848594289
9,75.62765417100823,51.63752920455476,14.026636530857667,67.01764355588668,52.226874251701474
10,43.316200497265115,74.59528093649489,2.554042354841482,71.9823919851238,63.46744808481027
11,43.86356010977088,80.02663960439237,16.311429229227677,57.70850088392503,54.898953379725285
12,44.55155795443064,43.79483127528935,32.263954891393865,35.50213004818847,53.82278963472742
13,28.816724029268645,87.73021735505704,5.377121894748915,68.90885846250521,75.12369189016263
14,45.393590257888455,62.82060122852612,21.240258135783744,42.58324970580953,64.18257868690445
15,52.45372902604341,38.15250557901997,26.18713131142723,53.94774251909767,51.85833568905807
16,48.68780150383677,44.23949130727666,39.30616818498348,50.87653107202562,61.68014587093028
17,37.09599219851507,106.89774128232028,7.057566644082847,53.326426417109616,47.23323653711601
18,34.38002059561795,90.51279067396652,8.567386306488109,60.916568035642754,60.41293790249474
19,55.30607240744994,60.04387084696563,20.23452132081734,54.48326739785386,41.18221643400803
20,37.984791658218015,49.33534014767593,28.400802518117924,56.3661429587175,50.59555221156699
21,38.97873582972491,60.60131620258976,21.27416844300346,39.581444947135324,47.15521823617829
22,55.99350902597892,56.308319382874494,14.610440647506234,68.1695182396049,41.855214855385256
23,43.88264245443407,44.57436044918382,44.42473058134683,33.598854407172695,35.56495102979155
24,43.85791874890065,93.5951132839808,17.703007959540756,56.22726101523536,76.15517577653725
25,46.00068868586299,84.60079018538372,16.49523093170025,54.52326940730471,61.55520414115602
26,50.444322503203246,53.1981489792463,25.623676669555678,56.66220520088463,58.05882659134175
27,54.27259684830163,117.71326864121464,1.318991361424156,62.87488797932776,45.42307004741086
28,34.562755637808785,38.286532354007825,39.13881676642377,45.22787449059642,57.250543540959576
29,71.96582938808734,94.28599191792301,11.956134193953838,48.73039956872423,61.23056493752316
30,49.93829452473929,123.12530962079572,9.258890116108955,46.88532489195647,51.06791469312176
31,54.65868521064232,59.773580257486515,23.172052108917626,47.41828707311473,72.46928151073335
32,61.67515451504019,68.47587813140368,19.53818264008285,54.198087936329685,55.17957773025821
33,48.768870592600706,64.17154628781769,27.121767093271284,50.212271201733344,48.34540988524749
34,46.4252148942934,43.92380035906115,27.997610750316674,67.6794711747396,61.15626240628851
35,42.74499807964823,76.79599858511611,14.145329941438419,45.00407264253422,64.9638471070054
36,42.95603123498191,64.23322004603469,20.02154642349459,52.68337433474255,56.38948510091347
