unit_id,CropYield,LeafGreenness,do_ChelatedMicronutrient
0,-17.52476885591988,-9.967596824005401,60.0
1,23.78248642869322,0.8028529399499114,60.0
2,11.254332136382853,1.7009585628984247,60.0
3,14.012925549994247,-8.891183586840192,60.0
4,22.581103549744977,25.70648885723888,60.0
5,4.714132104571435,23.484052376517766,60.0
6,4.956729160384122,12.810590868506262,60.0
7,12.782266156428346,15.883225825624105,60.0
8,1.4070152753796936,7.280305402170352,60.0
9,-5.1545296988956615,9.44017533892479,60.0
10,5.858687461824525,-4.226729259351394,60.0
11,0.8786768165958363,1.1474784313221278,60.0
12,-20.143210767718905,7.0988275373115854,60.0
13,22.356944901600457,-7.840469398309036,60.0
14,10.474378215555596,7.723034508538166,60.0
15,-1.5076267916743058,23.575992766326948,60.0
16,-1.1705518357716946,3.4186666169563367,60.0
17,9.687708675139385,-4.412020616514152,60.0
18,12.538829702138429,23.337265343150435,60.0
19,3.5007891694353335,17.353925168496684,60.0
20,-5.85653552741746,11.254720575347807,60.0
21,24.803491164907186,20.787539525367777,60.0
22,16.204664921760752,-1.1896059410045527,60.0
23,21.0523114548571,7.381801271566365,60.0
24,-12.276402413222982,31.58170370311112,60.0
25,17.416459127903746,11.289772853448873,60.0
26,-21.925896278989168,13.302067227484354,60.0
27,18.80624211134804,3.850418418973093,60.0
28,-16.90542581662311,18.837301229077624,60.0
29,8.089681277857402,15.51293478034918,60.0
30,16.08402262666902,16.726817055363323,60.0
31,0.37446358937746815,12.134345734909546,60.0
32,17.706876946277035,19.258475207111644,60.0
33,-14.88444454408792,7.373434606678062,60.0
34,4.25909349420998,-3.102944204087482,60.0
35,2.4199872287731345,8.281860409647663,60.0
36,-15.587152014946845,-3.4450350392302944,60.0
37,16.11119438212242,10.332493515894026,60.0
38,9.41356602683184,2.745608382227891,60.0
39,10.449704242307128,0.3492413934125942,60.0
40,-5.529117361791402,1.8113270886011668,60.0
41,-13.662636464384251,28.10488341354435,60.0
42,-0.7047840493732247,29.8789917427118,60.0
43,-13.226213291253114,10.794236140477294,60.0
44,29.973546593317053,16.574834012350472,60.0
45,-7.20561255637174,11.110018121563858,60.0
46,5.003091210706666,11.487641546041232,60.0
47,-11.264128999348312,13.684227798398426,60.0
48,-1.659078924286775,12.695807081698373,60.0
49,7.349761752023093,38.42140756100111,60.0
50,17.90312763198922,9.503169481827694,60.0
51,6.526979072585158,8.961384010847592,60.0
52,-15.741065852008088,19.53672751985481,60.0
53,17.195436971345323,0.8919404604470742,60.0
54,29.198382669651778,15.394454595569197,60.0
55,-15.893957962647288,36.01890599108123,60.0
56,23.30422650704194,10.246771125149461,60.0
57,-7.606228618472635,-0.5639632837326953,60.0
58,-5.519234634912656,-10.09140798314079,60.0
59,-3.73519558115991,22.62707835476472,60.0
60,8.268934772886038,17.839920081394098,60.0
61,1.2574464583602318,4.858202261842499,60.0
62,7.472233467621887,5.393854486044213,60.0
63,11.607687077187846,-0.943344494099339,60.0
64,10.689544878216427,0.1806127741603447,60.0
65,1.1707668601989774,17.75830415159385,60.0
66,-0.643010494965397,-2.688752711899271,60.0
67,11.066607947193727,3.1148444288019252,60.0
68,15.040238978606315,5.411907314766001,60.0
69,10.212476872059705,9.698077147916505,60.0
70,-5.325222102671043,18.248279004838317,60.0
71,9.013739672843501,13.611393313259141,60.0
72,7.167542511122056,6.680889871776138,60.0
73,18.20988097000098,18.716684392460092,60.0
74,0.11823645284189022,-2.639158315654228,60.0
75,31.427408501729673,13.136634902134315,60.0
76,-22.799570167325133,-0.9814997358102122,60.0
77,4.360518946556377,-6.950283328657822,60.0
78,3.2612983716077144,12.02902112704672,60.0
79,2.4527594787825304,2.50486268488726,60.0
80,10.184703528651907,11.984381130764852,60.0
81,1.7960115823897294,13.468216777447198,60.0
82,11.501057050581531,16.790410004873596,60.0
83,3.0668840776754536,30.410148257835335,60.0
84,15.558233889991971,12.217956645916349,60.0
85,-6.873376539667954,-4.686044132935429,60.0
86,23.708940816280602,7.239547888261335,60.0
87,13.760188391042995,11.936639214434317,60.0
88,24.59692876176236,18.640930618088618,60.0
89,19.00746506556854,19.16296242317822,60.0
90,3.793759739841037,12.404208475836317,60.0
91,-5.289723271430083,6.995777531650102,60.0
92,0.7121587024366764,-1.7764421876821057,60.0
93,-15.432239115003933,19.27712213951993,60.0
94,10.654897771668821,18.564798095053302,60.0
95,5.175212239798772,11.853547468131875,60.0
96,-1.4265005592345938,18.39553352625056,60.0
97,2.5193724518835956,27.922385309474535,60.0
98,20.959117970763327,19.254187496034632,60.0
99,0.19370524888981933,4.317264426235745,60.0
100,-8.562771762877418,1.369018933936923,60.0
101,-28.242855182394337,7.161856680961474,60.0
102,23.480323645485086,22.601557501632136,60.0
103,10.76213122767422,13.986728519545807,60.0
104,3.8702331671368495,12.335986567558082,60.0
