unit_id,CropYield,LeafGreenness,CanopyTemp,do_ChelatedMicronutrient
0,4.388919541673012,4.210850316845637,93.1520786488926,100.0
1,9.896290277677053,16.023026778530223,82.93143978166358,100.0
2,8.313565689414197,12.065133746556093,58.914065375208665,100.0
3,18.87341768762513,25.86661355091163,77.9177135450257,100.0
4,21.36114220431367,2.6074421039042974,89.07429085129179,100.0
5,-19.342888369417018,2.6566594257640865,61.009285896898085,100.0
6,-5.656154277437063,25.16064413135398,69.43311463339266,100.0
7,30.25118220498035,5.980042729455178,86.92809933427642,100.0
8,27.678260395615908,4.181347650870324,103.14275428421942,100.0
9,4.918658337923263,-1.2202063729245367,64.60389229001153,100.0
10,12.414559158626773,3.841888510441138,61.71835451104537,100.0
11,9.332153797716472,5.979728935176905,75.6329626999337,100.0
12,2.2750374573175707,-3.0502953480466104,83.94464570479356,100.0
13,-1.6066273839871907,7.423334076792985,63.52611990933557,100.0
14,22.11765393518992,6.682746785867815,86.9750221970553,100.0
15,11.493865450430809,-0.7356240197560986,81.28681281951447,100.0
16,22.914342420201713,19.583413908368684,79.00722801852075,100.0
17,1.9727737739376416,24.08722808581016,60.342013638356796,100.0
18,12.716055316908058,22.964956585884998,67.45386674926547,100.0
19,9.324090980886682,14.045307847037954,66.84526662884882,100.0
20,39.82079550147198,12.004366773862067,93.849155063918,100.0
21,-3.1251427275747807,12.540983618245246,73.5368441229615,100.0
22,11.086437027657324,11.780974575390694,88.71983315475235,100.0
23,21.0141851090981,12.101225033165463,79.04649971920358,100.0
24,13.484795037762964,15.900964665721812,91.37686875381213,100.0
25,9.878622770546654,5.1300256562536894,73.37920859612328,100.0
26,1.778402470217418,23.210272601569184,84.67845396889923,100.0
27,4.552234601134161,18.416755191845994,61.260122746610215,100.0
28,21.294834032265594,14.445764954190174,86.49950629052256,100.0
29,17.19576562844769,5.13778230750497,68.45984734000227,100.0
30,-0.05038047843877602,3.734866411325422,58.03058980934277,100.0
31,17.089629661576133,8.088977610668907,92.30046485113611,100.0
32,18.978841566990482,-1.6978113013141503,79.53760255758947,100.0
33,13.804720344410697,26.598310863901425,83.42677471886381,100.0
34,16.90778815023655,17.290318430899106,91.11043848898088,100.0
35,7.677514791409791,5.1270052388732825,63.71495766036618,100.0
36,20.993442380313567,6.491748841213063,95.88280859395414,100.0
37,10.897404948430228,15.994315525863868,61.97695052950454,100.0
38,21.674122270703048,20.976837787307467,77.59358012125641,100.0
39,6.506933452522164,-3.9930968253149732,86.83164695522504,100.0
40,7.188007552608867,17.08663347556476,68.9941556679301,100.0
41,8.80403754413912,10.557175650794534,80.80303244087929,100.0
42,0.5646079556749508,20.687429948332234,76.21230915370798,100.0
43,19.710239735439533,-0.8133331311954741,80.71311683233449,100.0
44,-6.8485599925533345,13.829492463014716,60.913051227505626,100.0
45,11.0695909113476,24.99631991443654,77.33987671467168,100.0
46,25.508448215538976,9.93327314683819,71.05366512858966,100.0
47,11.550218581768958,-2.6945427210625716,81.3263693448795,100.0
48,10.581989364693966,-5.9703662126317045,74.63590273888423,100.0
49,7.644403851516155,18.763920776109195,61.142516677559556,100.0
50,7.349047956372582,21.87582777530875,85.12313510027302,100.0
51,-1.1554339072802922,4.836350918233603,53.48581773581837,100.0
52,10.494329572881357,-2.6568891960852916,82.78811124020564,100.0
53,-1.7065962707428588,15.206743353361547,80.79727974388351,100.0
54,15.856055420743884,6.43294198972822,82.20554296441482,100.0
55,23.70669735577382,5.1708090831208295,94.18194950889351,100.0
56,-3.7829274781013456,16.072079534558263,69.8988591341785,100.0
57,9.413689409969166,14.467589945998995,72.20758065283766,100.0
58,-1.6106045798793094,16.110926767605072,74.85474638577097,100.0
59,17.703023156607443,2.2851197110900836,79.50380415440395,100.0
60,-6.971752468829779,-7.6982823201052,70.87345826048231,100.0
61,19.28596580675875,12.257126900896367,89.0250026763575,100.0
62,24.464381489334897,11.479745745519839,85.99261169022614,100.0
63,6.960994801178287,-6.599234820274779,59.21696745026468,100.0
64,-15.268549965038856,3.2522907556406073,56.00556818759007,100.0
65,18.430885877971253,10.02670819364405,81.89366070575281,100.0
66,-11.658284230211946,22.709024993140908,78.35513829440438,100.0
67,4.462311197777719,18.008988082530493,71.00714104931576,100.0
68,-11.881540198927858,4.087781901894134,69.38729387261183,100.0
69,1.842201488307862,17.761800340096585,80.56707031562807,100.0
70,25.812639722793715,7.836127419615825,90.31024126657962,100.0
71,-15.520178482665651,13.661277815454204,54.64694998889509,100.0
72,-9.303938709151414,26.355362040490764,71.20741203826762,100.0
73,-0.1617193742008558,17.03671943541139,72.8678970078997,100.0
74,13.59036128494357,11.956653946657626,90.61598031147587,100.0
75,25.548253677751582,19.746983221786067,80.7485199189976,100.0
76,-11.424724474780627,18.45980614350328,74.92298369329306,100.0
77,27.764584993711885,-1.184095513894281,75.2773336970489,100.0
78,4.304102064392847,-6.069956254628126,66.7277051229648,100.0
79,27.0567956004191,14.641957473424924,90.19824122491437,100.0
80,-4.176214720652539,13.514602763658953,96.43261821467112,100.0
81,22.241052760214668,14.300591744931634,85.53710047093695,100.0
82,13.97314339641746,-13.379808677468667,65.10337870777217,100.0
83,29.826810682424142,-0.27996129873484144,80.20145584629194,100.0
84,9.930728803276983,16.621522494770105,76.35872475847515,100.0
85,5.191408800144108,22.9922340206054,63.54525021999545,100.0
86,18.45112353586473,8.807397127697373,61.663665842851515,100.0
87,20.931349170009323,-18.093472723625624,60.247816246222904,100.0
88,12.308731601944062,31.851847166195196,81.22445416300285,100.0
89,14.109222969091398,2.620335064902468,94.4823860713445,100.0
90,7.375965991015878,25.544178602250774,64.20972803757924,100.0
91,20.512847188762077,17.20523048889218,87.86080519441941,100.0
92,22.9866600264765,29.54324686748688,79.50348734976903,100.0
93,23.74369728191024,20.04293174106218,101.18152679017439,100.0
94,-11.28484477195529,-8.98746200380706,76.40104313688963,100.0
95,0.7375490598638745,19.616755286583675,75.48880182053426,100.0
96,10.387259305142305,2.833246474895577,83.07832093258446,100.0
97,1.987378143984418,-0.40149191878915147,74.6829646555817,100.0
98,-6.073509475774314,25.149931556092305,57.37577553494098,100.0
99,11.365797650909027,1.6658496947148933,78.29544390620774,100.0
100,5.857334941976524,8.62909701728928,72.68823509940572,100.0
101,-11.436250562734315,4.520825893520735,59.257853082388756,100.0
102,3.0612982729537634,19.52276541978891,73.59686338697408,100.0
103,-13.479612623220968,2.886558948654401,51.53801723990313,100.0
104,-7.128148912384931,23.023431696102037,70.82246725057533,100.0
105,-1.1816434139056389,4.164285033832205,64.08090311154434,100.0
106,-1.8844207090238285,6.27303676637508,75.62219669737318,100.0
107,13.007485722623258,6.594708167175425,78.9452649408196,100.0
108,6.994505212619342,8.900975392166638,97.00726616138327,100.0
109,-3.603129597979292,12.333921812504041,67.61780426233348,100.0
110,3.576209754249424,16.365690989831318,73.90583482665537,100.0
111,8.492447868253404,11.107391849210721,79.00358376328568,100.0
112,9.374039267698521,1.7001150781213834,86.06855610735957,100.0
113,31.46217599510001,11.063431363568341,92.1576784595228,100.0
114,17.79131662292535,33.396970322866096,80.8151212201558,100.0
115,4.400042258838399,25.589268295223675,56.65382415272379,100.0
116,3.6446077115947766,5.927811335190501,57.70323503034129,100.0
117,-11.6783719858193,13.04358907815093,59.482005476434864,100.0
118,18.3775599249332,7.148288006367002,92.35443214353477,100.0
119,19.97717211966313,30.513885935501293,69.33563328487568,100.0
120,18.619843386486856,15.175921295738352,69.80580777251795,100.0
121,9.160123011192205,15.12772745722447,90.30471762038692,100.0
122,8.999692048503137,11.53777494206663,94.44498349949428,100.0
123,3.6352378300678074,2.4993830168446083,71.34002084766752,100.0
124,19.237764502188718,-9.717399689491877,60.7803759293322,100.0
125,0.76557997869164,19.915134996510872,85.14161061223344,100.0
126,9.410092632364677,16.54751487303293,66.15304644811528,100.0
127,11.819461096769338,18.392674113243345,74.63317957547936,100.0
128,-9.679692092429576,-6.8475684675524935,69.99488169864095,100.0
129,14.145747428542618,-9.000226626925052,85.76131503408175,100.0
130,10.818257224516982,8.34679533054179,74.6907643998188,100.0
131,6.575528970940713,14.72511102602776,72.08317596544265,100.0
132,5.229829132335154,12.730159731820057,81.14711922662363,100.0
133,19.001643322919413,1.6037302073503632,99.39179392038021,100.0
134,-7.617794205050556,18.08816797817604,51.2671647726616,100.0
135,-5.182575084748922,12.753747172973208,64.24896774386484,100.0
136,-15.320597395238519,0.01619965051827954,54.873749510488345,100.0
137,8.271840272670191,-7.575759038487952,69.73806353664862,100.0
138,-4.922864856773497,7.2805180447844515,71.89762024654604,100.0
139,-2.495176246408067,11.177874062266092,66.99075625583004,100.0
140,22.69219800795754,2.0193009162824795,76.63262587755987,100.0
141,7.712281021696003,13.358703711832499,68.25298999004112,100.0
142,6.387094480197165,8.919051338733869,95.10233633789424,100.0
143,9.1765517896253,-4.804365519942612,85.8318354531086,100.0
144,32.2951139291184,15.065354417793202,91.91397411242276,100.0
145,-0.5939333668942166,12.050884938318072,71.1765485400063,100.0
146,21.318763313293257,18.360281016235394,71.69452526178529,100.0
147,20.834908478493446,19.942204802466183,92.21676147250228,100.0
148,1.5428711427441981,9.171383684737547,74.54715358767203,100.0
149,18.703641805512678,-4.340177431053474,79.80841669978656,100.0
150,9.557146636967797,10.76259410837648,89.83400122433629,100.0
151,10.900465636234177,5.881086319675079,63.526381736090435,100.0
152,13.911275147122966,-7.651194953274789,66.8174605562683,100.0
153,33.55903158162596,14.613503392418213,90.01672510800456,100.0
154,9.203837224525577,29.933752630865264,74.92622577587277,100.0
155,1.0860459762944332,8.942036248193867,83.92478333862026,100.0
156,1.2156653763315157,3.4725846352842176,65.38797291646125,100.0
157,-4.852219718080516,-11.302883125684797,78.1556806418264,100.0
158,16.161151526327465,17.149963972571967,64.2842068322666,100.0
159,12.817022854594137,1.9458921022658746,67.98851503868464,100.0
160,6.556871702344993,3.650170010999564,71.338574715376,100.0
161,-7.249724983243491,24.75499745525069,64.01417730320928,100.0
162,18.593669030359603,1.383259939443068,83.52134992018075,100.0
163,11.531282027375081,9.876853643239006,63.89003846763697,100.0
164,-10.278118707258503,1.4978706153159997,48.860906394289074,100.0
165,-14.996893063349932,27.651558115816695,61.345680761990224,100.0
166,6.002799960261286,-15.209077521657747,63.86235534871084,100.0
167,-5.5813861984435365,7.874589139584292,53.999976129140244,100.0
168,13.123127083851198,-3.2587631419181875,65.99232755632005,100.0
169,6.862548774235766,17.55477670153356,70.03497106058835,100.0
170,15.60913211884868,16.74647206214089,85.76908236771494,100.0
171,31.263523228060272,-6.7907907889140375,95.59898444170643,100.0
172,39.48488352455048,3.1201257038829127,82.5958383662,100.0
173,14.824093069441748,17.328557857955772,81.64312648829052,100.0
174,16.16324044635877,10.743822313657772,86.95525874314636,100.0
175,-5.073173192149374,15.558631035150224,60.560523407815566,100.0
176,32.392168730641075,17.063799079232574,91.61699024235719,100.0
177,-4.460124805874541,11.710881236824287,66.21688059894197,100.0
178,-15.447031841550174,15.554658806123197,50.113291823993166,100.0
179,18.10704807822094,24.102148198659073,77.0492594615486,100.0
180,12.34599898100181,16.435239670684002,66.62137149850882,100.0
181,24.83815616295942,-10.110046472084747,77.73010305098309,100.0
182,-7.842407503391302,16.7033224771289,45.07797749597606,100.0
183,0.6687078923586451,5.532449013009022,64.99884966023224,100.0
184,-10.296181224205686,4.948822501017406,69.15776929382426,100.0
185,7.828998898534692,5.482887166470965,59.60717999945834,100.0
186,-12.799602131628637,13.422507728843662,69.9513374981397,100.0
187,20.901510884094872,12.456047879251686,82.97127953044208,100.0
188,7.1053281827353345,5.714019376030231,72.43319228987247,100.0
189,0.39674246801941404,10.609554328088233,70.21251699237558,100.0
190,23.176362478243618,-1.3750291669017756,87.84777936519234,100.0
191,0.8447581888996589,15.572754616928865,72.6908394472228,100.0
192,1.0913386738543753,9.828014284425038,75.55388441656581,100.0
193,-8.992602438118903,0.7331960299418441,49.67609891288565,100.0
194,8.908587824062172,17.283892140095716,101.86303458868173,100.0
195,4.080538029614329,3.162375630132085,51.137119322882825,100.0
196,0.86429304495128,-4.573771999080925,64.89640505948245,100.0
197,10.104599210356445,-1.1474401050108565,69.3157123340751,100.0
198,22.37599614688781,9.813850195096107,90.9084629908977,100.0
199,25.46016703104261,21.810904215849938,66.06431586264965,100.0
200,2.380804347296214,-9.649064836683046,60.35934767650249,100.0
201,27.630650511159317,8.617149554139061,93.25534063960347,100.0
202,6.430166707885494,6.452320531718627,64.54121413465931,100.0
203,15.797006385605185,0.9584404221467029,77.72672907151477,100.0
