unit_id,JobThroughput,FanSpeed,RackInletTemp,do_cooling_setpoint_controller
0,33.59543258580019,60.80647026898986,49.02921111679135,75.0
1,16.477929055295323,57.664650732411125,65.23303425575304,75.0
2,32.93344172369207,45.57451788434547,34.7233083910239,75.0
3,50.866507549274274,52.47353996912324,58.1801693579613,75.0
4,6.282767977850323,42.4316768024962,69.17094652917298,75.0
5,49.19246706562471,68.24074149595627,60.18964766383897,75.0
6,36.88018817884105,60.39855187401593,48.86113282256975,75.0
7,22.75962061263975,53.286689899731975,77.4628553136223,75.0
8,16.777470628209006,49.483455563408256,73.48497573869159,75.0
9,22.369614580100627,56.78127517796846,62.169636570455346,75.0
10,68.17651904546744,66.83238867292602,43.675194790607335,75.0
11,6.039992641393866,65.251453026532,72.11375481196622,75.0
12,54.18787177084211,57.1576724797657,26.828195899081525,75.0
13,42.01214412715219,39.33025660764592,61.740338037571284,75.0
14,29.918417773342618,80.45624702099228,55.52798622888823,75.0
15,61.250971272416486,58.91158537758229,37.6935721194556,75.0
16,24.52719246306467,56.15977455013389,44.2221600754252,75.0
17,20.354519610974286,66.52401131123146,62.37721075898104,75.0
18,37.0859446012484,50.41092201365828,54.548878661981,75.0
19,29.745664841083013,87.39560341130267,74.7756556347263,75.0
20,52.15801813311363,67.03527831002289,52.7667562047621,75.0
21,22.52086562013411,63.015832980657656,73.33817373744867,75.0
22,17.492379243311067,59.646944662323996,52.85127529665658,75.0
23,32.13517609518101,61.753146445487076,51.12067500867847,75.0
24,37.57729349871499,77.25342143890687,62.29822031943069,75.0
25,27.555294457063706,46.13968616701405,47.66516706897997,75.0
26,16.875715934561953,56.815369092759774,48.428903296005345,75.0
27,35.84873354776045,56.97815660077052,54.979555816848766,75.0
28,19.66537238196106,82.148977468905,48.392287573781466,75.0
29,28.186263287988513,57.667888626077136,63.19481730820688,75.0
30,27.021314767521687,42.52594622595458,76.1466400443453,75.0
31,23.69830507781078,58.54900237539173,59.492717505823755,75.0
32,27.706350520119212,48.868957398289865,55.80128772777718,75.0
33,42.76935756564755,64.33729808182116,32.77676676077626,75.0
34,49.804931994459224,61.16714676771074,23.412962856955403,75.0
35,26.55178115809229,69.3776762055422,51.607776227242816,75.0
36,36.271545620155294,46.04056540520637,49.82480525740144,75.0
37,38.60578723481552,61.938878479586734,68.77885544368172,75.0
38,26.13882442964801,60.96637060323753,41.96733959169852,75.0
39,18.02786611594333,73.91189640017738,72.38339736336494,75.0
40,28.29354267166657,53.49514104379585,61.90568439972541,75.0
41,58.71147912971136,34.46113668968558,65.76697099469166,75.0
42,27.896941013061284,61.71528051875718,55.95590912234838,75.0
43,46.63868957829365,65.96361070570005,78.30179673762616,75.0
44,38.744015192370874,61.4291197319588,49.4658389777158,75.0
