unit_id,JobThroughput,FanSpeed,RackInletTemp,do_cooling_setpoint_controller
0,28.098755564129156,34.41908597618941,38.828825316231224,75.0
1,36.09570417253511,37.15981861771003,60.96803212638896,75.0
2,38.18715257897024,72.92598949379125,52.959394174485965,75.0
3,56.727810964539735,57.777303634708765,45.30455030683014,75.0
4,27.684850918877945,57.41319952527982,59.31077250436425,75.0
5,44.532208117401666,81.50954495623907,39.08306428650777,75.0
6,32.64892374463495,62.52398053063147,52.32915074514014,75.0
7,27.479237615193433,65.09213860037566,67.88831783782597,75.0
8,39.96924413542322,54.430214083653745,49.17400997508887,75.0
9,49.63021730990958,64.10507528279578,47.851798049777145,75.0
10,39.296729664787904,45.123460926107974,50.700643175803215,75.0
11,45.342886646528264,70.21658054180207,45.27563011198476,75.0
12,29.965869441075945,54.814887017258485,58.44104102033739,75.0
13,40.8257562145768,49.69071760904004,42.22318431438324,75.0
14,39.443810458625414,64.02854806238095,56.36387230761789,75.0
15,36.31960086306145,54.47943501822159,73.94473930347685,75.0
16,23.164039202892713,66.24712402781881,64.43726114818735,75.0
17,30.10392468738669,50.088809080529686,61.35864447767541,75.0
18,45.88908523460346,63.44212787505303,74.6798947231854,75.0
19,24.93840239092903,65.15858108705913,47.53609752073682,75.0
20,14.561499403281184,70.86778544338786,77.92800070418315,75.0
21,41.6318605466605,62.92920194007179,59.287843061220414,75.0
22,40.659603096130986,74.79383188590052,30.70649994229449,75.0
23,42.53156844025974,52.29297122800593,53.17916948453559,75.0
24,41.904928184658445,59.4403391457509,49.96928102371672,75.0
25,35.52212915327487,58.16245465643076,54.282310106653256,75.0
26,34.15878362224754,44.820108855559035,56.54409151384577,75.0
27,34.19177946732961,51.40961934359963,60.10558220133758,75.0
28,39.572382327106595,50.57195995203213,42.05744193689545,75.0
29,18.255796396775487,67.62636220954376,61.06412578800358,75.0
30,30.36082738691639,51.38896878274982,56.5787019830031,75.0
31,56.91857585408727,53.54115161013322,30.89745408964918,75.0
32,29.482098936259227,49.19606185097487,58.70927086619602,75.0
33,35.77086749424407,57.89902826200099,68.01129272407465,75.0
34,29.80508922054864,48.62387581629082,52.568054779861384,75.0
35,31.28685632524504,55.63622811876564,58.871840851203174,75.0
