unit_id,JobThroughput,FanSpeed,RackInletTemp,CpuClock,do_cooling_setpoint_controller
0,11.377562033419276,64.79474059125307,61.92421526101999,51.44697136863642,48.75
1,16.68488764360208,50.899330134368306,71.06055473553387,59.34353488650638,48.75
2,21.17209718397796,59.239665902622306,63.58238358495607,53.89117884914255,48.75
3,19.536953846233086,53.73654251115003,49.43951149924632,41.035247946140856,48.75
4,13.460958998861306,41.15461037816286,62.496685839738255,52.8760027493081,48.75
5,19.468328710440307,66.25072961439939,68.45006613637857,47.53990568201682,48.75
6,6.198907238679069,70.2802481302764,60.459180155064715,49.04402471269563,48.75
7,4.87275292481981,60.48968821830279,81.78117918643557,39.27303991805222,48.75
8,30.325592835024953,63.08505931483557,52.17073223084809,50.76183039535742,48.75
9,9.609382394917306,55.284503019529524,48.987195978294125,65.79122370386523,48.75
10,7.933852312236835,70.74821668888588,68.63404262038783,52.660993252799415,48.75
11,27.372543774793858,47.784041193786884,65.00658518927006,48.356447594250014,48.75
12,9.28975698561634,63.512677535104096,60.679131147801144,44.57680215504134,48.75
13,50.57107432781292,70.5413314182511,60.09194975558993,51.21009099381683,48.75
14,9.203618518155272,72.4761021374138,55.97145114391063,42.76469978955961,48.75
15,26.307350318445383,42.28093630610818,52.15145255639286,49.973255538226056,48.75
16,12.459929252409342,62.863026748981795,58.0419087447951,57.61704368264537,48.75
17,29.596328960423158,56.40522387043059,32.32561563059998,45.507845867479475,48.75
18,18.17537252662785,66.53684398986609,53.0246000334174,68.91625390288787,48.75
19,22.623951150780613,68.0793151562265,34.48109758619836,30.665175644097094,48.75
20,12.339579782911057,70.4053879206663,60.06026546377248,55.21021410644382,48.75
21,12.869221599593615,82.64126440008167,61.13607518032151,39.54187951773644,48.75
22,28.38200830135761,55.40296949151808,47.14385561825151,56.32447586825776,48.75
23,25.206701457271,69.35225706171431,50.95138907449979,54.5056466039992,48.75
24,15.287931304370282,63.74498031738543,43.55505567072919,54.435641257939885,48.75
25,10.531337891076515,63.74181720606242,59.03197398355577,51.41769386451501,48.75
26,19.20422347105828,64.05743314489379,46.75033022272404,52.00063761321763,48.75
27,7.840274290785101,63.11327112524193,71.37608518363305,62.31048349297218,48.75
28,17.152524611684516,62.23352344095821,52.11699872291164,49.406117930902305,48.75
29,12.74029453888507,60.43346452108873,74.65473549526025,53.07981987422823,48.75
30,14.333351107512334,40.63135488028346,45.41219872431161,49.27394745930339,48.75
31,7.72249136462422,62.977924213531004,61.7938000106465,45.65130365135483,48.75
32,10.769752709059313,57.647560542499946,47.76201089784904,52.632877346296794,48.75
33,8.788874046951925,78.62865622722502,50.41405614936444,49.93247921744441,48.75
34,9.671369634100277,55.248054550299855,65.05734707899141,57.986114568096134,48.75
35,15.88031407496368,58.44166487016861,62.17330096693932,33.94727317836834,48.75
36,15.151137682743727,49.544004782214124,49.699089018235256,55.92473077493777,48.75
37,9.804774320489509,66.55639211451712,60.658154825210666,36.66278848596059,48.75
38,28.089452725175054,62.87425387435884,57.1917732163994,60.437419108708916,48.75
39,17.67201371520794,74.66544080797415,41.81690962407694,44.999815507667996,48.75
40,8.79815847825768,53.56510984452063,57.5513254908431,57.58651739526287,48.75
41,-1.1866065146375782,63.86556176729502,65.61781447893533,40.503225295514646,48.75
42,30.841974370723527,61.105574180711336,42.41570777637371,56.08497586106727,48.75
43,27.861316872578225,48.183335567371664,34.063162470701315,47.59407513672466,48.75
44,27.400058847796615,64.9039571497939,54.90876700114728,42.79536278472164,48.75
45,34.806603848644386,59.698231230991205,48.65531632229527,56.791650684365734,48.75
46,7.446377293478375,68.65836383483165,53.841627193794615,55.3605969339987,48.75
47,28.853652171286384,81.47833469783433,45.31668128335635,55.92390016943603,48.75
48,17.640397104514904,55.048940451954465,38.03319937392374,46.1915721164191,48.75
49,6.285464435156484,66.60663204353044,64.84012078052223,66.61813309061084,48.75
50,29.40743248280089,57.56727410691878,45.850372810335244,52.023484644253394,48.75
51,25.37147281865038,53.633478620953596,29.188914737703985,48.35782193445578,48.75
52,12.037270883962648,59.23063870263334,53.84856378461858,38.23654168522597,48.75
53,16.30247510110814,67.54140670085663,57.313706273816685,37.891499716412696,48.75
54,26.136173154908278,62.17424265942158,44.14081286684013,52.415067226291555,48.75
55,17.06050275346753,62.05572104426091,49.66364280519355,54.84754803972971,48.75
56,6.987259680424751,69.04323566454252,60.04874958801882,57.443501905113344,48.75
57,7.706163167073999,59.89722940159342,55.8779620710716,39.17691465826502,48.75
58,20.59754932672862,60.588277804116096,57.64637776063827,44.715715912505566,48.75
59,15.438378235635778,56.15856741174253,40.321187489168324,49.812775102769315,48.75
60,15.918493485920862,54.48144130922128,58.2844121591101,49.09087025042285,48.75
61,13.078897563665345,62.31763408992876,49.28883705633242,55.084107345391914,48.75
62,-2.893730133990692,69.11509766198151,71.38638122108986,40.933707119490315,48.75
63,29.078515913681034,59.771998206931684,43.52996078948577,44.80556213051835,48.75
64,41.64383805897933,58.12147037107837,51.87196005549519,34.13659039513619,48.75
65,16.220700263470256,57.331287572503776,42.78683588444419,28.653819515439967,48.75
66,13.681523292145448,57.56032027361176,61.737986216125506,43.46783442435707,48.75
67,20.046588185431915,94.95958388367879,51.90512415482223,50.82693310902601,48.75
68,55.61743504351051,67.83000775055541,23.95483541215657,38.81072316377035,48.75
69,11.797341475823048,47.374500759984585,58.02943627762697,55.24773770445174,48.75
70,20.30559100705925,49.444754696597315,55.58871206201403,55.32002121056889,48.75
71,15.933949276284704,60.89745742536362,47.28293651427138,51.371861117162084,48.75
72,3.2238152882059614,37.06637581039945,60.13351937364126,52.70538157035234,48.75
73,18.904290996119304,67.3952656146814,44.52170069755502,58.16072587388423,48.75
74,13.62125925144555,53.849764455586595,58.95137667413553,51.53282720353729,48.75
75,-3.786422575750543,53.053185332827084,81.40581034714208,53.732009051154535,48.75
76,6.718919718630423,62.611927501047106,61.893364188555296,59.72910577933309,48.75
77,18.06270615991339,41.987943190838045,48.09288202146316,47.3820770927635,48.75
78,14.494748856861237,65.70872896309628,37.91509596237816,44.874824729684605,48.75
79,21.339118844328564,54.64833622183777,47.52922461022255,55.28650853268662,48.75
80,31.00234809490303,68.385784627597,52.84866127933408,56.38743959217014,48.75
81,15.049425440563455,59.89071656288988,41.55976277591957,47.1592848762614,48.75
82,14.741334589733611,53.16559164728492,41.35696015879856,57.00450122286974,48.75
83,5.040292924282697,52.807531741503325,78.16149697373302,67.26745308790602,48.75
84,14.91268176325246,56.43915710589308,77.02008391307032,39.08859998699402,48.75
85,21.714687583713058,68.20386362718882,39.73255576787522,46.45170211163175,48.75
86,20.48834172688987,78.17159014075342,51.596340643302355,24.02405709398878,48.75
87,26.776975748728855,81.97686803249282,60.40592842478327,55.74755753272828,48.75
88,7.150854088150699,77.21392643942602,52.24605032338687,60.52304610569831,48.75
89,5.854896417961545,58.95437370514909,60.123742287576725,71.59632158407577,48.75
90,17.967235631807323,68.79653529495602,40.588565428543845,47.892951775304695,48.75
91,-5.394167285988296,62.72541155309276,75.26912576956127,68.53394409162081,48.75
92,45.050678797751104,51.42742765740602,44.09490999922476,61.86213465666719,48.75
93,3.4910949164255385,75.92308388494563,68.0859810256887,48.3238192910938,48.75
94,18.77319508132124,52.22768772831898,74.6030947995474,48.829026800238346,48.75
95,17.999254612699474,78.52801212877938,52.438555151017056,65.0433261497305,48.75
