unit_id,CpuClock,GpuTemp,FanSpeed,RackInletTemp
0,48.5957929720186,60.85625381712047,66.11855223142732,47.91618860712448
1,47.3198486415672,45.10401119480934,57.20647827497442,53.03812305164726
2,59.46263284481476,59.60896531450525,64.07248265713983,81.72551867181892
3,56.75946489210346,38.2047377129855,57.73478057616109,73.49630630102925
4,57.534818967215124,37.57273437001949,54.19985454189134,30.274502338453768
5,56.49167778226984,47.39449964418245,59.55108945176684,66.43018245449916
6,49.23555152493632,44.584544319559065,60.71573109177453,54.35941401780457
7,54.43492288672946,41.97979126757528,62.93460344984374,55.0823682090471
8,54.88327102722685,28.37734900072969,70.54771430718193,58.80493811332136
9,58.58948146222935,48.46516527157581,45.00378018670293,33.963797193295626
10,52.06468036782889,53.50807346215292,48.79482379391806,41.2925174172565
11,57.270131475104,77.61697251966528,55.35647455768683,48.089341442814096
12,49.07216469507197,41.397560963524256,71.70905486776722,45.581340288188265
13,53.45995791408226,51.086011189664745,52.00491507529596,43.809368480496275
14,43.63230888136176,43.869609228418526,60.79702532698086,62.70364563053338
15,41.54679626661994,55.600550673843166,45.38802313046532,54.57481744064099
16,43.964837450616635,42.45823507747636,62.223950192889525,56.45117555074397
17,62.443177923157165,67.96646154692066,63.2488447357082,67.24089626121095
18,49.16155462354665,59.24699886602804,54.90277176538084,58.7105953228066
19,63.73797731353942,51.4733518230929,55.55758246439391,40.542192308738514
20,45.82308757889058,59.760188929318964,70.957697011878,51.13269639224426
21,48.21974580013926,51.72577471012697,60.60524978662064,72.64776587162004
22,47.7531005374766,47.485606505052495,53.88802359798401,56.22213490309909
23,45.024775584748724,54.04426100968499,46.77605229561044,34.142919370535424
24,47.531812382672136,49.82275169764094,48.60570259075451,44.29663468137089
25,51.70106158303431,56.26031124671282,58.785211689372424,47.90811613401094
26,41.81810844136932,52.00781100506872,63.91678527291615,68.36851951854437
27,60.13262813123423,58.61836567511641,50.85811008161983,37.317983092225006
28,30.939462619874554,45.02932925167814,62.15416551668691,51.644659624871416
29,52.72505101932607,60.62812315950249,53.67768349532645,43.12849266425579
30,57.14102322686157,58.27568756187005,80.45627544609822,64.39795665508859
31,35.3867834078507,29.336003782481562,46.06909879338299,37.908008815226665
32,42.50614596828487,54.97933791994235,61.26993241589863,69.73040900994678
33,49.66512431314958,38.34228756712124,48.45252367574346,44.02211780514183
34,46.74570360405412,19.134149860095906,58.139012078291806,73.87612012831312
35,51.5853034799723,57.68632009539323,62.64876953571972,49.63680401179618
36,49.48088879704932,38.19345563873163,57.44063875023011,58.425023782865324
37,38.614393455756044,37.653919156752686,77.92161958405373,38.89401875130672
38,68.42190500944159,44.497259818582485,56.87622338108117,47.339518474642404
39,40.38928876527587,50.93647913753978,46.10156075887952,43.79100966532073
40,45.64522041077486,69.14267000139716,58.44809835958774,66.41749404820798
41,49.24416180066548,59.25721655917582,63.94237051739561,62.07165765788556
42,53.000421956657526,47.381687628628576,63.064010645363446,49.0168136988885
43,44.03763408355441,34.26654613779951,54.765570164766416,49.66262646322162
44,35.19415393269084,58.78572418013567,57.18343195134822,52.86408178105407
45,45.52923158598453,51.67346560235757,55.10977999272562,53.77971107793256
46,53.993036007680594,36.62546971637924,79.73180224688033,58.34609016920618
47,40.16195319500328,47.73825732620141,65.19193863334792,43.70693387758954
48,60.2317906887713,35.50064686714038,52.99626256657259,40.906203342806904
49,53.42654344270427,50.74458786214935,57.33971024890565,41.9246580045712
