unit_id,HarvestBiomass,do_CarbonFiltration
0,16.967902312707583,75.0
1,14.611689347946973,75.0
2,22.256082702826397,75.0
3,11.231354976208074,75.0
4,12.813946269684013,75.0
5,16.83831324497802,75.0
6,20.998753798905547,75.0
7,20.80790274650958,75.0
8,22.91094552648945,75.0
9,16.54924639032214,75.0
10,15.587344801570975,75.0
11,23.612691372676153,75.0
12,15.8401025764386,75.0
13,14.322632938126247,75.0
14,17.336794559632512,75.0
15,13.348107059646695,75.0
16,25.838326997441772,75.0
17,18.39587952895717,75.0
18,22.540243276394772,75.0
19,16.944789516196384,75.0
20,21.28441280715938,75.0
21,14.853826766274272,75.0
22,20.575050826414305,75.0
23,17.219191047187905,75.0
24,17.79224406971784,75.0
25,19.72290493906317,75.0
26,13.875982857555124,75.0
27,22.093761550042995,75.0
28,20.314772767058475,75.0
29,23.147376958515352,75.0
30,15.679028922272229,75.0
31,25.248087745109355,75.0
32,11.997277570924142,75.0
33,21.230904827084622,75.0
34,25.70292991932513,75.0
35,13.688521713963757,75.0
36,25.884413442291518,75.0
37,19.270564303072014,75.0
38,6.202976454529372,75.0
39,13.155048810607276,75.0
40,21.3526204335175,75.0
41,17.575774881802406,75.0
42,21.053670152751707,75.0
43,14.185538656019983,75.0
44,19.97688057165367,75.0
45,11.08530247029688,75.0
46,26.24516088853718,75.0
47,11.740118379064961,75.0
48,20.30136659680376,75.0
49,19.18461729712183,75.0
50,15.293718143477427,75.0
51,18.26240764429435,75.0
52,16.353337366793337,75.0
53,19.96338646557394,75.0
54,22.65132062464528,75.0
55,11.265964684855103,75.0
56,20.529571698836566,75.0
57,14.233226932458772,75.0
58,16.070627404626393,75.0
59,15.094570080641333,75.0
60,15.607550331444118,75.0
61,20.585143871419596,75.0
62,22.34869101499835,75.0
63,18.697362597792445,75.0
64,14.087033907277654,75.0
65,12.423894563346947,75.0
66,18.11439777414686,75.0
67,14.35356512499181,75.0
68,10.229865537926326,75.0
69,19.945495199204363,75.0
70,18.20961946919741,75.0
71,13.374458841365357,75.0
72,11.712404845691601,75.0
73,14.79526194910811,75.0
74,15.102344135611615,75.0
75,17.439565348936718,75.0
76,23.552997385735875,75.0
77,20.587517131714588,75.0
78,21.318211094783504,75.0
79,19.735632151476725,75.0
80,19.437507965023475,75.0
81,18.52957194892413,75.0
82,23.953482956459904,75.0
83,14.561133542426061,75.0
84,16.112801285580606,75.0
85,10.39457383476177,75.0
86,22.356967326914482,75.0
87,10.464413223236846,75.0
88,13.123429410008107,75.0
89,16.14224343903919,75.0
90,17.85578897127609,75.0
91,14.575182642005869,75.0
92,20.762561424623943,75.0
93,19.207405953725726,75.0
94,15.543997020827963,75.0
95,19.949322470856522,75.0
96,19.663488452010046,75.0
97,9.440901929863813,75.0
98,21.477303035097634,75.0
99,20.482400137431533,75.0
100,25.145272987787273,75.0
101,8.873716110185132,75.0
102,5.917601024131149,75.0
103,19.01901042156874,75.0
104,21.72416445359886,75.0
105,10.991302185496592,75.0
106,18.92939434169391,75.0
107,17.496451602914945,75.0
108,8.060619844563314,75.0
109,18.74067050649484,75.0
110,18.67119625440694,75.0
111,22.259976885512025,75.0
112,6.879533406080514,75.0
113,21.06877898315221,75.0
114,24.79830269556647,75.0
115,16.960477034419227,75.0
116,17.83645047481453,75.0
117,16.2908840924446,75.0
118,13.163198734149288,75.0
119,21.71377005409923,75.0
120,17.03698547342555,75.0
121,16.714793763057692,75.0
122,22.301619024021775,75.0
123,20.703363714388882,75.0
124,24.5861053462112,75.0
125,24.716413199287107,75.0
126,18.93560241333715,75.0
127,19.958169796336016,75.0
128,17.866213058801463,75.0
129,9.552353921362439,75.0
130,20.51025469537325,75.0
131,23.131167510228256,75.0
132,21.560554778858656,75.0
133,28.458761333688713,75.0
134,18.744709610859886,75.0
135,23.670882057626788,75.0
136,24.559256265460377,75.0
137,16.359409748583325,75.0
138,12.684517969645515,75.0
139,12.440094045812957,75.0
140,20.684320051036455,75.0
141,22.77555043425336,75.0
142,15.2737833445558,75.0
143,19.318043249611943,75.0
144,11.487347865574597,75.0
145,18.956619128982457,75.0
146,18.140015303283075,75.0
147,30.057187080897922,75.0
148,22.51209805682599,75.0
149,13.513638569610173,75.0
150,18.13486162346102,75.0
151,20.43892041803592,75.0
152,18.920867335101736,75.0
153,15.370758413148803,75.0
154,16.36726044679188,75.0
155,13.551238655729987,75.0
156,26.663156375968253,75.0
157,24.375762391164987,75.0
158,14.560286633284747,75.0
159,14.801598051944321,75.0
160,17.39748621319146,75.0
161,19.749866586631864,75.0
162,18.190063219703895,75.0
163,16.869348281252556,75.0
164,18.489504734352685,75.0
165,11.404614445122455,75.0
166,11.539190148802144,75.0
167,14.368439516511563,75.0
168,9.66172132325299,75.0
169,18.165194834543627,75.0
170,23.646054889366585,75.0
171,21.376716490958596,75.0
172,25.03108580299997,75.0
173,16.399937511325714,75.0
174,17.136908413530207,75.0
175,16.07714237081718,75.0
176,16.531636055863565,75.0
177,26.378582199916032,75.0
178,12.324447250973837,75.0
179,13.495974446969498,75.0
180,11.580720945263042,75.0
181,12.710246799055748,75.0
182,10.356769850143618,75.0
183,19.078177109869834,75.0
184,11.533789647858761,75.0
185,11.286126778941874,75.0
186,14.769108179164046,75.0
187,18.552639330248297,75.0
188,12.533026573476267,75.0
189,19.76427484322548,75.0
190,30.053413970341975,75.0
191,19.218657675126142,75.0
192,20.330191055533636,75.0
193,22.052530760693124,75.0
194,11.726115559590522,75.0
195,11.699820911846455,75.0
196,18.82737091070853,75.0
197,19.37400924343403,75.0
198,12.687126617453695,75.0
199,28.651082764098334,75.0
200,20.223179239644157,75.0
201,15.211328758106966,75.0
202,13.175265458442128,75.0
203,17.288852315603705,75.0
204,10.475250196673688,75.0
205,16.839897551103103,75.0
206,19.889669338209668,75.0
207,13.145682295950715,75.0
208,10.694990419126544,75.0
209,17.622290666164474,75.0
210,16.97849710486355,75.0
211,27.962629310924946,75.0
212,19.44214036508092,75.0
213,17.38819052186074,75.0
214,15.810219472681634,75.0
215,24.508767538862337,75.0
216,15.987786345046867,75.0
217,26.48348326844128,75.0
218,21.591561274072006,75.0
219,21.714338386607878,75.0
220,12.767607084215339,75.0
221,17.949241081423846,75.0
222,14.56252705025534,75.0
223,20.71597661257808,75.0
224,17.724348920828568,75.0
