unit_id,HarvestBiomass,do_CarbonFiltration
0,9.875697184875396,100.0
1,13.025031355232588,100.0
2,1.6168751753754576,100.0
3,16.15884278968554,100.0
4,14.961111380530268,100.0
5,15.734935448351644,100.0
6,11.532158301854865,100.0
7,8.594072254287674,100.0
8,11.81459131555158,100.0
9,8.834090197081213,100.0
10,12.067876973165042,100.0
11,13.5323789206887,100.0
12,13.729775327333595,100.0
13,16.281605332068562,100.0
14,3.3296111667949013,100.0
15,13.798065305967791,100.0
16,6.837253967687132,100.0
17,9.348046316999291,100.0
18,12.000363796872746,100.0
19,5.571096513803944,100.0
20,9.321119914895412,100.0
21,3.707222193477209,100.0
22,18.484297954657976,100.0
23,6.739869876567564,100.0
24,10.730876569460246,100.0
25,9.275563400111709,100.0
26,20.270985623878516,100.0
27,7.393313878862379,100.0
28,5.848803981265425,100.0
29,9.559505551589268,100.0
30,14.345259986210277,100.0
31,8.448050139667096,100.0
32,9.858272292822859,100.0
33,4.14795782670145,100.0
34,4.63317295171904,100.0
35,18.807008326469603,100.0
36,9.346011456299621,100.0
37,8.914053260495791,100.0
38,8.861630104407519,100.0
39,4.512828652193295,100.0
40,4.809199092485757,100.0
41,13.059917462915443,100.0
42,12.677305373149123,100.0
43,10.556454570830436,100.0
44,14.599732352809049,100.0
45,14.447557781819764,100.0
46,13.882054323788413,100.0
47,7.141695111471784,100.0
48,10.900585718430733,100.0
49,11.220489292862698,100.0
50,10.172359936651631,100.0
51,6.801980410248772,100.0
52,22.648398377132004,100.0
53,3.2230626247695984,100.0
54,4.432394175583399,100.0
55,9.455183451596042,100.0
56,12.201933511487734,100.0
57,11.810490587798304,100.0
58,5.443009163232167,100.0
59,3.322250598336927,100.0
60,8.791793696158173,100.0
61,15.373426835083876,100.0
62,-1.8394409434736918,100.0
63,15.280014553215349,100.0
64,14.835579107226014,100.0
65,9.22854274229497,100.0
66,13.642557315137902,100.0
67,4.107037615112694,100.0
68,9.61183984808366,100.0
69,13.242790742129635,100.0
70,12.594861799426742,100.0
71,13.745348081045549,100.0
72,3.5151505598566435,100.0
73,13.238418611410948,100.0
74,9.537664046612363,100.0
75,8.577462544822689,100.0
76,11.741856641680819,100.0
77,12.628465080460028,100.0
78,5.601710700105072,100.0
79,10.973934861524054,100.0
80,13.577942792113634,100.0
81,12.748767632635605,100.0
82,11.705728890287505,100.0
83,11.116899805911391,100.0
84,7.405958966314011,100.0
85,8.00814025497683,100.0
86,12.19251590142567,100.0
87,18.306229306426435,100.0
88,10.925022375331833,100.0
89,8.64237153015459,100.0
90,11.47921799778041,100.0
91,2.995286665648287,100.0
92,11.442077343102735,100.0
93,6.299435871231621,100.0
94,12.669133221956505,100.0
95,1.17838679641812,100.0
96,15.826001355069224,100.0
97,13.88791107574733,100.0
98,13.275581796214652,100.0
99,6.443981909933659,100.0
100,8.544202551118621,100.0
101,9.444677240284543,100.0
102,11.064154599947614,100.0
103,12.44091196984729,100.0
104,14.944133277463306,100.0
105,20.809549138637948,100.0
106,12.330582735348784,100.0
107,18.3216851638367,100.0
108,9.464670033172268,100.0
109,12.527684551983759,100.0
110,12.133392557340574,100.0
111,15.524237708232938,100.0
112,10.298510345109648,100.0
113,4.4665817499821685,100.0
114,9.990838150278009,100.0
115,12.204663693058768,100.0
116,5.678280212678696,100.0
117,8.843752176230396,100.0
118,10.196631221123656,100.0
119,5.818047645145839,100.0
120,11.216492437133226,100.0
121,5.608297810184787,100.0
122,11.57471544155818,100.0
123,10.918755799835935,100.0
124,6.6815349859117585,100.0
125,5.356623916504017,100.0
126,11.340504511436295,100.0
127,8.807012339989614,100.0
