unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_feed_flow_controller
0,26.60678613466822,35.58363738170777,50.99987558366918,25.0
1,40.475131207993655,55.60995350078373,72.22140811228554,25.0
2,35.379616750553566,13.584670156885052,45.93550046693924,25.0
3,41.02461331374778,35.78159590455094,60.06601527257821,25.0
4,34.270062693962004,58.542651754350516,67.4777009332068,25.0
5,8.700413341644428,37.51792712919737,49.271503616593634,25.0
6,16.049864408294813,33.00830453766025,38.72727058288194,25.0
7,48.372644263966585,-7.2743220181957575,67.71493034577426,25.0
8,19.490116425512657,24.37188705545355,39.20251583456445,25.0
9,48.73301103117246,37.125256817688424,59.22726221318886,25.0
10,50.76624739183455,33.852572281748365,67.58422326427201,25.0
11,16.983148002289855,23.615272290145946,48.64275274122726,25.0
12,30.32498024937703,41.92311070096669,56.32833856233618,25.0
13,27.966788172315155,56.98439184873336,71.53707170592158,25.0
14,34.82608941523369,61.09836061362906,61.88057623888386,25.0
15,21.921852014859507,61.38335211210332,61.62127882696836,25.0
16,33.8107108400619,16.873869868688516,58.40751906889088,25.0
17,38.95172299530449,12.3615300846566,65.36294317512147,25.0
18,22.11977210720218,26.681039070963518,50.87085922134251,25.0
19,10.941403996606944,75.08481490604217,57.665248270484305,25.0
20,18.298458920420796,43.602420089494274,57.27434082198049,25.0
21,27.11802665258382,34.071145962545366,55.48388891482877,25.0
22,38.52825926559402,64.95492559749046,78.38123949094177,25.0
23,14.597859280344817,32.13983760342255,49.990644039104346,25.0
24,20.7666252678042,68.42528300891514,64.23577639196458,25.0
25,60.203109959913036,5.689307815015415,72.30951872714188,25.0
26,13.606109419356844,53.4451853662537,61.74700229802643,25.0
27,38.379961358834905,58.45824827696532,80.8277315736676,25.0
28,19.19411924630392,22.566906724319296,54.81282054197724,25.0
29,21.34056063610363,41.309074662391865,42.315592261893485,25.0
30,24.28935460908304,32.457783343644905,45.63986902579957,25.0
31,21.690745943574022,21.202889480011358,55.94201006983962,25.0
32,44.02603295972323,-1.4391467488885468,83.36215722784337,25.0
33,16.11225397504241,48.83694230788392,50.745869298064235,25.0
34,47.65371908920898,22.757609635391574,61.89853485481759,25.0
35,16.289322692611254,35.67529751240285,47.79566604663246,25.0
36,23.180133046271393,47.95299285876634,67.207387377002,25.0
37,13.190606439276678,59.76885349441256,59.39252996949301,25.0
38,65.65540093924803,4.816834293270156,62.2132786811783,25.0
39,9.232988932116745,36.911304685051554,47.36885524948069,25.0
40,11.953056299609347,56.53768656126722,42.63495439670855,25.0
41,42.566816218544794,34.07955491097765,53.923395059367294,25.0
42,18.02166529207374,40.62985985468023,44.479179367342994,25.0
43,42.22812517013489,27.76568109377685,59.4466923128586,25.0
44,44.91591969381254,28.022829253155233,55.62912827131153,25.0
45,30.318620061879255,18.515256605439067,67.11124385430806,25.0
46,32.572798480511835,80.89553980566839,59.508882076095475,25.0
47,31.835226244740284,23.769276199808218,59.52862901436693,25.0
48,16.398943709288886,32.99286164923456,46.606245386634505,25.0
49,33.203685828233105,26.408672891918304,58.53685720773403,25.0
50,20.852485250806446,55.223073519151825,61.08299791906318,25.0
51,45.31694421213191,-2.7522106940623843,39.63349469579784,25.0
52,28.310643385372664,36.90561295826063,57.40107338478975,25.0
53,31.20182606091327,70.26545301005035,74.89174125267014,25.0
54,16.77985687631408,14.827913043618004,45.64131687930589,25.0
55,26.326373802136345,58.52998545884698,68.73444549998212,25.0
56,36.93187504293348,8.228092438051807,57.766232077941986,25.0
57,31.25032650024276,41.22778289735773,55.20951052383635,25.0
58,18.89920990376291,50.20220536196964,59.41028253285544,25.0
59,16.248111131110363,64.77326645072985,67.6111604874801,25.0
60,21.204021004905353,40.03641954117841,57.86316988475916,25.0
61,38.346534826214906,-22.982039833874005,39.78490626081362,25.0
62,39.38422080897611,62.391492985461134,73.48937395647184,25.0
63,17.9255897374511,50.39672085597652,48.94925317393122,25.0
64,26.838705816704653,56.60193770327595,52.93494554262234,25.0
65,50.82583875770824,25.689085371585584,55.6831335918761,25.0
66,39.26738516751452,31.540281666326067,53.922849030386324,25.0
67,28.27208956382107,39.2805053299614,68.5768914376644,25.0
68,20.278518204110664,23.098276546323987,55.361534300009765,25.0
69,26.486220801589187,10.92991519373031,69.39460241608478,25.0
70,23.401469056526558,45.14165540905022,52.9238563888154,25.0
71,56.38872611145251,23.307095689949076,52.203344638257114,25.0
72,36.122715480593484,20.74032853993376,71.59575908892715,25.0
73,54.662328038130006,6.995542877910244,66.70118879066302,25.0
74,23.428503209544893,36.055334205019875,66.02272682087956,25.0
75,20.48098841553255,40.45834185884523,46.75337244782638,25.0
76,18.345948653976354,56.813196265104004,42.297575551045945,25.0
77,20.029830488041146,34.642028275896585,41.19629892847388,25.0
78,12.556039253698298,46.54272984257123,49.61433000407013,25.0
79,19.85872196893785,50.23379468579343,53.68065969372296,25.0
80,19.89365368956022,25.251821271060965,48.4010626799424,25.0
81,31.260043926146565,41.50925457190053,41.81268259129714,25.0
82,25.90833115272128,21.892592929621177,56.52079367630026,25.0
83,25.580285382664133,26.42075140450507,43.60375346811923,25.0
84,19.80196951429977,8.919140251021318,33.9851403594609,25.0
85,30.897822062358262,67.26485386757129,64.47746763549465,25.0
86,29.1581059584271,22.961573724740678,57.8405002447754,25.0
87,7.50508932708758,52.8659606329631,52.208761287910455,25.0
88,47.06541278601003,33.673482868739114,55.70446046459219,25.0
89,34.36175724909859,54.73129626292839,56.651548122207046,25.0
90,53.16380396913502,5.945224098405407,37.780908946189236,25.0
91,17.605741078929334,59.830758834464945,60.616404657480736,25.0
92,-1.0932532892091713,40.14818244993546,29.910747880009,25.0
93,50.059276283514365,5.660007694988057,71.49641966968348,25.0
94,26.25343278232639,37.35026889029024,59.224607248826096,25.0
95,15.623291050421383,35.55713937746995,68.3951474620083,25.0
96,44.10784852447214,31.33541839246609,58.64761743162625,25.0
97,23.31322155298775,39.60807482747384,51.057782868701125,25.0
98,16.5684084235579,45.81998926675577,44.028175136448965,25.0
99,29.688273195112068,36.34228317226836,43.45232345112137,25.0
100,32.154369562335624,16.988400456170773,68.84232569982954,25.0
101,12.498789313327896,56.05580974492802,58.85303400665856,25.0
102,18.028499073094117,31.977580652770417,36.94361339646866,25.0
103,44.17411920295136,17.856167180157275,80.26546633552884,25.0
104,36.61892057134683,8.100274834527717,63.54169351371093,25.0
105,18.08382112361719,42.132671992097144,60.411310384255145,25.0
106,30.506111772743818,41.394834014488396,64.63026555721687,25.0
107,16.495676863059273,57.488969298149215,55.747031963360755,25.0
108,27.84678303000302,43.76575194277409,66.5412701175805,25.0
109,26.005392961358176,56.269506009861445,50.538455473741564,25.0
110,34.221139962393224,30.87611052642807,56.059567069317076,25.0
111,23.644048768987247,41.3226414179476,59.649442442154864,25.0
112,35.11387950270403,7.556064422728259,43.19707161459279,25.0
113,32.457973810667625,45.36775445749719,80.82711367920314,25.0
114,19.513136383349377,41.980867622419616,48.15784133263279,25.0
115,22.032276129458584,28.76047544398192,61.98841495295383,25.0
116,16.833160039640504,40.045454723079,54.84181152786131,25.0
117,33.11606827714225,-0.17215447333887113,57.55579771607387,25.0
118,14.013366238828104,58.637781404519686,49.6528412079849,25.0
119,46.06187963511163,21.61120169463145,71.05221009562406,25.0
120,44.071147174867576,16.071663047580714,61.982872124403215,25.0
121,29.816416023583457,10.728651110263044,47.87783678870007,25.0
122,47.04161972193239,69.64707081900487,55.484467322622066,25.0
123,43.70537117094713,10.12225544913557,48.273917618251474,25.0
124,21.684400888058764,49.88356667045643,52.75590073687344,25.0
125,27.631391893619487,53.39580159016745,59.503901835147644,25.0
126,26.840880322519475,30.99304958689162,62.95267610419767,25.0
127,34.0450988594357,62.658282030845925,62.277988989376205,25.0
128,31.00294839312796,69.02334595937984,51.27548319199562,25.0
129,40.002935655090866,38.81230164401294,58.91062515655061,25.0
130,20.904398116304698,40.545325231371095,49.39955405508322,25.0
131,21.88091115129329,63.463094634607,56.95702897405212,25.0
132,24.875226933000675,19.52788454143234,64.62859465676131,25.0
133,39.27243795674862,37.51344022162128,60.82406709595067,25.0
134,36.06360055183402,38.939739727951554,60.47570995501998,25.0
135,29.850477437854487,16.516677954510744,54.34763226890043,25.0
136,22.165447377992322,42.32934409025753,65.86973220952216,25.0
137,21.14927462655065,39.189315944884655,58.02228334732896,25.0
138,24.23549424854862,49.81590835300061,69.53253201894933,25.0
139,12.875701196099167,54.9335272426407,47.07314087268715,25.0
140,22.288295918082675,49.2651103067186,57.21673560738413,25.0
141,23.717636158380216,21.07637628373331,49.72013851822498,25.0
142,25.114074379582508,60.68618133478401,49.83815915192996,25.0
143,25.72121351389604,22.544608428303565,64.99990404021277,25.0
144,25.048240042332786,32.76569104701424,40.35746433990447,25.0
145,23.855604032858864,54.73987974370938,57.32622084328124,25.0
146,11.931930098815489,61.1338945661262,45.27086062696995,25.0
147,52.25177535756421,17.046808535483876,65.16722192677854,25.0
148,29.86572499911156,36.90839658040894,50.24665766673132,25.0
149,18.21778027013396,54.52023008259871,59.87123540782254,25.0
150,19.379333802521103,35.78255224757224,54.564337642225155,25.0
151,19.347160651941294,54.64912568480133,54.98441397232239,25.0
152,10.970993740071641,73.08431145138863,49.41654379954213,25.0
153,44.28863862586642,41.32596975798246,59.66919747140392,25.0
154,35.93453559195342,23.80950679901061,67.12327586740392,25.0
155,26.721360843301145,42.939239097519994,39.37438978332636,25.0
156,38.06448453168714,-4.428997492000796,39.64249896604879,25.0
157,26.15083984778914,65.51990591487841,54.055348209777144,25.0
158,35.63891721515485,29.0103081207515,55.621336914634576,25.0
159,32.747345200057566,46.793886286078866,62.27162998709963,25.0
160,34.33509920041054,22.92966899951549,62.95344489501057,25.0
161,27.15111832850579,37.72747796138948,57.916011178512015,25.0
162,19.657183511311587,40.55136447005098,52.942571124377864,25.0
163,34.424723808646156,31.155571586000832,67.77455651477749,25.0
164,24.213764014959686,44.28392085719788,70.86196393224306,25.0
165,26.520627357050788,23.446690786893356,40.19133771026091,25.0
166,45.43832069629087,38.96457979238697,55.28140992354467,25.0
167,31.678163157113058,23.34879166038497,41.60474343512305,25.0
168,34.78712660393153,34.01807142980076,52.77044135580551,25.0
169,32.22364791522963,20.15404898065602,50.09487932939157,25.0
170,23.41236724959718,30.73482275657054,64.70673898208983,25.0
171,39.49724580582514,12.20179511065669,70.96373419086352,25.0
172,56.143357577437776,26.736007990915674,62.116229079031086,25.0
173,20.535410499403767,30.491780699905874,52.58817044474329,25.0
174,28.1353148934004,30.354511736175354,50.941552736330884,25.0
175,26.212757300963535,17.347940726982447,60.377441486935965,25.0
176,23.93720431723698,44.87907914075543,51.88286291661803,25.0
177,50.7344971194733,8.898136211152153,49.55100479148701,25.0
178,10.243285963103329,60.99546835449956,57.66043929615123,25.0
179,15.681026649570715,62.914368927322116,54.69094986986809,25.0
180,41.46348285885138,20.064273964750946,60.92445649834757,25.0
181,12.418511850794143,57.68273339811324,40.884766359675766,25.0
182,23.076202112011458,33.11945259582862,71.13540504170277,25.0
183,17.691929628072742,60.78254334364452,58.040531726436505,25.0
184,21.230823016462942,67.87927252024349,52.136683931722395,25.0
185,34.446048278520706,30.22689724644644,63.22856815206582,25.0
186,37.06232503162995,33.34435131134292,75.98692791038823,25.0
187,21.73589796884432,34.3919901286097,39.84780899323771,25.0
188,39.24379782465883,2.6854508354774786,49.10087036321813,25.0
189,11.56820363930322,53.18712814797456,38.49272502389042,25.0
190,28.121793454854515,43.37370162158437,66.1716362125392,25.0
191,28.301339279729678,37.72197384751001,51.24035333215728,25.0
192,66.11450486323861,-16.491646159034993,55.102896963929055,25.0
193,29.960396989566505,61.95995131388507,69.46987414440223,25.0
194,18.11956581417799,51.77659343532303,61.978654756737726,25.0
195,19.39899409929165,53.63808934648615,53.46305032879904,25.0
196,19.536050910164413,43.46741995588711,61.53604938492619,25.0
197,21.67652454299538,29.872049537085747,41.212290886235266,25.0
198,27.576614318011945,50.85399633496999,46.87160440238505,25.0
199,33.396888730217654,46.916277755241936,60.75676404579768,25.0
200,19.214266105027157,58.74360906671916,50.21740378671854,25.0
201,35.09330412344947,38.11910955114231,57.42301663178002,25.0
202,33.77392999900511,43.489982637044385,74.65995337340948,25.0
203,53.52106986132163,23.371083154690265,57.21483344826342,25.0
204,45.687546835616494,19.988336512086114,52.90660622001511,25.0
205,29.80213603273829,39.36266715754808,70.56163131306661,25.0
206,30.2181120849733,33.49384735459782,61.41320447782228,25.0
207,30.025767773920368,39.83635974335717,69.42151450771144,25.0
208,32.517104275382366,38.75914256244164,57.44358572435671,25.0
209,25.468902804306467,33.46788917783249,56.663926483411004,25.0
210,28.727830519811604,43.12555318608328,50.697030746352475,25.0
211,45.86833288570451,28.69421153368809,48.523075059430155,25.0
212,18.697552384388473,-10.611089313990696,47.69815125781048,25.0
213,17.213578291136347,62.74839033141788,39.86187912071841,25.0
214,36.309603780465764,52.6649527610427,59.34088073089527,25.0
