unit_id,AmbientHumidityBatt,FormationCurrent,CoulombicEfficiency,CapacityRetention
0,48.90900915024934,58.099833720519825,55.68451449624889,-1.6931861784808913
1,46.425895501386016,64.54418859832971,51.650449611105884,4.521733063146903
2,44.92904902794439,24.488779223995145,26.6044665491175,9.43229393489177
3,50.55609579658028,14.777438697119328,29.317313261448454,-0.41808261870307284
4,64.11358193255145,68.1748093063117,38.93431600466249,22.031699731972555
5,39.22834233625033,64.83425119758648,51.78454161332073,6.941130941539444
6,47.52600441656639,77.29583791419198,55.10730762419195,12.92616875867879
7,39.94552225882565,82.69319522809798,52.46205040298342,11.909516603213138
8,37.97600922837063,62.68444351748931,52.265451297094565,13.719813376425066
9,64.97134822690624,55.74577646969655,52.28820848555716,-4.999986806526507
10,29.888189891238046,55.84083503403873,51.84838986184693,2.9392724139888182
11,33.17983795763145,97.31821808353551,58.18621420554533,15.622033559770575
12,59.2067878605197,50.68708379424331,48.73352677342171,1.0008748263886398
13,60.51793351100176,70.41720121107565,54.14568920947942,11.49964250771122
14,62.19963727829984,73.94735058775295,57.626209417650095,11.960375604473413
15,36.61552482326878,80.82231988037336,57.88834709191677,10.374533458272241
16,45.98219194839382,79.13839134105825,57.18970499395532,1.1651442382026351
17,79.06399779442314,62.85712792622648,51.82658578369342,6.549616819939588
18,65.30754736446907,37.340028125184084,46.55144264932432,-13.032298252697487
19,39.42306992133553,43.315205012014026,37.81090820575746,10.045199205133411
20,35.38355587639181,52.87228566603848,50.42574297472118,-0.8705045296683904
21,39.506175003558916,69.40820936436236,51.03360503848675,7.3223948475011795
22,49.45766962227187,59.76721928085022,54.7758662590031,-3.1241953189707043
23,57.56592759158037,85.53050076296319,57.11486039270115,7.9261809929509255
24,83.3642775076621,35.90048155263889,44.57566979840273,7.355844625480921
25,47.69493568415341,36.87146809845536,45.0777907383052,5.404919657104736
26,60.58727480611408,80.04380496396534,57.373207089431666,1.7566195505318736
27,42.779106539240615,58.866845390921206,47.565913034813555,7.935056541297903
28,46.83952215312676,53.10962688123819,56.039052374848616,4.903603789204888
29,52.78254799336067,59.594960550127034,31.867712234238898,21.926179954400137
30,42.2196886285831,81.04389589314991,54.382934866958756,7.964579217388405
31,58.94982429311374,71.46455283067243,54.68336848989757,2.2628122649670686
32,59.51520471581295,70.89226141066914,54.153240428451795,10.627537015568562
33,30.476716558037285,105.35122167155004,55.835164027426565,19.016182366770384
34,72.67656692872087,80.50299524573995,50.13406704478122,9.160250685510093
35,29.403523982816694,50.2894821701247,26.697995934103666,26.22228531877896
36,59.56230560627383,62.00829215416902,48.97202354912916,6.519676718265505
37,66.38410395015632,96.9712908142588,57.50866391937948,16.630426460991927
38,51.35882273253673,39.07183343860426,49.314573566466905,-0.027776524286200477
39,61.84079723510725,77.88445679055158,58.34147029759272,8.502556890424657
40,48.45836021063933,45.87116020936037,52.39074616743808,-3.3442732320946025
41,36.07667605084695,35.29336526646178,51.285528594555004,-13.822056065711944
42,58.76088133064146,44.20768056628606,42.12740411496126,6.280785638845348
43,40.742155136343335,59.375374009232345,45.61478034377973,6.580895168120051
44,47.38614859166723,88.20674291322405,54.53762554699149,9.503316705164263
45,72.20424473118506,51.21284819622158,50.317212698146044,1.4916060384058065
46,44.779361131709265,94.44546359351659,55.17710194706725,14.640999059958267
47,23.860734043695896,55.9819842797471,51.11876007864008,1.2270054240246986
48,33.64244281155156,80.49459143483067,56.468946311992234,10.89490333749168
49,62.740071401511905,60.88972125340977,51.17993625653835,5.955428036102409
50,49.13373818281546,40.99585259370906,54.21911637209877,-10.132446467444188
51,60.107120257624054,97.52722948456098,57.16987780313103,18.53546086165942
52,47.73155299253127,42.08708346752433,51.877245025692666,-3.5048195429837357
