unit_id,CapacityRetention,CoulombicEfficiency,FormationCurrent,do_FormationCurrent
0,49.06540952691113,11.847148035954296,9.397601070262958,5.0
1,43.737739098772565,12.17948789442816,6.55013275702375,5.0
2,39.229774977615286,11.715332966781807,1.7612875367495944,5.0
3,36.714595945895695,13.066321328291584,3.833498355513404,5.0
4,51.66809919467956,14.347083095852424,11.52502008664879,5.0
5,51.13090219102137,12.14130865463919,5.697511736705261,5.0
6,41.21830562725732,12.390287799048618,8.931998842880136,5.0
7,45.85390987226539,17.45663702104371,2.2985875181071433,5.0
8,44.91725957676624,9.50752981833864,8.675667025495565,5.0
9,34.783438833351084,11.921663736608929,4.678731534290782,5.0
10,58.07391806452915,14.457242339441148,9.920962161957071,5.0
11,58.45227675751945,11.400620749544784,5.31531300817994,5.0
12,43.1033597867923,11.438137065983925,4.113161713641232,5.0
13,54.558364214329174,9.648513259381232,10.900458474739537,5.0
14,45.343710176787816,10.162635592279587,2.6305617367998506,5.0
15,22.967236039329975,15.040858248764877,1.5463420057600343,5.0
16,65.48206791330189,16.265258288280226,5.0123327823137585,5.0
17,35.448932380128795,12.996669020873819,12.784359110782566,5.0
18,40.28437347712756,12.422732431397401,5.4893745763954325,5.0
19,42.318589979253,10.101723581747216,1.8142183642435676,5.0
20,54.20945381887036,12.091718489788343,4.610574053077114,5.0
21,43.42535579322131,12.748832606063134,7.651575106758104,5.0
22,45.43063640549906,9.882491651559198,2.7298385094135247,5.0
23,40.433026781786346,14.102179275157097,6.184881077455946,5.0
24,33.32081876309214,12.34409344635025,5.101837704422309,5.0
25,45.75173926584126,15.080573472119296,2.872086485351285,5.0
26,16.28018356285837,13.747857513603197,5.380528497854653,5.0
27,49.789478438566036,13.989104898447781,5.170677058673923,5.0
28,44.59417862256386,11.943760967037779,13.213055984527855,5.0
29,43.53844628377271,11.54260547347407,10.558632941809066,5.0
30,53.112359912526216,10.32254092077709,6.297666954552321,5.0
31,39.861331877166954,15.469259843933667,4.223735557664272,5.0
32,42.69857225260566,14.089726025565193,8.022843568996826,5.0
33,30.621116628493567,14.592349991339614,7.014618554283066,5.0
34,33.506511317811146,12.73854161394296,5.616519784216334,5.0
35,54.96155915225368,13.097491797945349,4.035271212735303,5.0
36,45.07281492847381,14.679504945746151,5.067452600908374,5.0
37,57.49839337865178,15.804075616000201,9.303178306301387,5.0
38,35.24439588427146,16.044352219122043,4.520171417532757,5.0
39,44.22709029747174,10.097710431214388,6.696448512298635,5.0
40,46.07363976899513,12.615526773450787,6.286571620579542,5.0
41,53.66835559854872,10.585637467099877,-1.4842656294631853,5.0
42,44.789943120502386,12.59679361143653,8.304847140642096,5.0
43,36.2576918641801,14.229778214834509,7.592430910682864,5.0
44,49.93931608026201,12.422047019495515,4.855627595955156,5.0
45,54.70989432802892,11.900820110427327,9.954398028419625,5.0
46,14.14433593166312,14.045101776913352,3.3347048452565344,5.0
47,40.55838520103005,15.557812226875441,6.60750512193475,5.0
48,45.39542666760339,12.31546361961099,2.659616377810156,5.0
49,35.86708245289791,13.577688795255597,2.786640895160174,5.0
50,52.335620560572195,11.119607232918177,4.530197400954479,5.0
51,25.518996455330527,11.327918109409005,8.7406120792104,5.0
52,42.99184245085359,15.075127616616562,5.754249109804127,5.0
53,48.91220501190993,14.378370885524534,5.7884570609456,5.0
54,63.08757279337872,11.634709263366402,0.43613548779933087,5.0
55,75.79499096340997,15.095208630757398,0.34725758952376307,5.0
56,68.26466855094388,12.177139232815179,7.811681975309181,5.0
57,42.069872252856776,11.392931862040964,4.242383463821611,5.0
58,35.71130620353843,15.286878369350042,0.8404789382477276,5.0
59,57.36325529957703,11.2774263320922,4.498125874266134,5.0
60,36.157394229578,12.004997990139367,4.879111077654045,5.0
61,39.56344390952209,12.52802045403202,3.9825284858958234,5.0
62,39.74381567462404,14.26136520906311,6.713330023353484,5.0
63,53.074251196644894,13.56309551502108,5.0707790385172595,5.0
64,43.61608480193193,14.031838881337409,4.384989101607204,5.0
65,49.50147713117083,13.431658385228728,0.2965832000879445,5.0
66,62.48133763217224,14.932542013573096,5.153669703538215,5.0
67,47.866587922715475,11.932599142579406,4.709426801310828,5.0
68,47.946026760006525,12.221532718895304,2.9351344311678433,5.0
69,40.092381680837285,12.212644234836445,7.083875358989393,5.0
70,49.226433845842664,14.618874798402773,1.8019376358770618,5.0
71,43.13889266375025,10.808071419039463,7.510467037555831,5.0
72,42.5995478589392,12.591361205215906,8.30608391826312,5.0
73,34.56736970833472,13.759971497595608,6.382855745401482,5.0
74,40.16065486695065,12.401477386026908,2.037678649467646,5.0
75,53.59433392021417,9.261024723954959,5.999542118139525,5.0
76,43.15964154647997,12.058077990876445,3.958603582737382,5.0
77,35.629334965068495,15.816823251137471,5.5041258337641805,5.0
78,58.74507502987193,14.817688925887603,0.6192439023133947,5.0
79,32.639513930724135,10.293973534276443,2.3483024418540346,5.0
80,40.92882865114604,11.56955017235942,5.567137785733319,5.0
81,62.07923478892994,11.495139682985524,4.973857667276638,5.0
82,24.94247994263181,10.136191609914366,11.741054772699561,5.0
83,35.51002892119915,15.01354392169602,7.73457093392156,5.0
84,40.8603477686459,13.26048051199071,3.2207717873468242,5.0
85,37.123922035641804,13.554052509310802,0.0015034256387345124,5.0
86,37.02240456943209,12.848032953631355,3.285791930135832,5.0
87,36.05529089766716,12.307621226577163,6.319799458230662,5.0
88,46.46250686731423,11.690008518834363,1.587526791558719,5.0
89,44.784411551762986,13.275647845906201,3.2951755168616264,5.0
90,37.69087019537561,11.628314160855732,6.564345305470449,5.0
91,46.125425735181736,13.944738501200876,4.697897782134772,5.0
92,47.11921306138725,10.314348437088766,7.3627686525308125,5.0
93,35.769911466451276,11.22582483076551,6.076782466890236,5.0
94,30.64124911860418,14.323426966937372,5.328300683397354,5.0
95,41.89271714453277,11.304155404401671,4.599617611937594,5.0
96,46.731420044376044,14.08036783110325,3.094851121934114,5.0
97,42.95739301502241,12.628813343426781,7.396326503827685,5.0
98,16.8305777269843,12.927872680966493,1.0012447872569537,5.0
99,53.055469276395705,13.206228594025863,4.475095023146748,5.0
100,53.57398009497006,13.79642898367368,1.6868977551168451,5.0
101,34.137332936715964,15.045089822897912,3.7161118849489547,5.0
102,27.514079165714744,13.937127777310554,5.0421229859412415,5.0
103,37.96780831047212,12.744771741611618,7.783950993331568,5.0
104,41.41541890008625,16.681549323417606,5.522732845562471,5.0
105,23.08544480380438,12.893338243003816,2.0892893361829468,5.0
106,44.11419159658033,12.035873820194263,1.7277818089150934,5.0
107,56.631176979246405,15.310392810147793,8.026999375981486,5.0
108,42.71952216051851,10.95228781150248,5.2615098884454135,5.0
109,39.27842312979626,15.721589260958638,3.839371913389316,5.0
110,40.0987716152221,14.585087654447161,0.8629552710444246,5.0
111,45.0000431861488,13.322885736108026,1.615186256027835,5.0
112,33.07477582172975,11.361852875432897,4.054639599404125,5.0
113,42.274594958773505,12.358335788786508,5.477208035735605,5.0
114,26.641282351535974,12.047949946152935,0.9859584759562923,5.0
115,41.30822456638881,14.232337116688512,-0.3525351836514714,5.0
116,49.134560152274666,11.022123981896584,1.65294949796378,5.0
117,44.24950057342759,10.371219996173531,5.531070712297047,5.0
118,29.290383025413128,16.38905137037616,4.481491293008322,5.0
119,21.561089091727013,13.253519049986796,2.019480780890666,5.0
120,43.71583362651249,9.815945230077004,3.3812706751890387,5.0
121,45.48985133378814,14.367490365735112,4.327500588962628,5.0
