unit_id,ElectrolyteFillVolume,AmbientHumidityBatt
0,55.369154312402564,48.82598420066319
1,46.788139439563835,31.12167790915104
2,54.585498474921394,45.475364813889584
3,47.87158565357155,51.47834366256035
4,44.416667178877006,43.61546729094815
5,51.04652853609167,38.610245557599356
6,51.921090687081055,59.08604770073929
7,54.461858628566326,59.17047920178915
8,64.67746379713631,50.700566370691135
9,30.19295590201435,50.3600150660414
10,37.32137200512693,44.29032814547058
11,46.26240818772611,13.110694219526364
12,63.80463541487188,23.208782137401645
13,41.02874836877954,43.2980471920208
14,48.49138216591499,40.339972953056275
15,34.978675216531904,46.25529401756939
16,49.7201382011651,49.68429455203286
17,53.28073441764939,81.77710060236113
18,41.495752314910476,75.30729373009038
19,45.06325309454093,35.748709587266916
20,61.09695097846466,45.9097498602596
21,50.01242766116616,50.685178249401446
22,43.25395985325773,39.823716991601216
23,30.873948995446,44.37440722260608
24,34.621409625432484,49.94390211171032
25,48.484945215067974,79.48491311410342
26,53.695261655440014,66.74158981651769
27,41.4081920521311,69.62371425881965
28,52.797083601892425,54.51185193168785
29,40.37998600415291,39.214548467492776
30,75.55879581950907,35.46352354362765
31,33.80244799017449,55.53399740315005
32,48.785204666003665,61.18292163429284
33,36.69867773226224,24.771811428271615
34,48.86140341291321,36.889162075469706
35,56.19651617732732,38.9913993218769
36,45.88760412963665,55.91141751772297
37,72.56278561579185,61.47907758272838
38,46.22081903855216,69.2413520159043
39,32.50190200306535,72.4248666661977
40,49.492106779271396,55.75553567473933
41,56.81372775080688,50.674834646210634
42,53.82793130681639,58.10966689903324
43,43.31502857678991,48.76892777518229
44,47.1172763892827,78.6555896032428
45,41.75951172429738,47.427211468050956
46,73.6689237566621,72.24560498284896
47,59.098427179426245,28.296454597262134
48,40.37971483024445,45.66853695967484
49,46.61553344034721,51.1603109431678
50,63.35970878469687,45.63852601224501
51,54.51365050393839,69.25491472674497
52,58.12840662872634,48.65518317056554
53,50.13331434822744,50.087010616824024
54,83.50824804264623,60.492706952373965
55,39.80445035611798,31.764443587532114
56,41.99183604865959,39.2821884773564
57,49.20583931573928,54.677756853287974
58,48.14492355321445,67.4752139544853
59,61.733870988949114,43.88790898723025
60,52.495141623699084,45.00969330347494
61,47.629785484160735,53.776312690668455
62,65.87263802161822,38.09439752852666
63,52.18338278759219,49.16988344079939
64,67.6081970802547,73.76631042559889
65,61.36178903742293,38.81683571798432
66,38.69217090825345,31.259463268738607
67,33.160502005184746,38.36832331537908
68,70.33861148904107,59.943936393474026
69,50.21811015629486,68.50426803101153
70,48.6699107602213,43.50238424998883
71,51.70110932365689,70.60142847575395
72,75.62165048824599,65.2465525709598
73,61.33895200092825,73.7105389701776
74,52.14366441715157,68.84141954053773
75,50.54048382407485,50.572756262040166
76,58.80222658403171,43.20311559917954
77,49.88572280466337,44.35405283712465
78,59.420503962116214,39.51541389790461
79,50.07728142654389,44.07374018663687
80,48.2462289899086,30.280370548764736
81,51.92498309403533,48.32026774603158
82,33.712118696251714,38.29903394896267
83,36.22091967927994,41.39184304077197
84,44.124524546056854,60.58359665059805
85,50.45081468071988,60.7948639207156
86,49.40223941825543,68.45487046899899
87,58.03332499747752,37.36300311751067
88,27.417165477132826,45.89363153901351
89,51.671162570870536,42.65149264740738
90,60.7396642152603,44.69181298330162
91,51.78872729287994,64.67009239858359
92,57.457172162294015,60.6623318804687
93,66.33930225270414,40.13890544425801
94,42.58009993644201,66.26770257025699
95,58.60565438591815,65.21518821699317
96,36.889204605457635,41.85259296740839
97,78.88331920487545,67.70095258971631
98,61.662665941469655,52.61105848422886
99,77.54338271946301,63.85246532151831
100,44.11804270761706,68.20990574196041
101,46.021155765175834,56.31349921134903
102,39.491188235711284,54.36107867696517
103,74.01575054337553,38.31858310142448
104,53.99937760184437,43.117715081136545
105,72.14244715383077,37.16196229621652
106,38.415716937849204,38.881994705112625
107,65.91703437853747,61.04875041846886
108,69.28927652842621,40.94419712338819
109,55.27545277918793,34.517560222930854
110,62.12522961539499,52.00686739147501
111,51.03768695307219,63.0553396010764
112,61.3820688403799,54.25121358172591
113,64.55507391228197,61.8581692419216
114,60.939644520890155,56.34507727475366
115,39.959351502031424,37.441239826009
116,74.47032473546606,49.06133335319164
117,58.540587509626604,29.99511136474917
118,67.28345746438956,57.34142092777249
119,46.63299172808957,40.089188798240826
120,64.41000361537392,42.173339459095274
121,47.322957135823636,61.627259261305994
122,67.13872746202394,59.06495350163786
123,60.08420163161943,64.42282234589038
124,68.652899605016,50.66060809783273
125,68.39046953129619,58.90523034652193
126,49.57896690547472,64.75524369701347
127,34.98118216589997,53.12593084700282
128,52.90234091781313,73.39285487924658
129,39.686413550004325,63.313048014473026
130,41.86541076642982,62.28505260744069
131,46.9681744058093,52.972791788839984
132,53.48117213383271,51.92271231935871
133,60.065159321140804,59.65691889193649
134,39.15380687362074,62.77723310165218
135,34.965422029898974,56.69564348040422
136,35.76080580271611,78.72627462984569
137,54.763184121567726,27.085423989709742
138,61.040285959726546,70.8120640898864
139,60.813585574973786,34.534037435482226
140,52.44582170514919,62.2821130626248
141,32.93149872845721,67.09576338675922
142,42.075898556060714,66.06137604016261
143,47.19506387149149,39.21184680834655
144,46.04291676015938,65.01509281425217
145,27.70159214324283,43.943133132227025
146,54.965970164937666,43.5018804081574
147,53.91604514264068,47.43190001777009
148,72.68338964393571,52.347969070571864
149,42.22735276809555,52.039121805427826
150,23.03293959093177,47.35711236215823
151,71.4653592752143,43.0598021377022
152,46.57314254469609,58.45491742848123
153,59.00870638830878,30.447704390928678
154,45.31539303514452,45.669418784484826
155,65.03552173981925,40.360385873324965
156,54.858480531359994,50.48502447159588
157,39.90638027946265,37.81508161243848
158,27.663878470260713,63.328987684272526
159,53.74444982240539,51.17684636811314
160,28.742777291650675,62.96653212177972
161,49.43405829551852,40.72790813993574
162,43.76216282395708,38.644868544151656
163,19.282016914323076,58.688293554554775
164,47.25059722811775,55.479190781641414
165,46.939697628044286,56.096651880776136
166,34.28272224873593,40.434507115896636
167,51.29972880826194,67.34768239710316
168,65.44390224603582,58.06194124583485
169,41.746040442234154,68.02239829029602
170,36.27817259055474,52.039004624121816
171,63.48984326519736,60.739285153501626
172,49.045084722421734,54.10938479557493
173,54.15684892998968,48.49995258418495
174,34.54934207719309,48.745794470601254
175,51.809610732381906,42.62808622726715
176,42.50213149084891,52.9329326587981
177,17.335227882967907,45.081067021470304
178,79.86392452883398,58.30774042468877
179,40.126007712805425,60.548900768681
180,35.696220331092505,62.63813526398522
181,55.58360208174161,33.27677561779922
182,20.052599440956005,65.48334168453972
183,27.236619260020053,43.081971126026524
184,66.8230584749971,53.359469982211685
185,48.96913630739024,52.61343638400804
186,66.26727021707948,58.92445713095884
187,57.06838774318008,40.03856262218591
188,49.96562804623454,44.790935163358164
189,50.98504414265935,38.66935191148397
190,32.57204205782292,45.2971056555764
191,57.09792363724567,36.858846986878625
192,54.14616934406584,47.26522013865287
193,64.38088694519814,49.666732372399004
194,50.212619678704066,67.04307004637607
195,20.724463131376993,41.01449391423398
196,52.31622470770774,65.71324128296098
197,60.72657601865685,63.00159709090039
198,71.0260437118665,46.09369501095446
199,36.09739227252318,39.63933168451031
200,42.65809854614834,35.01360787541299
201,39.36559219481731,39.80203034954478
202,59.65924708211243,54.76527194037008
203,41.818980987320344,89.63100542388541
204,39.58854920330748,33.69972363977984
205,52.05258962302262,75.01737197536559
206,76.90256704842986,55.43117412115279
207,45.699009928884685,55.92839898092312
208,36.5749961546247,45.66200044377452
209,52.67616322105774,53.82664546740682
210,56.55927039631869,65.56192454440834
211,50.938106263948605,62.52692383590911
212,48.31833548003985,31.460521374119875
213,43.306417442667936,57.891824934209616
214,55.28821212060025,45.695109634448
215,41.4043404578634,47.838653500231246
216,51.9583033190095,47.76513769731347
217,41.11159316848319,41.641870549697835
218,52.27849966098132,46.47750568164432
219,28.70514262577596,41.818551417496394
220,30.93682980736346,48.217884655135954
221,66.57372557181671,49.04314095497485
222,41.88820888366757,71.95083778825027
223,38.80290980955126,43.834402830415236
224,41.503790779097734,51.30053576022658
225,53.46169956388047,59.61645155197175
226,85.3166082428044,49.01649406172847
227,50.827723719916435,42.54694705272132
228,51.2228162568992,35.296240789950744
229,52.23482971312822,41.91453501704249
230,54.30516974878173,36.303203704556815
231,30.778380014033985,46.4029702253154
232,54.333857451982475,51.19102340665853
233,37.71283261565351,55.40431044860206
234,47.658171159697176,70.81449907369424
235,47.10328905348329,61.247313144920604
236,53.63772404843454,39.338521771182585
237,44.70310011298618,58.45982790790429
238,44.6005190893162,72.07785424959178
239,41.72785607815198,52.20657117356398
240,36.73926187888321,61.3136688022391
241,52.227522176121965,59.9613819935729
242,58.150369043685636,70.50039198040861
243,40.38107190949623,59.84809548266518
244,68.01295008897198,60.539496664305496
245,58.615149038899304,60.83260612695677
246,46.69913861954265,39.76576959108744
247,36.57141672350836,69.05669328129416
248,40.89119133207557,51.58065292728424
249,50.09385749604748,32.566328272980805
250,52.12186459924749,48.52809728856156
