unit_id,CapacityRetention,ElectrolyteFillVolume,AmbientHumidityBatt,do_FormationCurrent
0,36.112896749355684,52.65283768119134,59.495478294808734,2.0
1,43.73051899030889,61.30950189344236,36.40554956460441,2.0
2,36.24344203008262,54.23524063101934,51.10430784383505,2.0
3,40.197577596262086,38.56009498082663,22.54200811246157,2.0
4,48.9538690826561,56.336254563628415,37.04611945260415,2.0
5,65.3372349179471,46.66227194447351,58.479942835793935,2.0
6,39.00162215268653,47.44321184607782,53.259800233077236,2.0
7,33.137844301682584,36.56901664614791,60.0168413760613,2.0
8,43.778147358943635,52.0158730052807,41.283135905049164,2.0
9,50.89345983030081,75.00148101401189,26.018585355777933,2.0
10,54.68519267203744,56.215164071838664,52.28978285261578,2.0
11,36.32947376890331,47.017493139019564,52.39506308508571,2.0
12,29.933329808149608,43.257002212611084,41.54384470234781,2.0
13,37.827687255523735,52.21556205813475,39.26988737943819,2.0
14,41.358723228014036,39.3501210159774,65.24785008595484,2.0
15,46.50051074101425,51.59439203596055,50.98428473106317,2.0
16,40.1321563088801,63.03650387067003,38.35647976259248,2.0
17,36.73838914153277,46.90664574240292,49.90630214320065,2.0
18,38.32535946533332,75.63614911679728,63.54468540503727,2.0
19,19.737282586256654,22.267336361199888,45.203701536777444,2.0
20,45.905057586673884,60.4020482660597,75.16724152031011,2.0
21,42.926102053014745,33.11463475676536,37.3326460868638,2.0
22,43.11828348625271,58.36285528163566,48.49136896343639,2.0
23,40.80024816478147,57.080951508399465,38.681440274608185,2.0
24,67.85446420598662,54.900761124008106,34.096788943984436,2.0
25,41.519202929232236,54.72812929953113,31.553983140570537,2.0
26,50.86202832724118,53.15600055444539,49.44715774667564,2.0
27,33.92259269575721,67.67736091782066,49.66002529791996,2.0
28,43.54797124503325,46.79120610469879,56.446829109507846,2.0
29,33.04220158644392,53.17904783462298,53.876602084208095,2.0
30,56.27273311092559,49.43017635037087,68.6563954458555,2.0
31,54.698153880631544,44.82435129941021,49.08681317952878,2.0
32,51.643275960710874,52.06395317039091,12.512927197382657,2.0
33,48.68996620615595,50.12573293824233,38.25249269883094,2.0
34,45.692974583513845,61.34383349749194,62.145811337867464,2.0
35,54.02840378769967,23.395651861517635,35.02084639368093,2.0
36,62.32817887580872,60.97798613586975,51.096933613424454,2.0
37,59.562499218526,33.13762768763102,54.33736586320726,2.0
38,42.03371267034932,63.55460305775837,51.991040310958624,2.0
39,55.19956003299245,40.984484605161384,60.00175121248484,2.0
40,53.414021083078275,58.88253349676357,46.05391107045802,2.0
41,51.58074528568713,35.03704926866365,54.06461751957216,2.0
42,45.48940305886257,58.156985186582496,39.79710851935935,2.0
43,65.11002673528833,48.838907843280595,32.270476304877484,2.0
44,55.460916509614286,36.698497459827315,25.462843725445055,2.0
45,42.74011713038625,57.903383794832656,64.32927454055032,2.0
46,34.319469278434795,55.66887293544387,49.548493310004524,2.0
47,52.48495903438891,59.79930827943196,50.70129611585759,2.0
48,56.1628197679388,45.380413632995925,57.21560868069731,2.0
49,53.1453776665406,69.76214744382784,42.20643801563067,2.0
50,36.997514543195344,52.59383378622389,55.16149005749253,2.0
51,54.2100101965102,48.43011618174601,57.35376099643816,2.0
52,46.607317145796124,33.57938005334877,80.93796700873509,2.0
53,39.86359660028538,32.153481147812954,70.18827185092744,2.0
54,61.13474469616544,53.737122006969514,54.64176530697287,2.0
55,49.56211098033067,58.41341734746729,63.65433413817586,2.0
56,43.674837165397925,58.72023691848469,47.63049774699004,2.0
57,53.075147025428706,35.255499382195886,58.893634535372826,2.0
58,50.04095066025375,41.62950628257559,60.98150924924657,2.0
59,49.56186318574332,48.26703143563342,51.767897278906936,2.0
60,52.7058693687268,47.323235548645144,53.28883997703637,2.0
61,45.50923695765911,54.53072200664932,72.14268392913438,2.0
62,27.11679109101459,37.43832667352419,71.33316368669283,2.0
63,60.266466780539126,41.3236748435209,39.13920752749699,2.0
64,52.91579403964309,26.039058636505928,72.48998565024822,2.0
65,51.31843227149402,20.282184695815868,40.11838225775881,2.0
66,39.30380316311161,36.55625956363136,33.62849884097885,2.0
67,40.662844831792306,52.06431726329953,44.33698292532676,2.0
68,31.09697949432784,34.1354311583612,44.19299655304337,2.0
69,49.144694484851286,58.18465913410573,56.00550524160384,2.0
70,51.006888174812545,59.51319401483693,40.98244252418712,2.0
71,74.1511779338076,50.143686797787026,49.54109784882823,2.0
72,55.9987158015001,54.30507400420104,60.113022037087326,2.0
73,43.200957862237246,58.51955570423232,50.44723144364484,2.0
74,40.79821970301823,51.504851469239284,58.109662491416806,2.0
75,48.02589587661115,54.28513469954697,24.719067054685656,2.0
76,47.225232829720426,63.77351198653799,35.15660405479951,2.0
77,49.79880870857462,49.22504808628999,60.41698014272966,2.0
78,56.67826700239699,41.18754769125544,56.16683576710011,2.0
79,50.83817255303039,55.410605318050955,68.27111192949484,2.0
80,12.055811597026995,58.60413878026694,49.65520852349921,2.0
81,53.345251746167214,48.89320980904168,48.90443213271486,2.0
82,49.539245734237966,61.32785144850252,28.086583097889253,2.0
83,50.12800096150721,75.33250709032181,43.19633114587478,2.0
84,47.31493706958662,33.18799964025233,45.550223730729876,2.0
85,51.83994574758887,43.85420378656142,51.99017318355238,2.0
86,28.590208779521507,14.811187058150681,40.078726591021116,2.0
87,62.75103028749186,59.0904283902893,48.93694939731365,2.0
88,60.5793709449407,64.10945800936707,35.79341695760432,2.0
89,35.23160292261865,81.29357400537111,53.66876936571417,2.0
90,37.39780637993869,49.65439601347478,54.632222815296295,2.0
91,57.21208880851766,77.8159214851486,42.08054055833586,2.0
92,53.712011355953486,66.1552971292381,22.701966057293546,2.0
93,40.04696420573777,47.87328559545924,64.89778198304444,2.0
94,50.84030164788831,48.349640152844074,58.161565322155575,2.0
95,52.60116157798998,69.68995266713941,60.54402050392592,2.0
96,36.278232863665735,50.542295300436614,48.17003705875914,2.0
97,37.23371203035928,44.85852545534968,47.643606729828676,2.0
98,43.36484359286998,39.230001185357644,47.94853237057533,2.0
99,55.64521869067705,39.57921087861587,48.07717624339208,2.0
100,56.03068228540704,44.78520320081964,64.3908686637216,2.0
101,41.76348046534607,54.587761912376095,59.2825188016158,2.0
102,57.064256220261115,55.61317844490388,45.12220110452718,2.0
103,30.99645468995705,60.24109304533435,54.78182727595471,2.0
104,36.96805952843746,46.84759690219129,55.50781890718919,2.0
105,48.58813495262839,56.64114075459518,45.762653780759244,2.0
106,35.32695382391011,67.99545953781612,42.31292850608722,2.0
107,62.06880055896491,48.78293475112811,61.23912718128572,2.0
108,44.20707810655545,34.66533074080027,56.91098203587397,2.0
109,47.87818710702877,44.64587616487375,46.03594972803016,2.0
110,47.330119371302175,43.09147471564316,40.09347265985272,2.0
111,36.546842518877064,61.12326717149099,52.736545265469026,2.0
112,60.02642665608185,33.958809527728384,63.066980438553024,2.0
113,61.47372594353398,53.53460544154601,29.230055047900958,2.0
114,39.752785583336895,74.82284688684899,44.691722604257905,2.0
115,42.24919191279878,48.7120037816972,49.37478234126409,2.0
116,51.5445789177877,46.23401316846347,39.078495151161235,2.0
117,29.472462511557328,61.02318960738973,49.47488021287397,2.0
118,49.70821524263184,18.780009939444714,58.74193085365249,2.0
119,40.20800423512036,51.22526547392619,26.485661080291774,2.0
120,49.707077468205185,34.79075512241173,44.590785617697925,2.0
121,57.7065277980873,52.67385924953957,47.372776546169554,2.0
122,50.874598103989136,65.9367373930943,56.90060245835337,2.0
123,29.572064784237106,51.61906792319542,41.55943341684481,2.0
124,42.079979616115004,56.647671611939145,71.63795481454116,2.0
125,54.14839439236293,69.05915433517247,55.95089049205836,2.0
126,55.39466205351302,39.75981677572801,40.291598124717765,2.0
127,45.74834306896944,48.215175460805725,58.87031720459314,2.0
128,40.31466263422985,59.816111778083815,38.852217480492996,2.0
129,55.95078600415167,62.341668503924915,57.393329593030415,2.0
130,59.71230356939254,55.01292783628034,52.03489787943614,2.0
131,40.42248390966687,45.04756387521516,61.550067194135586,2.0
132,27.539575925470064,62.89250386547832,63.93799104832044,2.0
133,48.44260818488152,75.85546954158949,38.249148868868666,2.0
134,62.010602970547914,27.231370844159102,53.87150626404593,2.0
135,45.681460570020235,28.075836261785323,45.188773567046304,2.0
136,41.33413625953707,57.8140716970375,47.295793042147594,2.0
137,54.67937537865607,70.57760466719978,54.796253181865616,2.0
138,57.965099733645786,60.54424176080392,56.16991337452176,2.0
139,63.99504945003954,34.373556818770304,43.91306748893864,2.0
140,38.64939291060702,63.65286420715614,37.33084600405072,2.0
141,48.722865349993356,48.150688351092356,50.252261788406884,2.0
142,29.585563840045264,48.043920104224405,38.44964384892222,2.0
143,23.988920346731838,64.7353293697224,38.46905468708287,2.0
144,56.3956728041425,49.25595527129551,56.11374225204009,2.0
145,50.18390034570241,62.457562391776236,53.73434115928405,2.0
146,28.63998171877518,56.47518450584699,47.85582442404599,2.0
147,51.13326156718261,48.77167930325908,52.850383550605805,2.0
148,64.3260526063278,69.44417662042154,51.892020152953684,2.0
149,45.94283446177215,67.97515404739504,54.57651785550052,2.0
150,45.701895399297086,33.24961053370647,64.93473244042079,2.0
151,38.05081144690979,23.652434110320442,55.067158581529014,2.0
152,43.32481610644082,59.869654063177514,48.66050350123317,2.0
153,57.57589365539536,51.08918633657735,54.762673584355845,2.0
154,38.721322649045085,32.375987037280204,56.23935207561396,2.0
155,38.10331302995226,48.700325215025146,49.09539435201394,2.0
156,64.45706751687602,56.42082221153069,46.24342137035918,2.0
157,36.868836631219914,53.46844077794897,49.60798767284642,2.0
158,44.11146754880422,57.18983347387217,38.56470675796098,2.0
159,48.4189239527315,35.53637542272362,55.883559388144626,2.0
160,48.52700304545475,47.721985040579845,66.2598420157299,2.0
161,55.80848203064093,52.8662749087511,38.118668580973115,2.0
162,46.2115634949528,58.88338773763982,29.505671198171203,2.0
163,38.753782616599565,56.785118808178886,40.41520672492016,2.0
164,44.82683264910181,62.2291488448209,43.174866117408165,2.0
165,55.11546525859816,59.926154141321675,38.350633731882766,2.0
166,57.44195294461056,53.692041141362274,60.386218171954695,2.0
167,44.12066472189498,49.17322383499588,69.80518383353825,2.0
168,55.02848949860495,39.06785732783206,58.80365735276126,2.0
169,51.99889172042508,44.11870074022505,55.165358201593904,2.0
170,47.104698110483085,48.76645257746158,40.60629612544225,2.0
171,29.578589979897306,59.95330517002249,31.60278940020415,2.0
172,41.56288772179831,69.60851217961743,34.50916513528048,2.0
173,36.87857710149313,21.576125593131813,48.837222354241746,2.0
174,35.337799622643665,36.19443444624877,40.026590823478955,2.0
175,35.03493870662273,55.55844525860686,67.73613631560971,2.0
176,51.262662975189606,46.328130067170804,59.57408558704318,2.0
177,40.49771760833305,47.464058119962495,38.28372700564936,2.0
178,57.431450245159056,53.16275501715906,58.489375859555906,2.0
179,52.5504423004032,51.86349713127599,40.45084039495222,2.0
