unit_id,CropYield,do_ph_acidifier
0,18.93401476701996,50.0
1,20.71858599915325,50.0
2,16.975374571108134,50.0
3,25.31543643916922,50.0
4,24.465794425841523,50.0
5,21.300464766145467,50.0
6,16.95834524186529,50.0
7,20.789760183543923,50.0
8,21.803589124382828,50.0
9,20.001480594578947,50.0
10,19.39934858058235,50.0
11,19.94587622350884,50.0
12,16.620787593113402,50.0
13,20.817354761181825,50.0
14,15.229331779793188,50.0
15,18.220890736196765,50.0
16,21.416539234235437,50.0
17,18.900703231740344,50.0
18,18.859018308695987,50.0
19,18.67938945689376,50.0
20,24.064623505769678,50.0
21,19.16644451687623,50.0
22,21.607743060312334,50.0
23,23.293742793177707,50.0
24,18.77397929599453,50.0
25,21.830744342257145,50.0
26,21.589416551197747,50.0
27,19.612270984032236,50.0
28,16.937950105708726,50.0
29,19.60720223499156,50.0
30,18.519397658794297,50.0
31,19.28299874786736,50.0
32,22.222058170700226,50.0
33,13.88340987256262,50.0
34,19.20879530395609,50.0
35,21.095800932034997,50.0
36,19.999859697354935,50.0
37,16.930859777573424,50.0
38,19.632946540585124,50.0
39,24.390913303572745,50.0
40,19.063334267431294,50.0
41,21.60143139979146,50.0
42,17.4062837737998,50.0
43,21.43536009368904,50.0
44,19.24810470788878,50.0
45,23.16505046879914,50.0
46,24.997438259516862,50.0
47,18.669454822894874,50.0
48,21.245707703311584,50.0
49,19.643405527288326,50.0
50,23.181479960077027,50.0
51,21.674713783080115,50.0
52,22.72299333469811,50.0
53,16.444203922462687,50.0
54,19.040252901831675,50.0
55,25.68482386429786,50.0
56,22.02619802129405,50.0
57,25.05059508355569,50.0
58,14.478829077909824,50.0
59,19.149009090355126,50.0
60,27.72424640157903,50.0
61,18.49027695830867,50.0
62,22.842679235367676,50.0
63,17.29625194299172,50.0
64,19.502482350236296,50.0
65,22.212956826229178,50.0
66,15.6213513687514,50.0
67,20.722318599580117,50.0
68,18.610643468526032,50.0
69,17.061966299994662,50.0
70,24.539109220696886,50.0
71,19.518910045961437,50.0
72,14.967189837254153,50.0
73,12.798350390448444,50.0
74,26.189716906428053,50.0
75,20.50326074029814,50.0
76,17.38998526590427,50.0
77,13.223695108888316,50.0
78,18.22250422048479,50.0
79,19.45552842701116,50.0
80,15.94882390304667,50.0
81,25.339155501350785,50.0
82,24.90929422976039,50.0
83,19.759820613373435,50.0
84,18.833141013544736,50.0
85,21.48759040570451,50.0
86,17.370793896939,50.0
87,21.774462878146892,50.0
88,19.496034269517992,50.0
89,15.89463766345271,50.0
90,15.72269146605209,50.0
91,16.306718304713986,50.0
92,21.13088608105081,50.0
93,23.46213328089024,50.0
94,17.037329058927398,50.0
95,17.521702624747217,50.0
96,18.68958194651388,50.0
97,21.404759855444173,50.0
98,18.134878662444223,50.0
99,15.654239735252375,50.0
100,25.22982509231363,50.0
101,19.90640082050942,50.0
102,19.53839832841456,50.0
103,16.240280154347914,50.0
104,23.428817228504286,50.0
105,14.024753697462017,50.0
106,27.13120009502584,50.0
107,16.98170939993086,50.0
108,18.836299838208955,50.0
109,19.222109398084925,50.0
110,22.334212069461906,50.0
111,17.89845061833723,50.0
112,17.736438275011857,50.0
113,19.63130365137608,50.0
114,17.117761230097365,50.0
115,19.46235631388315,50.0
116,19.517922213031724,50.0
117,15.480153566113277,50.0
118,24.34261372164315,50.0
119,23.556351843787834,50.0
120,24.15236782615093,50.0
121,14.61019942750702,50.0
122,19.82401673862149,50.0
123,17.979899475389473,50.0
124,26.31454032092535,50.0
125,14.890407205347056,50.0
126,15.200223275722529,50.0
127,16.527707921433723,50.0
128,18.80342515701668,50.0
129,19.509533175724055,50.0
130,18.01045773886291,50.0
131,20.55888082536943,50.0
132,16.689198475538966,50.0
133,19.89177350065515,50.0
134,16.863575684486108,50.0
135,18.55954840619053,50.0
136,20.872737989624984,50.0
137,18.2574391734425,50.0
138,22.795249602305894,50.0
139,21.245008149660634,50.0
140,14.42368309168231,50.0
141,21.558963583314252,50.0
142,19.8586915020339,50.0
143,20.547866420277405,50.0
144,24.167967046694443,50.0
145,14.168627483945773,50.0
146,17.65889617405378,50.0
147,18.140532259934325,50.0
148,17.38748841772309,50.0
149,19.03222500828109,50.0
150,20.807190337095186,50.0
151,20.98452810190459,50.0
152,22.431732013139992,50.0
153,18.738645103683663,50.0
154,26.122508502492813,50.0
155,18.218901519541056,50.0
156,20.399176698210965,50.0
157,15.893880087993818,50.0
158,20.27534648686746,50.0
159,18.410199305961772,50.0
160,22.31014005000924,50.0
161,21.256161900846408,50.0
162,20.446494287695856,50.0
163,25.117219495018492,50.0
164,18.745023411855772,50.0
165,19.14392643331009,50.0
166,23.734964713124505,50.0
167,20.802726389267864,50.0
168,18.555703776404822,50.0
169,19.392049982499717,50.0
170,15.753226533137733,50.0
171,12.568042539734169,50.0
172,17.209114111384576,50.0
173,15.827874980585978,50.0
174,16.00389867483233,50.0
175,14.822905703348633,50.0
176,24.01882833954298,50.0
177,16.670163858994194,50.0
178,17.163919513908667,50.0
179,27.361331298675605,50.0
180,21.844983144245138,50.0
181,23.72220119686317,50.0
182,22.93798701916545,50.0
183,25.30477414185178,50.0
184,15.346715002478184,50.0
185,15.954372408588327,50.0
186,20.968468129292752,50.0
187,25.858225528567772,50.0
188,20.215720593798054,50.0
189,21.422552118213996,50.0
190,20.72537719949127,50.0
191,21.337559146287216,50.0
192,16.60824884159527,50.0
193,21.030878846375117,50.0
194,17.039698409704595,50.0
195,15.36347090123215,50.0
196,25.953888490367127,50.0
197,21.41185806687064,50.0
198,20.747690524313338,50.0
199,19.62050768540579,50.0
200,18.702376208284893,50.0
201,20.42824465615027,50.0
202,21.718067883181543,50.0
203,20.485390247360435,50.0
204,22.120749736312117,50.0
205,20.144085384633126,50.0
206,17.819755541663977,50.0
207,21.363923590956638,50.0
208,19.335872655345124,50.0
209,19.56810728879715,50.0
210,19.69735677946074,50.0
211,21.328876896636313,50.0
212,20.655742025026964,50.0
213,15.256183136992753,50.0
214,19.509997979118396,50.0
215,16.679863826294294,50.0
216,20.70125529879061,50.0
217,25.662616185627044,50.0
218,20.719084438143465,50.0
219,19.286313942231402,50.0
220,20.262838888716697,50.0
221,26.22665240714182,50.0
222,15.636388341541961,50.0
223,25.261631056913927,50.0
224,15.857526952750057,50.0
225,21.562340908485915,50.0
226,22.52312520732174,50.0
227,22.685397393012913,50.0
228,14.409130531978322,50.0
229,14.011903640718511,50.0
230,19.417372993815484,50.0
231,19.34341148757633,50.0
232,16.757406281918975,50.0
233,18.68070081137691,50.0
234,18.746681444436415,50.0
235,24.944706944682274,50.0
236,18.68699197286937,50.0
237,17.464333807594052,50.0
238,21.902960374435324,50.0
239,22.085848344425553,50.0
240,19.54007479335138,50.0
241,18.45117953754056,50.0
242,27.476718008037672,50.0
243,16.641544176655724,50.0
244,21.5938082447787,50.0
245,24.94583955368005,50.0
246,17.14885714644894,50.0
247,20.952451508170093,50.0
248,24.68411056413062,50.0
249,22.391581213783784,50.0
250,24.877558110947366,50.0
251,15.21912856015777,50.0
252,27.420590230098334,50.0
253,15.590170289973479,50.0
254,16.767374573690898,50.0
255,18.74744043494854,50.0
256,23.859623907152574,50.0
257,21.70388564519147,50.0
258,22.33734859150693,50.0
259,16.280090702424282,50.0
260,22.964320884268062,50.0
261,16.747229567755184,50.0
262,20.400509411611747,50.0
263,17.145429712495346,50.0
264,20.26277260663514,50.0
265,23.587408834957493,50.0
266,20.352818680366813,50.0
267,22.099154214724486,50.0
268,17.956120168656685,50.0
269,26.65257073779536,50.0
270,22.694688284340852,50.0
271,14.766566273369179,50.0
272,15.599275717201838,50.0
273,19.73292408553321,50.0
274,21.09727179193997,50.0
275,15.496244809239617,50.0
276,16.795185742217086,50.0
277,16.697065765967594,50.0
278,26.318771687824018,50.0
279,18.12378029789012,50.0
280,23.251411505591207,50.0
281,22.973841933355065,50.0
282,20.973497694965832,50.0
283,24.833729209548736,50.0
284,19.372635772831696,50.0
285,14.413000479199162,50.0
286,22.856707158411428,50.0
287,17.00304060518745,50.0
288,17.73098191223212,50.0
289,20.25245345974258,50.0
290,22.412269278364562,50.0
291,18.95603002909601,50.0
292,24.2020593084262,50.0
293,20.806731376238556,50.0
294,18.693185873859203,50.0
295,24.868722335400758,50.0
296,18.11614252181302,50.0
297,20.595759130906213,50.0
298,16.875731930328147,50.0
299,19.13100002181111,50.0
300,20.405257978596687,50.0
301,19.81332514141974,50.0
302,25.828609232927278,50.0
303,19.375674596515726,50.0
304,18.815201329467353,50.0
305,20.286460099643495,50.0
306,15.017334900286109,50.0
307,15.492538210801944,50.0
308,16.616346034280237,50.0
309,20.550188617963318,50.0
310,17.583416451781893,50.0
311,23.928114500829896,50.0
312,20.515477370438575,50.0
313,25.487729537726487,50.0
314,20.549404740696623,50.0
315,24.94458856941632,50.0
316,21.045077979414355,50.0
317,23.555555544380244,50.0
318,20.091142340406655,50.0
319,17.806587131843955,50.0
320,21.489212681793017,50.0
321,19.874553306777212,50.0
322,23.107545788637854,50.0
323,14.857158569460584,50.0
324,20.728393436097196,50.0
325,17.36774058878531,50.0
326,21.271692851956914,50.0
327,21.40774533347862,50.0
328,25.178996619513022,50.0
329,18.472321183875877,50.0
330,20.874426808717597,50.0
331,21.17746142687411,50.0
332,17.43599424965661,50.0
333,22.800069055949937,50.0
334,22.518197714617127,50.0
335,15.653659030738844,50.0
336,21.463671925085,50.0
337,18.89324822174756,50.0
338,20.895437256082502,50.0
339,16.008914420219856,50.0
340,16.80379643826543,50.0
341,22.848446965738944,50.0
342,23.338478695995306,50.0
343,20.486578514651203,50.0
344,21.379755450980458,50.0
345,21.425619371279318,50.0
346,17.75127356312412,50.0
347,16.334279782244792,50.0
348,16.7413406595206,50.0
349,22.88803687090594,50.0
350,13.125466201584608,50.0
351,24.024755999167144,50.0
352,12.578995839427474,50.0
353,23.243117562442595,50.0
354,20.257033867863264,50.0
355,17.57338883221623,50.0
356,16.81875715848137,50.0
357,21.005784867394915,50.0
358,18.33368130701717,50.0
359,15.836815007392355,50.0
360,18.393840838858253,50.0
361,14.326283994082083,50.0
362,26.367260030641376,50.0
363,21.60827531212468,50.0
364,19.34783590026036,50.0
365,16.99087141190968,50.0
366,16.27288853538832,50.0
367,23.275384891563967,50.0
368,17.454468115100628,50.0
369,22.580194762282645,50.0
370,17.165384958847145,50.0
371,19.85135563238148,50.0
372,22.747401362091967,50.0
373,19.991106952417276,50.0
374,14.07328401226214,50.0
375,17.4751204356201,50.0
376,21.41334407303878,50.0
377,22.14231974559771,50.0
378,13.223934741902571,50.0
379,17.890349760553118,50.0
380,22.57779388892236,50.0
381,16.014751094860298,50.0
382,14.753936719328706,50.0
383,20.16742559520863,50.0
384,19.78729050106561,50.0
385,16.865436181926846,50.0
386,22.899107821949322,50.0
387,24.91247749819734,50.0
388,22.30158733097354,50.0
389,17.196134762550273,50.0
390,18.005354677282945,50.0
391,16.423102990135025,50.0
392,22.303965704580957,50.0
393,26.50926371552667,50.0
394,23.183383804251882,50.0
395,20.772298245114815,50.0
396,15.821960377213173,50.0
397,23.036177610313175,50.0
398,22.30320618107062,50.0
399,15.430074954035465,50.0
