unit_id,CropYield,do_ph_acidifier,do_iron_fertigation
0,69.47845647895743,100.0,100.0
1,68.7618133767229,100.0,100.0
2,71.06252995016504,100.0,100.0
3,70.56433074451326,100.0,100.0
4,67.44414440298415,100.0,100.0
5,74.46431612117992,100.0,100.0
6,67.2058594776394,100.0,100.0
7,70.02374468785116,100.0,100.0
8,70.9878177867519,100.0,100.0
9,66.05041158203997,100.0,100.0
10,68.97838977902983,100.0,100.0
11,74.99812957589681,100.0,100.0
12,66.68517057548287,100.0,100.0
13,71.11627660624957,100.0,100.0
14,65.85509192727302,100.0,100.0
15,67.35856978162019,100.0,100.0
16,69.97489583770289,100.0,100.0
17,65.05164874712798,100.0,100.0
18,67.18130106413619,100.0,100.0
19,61.86167851116879,100.0,100.0
20,69.91797212170496,100.0,100.0
21,70.28276247085822,100.0,100.0
22,66.17530606313431,100.0,100.0
23,69.85279494304093,100.0,100.0
24,70.15547109956145,100.0,100.0
25,67.43666192641459,100.0,100.0
26,62.703053080791875,100.0,100.0
27,68.5326792496907,100.0,100.0
28,66.92243209738741,100.0,100.0
29,73.01628419850292,100.0,100.0
30,66.32682993909748,100.0,100.0
31,69.61406368046799,100.0,100.0
32,65.80879077792547,100.0,100.0
33,62.58572972319552,100.0,100.0
34,65.69829080171631,100.0,100.0
35,65.00133286171547,100.0,100.0
36,63.21664565155265,100.0,100.0
37,67.64487729231242,100.0,100.0
38,67.43663929426471,100.0,100.0
39,65.73733165857446,100.0,100.0
40,64.85690122828554,100.0,100.0
41,65.90712266976927,100.0,100.0
42,62.418863216791586,100.0,100.0
43,69.72587147705231,100.0,100.0
44,72.17999690851103,100.0,100.0
45,68.92158956949899,100.0,100.0
46,69.16558511093633,100.0,100.0
47,66.55371737560571,100.0,100.0
48,65.04194541651015,100.0,100.0
49,66.613112175215,100.0,100.0
50,67.07065807337784,100.0,100.0
51,68.2499606117514,100.0,100.0
52,67.25092530632548,100.0,100.0
53,69.89345809390176,100.0,100.0
54,69.9012332866014,100.0,100.0
55,63.13452603348279,100.0,100.0
56,68.95772408967964,100.0,100.0
57,65.3618072066004,100.0,100.0
58,70.1402177878832,100.0,100.0
59,64.14875685904154,100.0,100.0
60,70.481940474727,100.0,100.0
61,67.82053614509266,100.0,100.0
62,68.52303054803114,100.0,100.0
63,68.97298992097525,100.0,100.0
64,68.0317130307658,100.0,100.0
65,68.40616616265748,100.0,100.0
66,64.26469627003942,100.0,100.0
67,68.71631188507467,100.0,100.0
68,64.77939763079031,100.0,100.0
69,70.3170381417605,100.0,100.0
70,66.04609521475463,100.0,100.0
71,66.8763360858586,100.0,100.0
72,67.86248414676277,100.0,100.0
73,70.36457797956697,100.0,100.0
74,70.79330062858193,100.0,100.0
75,70.190045229353,100.0,100.0
76,70.32495029326121,100.0,100.0
77,70.01571566827215,100.0,100.0
78,62.43272216420731,100.0,100.0
79,68.5380833963689,100.0,100.0
80,64.25921392872105,100.0,100.0
81,64.8429855440895,100.0,100.0
82,64.11009401835057,100.0,100.0
83,71.15596043133236,100.0,100.0
84,66.78482631734119,100.0,100.0
85,70.2591524309184,100.0,100.0
86,68.65285645657302,100.0,100.0
87,71.86605071008475,100.0,100.0
88,65.1494898574072,100.0,100.0
89,70.57042565167576,100.0,100.0
90,58.59134209458314,100.0,100.0
91,64.53348713051106,100.0,100.0
92,70.93958267094611,100.0,100.0
93,60.61701384160572,100.0,100.0
94,76.93798766042711,100.0,100.0
95,68.74843170216134,100.0,100.0
96,68.77132684945892,100.0,100.0
97,70.84934379821567,100.0,100.0
98,69.54291938425652,100.0,100.0
99,75.56406939842758,100.0,100.0
100,70.00604841800786,100.0,100.0
101,64.13750191866814,100.0,100.0
102,71.61667822957263,100.0,100.0
103,69.53705904842289,100.0,100.0
104,66.8142096638981,100.0,100.0
105,67.288482723111,100.0,100.0
106,66.36666116197266,100.0,100.0
107,72.12842058094797,100.0,100.0
108,69.23576406925795,100.0,100.0
109,71.84559754667183,100.0,100.0
110,69.46791811106624,100.0,100.0
111,68.65009019396037,100.0,100.0
112,71.40306702597206,100.0,100.0
113,70.47913339897555,100.0,100.0
114,72.9066414580934,100.0,100.0
115,66.07351857943324,100.0,100.0
116,71.64219347673122,100.0,100.0
117,70.25734799224945,100.0,100.0
118,71.09257939325988,100.0,100.0
119,66.59682156972721,100.0,100.0
120,61.504397707223944,100.0,100.0
121,67.74012134418633,100.0,100.0
122,68.24094557304234,100.0,100.0
123,68.26028842033449,100.0,100.0
124,66.20742071397991,100.0,100.0
125,75.9102187556134,100.0,100.0
126,73.85897685423242,100.0,100.0
127,76.0485184981283,100.0,100.0
128,68.82048987983228,100.0,100.0
129,73.7660986336405,100.0,100.0
130,74.6281847854695,100.0,100.0
131,68.25127593452201,100.0,100.0
132,69.53842037105873,100.0,100.0
133,66.83134543138725,100.0,100.0
134,66.82466707631156,100.0,100.0
135,74.27791277545225,100.0,100.0
136,66.25810855494073,100.0,100.0
137,69.56773346238825,100.0,100.0
138,70.63350540025736,100.0,100.0
139,68.73102548097232,100.0,100.0
140,67.14199125410158,100.0,100.0
141,69.4910787720224,100.0,100.0
142,68.4125873119964,100.0,100.0
143,67.35982635990422,100.0,100.0
144,67.76585597044324,100.0,100.0
145,67.29297975674359,100.0,100.0
146,65.84796313139657,100.0,100.0
147,64.50981632396497,100.0,100.0
148,73.23383066864153,100.0,100.0
149,65.40278021874046,100.0,100.0
150,65.10284324787175,100.0,100.0
151,66.33343087912226,100.0,100.0
152,69.42967623560075,100.0,100.0
153,70.5891424713778,100.0,100.0
154,72.60375984365007,100.0,100.0
155,58.99353688016086,100.0,100.0
156,66.50835984421003,100.0,100.0
157,72.78715958485752,100.0,100.0
158,68.92410965113163,100.0,100.0
159,69.76761591760443,100.0,100.0
160,67.39470728608485,100.0,100.0
161,68.74901033960896,100.0,100.0
162,74.65591165099822,100.0,100.0
163,72.20789276302604,100.0,100.0
164,64.1816551875568,100.0,100.0
165,74.22951871457352,100.0,100.0
166,72.18508777508899,100.0,100.0
167,69.24359837795654,100.0,100.0
168,68.48590753020011,100.0,100.0
169,70.7370301223771,100.0,100.0
170,61.429610151232794,100.0,100.0
171,64.54753235099166,100.0,100.0
172,64.24700725050654,100.0,100.0
173,72.26176342094357,100.0,100.0
174,64.00922675818103,100.0,100.0
175,68.04384443261577,100.0,100.0
176,63.5965696066995,100.0,100.0
177,63.9370991588747,100.0,100.0
178,66.76065379266802,100.0,100.0
179,70.06182681668385,100.0,100.0
180,65.14618467328013,100.0,100.0
181,68.21101854425399,100.0,100.0
182,73.66364221744192,100.0,100.0
183,64.03880405605899,100.0,100.0
184,71.32842453074537,100.0,100.0
185,65.20578719930509,100.0,100.0
186,69.42072590925018,100.0,100.0
187,66.57233598615608,100.0,100.0
188,66.9706832639168,100.0,100.0
189,63.0628530418011,100.0,100.0
190,66.65777475370751,100.0,100.0
191,64.90945398117425,100.0,100.0
192,67.72498010839597,100.0,100.0
193,68.18146179659942,100.0,100.0
194,66.93284366538943,100.0,100.0
195,66.17599177208345,100.0,100.0
196,66.14989062684927,100.0,100.0
197,66.61836217258349,100.0,100.0
198,68.83746677532314,100.0,100.0
199,64.26210259232944,100.0,100.0
200,67.90513643933105,100.0,100.0
201,62.9046906472437,100.0,100.0
202,68.56372372933693,100.0,100.0
203,67.45751735136449,100.0,100.0
204,66.01705163431517,100.0,100.0
205,70.03134189574864,100.0,100.0
206,71.96981399038103,100.0,100.0
207,60.09118016633845,100.0,100.0
208,71.45925547921672,100.0,100.0
209,70.66264572275023,100.0,100.0
210,64.9975161595866,100.0,100.0
211,66.75695280210978,100.0,100.0
212,63.95978881238683,100.0,100.0
213,70.96548864020889,100.0,100.0
214,69.2162426290572,100.0,100.0
215,64.61661183963008,100.0,100.0
216,68.36041871166753,100.0,100.0
217,62.595243426608704,100.0,100.0
218,68.16072516641921,100.0,100.0
219,67.78844879695633,100.0,100.0
220,68.81452595394141,100.0,100.0
221,72.41238629273394,100.0,100.0
222,65.39490826645105,100.0,100.0
223,72.12421573631335,100.0,100.0
224,70.69043353043119,100.0,100.0
225,68.31307018149684,100.0,100.0
226,68.31125474895342,100.0,100.0
227,73.65621641550884,100.0,100.0
228,70.48395963042324,100.0,100.0
229,70.18575909582594,100.0,100.0
230,64.75970095415995,100.0,100.0
231,68.25348661928385,100.0,100.0
232,65.81372444871562,100.0,100.0
233,68.29358911006626,100.0,100.0
234,71.69510075727285,100.0,100.0
235,67.70740328018506,100.0,100.0
236,67.92815346204341,100.0,100.0
237,66.14649266883771,100.0,100.0
238,71.77557022851258,100.0,100.0
239,75.24308910998501,100.0,100.0
240,70.71000215407952,100.0,100.0
241,65.5595092269641,100.0,100.0
242,66.86799383563331,100.0,100.0
243,67.0977755507462,100.0,100.0
244,64.35707280265542,100.0,100.0
245,70.08068284518767,100.0,100.0
246,66.11274419177396,100.0,100.0
247,64.6505590546654,100.0,100.0
248,71.93427147093006,100.0,100.0
249,62.106736951087626,100.0,100.0
250,69.92257626197062,100.0,100.0
251,67.7252049335918,100.0,100.0
252,67.28943747572508,100.0,100.0
253,69.90434324650033,100.0,100.0
254,61.19507715703476,100.0,100.0
255,70.79884580381676,100.0,100.0
256,68.86076403995425,100.0,100.0
257,71.0243923287805,100.0,100.0
258,64.7956250529415,100.0,100.0
259,66.13868101501659,100.0,100.0
260,67.09564746121117,100.0,100.0
261,66.43216532857973,100.0,100.0
262,63.22048486200945,100.0,100.0
263,65.82920069513061,100.0,100.0
264,69.97463290958389,100.0,100.0
265,67.52141154957872,100.0,100.0
266,69.45821780917375,100.0,100.0
267,63.37023942427391,100.0,100.0
268,64.61355673185297,100.0,100.0
269,65.23565293286768,100.0,100.0
270,68.21637842346388,100.0,100.0
271,67.96358452022545,100.0,100.0
272,66.03845680878918,100.0,100.0
273,62.071888848499796,100.0,100.0
274,72.00295377808445,100.0,100.0
275,65.9810723834493,100.0,100.0
276,67.22564312193829,100.0,100.0
277,71.38872021471322,100.0,100.0
278,71.16888283351797,100.0,100.0
279,67.41157465069152,100.0,100.0
280,67.82316040053374,100.0,100.0
281,69.20935124178696,100.0,100.0
282,64.49589169482758,100.0,100.0
283,70.77048226166048,100.0,100.0
284,69.30281424363051,100.0,100.0
285,70.72456981269083,100.0,100.0
286,65.33414438198231,100.0,100.0
287,65.35844758084968,100.0,100.0
288,63.061771393281106,100.0,100.0
289,63.2249394669249,100.0,100.0
290,72.30832156565234,100.0,100.0
291,74.75056838654908,100.0,100.0
292,68.08626031067305,100.0,100.0
293,61.73085757026851,100.0,100.0
294,71.14783458585734,100.0,100.0
295,66.38162937727661,100.0,100.0
296,63.72922312077522,100.0,100.0
297,66.9889208162283,100.0,100.0
298,69.20599858787544,100.0,100.0
299,64.62711651409288,100.0,100.0
300,73.25208232344089,100.0,100.0
301,70.09258225700296,100.0,100.0
302,67.30265285937078,100.0,100.0
303,65.97127270927176,100.0,100.0
304,73.11343503241845,100.0,100.0
305,71.62733277224504,100.0,100.0
306,73.17566311867701,100.0,100.0
307,66.0067014822426,100.0,100.0
308,69.32089592757015,100.0,100.0
309,66.77064902119793,100.0,100.0
310,68.20127797835038,100.0,100.0
311,66.82785860912034,100.0,100.0
312,65.69423580891863,100.0,100.0
313,66.86282093365168,100.0,100.0
314,66.02877241772975,100.0,100.0
315,71.54850349276869,100.0,100.0
316,73.30681176923747,100.0,100.0
317,69.88476266188158,100.0,100.0
318,72.2692617759094,100.0,100.0
319,67.31912829270357,100.0,100.0
320,77.10908490031746,100.0,100.0
321,68.0320813552198,100.0,100.0
322,68.61937139113921,100.0,100.0
323,78.20817576389007,100.0,100.0
324,70.48155706319507,100.0,100.0
325,71.4240411924694,100.0,100.0
326,65.16697127095534,100.0,100.0
327,76.18169059011153,100.0,100.0
328,62.93087092210783,100.0,100.0
329,67.6759608075602,100.0,100.0
330,66.53611194417267,100.0,100.0
331,67.81707171733758,100.0,100.0
332,70.22257192152655,100.0,100.0
333,72.13741172392292,100.0,100.0
334,64.9502595886243,100.0,100.0
335,70.3477956958109,100.0,100.0
336,71.91708304371778,100.0,100.0
337,69.6945783939099,100.0,100.0
338,63.60878392739058,100.0,100.0
339,69.07195634181353,100.0,100.0
340,70.21066604758919,100.0,100.0
341,68.37082250496994,100.0,100.0
342,63.19339683545871,100.0,100.0
343,70.4036144865029,100.0,100.0
344,63.263031514859726,100.0,100.0
345,66.3248000641334,100.0,100.0
346,64.31237352360544,100.0,100.0
347,69.1485191991985,100.0,100.0
348,64.19613933323988,100.0,100.0
349,72.96629694708757,100.0,100.0
350,63.14353784946035,100.0,100.0
351,68.61653075080828,100.0,100.0
352,69.3696497528116,100.0,100.0
353,68.49695039554605,100.0,100.0
354,68.67699735908053,100.0,100.0
355,76.19234351623778,100.0,100.0
356,66.74236552481555,100.0,100.0
357,65.44070074792256,100.0,100.0
358,73.21252443998375,100.0,100.0
359,67.36546832096296,100.0,100.0
360,64.96165358931617,100.0,100.0
361,65.54555800746708,100.0,100.0
362,73.62761212951641,100.0,100.0
363,65.88943877780322,100.0,100.0
364,72.21074858997203,100.0,100.0
365,74.47523708566538,100.0,100.0
366,63.774406817462896,100.0,100.0
367,68.70354124180271,100.0,100.0
368,67.59250175265254,100.0,100.0
369,68.03424800494156,100.0,100.0
370,63.78431295672899,100.0,100.0
371,67.10411560638755,100.0,100.0
372,67.24545176081456,100.0,100.0
373,66.08408824693191,100.0,100.0
374,72.35655293927854,100.0,100.0
375,68.22143808199925,100.0,100.0
376,74.69379229434698,100.0,100.0
377,70.41098078899903,100.0,100.0
378,69.41138154122214,100.0,100.0
379,65.19792888410248,100.0,100.0
380,67.84533999521416,100.0,100.0
381,68.75618669248374,100.0,100.0
382,65.95343367378537,100.0,100.0
383,63.861063790470645,100.0,100.0
384,76.70749819302907,100.0,100.0
385,67.40372158740288,100.0,100.0
386,72.51964817219726,100.0,100.0
387,65.65944169774384,100.0,100.0
388,66.86312607705213,100.0,100.0
389,69.3836480877326,100.0,100.0
390,64.96438192333021,100.0,100.0
391,64.38127821062974,100.0,100.0
392,71.45327413678646,100.0,100.0
393,65.9244600280712,100.0,100.0
394,69.45091317890619,100.0,100.0
395,65.01068210832575,100.0,100.0
396,63.58525949195462,100.0,100.0
397,65.78334968485993,100.0,100.0
398,69.50386804248737,100.0,100.0
399,66.9600742778957,100.0,100.0
