unit_id,DissolvedO2Nutrient,CropYield
0,26.415935969931358,20.78915358674056
1,30.396658673631805,23.11472122565891
2,64.56122807446933,21.08954522883903
3,40.424290849003995,21.745980239341428
4,32.23440733601143,27.524784194313227
5,58.3815265262723,20.511009089518918
6,48.30627572180763,23.598376279699764
7,50.83489481288988,19.41043076322786
8,48.251103871615236,25.65799697928019
9,59.128572565294284,15.779998153130776
10,61.33663280583473,17.289193979304546
11,60.408640321397,20.77015718328602
12,40.34940717625806,20.750889055037547
13,39.243788251010095,18.504337766527367
14,47.70998988589134,22.291191909698554
15,41.56697422693871,22.570069169448846
16,35.530953230074644,14.340491771220819
17,52.015481586568434,23.364627240356054
18,45.18640750123429,16.579087899978227
19,47.45200509993001,24.250917854840704
20,37.26208535581503,16.958470710779867
21,32.657532122570586,16.04574402262538
22,28.98549083862067,18.843521127569733
23,54.4059792688991,18.732372502879233
24,66.73261094149625,22.81234174610517
25,71.1764038668461,21.6514060404902
26,67.20273051239406,16.05071725013582
27,65.66716924295987,13.839981987343501
28,60.2044293621797,21.794987051156586
29,45.116971964486616,17.994352998347313
30,36.98221322891258,18.577978032004737
31,44.46324446748787,19.16769387935797
32,41.147865180854375,23.450816509711473
33,49.65477702010633,23.0678440538514
34,48.982578189078154,21.295517509683222
35,59.24700148166317,21.361455617197453
36,41.39595042648402,16.855260438424494
37,37.474081704917445,21.852015833521268
38,36.90236159438519,17.67291093886772
39,47.083669445977215,20.812792043841682
40,56.14946077583322,20.13109443438781
41,41.22034165912384,25.5296664691016
42,69.53534443548824,14.84926752878992
43,42.701985929066176,20.86155531692218
44,49.466804445044986,17.419318906424312
45,48.981674680991,20.866318712400755
46,35.37099440824198,21.2164523220327
47,43.68308977782028,16.447772901237382
48,50.05985075273632,23.687799395752727
49,62.428595243330975,13.994246837980732
50,36.6830086093817,18.175486069887455
51,50.85840465846727,22.636089869674798
52,54.090101134495946,11.61091271751112
53,35.12055986803742,19.501813480025312
54,49.47277702208207,23.349173100259428
55,37.02777998050719,20.0988225157148
56,62.74765567488818,18.68537477836582
57,62.24705775671607,21.581920849253436
