unit_id,CropYield,do_ph_acidifier,do_iron_fertigation
0,59.712292300019,100.0,75.0
1,69.85492960325065,100.0,75.0
2,70.47572244571698,100.0,75.0
3,70.00440398044015,100.0,75.0
4,66.44851341493562,100.0,75.0
5,68.32968260819639,100.0,75.0
6,67.75303715383174,100.0,75.0
7,67.5623284051546,100.0,75.0
8,63.171361913322016,100.0,75.0
9,69.29791229874793,100.0,75.0
10,67.64361099180002,100.0,75.0
11,72.58306077196882,100.0,75.0
12,66.08967005719354,100.0,75.0
13,64.57433222726195,100.0,75.0
14,65.77459478950816,100.0,75.0
15,65.78515448235072,100.0,75.0
16,63.86185221664345,100.0,75.0
17,61.78367114920377,100.0,75.0
18,70.81669754982987,100.0,75.0
19,65.88904915516089,100.0,75.0
20,69.2137105221826,100.0,75.0
21,64.02168323431039,100.0,75.0
22,62.3826080542708,100.0,75.0
23,66.46625117187365,100.0,75.0
24,64.59768318908175,100.0,75.0
25,64.31509902586434,100.0,75.0
26,66.69602003981443,100.0,75.0
27,66.95158915724184,100.0,75.0
28,61.48012582081239,100.0,75.0
29,64.27554509817755,100.0,75.0
30,69.7141535327268,100.0,75.0
31,70.00338002477686,100.0,75.0
32,68.09427838592912,100.0,75.0
33,65.8700967055327,100.0,75.0
34,65.20615454145816,100.0,75.0
35,67.99793517226425,100.0,75.0
36,68.1054309429594,100.0,75.0
37,67.9895123209468,100.0,75.0
38,69.72623031640158,100.0,75.0
39,67.01611234365673,100.0,75.0
40,67.58682000517996,100.0,75.0
41,68.62806015840475,100.0,75.0
42,64.7976094282729,100.0,75.0
43,62.26915156110056,100.0,75.0
44,68.94415068785439,100.0,75.0
45,67.54717564255144,100.0,75.0
46,62.70550462392449,100.0,75.0
47,65.51133503941209,100.0,75.0
48,66.0306484311436,100.0,75.0
49,63.24041641961952,100.0,75.0
50,68.59234299617418,100.0,75.0
51,64.7166856741766,100.0,75.0
52,67.34362895313136,100.0,75.0
53,69.60499189243797,100.0,75.0
54,64.7913546019147,100.0,75.0
55,70.873542042766,100.0,75.0
56,59.9598758050267,100.0,75.0
57,71.29368470181569,100.0,75.0
58,62.48049008295368,100.0,75.0
59,61.95120684614918,100.0,75.0
60,72.84472737826005,100.0,75.0
61,63.500192802731696,100.0,75.0
62,64.7227554990418,100.0,75.0
63,68.60865691208146,100.0,75.0
64,63.02587717389975,100.0,75.0
65,64.57620146497203,100.0,75.0
66,66.53798141941878,100.0,75.0
67,63.41104173114614,100.0,75.0
68,68.4535279887702,100.0,75.0
69,70.6095567878309,100.0,75.0
70,69.10982774777479,100.0,75.0
71,69.52694399355978,100.0,75.0
72,70.8902846745762,100.0,75.0
73,68.9305189381254,100.0,75.0
74,66.19933367788384,100.0,75.0
75,64.92795188193267,100.0,75.0
76,63.98904997826192,100.0,75.0
77,72.63930483523745,100.0,75.0
78,66.10087427309288,100.0,75.0
79,64.93753576561797,100.0,75.0
80,65.67661513393742,100.0,75.0
81,67.1080756155986,100.0,75.0
82,65.81911384864621,100.0,75.0
83,69.20124634667216,100.0,75.0
84,65.75259761381577,100.0,75.0
85,67.63950441760814,100.0,75.0
86,69.74771433607202,100.0,75.0
87,73.83968102730815,100.0,75.0
88,68.03701825774682,100.0,75.0
89,65.60391226210302,100.0,75.0
90,69.52149265855238,100.0,75.0
91,64.95622704676188,100.0,75.0
92,61.17290569956295,100.0,75.0
93,64.01809725705318,100.0,75.0
94,69.73280612516201,100.0,75.0
95,64.77955116066818,100.0,75.0
96,63.52225368137604,100.0,75.0
