unit_id,JobThroughput,RackInletTemp,CpuClock,NetworkTopologyHops,FanSpeed,PduLoad
0,3.771233551940469,67.87168808333934,45.929419594010774,54.46272291136383,61.6178976877332,44.87825295868806
1,14.769402970642385,60.24379389296641,58.35240999989252,59.37939034937045,58.67815869182228,41.56586470734113
2,11.24823926383845,41.56512244216587,53.01266639654162,50.988355269944655,69.66924893551412,32.81830432589385
3,0.7204767950866078,69.68758846169999,37.41690227638322,49.45375292822968,52.22950804994076,55.97833227902247
4,24.46743179945775,47.964846749837925,52.890781171567426,43.88067011793365,54.61871266267729,70.84408374415416
5,17.174604009640124,51.967155471152736,46.86002737934735,52.25087261372993,76.28229150644113,47.434248218564974
6,14.347533853641501,55.84392265050256,54.81921918001523,68.23878824508398,50.23352416239858,26.86756149568511
7,22.57643630704443,54.34329225963259,51.18266877161492,42.768259086127976,58.13308842522568,45.64702907081373
8,12.845812319233959,51.28471087754955,47.20232789247196,50.1338709398801,67.85370089730027,16.331167540608156
9,9.117078541428052,66.69862033941118,57.02077958301654,61.238246573774525,60.85186132437895,31.807506508143256
10,13.783575680078325,49.905461993512546,35.11851775415651,54.66491578714387,76.21388753237197,53.769194081286244
11,15.93239704000407,77.02999509578255,60.239034976032244,46.14872061263385,66.11151130577163,38.56604622490082
12,18.435452622030944,55.524262003546625,67.00924048678995,52.721857996150824,59.07755247508564,58.60042062199452
13,21.20899352935926,48.61633868164845,47.895893913728834,61.54026776219068,54.99093775135469,50.7471592547497
14,6.177610860459246,61.91687686409966,69.87566849069827,32.71748718100257,75.305763953548,36.60960986946991
15,17.56785231278338,65.54221236205692,53.62519860633441,65.90202524397864,62.70676097810729,40.92052179170316
16,20.869905620165845,73.69207582225205,43.90799801472503,46.40917569134937,58.11110209852605,39.87901652062667
17,15.972146885326557,49.42682679756145,41.69708407624096,42.26442115151205,56.54807736388499,43.85719412213181
18,37.82223004085358,67.64739285555076,55.20374330115787,60.7859948050414,60.040280955036955,55.172343426172354
19,14.062015107084843,47.29698572412395,57.54762146170246,73.27115839562846,63.118426857669995,34.6325900843186
20,16.99498725269679,50.64149507309586,63.660767585159526,65.70463429353303,60.31367111767008,38.55870009524618
21,14.425409166448393,53.25539205142135,29.170079328776456,45.39739778829338,61.53823795488434,47.546751942963475
22,50.96393075130961,55.446286020440695,52.03177126314987,53.87482400728451,38.49632786983197,31.073908134485873
23,17.49424024264366,70.0106527553718,55.34934740662622,37.673460611253496,61.44684384179724,55.25424518403896
24,12.914315605900349,50.7557007068435,44.29856805716242,40.72288693050641,65.92405536578488,42.17926822144728
25,3.740155617684729,53.11022370080929,38.99559128744605,51.207374854589034,70.99311621233495,52.794376448708
26,39.23827394033168,64.1428228824254,44.41829047800853,66.36638307821849,54.105536432999905,14.096621140362661
27,19.962559224904055,50.014769916986445,38.50006733009286,45.16658831725153,43.6647050123749,56.28719132959948
28,6.111793037541448,62.61795791336178,60.36709827911548,71.50189116513381,74.18792919645061,24.97810941880832
29,24.156289988501456,34.88376221473046,38.068787492005875,56.17096669137776,63.637150057009,69.90980281448361
30,22.599542782710383,57.57175971393616,40.49547609886929,51.08357927332775,68.09311087219413,50.415081728240416
31,39.962783500427705,49.190672841001714,48.887352911946195,44.819511411986134,57.18113255379975,50.375171665145146
32,12.527764580543149,50.70657315057915,59.20331561975302,44.784465038357794,43.306859639585554,46.74666204166332
33,50.866779686436224,47.901083842328575,70.16367283210273,43.98927307655222,61.545643239117595,50.43653235971675
34,38.874535201902354,50.631677141974805,37.66834351825649,48.873592353110574,55.11497158397541,60.83598164476008
35,22.360367524507563,35.46099450598155,58.27201478136558,66.6481791139012,80.05902578428643,51.56032035089504
36,32.596221312230966,44.17677942314438,54.69319448932141,54.28396852840059,49.6806180890846,29.250865904322154
37,34.79007431124696,61.29925692069754,55.54567292400307,46.652715907854116,45.01927067681549,49.91626138458363
38,6.72289929843724,60.755742501940574,43.50369665048558,26.987911846412775,58.49602552971533,48.453740423594276
39,3.468899901881618,76.64453815281769,45.86592112933494,55.48412152609369,47.31992249091286,52.418481737558515
40,1.5609709102364562,61.30239638573383,45.09547165571163,59.25177471258641,51.39247217891028,39.80455710767577
41,8.019078709623756,73.77459460282638,45.79144530055233,35.75064730990042,53.05174807466918,42.47301427403905
42,40.04459080183624,45.92680108299487,51.796177671781,58.27580712319018,53.023833281831905,26.60269509892255
43,20.45852463248158,49.418643600543525,41.75659749547689,57.13910882849822,45.08053528913785,52.88796316958238
44,27.764031277660017,60.131498093995596,48.9172592797785,69.0533634376911,50.406215519077534,52.212151479705945
45,14.65322617660299,65.80469333579771,64.33518828984025,32.150364185665346,67.26245272724185,37.45266187293667
46,34.3391649833909,59.06780663574812,60.11197692529216,70.38474439237257,56.3151428706024,40.160478949834946
47,31.378226470842836,50.00346608212576,40.75051287632077,23.692377194716432,66.93592932463845,34.55616528373799
48,13.705295585594843,62.928359502713775,39.260878721597486,57.40683929219025,55.499897634244135,55.32521004694323
49,34.63760189308625,51.02163175757067,59.166578700951156,85.9801852588549,67.06480082961427,63.60160045299613
50,5.724580039549729,69.05297821156606,59.4962306678868,46.769537791429464,44.6267946837716,71.7094370092857
51,13.843643323908871,71.22084622113594,44.694193531751466,69.42372022460205,47.15037348922922,46.97451225512479
52,13.02526966600486,55.67628121527923,46.84381964115374,31.969935180350102,57.189774746852464,63.67409023342717
53,45.93783389986066,44.791835518549455,38.26398645976071,56.1635973201139,64.26671113354186,66.99912392716072
54,8.90738627947918,62.62082979245921,53.188396832442734,47.45862967413329,56.519524176161795,29.733509110419995
55,16.992752878284502,64.69921152694157,47.570585412803354,50.50634976469912,63.21671866678617,30.47588044216245
56,12.594575898935284,63.68146126590707,56.48575381964583,54.2014983183064,60.55894115569571,58.504784935428475
57,25.17992553728545,52.53262491056948,61.89075765407354,42.85752047566938,67.61176982438639,40.84429484555113
58,4.213696704912952,67.32442699233361,52.76733193567647,28.35603990350443,46.13701612859539,55.11163860737636
59,25.7291238296536,25.54266199815321,45.62632223206489,44.94558932994587,65.28321605810171,57.95446099808329
60,27.739827517712516,52.7588546690473,60.74674651277664,44.80763072040826,62.43423647877678,34.45837699283889
61,8.567199060816357,75.1345017146738,42.49409478134146,37.48319009799035,58.995699233895934,50.266338365434564
62,52.732642006921324,56.206731709838785,54.06624580982499,63.60347753084009,81.69076059975454,26.9259627441552
63,21.979876260415814,57.3064983086967,66.91659595086658,43.593378475140696,60.66228824966951,72.9220331211802
