unit_id,NetworkTopologyHops,JobThroughput,CpuClock,RackInletTemp
0,43.72891507357222,24.23283314477864,60.24612104296563,48.148393700524494
1,27.639260927707486,32.829718423297855,54.41523990380067,38.86210804475828
2,64.71159475739029,25.38375283587507,57.11357963303441,60.63611523829494
3,59.99199606713688,10.741582704687811,32.469389106770244,68.14145411216346
4,51.30294871586693,23.468683944138917,45.56515735074901,58.24752997002134
5,57.22017261683624,21.712760028162137,52.90662234112589,54.10626400983445
6,56.39160847119824,25.285063671255383,43.689038185924275,40.91411249808129
7,77.59969524057664,4.292529788918372,40.88190914848877,65.7792492367486
8,55.35625824323908,22.85935966722294,45.33029576081722,25.599205866632154
9,33.983856709867446,22.875704746954234,65.92966641691943,48.14087568490315
10,43.64794774805691,19.859948751363042,47.263174980283246,39.63324331405577
11,48.0928724387844,-0.6530422395859317,49.47670884859883,79.23293489607529
12,65.4079040118251,5.374878752328421,55.049645609663145,63.041319872675835
13,19.044315024750166,16.521907579063278,47.48573725223093,56.575354420063
14,64.95639310799055,0.04576915527500325,49.55477142462531,72.84955895215103
15,39.49409920905754,7.228443962902899,43.73301735823444,77.87632924928357
16,65.67523490791616,8.865125464344631,32.521796714926744,50.847202217224606
17,53.00716657058057,19.164601897972425,57.66154115541697,36.51510344006677
18,32.871382513080555,5.509105942332068,44.31196056976905,60.56643229573889
19,53.26245639916866,23.837107499065144,51.92788400130533,43.23797088944161
20,56.386709618217274,13.9001074439763,56.83610957797106,45.32985413493738
21,42.70562951155558,10.169051060051274,46.49202535967712,49.541788753601445
22,52.05828818838916,29.78570426134733,50.95636199358455,40.989722898049
23,38.05420361731427,17.646394457050715,50.053390134084864,52.162151369677225
24,61.2437810208256,33.91025302554832,47.445900691198894,44.50738045482909
25,55.46826171825523,23.051713064031567,38.16648195608866,50.01896719806952
26,32.74136006041588,21.845691436336704,39.42616560177138,49.8346653791607
27,45.56435862064563,14.504943584701044,55.68293362433906,43.567885217960225
28,53.16326838380388,18.39496606467616,45.284749368864254,51.31562224914478
29,41.99737579982488,4.823926378683033,48.75696251118064,60.987756014143514
30,63.704527060057885,25.86068328526191,45.51427270328852,54.58474297016498
31,50.91874467023422,4.572421919755475,55.02051275541913,66.64630822546428
32,47.76196001534298,40.25065281480457,38.71979206158038,54.789312123458416
33,52.63170738924229,19.81442111749955,41.67302545308818,73.72852207578212
34,53.76922078648295,21.99218639052884,51.93135016320654,30.578661722091457
35,39.11837403729975,38.086825374082785,70.89014841133624,48.56274844595758
36,70.42577125693722,10.78342684393425,54.32041632225997,61.97435458227767
37,68.43919833056032,32.37851716644438,65.31402095361722,35.085234466106876
38,39.47835266733387,63.86470052743148,43.60567714782795,49.27491351598451
39,46.549332335540484,8.077188948165542,56.80310698284083,79.55569352682068
40,46.651151082460565,7.736093773215628,53.0964324586964,86.68181312756289
41,46.38325937535325,23.46445953065815,55.87674349428426,42.01747254321184
42,29.328016499501608,10.927612283895815,47.0999024124734,56.64594263047207
43,54.05242481448481,19.0898708508959,59.39752190748717,58.33257493037758
44,61.09340071228249,10.637282641489376,32.417147683689414,65.49471664233442
45,64.43549217516117,34.27232734887149,52.025871484114006,56.51233705280476
46,42.76744273511221,17.883323729823623,39.41049931456386,42.25336714067908
47,58.492399969571466,19.704823971392884,54.284854569682075,63.46280601367225
48,34.00862684984561,9.688462804066326,57.034281294355836,63.716808128336226
49,66.00273968027669,21.583806251605807,42.81077031793353,47.80734207312071
50,41.07808595827879,19.66623804668086,59.71554870912832,54.0048442773666
51,43.84743033788521,-3.111734984054495,56.602335621674975,67.92237873399615
52,49.680630286979586,27.74750116096093,53.60149331704974,39.06934613508875
53,48.64172270129631,3.0850061646334543,52.46578820070861,70.15577599108693
54,48.06920584396174,42.102050628416436,51.98260096439591,57.129711672299614
55,47.7956622257916,19.983885458291674,49.33977555678549,60.410588311607384
56,70.85735653478054,20.883646039150975,51.962009697321875,54.19203919397369
57,41.94446400785269,28.01575222057771,42.084875961399625,53.04638389765644
58,41.25091593805638,15.490944488631134,68.83495525455554,62.786986781897575
59,65.37380342429714,32.00825806229145,42.04205722619408,51.705847117588796
60,46.51305724673045,22.24926881335586,63.160871196209285,58.19950672176681
61,42.856483921052316,7.347632380747007,29.74417542606125,61.052467893564085
62,49.96344004616863,8.170791869194401,50.4030295400294,58.49115599174208
63,84.70507982128494,10.362865242029917,53.34971235036015,69.84209923011821
64,42.035764034003286,2.951383037521703,43.332159638745615,74.49140438393977
65,44.44434242561537,26.53447315307866,59.02888176276189,49.78894746521025
66,48.985786986698926,18.455649987186035,59.57002334550911,47.42526613322665
67,57.31782398506563,32.43849154927856,45.60732973113649,66.22663011500575
