unit_id,JobThroughput,DiskIoWait,do_io_scheduler
0,25.03386963463403,100.97821788528469,100.0
1,35.08775908712717,97.59756632562336,100.0
2,26.65538061254502,98.8915653128998,100.0
3,31.10076456126069,102.65546534261539,100.0
4,24.809087136630954,96.35865452671113,100.0
5,39.08437182604771,101.94089807313593,100.0
6,21.355390584213772,102.39409589654599,100.0
7,2.5707394155517855,102.44383729703658,100.0
8,27.749805508244375,97.16075795642291,100.0
9,16.242006493219083,100.69663615492856,100.0
10,39.56373489243716,99.48230420714061,100.0
11,16.028627791910843,96.38998236542068,100.0
12,17.318577794088952,96.36631414583871,100.0
13,21.980295008968696,96.3558756593616,100.0
14,41.31859029713832,100.51049569051604,100.0
15,25.97557576437493,98.96147401151063,100.0
16,37.21214825791145,99.58844212062219,100.0
17,14.442852112224326,97.20954908830103,100.0
18,26.755988347832773,104.52303803419719,100.0
19,33.18111556401754,97.57226049464418,100.0
20,19.038631151025204,97.1447781917465,100.0
21,29.30754324991545,96.12498044039702,100.0
22,16.88626388952017,98.73442774110478,100.0
23,11.749190751239258,101.87883397713708,100.0
24,19.17071463589878,101.50800908296883,100.0
25,4.334103619335251,95.77697888702366,100.0
26,12.992899356952595,98.96992669051909,100.0
27,29.760773007393112,98.03992275091312,100.0
28,14.617827070343065,96.55591093416047,100.0
29,18.216365412730326,97.85139333451222,100.0
30,15.776302508195588,93.25498390005988,100.0
31,4.880111288830156,99.03797472259328,100.0
32,12.031386130620373,100.3036541969826,100.0
33,13.414904975028405,109.78243103497509,100.0
34,11.75964940320682,100.51185921919011,100.0
35,15.152595879816587,102.91163810340655,100.0
36,26.571487292377732,98.46574584951792,100.0
37,13.26489466697391,101.21944342736653,100.0
38,3.7174004881987917,100.01802868333252,100.0
39,18.64349182314998,98.97239483663328,100.0
40,13.273756953299014,95.70495678249212,100.0
41,50.61112148124957,102.03677896193486,100.0
42,15.55091978423658,99.88694651785468,100.0
43,20.46099244910208,101.5991060366446,100.0
44,28.196568213810288,100.0858826603097,100.0
45,25.867140696029907,95.54577397767261,100.0
46,9.644115642944827,101.7179899410097,100.0
47,56.140910110979284,99.94689080529632,100.0
48,11.569045785151213,100.36145873777362,100.0
49,13.27619711503856,95.13506082742802,100.0
50,49.77930038538936,100.1396321335441,100.0
51,19.450677095891514,97.42304278982,100.0
52,8.76916533977761,101.89785848320724,100.0
53,11.379966918022504,100.58018185267547,100.0
54,20.400571527200604,97.09647634666659,100.0
55,39.55170356930274,104.27464207201551,100.0
56,21.978406968399785,103.16327865678134,100.0
57,11.571172388312815,98.20738123544595,100.0
58,1.5328586282104015,100.71473963709947,100.0
59,23.814314248626086,98.4670152155075,100.0
60,18.153007500783744,101.34236273988253,100.0
61,20.62336902389759,101.07579593042847,100.0
