unit_id,JobThroughput,RackInletTemp,FanSpeed,CpuClock,PduLoad,do_fan_controller
0,36.94845623905504,65.40165306728785,48.67329133212859,42.64676554515169,63.766751323168684,50.0
1,28.781867521212323,36.768150640698046,50.60598536877081,42.43495527938504,59.25555555595812,50.0
2,5.385156321057773,65.37842753642508,48.75319768234973,50.26814456488029,38.44417642447824,50.0
3,16.238569978356214,80.48947250884905,50.290959718477865,46.14432214189264,43.24934008504595,50.0
4,50.64840543712914,59.2633522976139,48.926295309082796,53.87078071462704,48.14804368864148,50.0
5,24.967096882842437,67.84374395782714,50.43156775134008,44.01929306609086,70.45775787324628,50.0
6,15.565444723903921,56.66782754875307,51.249868160361544,56.06944378690459,64.11135350976268,50.0
7,29.255530843171368,34.92155040535502,49.334751314906015,58.23289681677985,41.790462146029036,50.0
8,37.8825533580159,49.19435952638203,52.25422711150506,61.064946754790874,45.58763632956894,50.0
9,10.493944337587036,65.95972411289625,50.67633427568304,42.395313819738924,40.40453130590283,50.0
10,3.6009392814346364,67.60955042337696,48.731118159852805,52.1742072468836,37.690073293958875,50.0
11,16.10306079832022,50.33931299943539,50.46973787190701,46.48893483091372,51.54000878045075,50.0
12,32.79500842138736,33.787000568956636,49.33662844045826,44.12872474752847,63.345393021928935,50.0
13,4.410851360452122,66.87909157009466,50.266373277762696,63.39174908440265,52.14834962145815,50.0
14,18.822643398415053,46.551259023585104,49.521546683181064,53.31433377620945,34.70570927969877,50.0
15,25.819213215963742,53.35130066701509,49.262095902331815,43.5580523567423,43.58511123078777,50.0
16,38.41780553618391,55.02272590052386,51.098817018877355,52.13146703997886,27.987863734849213,50.0
17,9.314234406517377,61.95259904346265,48.88422778889663,38.03504083048617,50.84373080485028,50.0
18,7.467062572072663,67.46908458625003,49.81307138153168,51.21215206127724,32.83303205020474,50.0
19,24.241056586521204,51.119674774081936,48.29897289812257,36.357840363313414,41.37561626105068,50.0
20,31.3594792642167,54.76456408920083,50.40223402021228,42.76474610335964,25.58012959209785,50.0
21,22.897980696182763,52.07380676004147,49.33725460955327,35.41744904765338,66.6346024149143,50.0
22,13.843400016655691,70.16219439438,50.120813976988316,35.21734164358824,52.658528572189205,50.0
23,50.24393028326245,32.54233464689564,50.306781434688524,28.664123302863064,44.78631337182786,50.0
24,10.884322973940321,57.71532488021552,52.4045369100212,64.34310022999694,49.82318339246863,50.0
25,15.067937941471788,52.79131292728054,51.573619114482575,50.17643557737932,49.10658309697139,50.0
26,31.649007420512472,58.17044890880472,48.300584619026885,49.733537171490106,70.50447702389793,50.0
27,4.921672146273353,64.75665028667628,48.35167630157416,37.68946621635849,50.541864390495945,50.0
28,38.4874368599154,50.06862056156514,49.2174397052917,46.59865507488287,38.465529786882776,50.0
29,14.691205095279493,48.18056695168325,49.309544127587124,50.88368863043398,36.97005241555458,50.0
30,12.74499499445193,45.16570220059006,48.79153943232164,44.61075986435186,47.133827623355565,50.0
31,25.714490062404792,45.04443248467436,49.20331266473452,61.032203601906375,55.75750913676563,50.0
32,20.24000088248353,46.848101932775904,50.98687521693733,46.26104955046799,41.80498865180946,50.0
33,18.08076944712282,60.06571156306939,51.3173171515968,39.71697097590922,35.2902109531132,50.0
34,25.761366575103757,67.34069250425243,49.972372356797635,52.39896211100251,44.59691364414525,50.0
35,22.08683662073719,44.083605968474416,48.0106482140676,53.326932821327034,52.874882877377836,50.0
36,19.284304254053033,51.59723549632825,50.42689534118565,47.94650997523933,47.393958706890196,50.0
37,10.777701327527687,57.91284238734585,47.253125126713805,63.89734937369293,37.09736320116708,50.0
38,26.102041773328782,49.52875791841317,50.078347075145075,43.23005035180996,32.53342610003616,50.0
39,26.309756645196458,49.18037305333354,50.27196569014357,41.63142218529606,65.3615080918585,50.0
40,11.39502858396014,57.61547541861868,51.021049226103216,47.02232541863341,44.66126434488831,50.0
41,13.202897405197284,58.12658638614638,50.05064535749587,60.06366057269695,58.74571023001243,50.0
42,7.849869653248568,60.26924480313704,50.51321284266237,41.08659544052128,54.72596813647015,50.0
43,28.516713943594365,57.50609965578128,49.802537170736485,58.496434095351965,41.036456282181135,50.0
44,13.630764533569597,54.680609129465154,48.1410366509454,58.63493043495247,63.465360012201415,50.0
45,15.282826994866035,64.38787216136707,50.59062274877678,51.30989578296203,53.99141405595936,50.0
46,9.638512521687602,65.02981474410117,50.0507595194986,51.35401951563257,29.37451915005576,50.0
47,22.801430435437563,47.52420683127266,51.64924181317968,47.63162107889622,46.08611626230739,50.0
48,7.334770109852064,56.50627928841181,51.2170373348383,45.06367132948314,50.53200191635403,50.0
49,25.197013756552206,46.45062344360452,49.173051263227585,49.05432364657421,43.2025435424564,50.0
50,19.609302016183,58.637306188922054,53.03945042378935,40.81613741203012,57.478104994068886,50.0
51,13.8852466464542,48.271225084100685,48.35089426574221,66.65421653501757,60.311936206182914,50.0
52,30.993604234640564,53.75370816518315,48.30357977784543,49.94977814234565,55.382880472650655,50.0
53,26.062063919246395,44.82656644972432,49.84260018698783,37.8022048627592,64.9502460812486,50.0
54,23.550247215376658,51.8873060713856,50.714520303005195,57.00577661453093,41.17806303843371,50.0
55,25.02039323851283,69.55829724973232,51.03187633673547,60.13451652329191,40.30209949080337,50.0
56,20.735702987047674,76.95720241928768,48.99834815663105,44.10407573212969,65.2188116292537,50.0
57,36.51819594943167,70.16402715347353,49.62135256853118,44.72786903307334,47.75850127686128,50.0
58,16.340895205180338,55.56700861089552,50.629588859886425,52.506643802254864,54.2110871172497,50.0
59,16.464206256496833,47.46428368795264,51.846300075737346,40.10506126339477,35.445539824871474,50.0
60,8.900076135892993,68.96111971584524,49.78212588977486,50.490725255484314,76.19573018541213,50.0
61,17.434077159894066,52.29099693694519,49.36319201708142,50.57642738934983,54.472377203654986,50.0
62,17.861905778166275,52.26438932083028,50.7503763152709,40.00406457778689,45.57651764792868,50.0
63,8.140601714404529,46.68579986751151,49.57008576656918,56.41005684056574,37.13098715171344,50.0
64,5.296330346940925,60.06376057500962,48.96046221753326,54.208392823166065,67.39753017445769,50.0
65,17.02907012255928,67.568357919356,50.34620019451982,48.431573428812634,41.87850732366713,50.0
66,18.315314169193222,56.194347105468054,49.38146029123059,40.45200840205176,76.3959541094547,50.0
67,8.582878852405198,62.4920081247832,50.25476975699684,52.47001595400003,56.49039399902067,50.0
68,14.766313121142613,61.2213984012786,51.26103738289451,48.07188452571996,65.7305284897968,50.0
69,41.90821901081814,71.62575676073841,50.53992163767221,40.9250408884442,51.494881967109606,50.0
70,27.548536653635335,60.35444659545434,49.87845610507804,41.65420008163684,39.910716855703505,50.0
71,26.671536236464718,55.39645962543934,48.24642299285287,49.17599542234055,68.37077367276487,50.0
72,29.40739998940699,57.120891319285185,49.9209636790235,48.684198631345055,59.381771223632704,50.0
73,9.989885898130979,52.655025164883284,49.310448844913346,41.61111964360942,55.913063153503245,50.0
74,14.376081846317872,71.19389024497731,51.70308026964666,55.393512745388875,54.74729961421707,50.0
75,25.41525545403777,46.56613503295674,47.63975989419652,45.81824340341364,37.24005596938985,50.0
76,25.7046768904453,50.40818186001908,52.10420335498285,43.849212340926165,63.79500353869867,50.0
77,11.064570877939088,45.484066763632754,49.462744782468775,56.74365217961322,21.340524030019424,50.0
78,24.728801761238934,50.60812542565512,48.89060705705529,39.93234081238803,43.28341727813126,50.0
79,38.481428413017134,33.228713573444765,51.45808108140259,35.79977392230587,34.82806094583596,50.0
80,44.43469430127427,52.44184469229488,48.63653581047277,69.50941022063166,80.65992266996695,50.0
81,18.907919718707912,67.69612070637773,49.74920197693204,54.533332491582456,44.79343314380527,50.0
82,13.292502669867392,56.631665570666215,50.1771936155673,49.746640287382675,36.76962512144823,50.0
83,14.747236025574948,56.2775808542128,47.98145578873555,70.9763233599643,25.812961545713602,50.0
84,18.061187278072477,50.44705192655501,49.34399754410381,54.85496334966731,53.74646456525033,50.0
85,33.83837643077753,52.57222783680646,50.46430801218471,55.51371985486953,47.04563212728172,50.0
86,14.790029703627596,41.36032783669239,49.021561795823104,56.6350950084169,33.553997772209854,50.0
87,31.55139302435204,20.58458818138631,48.49866860430406,53.918866336459836,32.26860305389097,50.0
88,54.06101624244145,56.07214554020969,50.07040713568411,48.149613893533385,44.09857161496802,50.0
89,15.281003400493393,46.46526532328995,50.650439005859944,53.35861324496781,53.21252266372877,50.0
90,29.27896882237013,45.756647620987884,50.70413120237841,54.387747496206316,40.59299749423877,50.0
