unit_id,ProductTiter,ViableCellDensity,pH,DissolvedOxygen,FeedWaterFlowRate,do_FeedWaterFlowRate
0,54.71372414457471,59.6225364321725,37.90835786930786,56.944321882094705,-1.3455071775533929,0.0
1,54.74949228935318,90.2951838866142,39.30888718342061,91.87283615361551,0.05364355521014295,0.0
2,27.00152217542545,72.55870490550431,46.74113665247361,72.8347246312127,4.248925767152581,0.0
3,44.25344415922029,72.93766101605448,44.78560224006552,67.75507993242823,4.462383256633563,0.0
4,54.887091039603305,51.83770783565162,53.706713448463965,51.712601575397954,2.19613501356512,0.0
5,22.79260781114627,52.47068976847864,43.474124220826646,52.5750712154192,0.5404676138752404,0.0
6,31.03624375365939,78.4295408361045,64.43557856090675,64.34082042721265,6.889996111466685,0.0
7,61.942552948468546,88.14960405056769,60.83366567784537,86.8544510015784,3.6137553495545713,0.0
8,60.06019761300088,65.850154613788,71.8695797629674,65.99770038508686,4.846362914430662,0.0
9,26.363650138158288,59.56633871253931,41.99183796947749,60.62425815552974,0.7734308786914229,0.0
10,31.996674302966213,72.53160853726735,49.06574045134986,76.90445009901418,4.006234687613491,0.0
11,44.07125596382999,80.63528742204879,44.033461653441925,88.00447530653844,2.1242230874915466,0.0
12,49.61806641461289,66.03978894592969,41.11034196498935,67.75491842516152,-0.3779652128558329,0.0
13,31.65042775902189,76.50714936087567,69.0731272919477,78.53691625328622,-0.539091311137096,0.0
14,52.11776641456238,80.86353622617199,55.203186573395584,76.89552690839642,-2.875469669078337,0.0
15,45.21082926921304,62.326346857279425,40.1937561736358,62.92278870936201,-3.767736647784533,0.0
16,40.296109399411314,63.50363991291475,55.758998687886745,59.35744508441651,-2.074543949118806,0.0
17,34.029186145665165,88.1141295137866,31.28132001244668,79.48795688743357,1.269027717362743,0.0
18,35.19364762139058,82.97277076009973,51.6294071175048,76.42025420949246,-3.3358399597539696,0.0
19,37.84091176590527,69.81496617351344,24.604497752894712,73.17855879728536,-2.9966787224555027,0.0
20,60.80485113407006,73.96523638177446,39.81123596027274,75.56681525129113,-0.18955886637843133,0.0
21,41.272796298045556,70.76075872051257,31.676410351829535,58.26839690760643,2.610391782224156,0.0
22,53.27220739171553,76.12261350554992,29.75191587458801,74.12993735077482,-2.5492148034477347,0.0
23,48.182941364669105,63.92818227772314,19.844850025322675,64.9847020380002,3.333426660726051,0.0
24,53.5042026278992,95.98300859570136,75.83327417387429,94.4949447307212,-0.9077520145345348,0.0
25,39.54249164894016,76.79864286204868,54.10592035514555,78.53059934207285,3.5299425009335907,0.0
26,56.36922202340096,77.33027571709243,43.94654810209959,75.82203200917235,-1.0926971769214193,0.0
27,38.26915451782235,92.77275693351656,27.864230091875054,90.89099462616805,1.0888431644862007,0.0
28,48.310922345769704,63.25886329211195,44.19867044326915,58.41811722114323,1.136627227315803,0.0
29,42.45376619637588,84.68892629272297,49.86035753666694,85.23875890976394,-0.22879019306530038,0.0
30,36.087995689110976,90.22312247169074,39.490185060752296,91.94274516305715,-6.72883093375435,0.0
31,62.9791441438815,85.53881277608953,62.8710495937869,87.9126673645299,0.2091039186029718,0.0
