unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,FeedWaterFlowRate,do_FeedWaterFlowRate
0,26.765019911099245,76.58690495675363,83.10821188866706,75.75329138584671,80.0
1,-28.409707607751734,52.78832641166384,55.937342404066825,77.71090476914348,80.0
2,19.318996964367173,67.65522902262671,71.93684682156636,76.76531313227535,80.0
3,13.583633471376768,65.10559471340378,67.4428731626094,73.67349702359749,80.0
4,6.342070198254623,64.74002326836695,61.206018045342454,79.64553837997504,80.0
5,-3.8007019010343304,80.49983227613957,75.23693236225475,81.72793040554836,80.0
6,1.3961143372078457,83.71425321713703,78.243376784459,79.84187342790665,80.0
7,15.778348569976748,84.60247506101395,85.4155187040978,81.3165602142402,80.0
8,5.181428851756533,93.00622682621716,92.68577019606803,88.97653874990385,80.0
9,-17.74385835366054,51.764326339878025,54.229344136546416,79.72648430715476,80.0
10,-12.28090904853564,70.2527593141505,69.47123399900542,85.93309484547065,80.0
11,-0.015617258746712714,71.81404046665142,73.88955828321177,78.95241307097169,80.0
12,3.442059784249656,77.68511845952568,79.78314362960771,79.05269616263911,80.0
13,0.16105574239920628,86.33250108107859,93.96667806635126,79.79208178736086,80.0
14,5.521874114776651,86.31531768416184,87.13616180748372,84.73681588073292,80.0
15,17.352909988662635,58.37891440549484,58.78495547018962,77.56894202039646,80.0
16,7.294871237082706,66.40043011491697,66.18558606465143,76.86404501297197,80.0
17,-15.179228684559884,66.7465248437596,68.29147499572662,78.86100848243557,80.0
18,-0.8542510659561655,73.78922871048813,72.128543392833,79.18005339417499,80.0
19,-5.575760344981799,63.43680559968927,63.59960149195557,84.29101124471057,80.0
20,20.18428320887851,92.69084136271853,85.79328115009938,82.09029246446198,80.0
21,-16.727096249115633,49.90354898741838,54.139495283045946,74.50064113272482,80.0
22,34.61946152166651,78.15892111568905,77.21128016817377,80.05315881502935,80.0
23,18.39893785482982,93.95000977186331,92.06568498775096,82.46618343724991,80.0
24,15.95446968107673,73.00730019277718,82.47032576840826,81.35015153298345,80.0
25,12.871926924834646,57.1829693953083,62.807113558226135,83.77068381965528,80.0
26,-5.999032728846424,76.08494843993687,83.54941485900297,80.05280276597185,80.0
27,-8.427997107899492,72.44208521770538,62.90820517677053,78.46325018422297,80.0
28,-0.8162484229454865,79.5603616205297,74.6336652575088,83.00793347054154,80.0
29,-13.67940537772959,72.31389839539528,71.99663279953552,78.61696050833972,80.0
30,12.245523542699848,88.34921012877744,81.84357879724472,86.85908205717404,80.0
31,-3.3541243471203757,62.50852164086392,67.7435747176729,80.61175763539764,80.0
32,8.263219711482636,66.18817652430579,74.46182152572587,80.05993292020808,80.0
33,-13.221701875897079,70.91145435671584,65.35286870717857,84.98017461640524,80.0
34,-0.22885352564504835,61.59733821720693,64.4327958240277,83.87387835104123,80.0
35,-0.3418508925568631,77.25977094345822,73.13457039784755,79.9086757843976,80.0
36,8.308717648546596,64.51905756572401,68.34171995848254,82.32448939884529,80.0
37,14.379476564718676,71.37936390988456,81.66871693259179,80.24297109916779,80.0
38,-11.499178113397782,71.43687135668581,65.18548769377233,81.26064627865688,80.0
39,2.91807649482715,82.85793102553104,74.47769862831834,82.75561191637068,80.0
40,-0.9345563124558854,58.61860416279742,60.00759712370881,79.48205870700657,80.0
41,14.931411335229068,73.67936576376198,83.48817434413331,78.38640468151618,80.0
42,11.67513041872746,70.66023762039599,78.33028549092228,80.34999151895245,80.0
43,10.725176274980234,76.88224881199892,71.70823004073614,81.42960294358082,80.0
44,17.793738987519923,74.74913561616216,67.2447941921361,74.65495062301507,80.0
45,-5.240132264860895,62.2264524131131,67.21152119240705,78.68480592728369,80.0
46,-2.3674694608289792,91.96545618924576,89.67777588263327,78.08440843353083,80.0
47,-5.563405603019474,84.2899220432859,87.73786194931792,75.61317696185235,80.0
48,4.1438921716960735,68.3833113126771,70.53939298511106,80.39693963651531,80.0
49,-4.256103803881411,72.187321189902,82.95552875621708,73.94350861708492,80.0
50,-13.23724180580779,87.95370705416201,80.98294872657627,79.67819281503732,80.0
51,-2.221210673556434,89.47459122856681,88.50063888974509,76.88488067053787,80.0
52,-0.46879940939423825,80.1751961999928,80.68572502638379,83.57446738767892,80.0
53,-3.9449959257263183,57.468973737932494,69.5177270975841,78.67197327461669,80.0
54,-8.877616460684944,65.73138348374738,72.30160590803284,72.95473050732079,80.0
55,-0.5972119488158114,84.48566455333115,79.21409079877238,85.1884210134322,80.0
56,6.382152563196805,86.02927072387214,84.02510052978663,77.37417765244356,80.0
57,-1.2272499697419486,77.17444697426788,66.49982589426433,83.96610167895948,80.0
58,-23.770875262496023,88.92076295475329,84.02451309434004,82.06423023753285,80.0
59,-6.120444262651816,92.49554045540233,88.2759992714221,76.52346161967475,80.0
60,-10.344615815880282,58.47646687611554,56.44201020007563,78.01311517329174,80.0
61,6.843374953432349,58.14116840917441,56.5095913045313,82.43289459022046,80.0
62,5.171418314181441,77.147251256542,76.26649859024529,80.60416372482233,80.0
63,20.77107072743099,76.95894533796968,86.31678884271602,81.85246506415916,80.0
64,23.50856590494154,78.42555100939151,83.26252219075235,81.12414601149926,80.0
65,14.944959268126553,77.67531334696136,79.23837884114279,78.83979910697674,80.0
66,30.403582260674007,90.11192868151107,95.43142900328755,83.76283177813059,80.0
67,4.5996640238532684,87.52606001288461,96.21803490753146,80.75024480947182,80.0
68,-10.201298652569717,63.001113203875796,59.33797505660484,79.80898177024268,80.0
69,3.9050764369581406,76.95656078781357,83.83503186227813,81.54656995049291,80.0
70,2.974284775577905,78.99964927256497,72.15340970197009,75.34820137710932,80.0
71,3.045703374657,77.10160511336274,67.36519881306964,78.40870012393883,80.0
72,-10.053943887060099,71.92435348422651,71.3718886430694,82.56256065698726,80.0
73,11.58296752778865,76.99976796371455,67.8749230869143,81.22708636061864,80.0
74,-10.739401357239327,76.73304617809612,79.42911212258464,77.51773028361944,80.0
75,15.657846266940865,72.0190073955927,72.2629856665221,83.7032675036373,80.0
76,-4.791814976129464,77.61921790276693,68.53948622678337,89.47481452682983,80.0
77,-23.02642008323452,47.61741972147474,43.26779123000628,75.69035386922162,80.0
78,24.663502001728748,69.1211806786417,76.99840288665814,77.39866245725365,80.0
79,11.508500491106059,72.59670241392386,80.65635603841835,76.37639281341501,80.0
80,-3.8263031692312435,83.97926458570693,78.97757946062144,77.67513929189224,80.0
81,-5.389892105634499,74.41486255271535,62.277715945298375,79.1307247637995,80.0
82,1.8507652453264951,57.68880381691274,55.690528674368906,81.8960636759906,80.0
83,-10.149122471414666,69.80138864155956,69.03751462967018,84.83592722489348,80.0
84,2.7408147859205783,66.25245433822634,65.18331337202197,76.77603148180364,80.0
85,-3.2924652331830124,66.84887377517016,61.47042682645757,79.75555215108506,80.0
86,-14.546286355158095,60.975691464959034,67.43166822017437,79.84344031620563,80.0
87,-3.521549512230362,66.71267274945556,56.17550562329163,76.71281744884017,80.0
88,-7.17806760267168,83.99194846675498,82.11743916342954,81.89346229068312,80.0
89,-9.865506754386296,74.54434121182403,83.6266642066771,80.18675985122006,80.0
90,12.123092014274052,85.41900976342298,76.11866959233024,74.65932932373332,80.0
91,-14.793311769881372,65.3526735847903,62.83324272559345,87.6048085842119,80.0
92,-2.410340509518967,85.93048881838963,77.12728467697406,80.27549111823554,80.0
93,-21.130041311382385,68.40395909351419,63.32205960133476,79.77073724883219,80.0
94,-12.321936377982038,83.22953745334164,80.15752968724507,82.8356903557354,80.0
95,-22.97425457375515,65.76151097576685,60.62186395206037,79.7069984077891,80.0
96,11.097411934602928,75.30664874230807,82.12394215126166,82.653996067478,80.0
97,-1.0956655888010962,66.80169390299501,75.19079076709374,85.78899376311759,80.0
98,-17.215598046087816,74.54971117523945,81.5512171823926,81.49608288427041,80.0
99,3.513788257595569,83.99048596424616,74.36175975952354,83.92752966315709,80.0
100,-16.358578893062592,71.97900073492836,69.26900240298244,81.96002385482545,80.0
101,2.412246271079311,84.1797426087689,85.22371592330191,81.07810928019322,80.0
102,0.3427659547430233,62.8769859858271,60.5351791666629,83.44683795236122,80.0
103,-9.406362120066449,57.31440072488319,62.37681017566999,83.86093120922932,80.0
104,-6.208513779143884,73.30289499272743,78.48263358826358,77.14034365100065,80.0
105,29.236397257349992,83.98718254560004,87.2502631749788,75.50009690705011,80.0
106,10.92708332680124,76.78627689465365,76.7198675485215,75.98407527850618,80.0
107,5.583784719678718,64.60105105550856,62.17283943743378,77.39880192588998,80.0
