unit_id,FeedWaterFlowRate
0,32.111294919563164
1,59.38101981231639
2,71.37323092082093
3,47.62302139413115
4,82.19392060973631
5,63.477997744388496
6,85.91287959911962
7,85.67212541505803
8,81.70862413307208
9,48.58511960402225
10,108.46888401862154
11,53.29410883378274
12,44.20242454150898
13,58.52109808299255
14,47.63329610232082
15,31.521920964246043
16,64.78923688313293
17,71.06785656824079
18,48.9038334596311
19,91.3713009525625
20,65.43658203491994
21,65.21573790546985
22,74.3117491995106
23,92.17602131756308
24,61.33725297858877
25,59.50185915398463
26,17.247137625694478
27,77.35107114230027
28,9.49936883633735
29,69.96596513428992
30,87.14029468732582
31,76.09385135830018
32,69.42172433290749
33,35.03845843168443
34,69.51733634705775
35,39.38172329588188
36,41.968503611636535
37,77.81311343467101
38,60.53380816443798
39,40.11458138635958
40,46.97516364513485
41,51.660946516522344
42,41.69342245956992
43,48.88398396137994
44,93.47998325706226
45,44.71476366275767
46,41.92378489247403
47,27.931071802015012
48,61.13240655880034
49,68.55809459244061
50,86.74657281419091
51,45.623519948256686
52,44.26038155897854
53,75.76330389429475
54,72.2487590522598
55,49.844088437866525
56,105.07321761360805
57,47.26790507831117
58,35.942714772245644
59,50.59801977228686
60,54.24714751403531
61,68.22282487800193
62,62.43723105799381
63,74.96027447625319
64,58.44354903143346
65,76.96524279064815
66,32.09011628729014
67,80.94607193062151
68,87.63699114617977
69,55.34373541260809
70,56.25232713242301
71,60.532813329914674
72,76.10497973322542
73,99.14025473009771
74,39.15181679558666
75,100.23382059155658
76,11.780676489224915
77,70.20054605000499
78,52.53812500954899
79,61.04344472363471
80,69.51789931391535
81,57.67134763325715
82,80.54016208039663
83,51.15600227359049
84,38.08007187434801
85,49.4266123881261
86,66.68068026145326
87,59.193325630247585
88,99.89264557778831
89,68.74008544235896
90,70.39631962215665
91,53.98477133205328
92,64.86607766430835
93,48.52275767069453
94,53.264436448994914
95,25.820582909792858
96,51.90965139285045
97,28.617328515972247
98,75.08045806977798
99,53.15439279801647
100,39.02781833280666
101,18.28313756531253
102,61.90140683809391
103,70.70246229194458
104,63.99963322814929
105,77.84491834100858
106,46.61069706435505
107,28.95163535486117
108,30.808334774256224
109,70.44933403078399
110,42.679370711225445
111,68.59141385608605
112,86.7986380634636
113,51.97963669714231
114,33.57259199237412
115,99.84511926323334
116,58.22268505081387
117,64.31286465442835
118,94.44875197425064
119,47.055400583439805
120,24.585984818601514
121,52.776563389894456
122,48.01642734512326
123,30.338317124456495
124,50.91952003926215
125,59.392771425533134
126,33.42898806241422
127,66.8220029844665
128,61.13032850058937
129,51.0382122512169
130,34.746661979968664
131,82.4662143168254
132,43.05735054120888
133,43.149825934115405
134,60.19139061922478
135,29.138111828830215
136,40.64254558649052
137,25.03928155357182
138,37.94588172230618
139,56.602545299244525
140,41.788726468240256
141,44.16788329392128
142,55.97181730639753
143,61.39772476591204
144,49.4116844593718
145,59.40462197087727
146,48.13307236600026
147,57.0159158423374
148,51.2202927837439
149,84.71624539102673
150,53.82105964881914
151,78.52018674782143
152,49.241257692782916
153,64.86095437044798
154,79.23255663961511
155,67.62178146583575
156,71.93792375773411
157,83.85812393596333
158,79.58289575161048
159,66.42834597972667
160,54.790569367098804
161,75.67155931510928
162,56.771734757806726
163,107.0972409243829
164,73.07139241579398
165,65.66257713610932
166,47.58643517219137
167,69.14223997112589
168,30.50327157151566
169,60.91555797566841
170,101.59331340681479
171,70.18611367860763
172,61.223409634250594
173,58.191443399458265
174,48.34889533942573
175,63.3961462784642
176,51.72039754358252
177,80.98981747073834
178,31.10729433217781
179,70.77298897401705
180,94.8776827813342
181,43.346797167960716
182,71.18719187777704
183,81.02776394147563
184,60.596737849771955
185,38.44112559336099
186,74.31877075403307
187,52.868502018197425
188,43.17400211620224
189,66.61921453480946
190,32.17344116566055
191,46.799498442060475
192,65.19159508005126
193,45.972692875073626
194,79.6138941833014
195,37.152028440325545
196,56.670268466004025
197,68.84033315004741
198,68.89195658362082
199,52.847048049504835
200,71.28658787732178
201,54.23662194107015
202,92.47381942760553
203,2.077379897638627
204,76.88275308746805
205,59.0444305122877
206,58.81566705393986
207,58.507621046019025
208,68.28551322138111
209,50.794894838343
210,62.02531355101526
211,79.25701229057441
212,80.13334173467835
213,32.119744431476846
214,63.57509530126669
215,69.21110451416587
216,42.749079443879324
217,46.107510640008854
218,51.404171403640696
219,43.49451110697866
220,70.87046772922227
221,105.30375444325259
222,110.58732582436411
223,52.17233593423177
224,89.95814542915821
225,69.94995084351713
226,31.11121251495278
227,78.77354728330874
228,51.19604296335414
229,39.999383698603566
230,62.16919817312683
231,34.92468951655801
232,66.5409394694405
233,75.13524451247658
234,37.6747592689432
235,16.604389013054927
236,38.45250519756702
237,13.631156161371145
238,90.40240136158195
239,42.221766811742135
240,70.48891921745432
241,62.376976452567284
242,65.50865881747026
243,72.81696076413697
244,47.32143557796287
245,62.18175131834139
246,71.14330758548566
247,43.07902596307131
248,68.54838960219499
249,56.53671354427572
250,64.5212745139508
251,51.363362013131095
252,56.68298750994267
253,94.77322190702175
254,73.85841296157668
255,20.611294873779393
256,62.38863494020336
257,79.0693208282581
258,13.251266229823093
259,73.86093343051262
260,30.607008017523412
261,26.880074909156516
262,61.93631339463384
263,56.57435126341984
264,53.365914493764144
265,62.67331228169026
266,88.38291319188872
267,77.04840766313575
268,88.9977859669934
269,73.56271230474269
270,61.070584651864756
271,90.1503420252011
272,65.29022576486999
273,32.14985384946179
274,86.6237076047896
275,50.65822902814533
276,67.403940741169
277,69.50025158952748
278,34.91916998187553
279,78.22675764329993
280,72.57330010752649
281,88.35998514909254
282,96.49406752116936
283,44.82809723671403
284,44.95559554935915
285,65.2088590578995
286,88.12843217934923
287,49.793670669407085
288,41.799693302790715
289,31.083693571201536
290,78.38173156152139
291,40.45342474217139
292,86.24855457066718
293,33.60287788822374
294,80.125906221413
295,97.39196949333835
296,81.78187412510181
297,91.84383039782566
298,79.16491639075763
299,97.25379781682541
300,39.80840015309277
301,47.65354018202554
302,44.296137280575266
303,65.17920824984486
304,85.79899668513602
305,69.65756834653718
306,67.22372672611577
307,62.56168187594346
308,83.46149537823138
309,88.01825418837461
310,59.81099272813875
311,56.982696089586874
312,37.565106559552504
313,38.64351940712829
314,49.583497768451885
315,68.76605341152063
316,81.67234379944892
317,53.93322371977467
318,42.24176881263624
319,76.05061329537301
320,44.558245490885106
321,66.7424487680675
322,70.65811158728518
323,73.29590368619102
324,78.13025413514958
325,56.11926656413205
326,37.11351330980876
327,65.50891702097404
328,33.830618894421676
329,48.17650950267859
330,81.38088838492949
331,20.014280070191706
332,51.15215239902246
333,58.662431861283444
334,65.71153927379603
335,23.034418741528498
336,41.994416577208604
337,81.82505843321691
338,104.92447443956274
339,85.29523814058959
340,61.77432079947787
341,60.036439416519976
342,73.82630439930043
343,102.45470487593893
344,65.49406534156222
345,96.3154777270705
346,58.166811129076414
347,58.299935549993435
348,43.07731748117453
349,54.803224742164915
350,64.33813320746614
351,45.11547257313007
352,80.84463031078154
353,88.76153981747548
354,80.41801279379693
355,59.60170758973407
356,50.08390621077122
357,69.73881651717217
358,28.316269365100116
359,102.93678630495171
360,36.35442829308382
361,58.40244643250504
362,69.5038999972178
363,78.09041736569506
364,73.16521438234642
365,70.27571092645074
366,45.75785401236597
367,57.67557410863004
368,53.65360089876211
369,58.105213268297476
370,35.42275088121509
371,49.00239676223314
372,92.68214024058685
373,74.409638199663
374,59.67103042172985
375,59.65951206266863
376,52.45985162236781
377,75.63398554467989
378,44.92940463764191
379,49.825630728795694
380,44.55781575970067
381,88.52541941385091
382,41.354380080345344
383,50.02163441519356
384,77.13198738951453
385,88.52008695085605
386,73.16399269750755
387,42.87629155800561
388,60.98913979307775
389,53.77972714986998
390,38.29664366456355
391,53.73816327137359
392,42.219818753588015
393,77.71503940345505
394,98.46512736267455
395,29.281423746961664
396,83.22780438157068
397,49.91510087509061
398,75.54975720464891
399,73.26408805676613
