unit_id,ProductTiter,do_FeedWaterFlowRate
0,4.151600379711139,25.0
1,9.655210619144752,25.0
2,4.350827926899993,25.0
3,13.171824979632358,25.0
4,17.223269169511525,25.0
5,31.421803111303504,25.0
6,6.78523233259495,25.0
7,-4.42717369251071,25.0
8,19.221556119406618,25.0
9,24.386427587061974,25.0
10,21.683479911061976,25.0
11,4.6642720821932535,25.0
12,3.1120349975932067,25.0
13,13.409864949983156,25.0
14,13.080129882969112,25.0
15,19.535398957994524,25.0
16,10.869450476917438,25.0
17,24.821137916459076,25.0
18,9.047565596676577,25.0
19,4.40472081110697,25.0
20,19.861005924270003,25.0
21,13.9227768354199,25.0
22,22.876941276612364,25.0
23,17.444246368429955,25.0
24,48.380438339275315,25.0
25,9.153355348946327,25.0
26,31.377628537323876,25.0
27,-0.5720032018676833,25.0
28,14.893646865935871,25.0
29,-2.4737171509562224,25.0
30,39.071715297456585,25.0
31,23.615584698925378,25.0
32,26.863039361882436,25.0
33,28.773166768885496,25.0
34,12.153886007607703,25.0
35,25.77808687631758,25.0
36,46.719318551266596,25.0
37,28.541866959675716,25.0
38,11.014948037492799,25.0
39,41.570356808299394,25.0
40,21.442813683686595,25.0
41,18.022595943106815,25.0
42,30.771779216184648,25.0
43,55.87688458433031,25.0
44,26.6196445492264,25.0
45,21.790784197939335,25.0
46,4.7624432128850325,25.0
47,35.827429263329066,25.0
48,43.27456177917768,25.0
49,23.857237870811193,25.0
50,20.24467949642054,25.0
51,41.02216796010137,25.0
52,20.73684076517798,25.0
53,11.922166735047092,25.0
54,46.75489452223941,25.0
55,32.26342320162688,25.0
56,10.788190359673871,25.0
57,23.906839572838955,25.0
58,19.957600939668293,25.0
59,34.91907444615512,25.0
60,22.0851586863093,25.0
61,20.00639585656052,25.0
62,-10.196620216766524,25.0
63,41.18865511976341,25.0
64,33.016145429132436,25.0
65,27.344460092079814,25.0
66,6.920841266931655,25.0
67,11.722844306518619,25.0
68,27.729405232257964,25.0
69,21.433980956687634,25.0
70,23.454442569556864,25.0
71,52.81050659860961,25.0
72,25.06788392114945,25.0
73,16.284049456523533,25.0
74,7.974761888562625,25.0
75,10.850601400272609,25.0
76,14.225136504881897,25.0
77,25.78294710605784,25.0
78,43.988104859286544,25.0
79,30.45564456886763,25.0
80,-12.282157419988248,25.0
81,32.81157184877072,25.0
82,33.17993117255925,25.0
83,14.014709573553967,25.0
84,11.485548080980324,25.0
85,39.12941318570465,25.0
86,4.416455750113496,25.0
87,35.89364846372463,25.0
88,31.360460809224698,25.0
89,2.5784934154197177,25.0
90,23.839743883672206,25.0
91,22.506268150472916,25.0
92,32.249488987632574,25.0
93,8.87861921711179,25.0
94,15.733327853078483,25.0
95,29.13481665914771,25.0
96,0.08523979197150222,25.0
97,4.310609939526364,25.0
98,16.28588750326137,25.0
99,23.76016267003053,25.0
100,24.697729540036615,25.0
101,22.480777615915972,25.0
102,32.469996730862974,25.0
103,-1.7139969454784747,25.0
104,2.995457487206692,25.0
