unit_id,ProductTiter,DissolvedOxygen,pH,do_FeedWaterFlowRate
0,-5.174360851874582,75.27152833759408,55.369154312402564,60.0
1,2.2727142787983112,83.09629060846298,46.788139439563835,60.0
2,-7.434943357214899,64.1799789630793,54.585498474921394,60.0
3,10.802836859366387,89.95525717514661,47.87158565357155,60.0
4,65.37700582971411,92.42666180799888,44.416667178877006,60.0
5,1.6785917832613837,93.67342936777082,51.04652853609167,60.0
6,5.891589966262329,71.20757808419017,51.921090687081055,60.0
7,-5.264600701242542,65.95939723083724,54.461858628566326,60.0
8,15.290225567847807,86.02566514779794,64.67746379713631,60.0
9,2.772384911763183,74.30502800056873,30.19295590201435,60.0
10,17.16716852375822,74.6225346616269,37.32137200512693,60.0
11,-8.178686341525498,80.21790952575404,46.26240818772611,60.0
12,0.8205331890513188,70.66267365427247,63.80463541487188,60.0
13,18.718385986988086,83.03833183726158,41.02874836877954,60.0
14,0.13996552605105705,72.63373478482293,48.49138216591499,60.0
15,-1.1948401115209226,87.09255374326555,34.978675216531904,60.0
16,-18.149327850281285,59.79273383599202,49.7201382011651,60.0
17,-1.1411319188047104,80.63952188872997,53.28073441764939,60.0
18,2.9136732261170564,72.81619800870158,41.495752314910476,60.0
19,11.24029979108877,73.53675861686706,45.06325309454093,60.0
20,1.3938041715140495,84.87380763631876,61.09695097846466,60.0
21,-7.6243020986615715,69.09425322973733,50.01242766116616,60.0
22,-2.809418052717471,91.28844302832411,43.25395985325773,60.0
23,17.091135601249654,81.86688453517645,30.873948995446,60.0
24,5.990390301172611,84.51402697968076,34.621409625432484,60.0
25,13.105591520185085,88.06458318480809,48.484945215067974,60.0
26,-5.472400872672303,83.799045824564,53.695261655440014,60.0
27,-0.715257024473765,67.91176229284335,41.4081920521311,60.0
28,-10.068577550184115,58.07944590979477,52.797083601892425,60.0
29,-1.8086734672017184,73.31682967961713,40.37998600415291,60.0
30,4.518404871966129,93.63395699565298,75.55879581950907,60.0
31,27.703457531567548,64.23848840050249,33.80244799017449,60.0
32,7.848692177735034,84.204610643385,48.785204666003665,60.0
33,13.33042720898035,62.73428228824444,36.69867773226224,60.0
34,-11.279637445624338,66.96056332463856,48.86140341291321,60.0
35,18.70522604167563,95.02094967971676,56.19651617732732,60.0
36,-2.9752790710124337,69.98176587065386,45.88760412963665,60.0
37,12.689282788546262,68.82150981520115,72.56278561579185,60.0
38,-8.456739164915142,75.17626096575864,46.22081903855216,60.0
39,-5.557981233469762,68.60472839415169,32.50190200306535,60.0
40,5.339862110841258,68.98799952309952,49.492106779271396,60.0
41,-1.2225459385806738,92.65764144488304,56.81372775080688,60.0
42,16.38062044942097,80.94398608872285,53.82793130681639,60.0
43,-12.66811406598451,85.26826192852293,43.31502857678991,60.0
44,27.41798273131261,77.59815136293929,47.1172763892827,60.0
45,-8.358969412247934,75.91487992263663,41.75951172429738,60.0
46,8.181052457085059,73.73466890504764,73.6689237566621,60.0
47,-3.55587091906614,69.744378882895,59.098427179426245,60.0
48,20.89014783828998,84.34307198265024,40.37971483024445,60.0
49,29.087707786421056,78.14323711876894,46.61553344034721,60.0
50,4.103098475371207,63.493726900744605,63.35970878469687,60.0
51,-18.417066053433015,88.15290466007035,54.51365050393839,60.0
52,17.411579770998323,105.17221109993861,58.12840662872634,60.0
53,-8.3613627382098,72.40154061264202,50.13331434822744,60.0
54,8.578787839257783,76.88562358192891,83.50824804264623,60.0
55,7.558189023655643,69.39734514136575,39.80445035611798,60.0
56,7.955135845703405,72.64266556965786,41.99183604865959,60.0
57,-7.88488623698313,77.0420543551857,49.20583931573928,60.0
58,-9.556612341687499,84.00153570114865,48.14492355321445,60.0
59,11.75909094812466,67.39602317159812,61.733870988949114,60.0
60,5.097474502084974,78.95211321980759,52.495141623699084,60.0
61,1.5322168424703015,69.62442183421916,47.629785484160735,60.0
62,9.069743023117319,56.39402718980504,65.87263802161822,60.0
63,-2.6006508834787914,86.37752066052101,52.18338278759219,60.0
64,-1.4263316475820362,83.02009860421695,67.6081970802547,60.0
65,36.436135031591945,66.64871679418934,61.36178903742293,60.0
66,11.454464754549717,86.50703806560036,38.69217090825345,60.0
67,1.5237322725307483,51.64898335281646,33.160502005184746,60.0
68,11.696280913433421,89.44702968219336,70.33861148904107,60.0
69,2.5444848649349234,75.58264135367577,50.21811015629486,60.0
70,21.188962727584354,71.53929432606341,48.6699107602213,60.0
71,25.39974733567416,82.61895576651396,51.70110932365689,60.0
72,4.604744720597338,50.37350547931876,75.62165048824599,60.0
73,0.37011633400106936,78.68480733121906,61.33895200092825,60.0
74,14.208701901277617,90.28288489301063,52.14366441715157,60.0
75,15.440547864974631,72.01534550800429,50.54048382407485,60.0
76,17.878533278926273,68.89964604799654,58.80222658403171,60.0
77,-9.373473022712233,79.4816207296236,49.88572280466337,60.0
78,-3.1883301600854645,74.24713868953435,59.420503962116214,60.0
79,21.021864288786063,87.72281125345103,50.07728142654389,60.0
80,17.979301298698473,83.34090903309084,48.2462289899086,60.0
81,-1.4440479660603318,84.10596201874144,51.92498309403533,60.0
82,4.257414351396098,76.89378538267634,33.712118696251714,60.0
83,35.93251483681614,68.02595749390943,36.22091967927994,60.0
84,-24.14697845471699,82.21284087624967,44.124524546056854,60.0
85,1.3580516461717123,87.0169921829051,50.45081468071988,60.0
86,5.351379268331966,79.79234756003987,49.40223941825543,60.0
87,1.2587498255806961,86.25727354934432,58.03332499747752,60.0
88,4.520483768085326,79.35677075261867,27.417165477132826,60.0
89,-4.3124630815317335,84.25750571085482,51.671162570870536,60.0
90,19.988381289947743,82.11122816950142,60.7396642152603,60.0
91,-12.0047795798855,63.820965198879854,51.78872729287994,60.0
92,7.353753654887112,65.95863534197173,57.457172162294015,60.0
93,-14.983279320009425,65.25960501861081,66.33930225270414,60.0
94,8.87567312092562,89.39196127525534,42.58009993644201,60.0
95,4.174976554165241,50.57940536623853,58.60565438591815,60.0
96,-3.8472941895082,73.07707702237319,36.889204605457635,60.0
97,5.606600782760858,93.82970569098981,78.88331920487545,60.0
98,14.841065591894864,79.45104497029214,61.662665941469655,60.0
99,-9.502527913395065,62.86484899505723,77.54338271946301,60.0
100,-6.893537641501945,79.07441175807305,44.11804270761706,60.0
101,7.487796978403153,71.09722958878226,46.021155765175834,60.0
102,2.782831614018598,78.20975319742438,39.491188235711284,60.0
103,-7.93487950958084,86.01105451089536,74.01575054337553,60.0
104,25.82451006325367,87.0398563570324,53.99937760184437,60.0
105,26.387584391091572,84.97115105070188,72.14244715383077,60.0
106,3.384923747619585,80.72033028254297,38.415716937849204,60.0
107,-9.88158122958028,92.60373913894577,65.91703437853747,60.0
108,8.865308042637263,70.82106825364012,69.28927652842621,60.0
109,2.0896035977390333,84.6180969399191,55.27545277918793,60.0
110,1.3516670548100587,72.71290794217961,62.12522961539499,60.0
111,14.81788048343709,74.96629681717862,51.03768695307219,60.0
112,4.110065103173102,74.83614093258264,61.3820688403799,60.0
113,-6.724598671120905,60.50394716362697,64.55507391228197,60.0
114,23.33158384819237,63.444688654069594,60.939644520890155,60.0
115,-5.8710615303048765,78.84767096552036,39.959351502031424,60.0
116,-6.746716017828416,46.59482228965169,74.47032473546606,60.0
117,-23.45012254092105,72.0600305468995,58.540587509626604,60.0
118,11.01488813362937,71.21704567286378,67.28345746438956,60.0
119,14.45957422116133,60.41796432238114,46.63299172808957,60.0
120,-1.5632468039476493,91.67068357268361,64.41000361537392,60.0
121,12.971905582808215,55.501846736416255,47.322957135823636,60.0
122,-9.180523485929147,77.65787628483824,67.13872746202394,60.0
123,7.157468168403742,76.74455150618927,60.08420163161943,60.0
124,-6.905061339991052,70.52427525705622,68.652899605016,60.0
125,-15.306117346074636,63.016684767442996,68.39046953129619,60.0
126,31.971105222924113,78.98634812335101,49.57896690547472,60.0
127,5.158415319767334,79.26184471068596,34.98118216589997,60.0
128,3.506261997581132,75.50375843812913,52.90234091781313,60.0
129,11.768476950613017,76.73823114502531,39.686413550004325,60.0
130,-10.030749653600413,64.73988907726024,41.86541076642982,60.0
131,32.48874543778357,83.67134385011106,46.9681744058093,60.0
132,19.66040539021958,68.1293813372013,53.48117213383271,60.0
133,-2.1211350182189035,88.86653561252847,60.065159321140804,60.0
134,-15.722026757690495,85.76660458022766,39.15380687362074,60.0
135,4.830335879043605,70.47625407845894,34.965422029898974,60.0
136,19.408245874125566,103.42666754419955,35.76080580271611,60.0
137,2.8705101660655004,66.57989246842004,54.763184121567726,60.0
138,5.825392874038117,73.5084822085288,61.040285959726546,60.0
139,-1.8540913166754667,58.249373466653275,60.813585574973786,60.0
140,-2.1794172364132756,67.18824300924939,52.44582170514919,60.0
141,-12.46708963094891,82.08672988599511,32.93149872845721,60.0
142,16.898555425551994,101.09596772750287,42.075898556060714,60.0
143,-0.18236044405795315,66.11065777375357,47.19506387149149,60.0
144,-7.833087591764538,72.31012550230746,46.04291676015938,60.0
145,16.261160211596998,78.67881327459065,27.70159214324283,60.0
146,19.75138780283666,79.35963480057046,54.965970164937666,60.0
147,23.970543084321957,103.69708400959998,53.91604514264068,60.0
148,24.455137320968156,109.95331450235922,72.68338964393571,60.0
149,22.41234564327633,80.76556974401858,42.22735276809555,60.0
150,8.736897756813446,67.09403277344111,23.03293959093177,60.0
151,-5.141669986249747,74.92669322687209,71.4653592752143,60.0
152,-6.448498733879319,80.75017065084505,46.57314254469609,60.0
153,-12.28413758126428,71.79240876439428,59.00870638830878,60.0
154,8.238304398870739,88.97688949612726,45.31539303514452,60.0
155,16.46096076244475,61.244293396748915,65.03552173981925,60.0
156,2.325705540392903,76.86010021204557,54.858480531359994,60.0
157,-19.846615080651002,55.26637779343296,39.90638027946265,60.0
158,-7.004249840726684,55.45166125400684,27.663878470260713,60.0
159,4.343270429654802,87.2704851557912,53.74444982240539,60.0
160,31.373232305302686,84.02063535339467,28.742777291650675,60.0
161,0.8330984969268835,66.9725727844165,49.43405829551852,60.0
162,13.44605233115248,80.68351544485614,43.76216282395708,60.0
163,2.618609514728284,94.28701542448759,19.282016914323076,60.0
164,-5.098114267987011,69.54253287299449,47.25059722811775,60.0
165,9.167143994980487,68.89888693256643,46.939697628044286,60.0
166,10.29224425291163,79.00527466983917,34.28272224873593,60.0
167,-2.816026995462224,63.2356564285782,51.29972880826194,60.0
168,2.238464377187382,72.65086898973773,65.44390224603582,60.0
169,4.816158106721404,63.82119174215432,41.746040442234154,60.0
170,-4.654067116509728,67.73957484463159,36.27817259055474,60.0
171,-8.87483988628762,73.09084680768684,63.48984326519736,60.0
172,19.236371043745716,85.61080435504712,49.045084722421734,60.0
173,29.38136540738406,113.56004714066616,54.15684892998968,60.0
174,1.2831165720740012,79.60728232961202,34.54934207719309,60.0
175,-6.569924184114301,78.31414181159715,51.809610732381906,60.0
176,5.4480663966673895,92.94340701014626,42.50213149084891,60.0
177,25.119501247992947,62.40912137570144,17.335227882967907,60.0
178,4.179146231732413,89.97928491548596,79.86392452883398,60.0
179,9.240469383234613,53.93155564982154,40.126007712805425,60.0
180,10.570507315103805,70.42515439502012,35.696220331092505,60.0
181,7.386144091614805,63.55144339897075,55.58360208174161,60.0
182,-14.108239133874264,77.31792896677437,20.052599440956005,60.0
183,5.990702719801051,81.50023874482626,27.236619260020053,60.0
184,-28.189545815893936,54.03543810470949,66.8230584749971,60.0
185,-7.869255908865271,70.4375594663986,48.96913630739024,60.0
186,21.323344255554183,74.13519371357653,66.26727021707948,60.0
187,-11.68314766340845,73.31963818862839,57.06838774318008,60.0
188,-14.470470879069886,72.67574723633736,49.96562804623454,60.0
189,18.65930045342471,75.65372208827985,50.98504414265935,60.0
190,2.2672184592823643,63.72452189138612,32.57204205782292,60.0
191,10.241508846570156,74.71642151767792,57.09792363724567,60.0
192,19.087850697165273,68.85372181686155,54.14616934406584,60.0
193,12.381673966920818,56.84357031826683,64.38088694519814,60.0
194,16.484948030817204,86.27218790250514,50.212619678704066,60.0
195,-16.677361791690974,94.69144984369046,20.724463131376993,60.0
196,6.190338997944793,62.0963775571189,52.31622470770774,60.0
197,-0.8293141489880993,77.98685680370745,60.72657601865685,60.0
198,-5.189673830319131,70.38583780290858,71.0260437118665,60.0
199,-4.357809476136626,57.87310929196829,36.09739227252318,60.0
200,-4.598052774602776,79.11087448593882,42.65809854614834,60.0
201,-8.848747236174294,72.92111702798181,39.36559219481731,60.0
202,-5.688572686478922,68.39922130795267,59.65924708211243,60.0
203,30.701281295983442,104.33437813152747,41.818980987320344,60.0
204,-7.729345851027753,70.81977973096392,39.58854920330748,60.0
205,21.201196648533465,105.68973658689617,52.05258962302262,60.0
206,25.914612412088704,82.06863753859488,76.90256704842986,60.0
207,20.43916848320402,94.72594934275999,45.699009928884685,60.0
208,4.3977377833580436,71.62507318048925,36.5749961546247,60.0
209,-2.3722649677111898,74.67286356050772,52.67616322105774,60.0
210,-8.077622862268377,63.84320921651829,56.55927039631869,60.0
211,20.084385857327568,73.14427175426141,50.938106263948605,60.0
212,-7.68234263549464,63.3928941858818,48.31833548003985,60.0
213,-6.186817853069604,72.19577398025251,43.306417442667936,60.0
214,12.557281059085053,92.77000334606446,55.28821212060025,60.0
215,-0.5912809346578465,87.98480928953353,41.4043404578634,60.0
216,36.33985281772249,65.63219361485365,51.9583033190095,60.0
217,-9.016154828811825,71.32195575897823,41.11159316848319,60.0
218,7.551589022822872,77.82462111440525,52.27849966098132,60.0
219,25.946808378247027,55.78008908603933,28.70514262577596,60.0
220,12.47914969333224,83.39639279961614,30.93682980736346,60.0
221,7.0816078339707875,67.71179168321221,66.57372557181671,60.0
222,7.491547708988833,79.68347731021142,41.88820888366757,60.0
223,9.131767155159219,67.44956708049436,38.80290980955126,60.0
224,14.184195458050787,79.48602410506555,41.503790779097734,60.0
225,-6.308228486549156,92.5721743972662,53.46169956388047,60.0
226,38.99672670114293,85.00097156109759,85.3166082428044,60.0
227,19.652083925900158,61.522347705503165,50.827723719916435,60.0
228,17.091429234829604,76.76634563460296,51.2228162568992,60.0
229,26.05213734850003,75.85168565414193,52.23482971312822,60.0
230,8.476064322248954,68.50444945973103,54.30516974878173,60.0
231,2.298858381070143,61.8173689263082,30.778380014033985,60.0
232,7.894481102346281,82.74445267554167,54.333857451982475,60.0
233,20.295773054548658,67.41051755125537,37.71283261565351,60.0
234,4.712156631676726,85.65497752914692,47.658171159697176,60.0
235,7.035641508736242,73.72430955346613,47.10328905348329,60.0
236,2.7628387404260355,48.11864580451551,53.63772404843454,60.0
237,3.979242445185726,84.50279642705736,44.70310011298618,60.0
238,8.942302129533745,87.49108335978676,44.6005190893162,60.0
239,13.064637230235085,94.21023781781139,41.72785607815198,60.0
240,15.923936621838838,51.82153880635232,36.73926187888321,60.0
241,-2.1253263575709482,87.78489924548686,52.227522176121965,60.0
242,13.440512131106322,90.23713630044892,58.150369043685636,60.0
243,-7.83175766685026,69.2595051704686,40.38107190949623,60.0
244,-1.5553123406147973,89.85899014046905,68.01295008897198,60.0
245,9.596796308034893,70.66697726811569,58.615149038899304,60.0
246,18.127804171482172,84.9790658564705,46.69913861954265,60.0
247,-14.508260798726804,96.57515858502929,36.57141672350836,60.0
248,0.557491946748895,63.08521692000802,40.89119133207557,60.0
249,-6.4373830366309726,67.79904498420545,50.09385749604748,60.0
250,15.30572334287166,75.72423285680685,52.12186459924749,60.0
251,-24.786714375125396,91.4647003926,49.54353812727223,60.0
252,-16.132067705805852,87.36305912681208,27.800273646073087,60.0
253,8.420381333241062,74.48024340445187,59.71387119396489,60.0
254,-4.154571675233248,68.13912265733639,37.60136248074537,60.0
255,19.29025318752992,84.88950378916785,47.14884847586324,60.0
256,5.753684940703767,86.82092404095297,47.63653894131871,60.0
257,-2.031143075000026,73.7605193514207,52.807016428292414,60.0
258,1.6491068363712786,54.093847423110965,51.05048600282897,60.0
259,-3.9950124853243634,63.60695265877807,55.811410237518885,60.0
260,3.62532767931451,77.54315665853501,60.57886542062956,60.0
261,-20.280564113421175,84.7341703485752,56.927260168336005,60.0
262,20.891455925134398,56.3257274303284,44.15067356874865,60.0
263,-1.9049536579089825,70.80956569774858,40.40198387526228,60.0
264,0.008741068980374411,69.38004700866595,52.4433795909099,60.0
265,-2.3190121784462443,99.823662736443,60.083813258393064,60.0
266,-7.255068212736002,78.52355344259732,71.57368936073011,60.0
267,6.232744647910065,49.79313227369154,71.60930107127537,60.0
268,8.559566707018984,77.13587739284125,48.44170558727839,60.0
269,-5.501876270686607,79.22576812193098,66.48388507353891,60.0
270,-4.768302095533386,53.218105266100224,43.1376845206816,60.0
271,1.0703583515113797,92.564727974563,67.09634239214928,60.0
272,-7.904090837320274,67.07411585344549,51.46632393185543,60.0
273,-9.497745419063625,73.00866893335818,56.3836708190855,60.0
274,13.148370895423247,92.33712404909109,59.324267081530806,60.0
275,-2.641529805031001,90.82938246713624,60.11386146179247,60.0
276,4.245413966939044,63.15534823149923,42.235675452937826,60.0
277,9.27840788128791,70.79195257537769,59.23696130130593,60.0
278,4.906286335667266,94.92482680445738,46.77136513605095,60.0
279,15.241448426481691,62.359036862937536,35.00673764015449,60.0
280,-4.7619380194217475,98.48169380016657,68.53228500063949,60.0
281,13.28880409441595,72.16820676098035,48.70449525877005,60.0
282,-8.351964356636234,55.071844618643674,58.622959324860474,60.0
283,-9.032137596261485,79.70108692067006,60.800502097127975,60.0
284,4.40747233103807,71.97705149573389,61.83733960173529,60.0
285,-2.6587982986381835,59.43232714934362,10.20050725243107,60.0
286,8.26790765875977,79.54865843293788,72.77948087266509,60.0
287,4.532568810226932,76.21296764572715,57.18864206638972,60.0
288,10.126452974038187,79.67861745319387,48.6863640069844,60.0
289,20.463457794865533,71.9612739020636,46.40196950503468,60.0
290,-3.270998414043711,79.04057873015795,56.442142102557206,60.0
