unit_id,CpuClock,FanSpeed,MemoryUtilization
0,61.02949828654916,51.67955014416204,49.985835978751744
1,45.080468844460995,53.182266221532394,47.50113117119018
2,72.87456954372402,47.78969794137823,31.004141066769805
3,71.30632989865124,56.64995341605237,46.48206192043654
4,54.30686311572748,82.82288572449598,78.2343512029711
5,32.25326034937801,57.661027554949946,42.303153338007704
6,57.402130503236094,44.80529053302605,42.748940057446546
7,44.02011311937169,84.62981256062845,41.85811161922236
8,49.392444210315524,71.87994245160736,46.21480422634054
9,44.64398129612921,60.92476996338005,49.903869598813905
10,50.93394473525629,70.79989773720146,52.433176022409235
11,60.812766030156105,49.68101335909556,60.94400496736998
12,43.184807313409436,70.2995070060752,42.18944113145989
13,48.24415253991505,43.71814753780833,45.59809870436614
14,63.3344380127555,60.09815409295625,55.814007189313415
15,38.31826669396,60.83165232130258,65.81420401617783
16,40.86190558642344,61.90035036516899,53.22908481150979
17,54.900316093517986,66.81640268343644,39.557801003112885
18,42.33328616414199,48.95804492227518,75.83585815394852
19,41.597294088463656,63.330668553131616,58.95534188936717
20,50.805147437348786,44.03784015094064,62.11466088559716
21,48.53193491664549,58.617608446652305,55.691241395383216
22,41.64087921736002,75.95012460158101,34.75771568162075
23,52.82087480566606,37.93502938980472,56.446931020742106
24,41.18990461502252,65.56568660179265,53.130919813298604
25,33.56417956976138,73.85507581611174,55.951609561302796
26,50.13479380543863,55.79359866042584,64.30059543679484
27,40.30476266838636,64.58538349310014,59.516937746433676
28,45.747797765560016,66.97326071868342,29.456678236676698
29,61.287682047947655,48.63973346807533,48.71029728165311
30,64.36560946846522,63.19872919938234,46.35343804579987
31,66.19833452019945,46.18357151786063,28.766230614493214
32,40.64691409143451,53.076818384457226,56.74035173239009
33,28.12118982917382,53.55624549561579,56.08827862756513
34,43.91823967424985,68.4333396030069,51.56692327805151
35,30.657494879216458,55.34358142989163,66.29577312137165
36,40.34184465087688,44.15504369179654,35.92016872754168
37,39.31937937019621,34.89803306452988,52.654473771963495
38,55.52751917583374,64.0612341051982,36.9645239568074
39,38.35893665858318,55.372655633845696,38.23226248804611
40,55.67338300323246,65.76765729954126,40.33181198604704
41,42.75811391246366,73.58813067054103,28.65783898389355
42,64.92065566596143,53.030985003781375,30.22723384192903
43,54.143934648329854,68.52735976835777,49.20451908396945
44,66.26844458038046,56.13903367115773,42.01342174589619
45,45.913288310820086,57.370277948379616,44.538830700207356
46,40.934760492157395,60.52412639341616,50.62487046220211
47,56.405676323343414,56.57315277524756,59.03454070074779
48,48.79277218002413,33.761354409683165,32.72905487565684
49,60.11942586346837,55.49409624794813,48.830607938356984
50,42.037301539336106,35.575338761620294,38.54482996489994
51,41.5450326199944,59.07289508157796,50.127666719341036
52,53.30544660553612,77.42381123937784,47.94540521275485
53,37.5565647163201,55.469200152546854,56.6755629940638
54,45.26764260153416,69.57971055848454,31.810297031631134
55,28.96549190094651,63.52293069771408,64.71784444785911
56,55.62870266511757,56.344862794364694,45.14076365964182
57,48.12570587758028,66.75946496033144,44.14653679176122
58,62.05617085158076,56.50958554560615,55.248018233637424
59,39.49638092830391,57.45410191933938,48.75988756788996
60,52.67163473376138,68.98116241839374,64.3532479327795
61,58.042946051932425,61.04670733606494,53.216078544032534
62,44.036966585795945,70.88530231559649,63.71152643245953
63,46.48978804834269,68.96959040117396,55.358584272800364
