unit_id,NetworkTopologyHops,InterfaceErrorCounter,JobThroughput
0,43.72891507357222,60.07969096055804,21.85347739768526
1,27.639260927707486,40.54626707854287,29.86787073839252
2,64.71159475739029,25.789986467070435,24.46565344704318
3,59.99199606713688,44.06058406417456,14.120992300965174
4,51.30294871586693,52.33990195008406,22.696289179521866
5,57.22017261683624,17.732355350756745,15.698957635726252
6,56.39160847119824,26.892132331407996,23.32900419914568
7,77.59969524057664,54.95618618905998,-0.41929093014907703
8,55.35625824323908,45.46106330253697,20.652030338644938
9,33.983856709867446,22.342948314100116,19.884556897065483
10,43.64794774805691,62.44191285300157,22.833412589787653
11,48.0928724387844,67.88407615094108,-5.656027610490458
12,65.4079040118251,43.796345533322636,7.72020091254446
13,19.044315024750166,61.592784718800274,10.272967597997363
14,64.95639310799055,78.18885225444164,-4.94579312146716
15,39.49409920905754,57.0226670750692,5.5219560065653335
16,65.67523490791616,92.91575705248059,-1.6912052531630128
17,53.00716657058057,54.907349678243754,16.576491148184868
18,32.871382513080555,43.51422079238008,0.6275055454973107
19,53.26245639916866,80.33238713012437,19.882650121695963
20,56.386709618217274,38.938817730705054,14.668860900432621
21,42.70562951155558,75.08179318510989,7.433626315834657
22,52.05828818838916,27.044466868841788,20.42690288082135
23,38.05420361731427,56.78137339844634,9.83470075703914
24,61.2437810208256,65.74573878834306,30.39929638425658
25,55.46826171825523,46.26848954639077,20.570875235188097
26,32.74136006041588,49.24647636594205,18.90563890462399
27,45.56435862064563,65.59572954510497,11.839660675851484
28,53.16326838380388,51.156080464980434,20.36501785074328
29,41.99737579982488,55.81944416595715,4.849416138740527
30,63.704527060057885,32.793417732061975,21.84848857910669
31,50.91874467023422,104.32790142983501,-4.8870929175529785
32,47.76196001534298,31.163132697721082,38.56020232351553
33,52.63170738924229,6.572624355086639,20.359266961088604
34,53.76922078648295,60.66497017257123,15.972006586307652
35,39.11837403729975,1.0431615349433088,41.54767155819506
36,70.42577125693722,66.36281415945996,7.5386942720879295
37,68.43919833056032,35.20402802613378,27.378120689029796
38,39.47835266733387,30.78600193648608,58.16001714947766
39,46.549332335540484,43.852824959124,8.716670022653314
40,46.651151082460565,50.2143155765393,6.7699721069953585
41,46.38325937535325,63.518034080506524,19.618314202868195
42,29.328016499501608,79.57020359685889,4.29521922942175
43,54.05242481448481,66.528288547225,19.364237069208407
44,61.09340071228249,38.451030992238,2.0245452423426644
45,64.43549217516117,29.960204024830325,35.7495635684816
46,42.76744273511221,60.119202334538585,13.311210340060097
47,58.492399969571466,77.4976573300183,13.712896539932192
48,34.00862684984561,45.30014304168116,5.707474987723335
49,66.00273968027669,52.322538956496984,22.710765155175416
50,41.07808595827879,38.020151727438034,19.618589579351767
51,43.84743033788521,67.79164311855459,-3.861394191806864
52,49.680630286979586,76.48092906001813,25.66842922489774
53,48.64172270129631,44.927335740230106,-1.219076873171968
54,48.06920584396174,23.89089127864316,43.999553526896854
55,47.7956622257916,49.88331151786679,16.944348255031947
56,70.85735653478054,39.475897266592156,22.855897051648398
57,41.94446400785269,52.60957943979966,30.033015828979586
58,41.25091593805638,53.121082785680784,16.97002618702353
59,65.37380342429714,66.72812390955833,32.99489990993489
60,46.51305724673045,57.17490907013871,27.397317500187885
61,42.856483921052316,29.831058883165106,6.790593808729771
62,49.96344004616863,64.0655272052701,1.3666766885910002
63,84.70507982128494,63.63816942551312,8.825101837415307
64,42.035764034003286,54.06231030875941,1.2729461053523128
65,44.44434242561537,30.572589454199466,19.34936024695776
66,48.985786986698926,51.021889289305165,9.003529087886552
67,57.31782398506563,48.138556837481744,30.131413172830516
68,27.498285765839782,36.554404654406504,21.122517526478482
69,66.59217550405512,57.098420579859834,15.574163710983335
70,48.9802271228449,62.69049327808484,13.855080845484592
71,35.469215380188075,60.176163887587585,27.10559325200703
72,63.70512931895425,22.13380253939107,43.49785024897041
73,68.58281586667184,68.36314068241103,6.920472166960469
74,39.78125283566104,77.32807987159978,5.868214465981519
75,58.847884406927804,38.57782119314319,44.543227574012846
76,63.334015426868326,33.711135877476124,-3.594073057983498
77,48.25508722575395,73.57748681887625,-10.063419687701256
78,48.11718762385668,54.54519753100428,15.848202531340432
79,66.51497218205984,70.63640371660716,11.000856912162387
