unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops
0,0.2790398703651533,67.87168808333934,60.96239665895046
1,11.700666464139491,60.24379389296641,57.698634302476755
2,6.096741788573567,41.56512244216587,56.88405920285863
3,-2.6388253056114443,69.68758846169999,50.48032273478864
4,21.571508965143643,47.964846749837925,38.76164930024753
5,14.277895490535807,51.967155471152736,54.21264321285861
6,12.700899582923377,55.84392265050256,64.62701364120784
7,21.439241637201743,54.34329225963259,43.13661827908844
8,8.75173317131207,51.28471087754955,46.20656729878316
9,5.437299675735193,66.69862033941118,57.703187365530376
10,11.754438428040341,49.905461993512546,46.128638440579316
11,16.487969577192416,77.02999509578255,43.98294681002573
12,17.59617195250121,55.524262003546625,47.86342304212998
13,19.0928459576433,48.61633868164845,55.71023154619826
14,3.6195059528118767,61.91687686409966,33.20415290350339
15,17.09966439586527,65.54221236205692,68.17302681036256
16,21.050385566358194,73.69207582225205,49.24256274217533
17,13.209985536926522,49.42682679756145,43.0681939202831
18,39.46806072995881,67.64739285555076,60.256626619822484
19,9.690612039674804,47.29698572412395,78.08277847346707
20,13.871633376831237,50.64149507309586,71.08086718286793
21,11.419973200919738,53.25539205142135,45.99668083848564
22,51.98220896133159,55.446286020440695,53.62204701006642
23,17.900092042195393,70.0106527553718,37.640932695937494
24,7.253741645157427,50.7557007068435,34.528323493100814
25,-1.1890298949045137,53.11022370080929,46.14714231272296
26,40.53119154709181,64.1428228824254,68.82929788485914
27,18.32074975632623,50.014769916986445,37.686442209926945
28,2.2510278420074896,62.61795791336178,70.235561233834
29,21.733501605872227,34.88376221473046,56.67946656095825
30,21.960388427151603,57.57175971393616,53.09016391121976
31,41.49691769710514,49.190672841001714,44.32316689735016
32,8.976379008257744,50.70657315057915,45.77759706189108
33,52.186184460685915,47.901083842328575,41.16321344596275
34,39.60180740272964,50.631677141974805,46.01913924799808
35,18.417436482099166,35.46099450598155,67.24673138367275
36,32.943382132260325,44.17677942314438,56.532622636372324
37,36.522624673544286,61.29925692069754,44.96682488426838
