unit_id,CpuClock,DiskIoWait,JobQueueDepth
0,59.62208328045735,29.442634753408697,62.72002650901933
1,57.72702020898928,44.51036107048305,58.85947981488705
2,37.403993822127795,43.707537101527315,63.43280483508581
3,42.919873286299314,69.48088182771647,33.667783768014246
4,48.19569951669094,63.622894252411584,38.57054113547188
5,63.86673150679966,27.53585598935916,26.28904741965684
6,54.359931884299755,57.7045089144184,57.981604670805424
7,42.7096043762436,40.023903929802856,70.28942088083315
8,44.10319114020582,37.111733662193394,66.2696669645298
9,41.99029601467372,49.580554586944615,53.11867874888033
10,37.58089800280621,45.48359644248508,52.90527246254931
11,49.737278590740495,69.79286441586801,56.67439574289047
12,59.32060823082211,55.2178903968239,50.803366400474765
13,51.626756410540686,53.56792166073586,54.7986104990389
14,39.89741616455626,62.143132880297955,52.64931936489124
15,47.38400507918122,18.804196778573427,45.23322917981341
16,36.54347049694053,65.4237352681161,46.85891540901444
17,49.32335136138292,25.017579373365034,57.777232888132716
18,39.516224317333574,66.58716697725636,54.890739431179206
19,45.86225853587187,56.48749369356703,39.1191155976524
20,34.156501920738535,73.49227541460186,41.07110164544646
21,59.85719277599472,24.51153716647976,55.876334431621416
22,53.48129436277979,57.75690664456905,41.16766508671653
23,46.15607042893927,44.978562404174816,38.06916943743938
24,50.065332059900946,58.59349717691579,56.57527885187491
25,47.53729408983232,48.108065738584834,60.61785076694902
26,65.85453802698663,62.24743049249286,47.708005596901195
27,49.226133945922385,68.53752369886263,55.99175980863394
28,40.26172894669294,55.50210569875743,52.12751117652691
29,41.07154854288504,76.74435334684523,59.86662771539453
30,52.66030226543716,47.69131231565243,60.036912864563945
31,54.02712746068449,52.19623573904161,51.28720287308409
32,44.2157015754199,33.80745267411791,45.50778647649366
33,38.37182169475979,69.49196602805142,46.36606572286368
34,46.468392371374705,63.33828814710632,49.021231600305285
35,51.31842088586072,50.21369245473899,56.26252994516974
36,50.21276044964167,52.970103725442065,38.10312923150566
37,41.787005079743615,80.92101633272185,45.36961139904789
38,39.37854229632894,31.435184402741825,33.09911134992747
39,62.9878320308203,51.58613659900218,71.46189787873368
40,45.41011899102646,70.23280404421064,52.03936260643154
41,55.45082499826299,50.559561440905306,52.404603080794885
42,55.32099784845686,51.62821466276898,39.73947726315352
43,41.31398392706612,36.928627650218715,45.73445988779555
44,60.00171556966709,45.751613258966536,38.419055687511324
45,51.31157225823998,61.1372415418039,41.14733818381476
46,37.164477296645344,41.402860636472965,47.511783902423986
47,45.059924742539685,30.377612719706775,57.91638663202928
48,46.98873106016267,57.52181006974218,49.74516675405667
49,45.67392398108167,67.15275641402974,42.67226259507501
50,55.393366119200465,54.23949243749326,55.19641568124295
51,55.5998665811998,35.52046094057495,51.29928435005553
52,56.363194756450866,73.32648207020823,31.6196619766227
53,59.915754421823394,44.86616424618574,37.91043139639083
54,43.47827029460163,50.14996637794128,66.90359217144014
55,47.00625527071954,56.32289480271284,35.94094138016375
56,57.348261488585486,34.44859409954613,47.93036223303353
57,49.19378536534393,55.11573427749106,55.13688068599564
58,50.49899575250046,49.31543018382435,49.47788901036352
59,40.47963447244109,47.36232973235825,61.58548002859733
60,68.31757980304418,41.44478852626153,50.23799073495056
61,48.31556352191656,51.64573122588977,53.59227256615997
62,45.554057836780345,70.20120678283702,64.97218154963731
63,42.172387628049435,39.20638086778916,54.669510632024206
64,62.47688212173803,40.728182251909836,38.648808775016256
65,42.990407163669495,52.633829689731044,49.0517487146848
66,66.5232179121484,72.22596910242221,21.36360708019486
67,52.51469780902054,38.039552556716835,61.2272670827485
68,58.92746718723846,47.573563056567885,54.590297082087545
69,48.46546422733594,59.705407929046345,43.056728246064324
70,45.75002523912197,27.24931626520422,49.80053650192161
