unit_id,ReadmissionRate,LengthOfStay,Creatinine,BloodPressure,do_adherence_program
0,32.464060862521855,41.16307550898924,59.38746923078328,45.353494612721875,50.0
1,28.7727463976684,20.77901594353588,51.00971505338214,53.099347617681744,50.0
2,35.857484286413445,33.25015249066653,59.13957585914809,24.2589764742344,50.0
3,37.39973763963482,30.581242664560527,27.678692186101546,49.3805450902319,50.0
4,36.962186671554456,31.891047373029252,45.07079384226959,43.8050255982763,50.0
5,76.82177126500513,45.22357333699507,74.63372078126926,63.18453839109455,50.0
6,69.83133484067602,48.22483277053959,28.62944782884593,42.01425635460114,50.0
7,55.76862714302678,48.13139543230846,48.998197250420155,27.282279710239916,50.0
8,65.42612206413175,55.896652011310294,63.518681160870294,49.647344001415014,50.0
9,36.38826680012234,19.74724988757509,50.53682017120092,46.13341372571179,50.0
10,44.69230435345435,36.223974238048385,43.21653057892325,79.42523274023709,50.0
11,38.00387364771594,37.23541683319001,45.97434358155351,46.506668153824094,50.0
12,36.08640801824368,42.71925957315738,62.34123221466245,80.01954095904941,50.0
13,89.50014738148806,48.99557970484567,50.91645800359794,44.77430428866147,50.0
14,58.32179113420379,50.08933795325662,68.7147825171174,56.34062231085585,50.0
15,42.41092767312823,24.869328949497948,44.73469180935164,37.350337456183915,50.0
16,26.492867697999284,32.15725909951503,47.168195762426166,50.45116057859371,50.0
17,50.15183695002034,32.95646640205462,54.60099986310876,62.957061329536785,50.0
18,34.24849462342123,39.311650220273535,37.712044045275434,50.848029644467445,50.0
19,29.568328153354155,29.694074174915652,41.46650704441079,72.2289862887517,50.0
20,57.87112316455175,55.51006918572182,43.32532576747689,25.062962198151396,50.0
21,44.196806719756445,17.804589237013694,55.28021374126303,27.400273594677824,50.0
22,45.22514912864714,43.060431862124446,63.68174995047438,49.211337009289785,50.0
23,64.25130977616291,57.47553899208735,53.7657759189538,43.96866106256277,50.0
24,47.468623568357565,37.68933395544072,63.648035841364816,40.58751729151558,50.0
25,28.88861769833422,23.680622749085618,36.7102410919295,52.09242159718055,50.0
26,55.13519415430899,40.080246007305604,53.3677701947231,42.344756941716874,50.0
27,37.44432485130988,38.2123181397107,34.90994500950873,55.994156365294806,50.0
28,36.46419663583498,44.4535374172563,45.669246827908246,66.27288787963421,50.0
29,51.77385592853607,37.44667487251342,67.07017942027326,77.9502170807638,50.0
30,57.55651252784803,52.0582145408491,55.931721424824815,64.05297728172145,50.0
31,37.751763095152654,29.033087765497882,63.127478595057156,58.4742509495038,50.0
32,59.55805380592945,31.625358112392593,48.94797240950559,66.83645537434444,50.0
33,63.719931373183414,36.24802683796394,47.348227673039844,41.31484154339995,50.0
34,30.695464937738215,28.707281321652182,55.34526923556756,81.9767560559426,50.0
35,34.55862045893856,42.081206164249856,54.55228614974212,58.36470831829365,50.0
36,41.051902205918154,30.34784424099746,40.7919939843793,59.614679912973685,50.0
37,43.98964095714676,36.47484702883768,27.323860324746207,68.60264100059766,50.0
38,44.2539805680006,37.574101876390415,41.72091636376985,79.43676331077188,50.0
39,48.6657103689063,46.455677425315635,34.74940570181184,77.58526201915443,50.0
40,49.54875222028543,25.59708276657693,36.798654885528045,63.881249335007126,50.0
41,30.343613615375922,39.10250227660044,66.30619042851893,52.790075261895126,50.0
42,60.96747589024059,35.50963818737699,51.10156817617784,45.7364632835643,50.0
43,32.135528671626,41.60879326494173,65.23981834395437,52.50415720013715,50.0
44,30.817653859106937,40.174251437076784,53.970432847159735,22.7635304240689,50.0
45,24.250303177311707,28.95163090773665,69.29963452583071,61.04606713687503,50.0
46,41.18705013521716,54.92318977558306,50.12136494703969,50.53259959811791,50.0
47,52.87057520514615,46.999689090809625,60.415410911954645,32.26945928653008,50.0
48,55.47894734875165,33.896025964653276,57.90434408158674,60.680647972526955,50.0
49,50.637852237085745,36.98866372546341,59.025129810455624,54.339515627127895,50.0
50,47.20868887920416,51.85173165283362,49.51306740321788,53.82596421862305,50.0
51,85.4445934873687,52.620447479460026,56.87020883487219,50.96849017034162,50.0
52,57.79260259719695,44.57147362056141,49.52282418412269,52.679975006487574,50.0
53,64.10634880007568,23.12300946748735,47.48305754132757,69.78353509202894,50.0
54,33.97143365583289,31.548493019420473,49.67900179984028,35.324497258996075,50.0
55,34.8880560978939,48.27183603589067,25.290489050711717,69.65129373981405,50.0
56,37.660909107533854,49.169749759826956,35.75092096872632,42.212860758708764,50.0
57,65.18978048421468,42.28876294525398,39.12583462502727,54.96501352921108,50.0
58,83.44269924061004,52.76005959542986,45.16756129849935,43.67714691565936,50.0
59,47.70529949784256,55.407329818171576,47.77106684473243,58.367681187756354,50.0
60,31.83640765440273,26.04135929711503,57.51397435732524,72.4048851868976,50.0
61,43.00353592760085,25.954247921658418,51.766886040747295,51.47177498773614,50.0
62,56.51077721830391,41.743928047207916,19.838440908768845,39.554857466025304,50.0
63,40.56854667863177,41.69078692178702,58.88182293356317,21.99201582157252,50.0
64,48.07088331813131,42.27129904945805,47.23112380469578,43.633741409613734,50.0
65,36.41733008165413,42.226843577579324,6.760531969845621,66.39619530531749,50.0
66,72.13689448019184,52.4886881609742,57.52294150430251,81.6835121940992,50.0
67,61.54405841044026,49.681487594504155,58.005558819363976,66.327454599636,50.0
68,35.8640075054235,29.571543241277496,33.52093544859648,50.76533044303765,50.0
69,57.104120123844744,40.45207404007234,63.565843082427556,56.23715512298379,50.0
70,36.855467326001246,43.9795413570264,40.982496167823754,49.914187379164524,50.0
71,42.75255516836192,42.64155389593908,45.63328277432559,32.53169758445169,50.0
72,67.7977370511826,37.50646647868767,70.6986917116277,46.19557442246218,50.0
73,73.57805936190888,42.39830084332799,42.29700265018188,58.10036670855251,50.0
74,39.42757770200329,41.465510054664584,56.51188116054905,50.315678981151464,50.0
75,50.86159823922744,37.10132345794099,39.52187537389887,67.24466547524281,50.0
76,32.89762741787347,42.89842863261491,36.90991950609718,57.45555192523335,50.0
77,56.565243858717906,16.933621544613807,40.609183715092044,60.72194412359877,50.0
78,41.191486007008,34.061422315503805,49.75908062077636,59.464532907144495,50.0
79,45.12674811562285,37.5378797742183,29.940470905362012,57.57886071639141,50.0
80,62.067029741151806,47.31534113345922,48.309961448849144,52.94338704541077,50.0
81,42.55400451140761,40.238081472785794,38.982780069459224,39.753404646501984,50.0
82,28.318303634664023,25.347524959909194,24.24980514463772,42.48847594320093,50.0
83,38.45782303122314,36.32904993054561,66.13389240500261,54.07908646619876,50.0
84,44.63737827996814,32.07305131898562,55.780966677115586,29.70216410030927,50.0
85,33.7190568459401,33.5633742833741,71.64384661438012,49.38802555869147,50.0
86,37.526148965282616,27.35517880683872,45.462194256463206,38.59085503023198,50.0
87,32.346875449447744,33.75565106314209,60.308702896163894,53.669374512556374,50.0
88,48.23165337675362,47.03757099436236,41.53003876627409,55.795344931752346,50.0
89,72.6566297083602,38.73819014608578,50.89470278830292,75.27787542553058,50.0
90,32.14187998087997,50.04439678281031,37.238881798006666,49.31757239660022,50.0
91,46.850851153369874,31.955140938165183,48.94689056736541,78.3299937071786,50.0
92,45.730164601724084,50.34404701048844,50.175426079097655,53.62544930404967,50.0
93,42.66393331217706,34.14842957606495,39.21231155217188,27.754516715908178,50.0
94,46.88612497445744,47.4449610535319,58.209585387148735,58.78305108646138,50.0
95,20.73403969875581,32.46895862343321,43.471680126904026,71.59245572830679,50.0
96,45.006799353740874,39.736486640885715,53.56758505552811,53.12011110865884,50.0
97,41.992722947158306,32.391838893434794,49.80093365568063,39.164857699824225,50.0
98,55.15915794424534,39.54893512191455,75.33119284199654,55.1932462442049,50.0
99,70.3821287187507,48.65506022633786,56.12114808160806,54.89014817358895,50.0
100,39.535420742880525,37.537404550233134,51.666587282404855,42.60820822948766,50.0
101,36.04545868873841,47.70005817436006,39.64428043935257,51.687001580271364,50.0
102,31.807880678187026,29.58765128505317,59.59352440114509,40.8451444313589,50.0
103,46.892357627561076,24.471157076907392,68.51721012096394,70.22270468149898,50.0
104,31.251725034012694,38.62086733529894,39.11306664128379,52.59725875960274,50.0
105,45.2706236762755,47.5038955351202,45.95939550006481,34.51224344795913,50.0
106,40.27453985511899,41.42725453347073,48.736828745366644,51.40055837037918,50.0
107,43.30934416205058,31.26215259881789,39.500966554025325,41.79068218282963,50.0
108,41.81227629835386,60.30430081399745,50.69764523683669,53.09523334020801,50.0
109,56.17449909674389,35.012813855137246,63.538748621339494,48.686835185864076,50.0
110,41.68396684618425,37.53975902909571,48.49255541824247,63.56783043382468,50.0
111,22.815683577349198,26.880200102697323,42.00943073899755,68.86784952682943,50.0
112,50.208134619649634,34.27797219526893,52.695434189612655,55.746302508099284,50.0
113,26.26655460350515,24.169843883542402,37.96481909402424,40.73192065386957,50.0
114,41.923760794116596,55.745493702033286,42.32314101607108,26.349156622370526,50.0
115,31.9407419643464,19.431152636435694,28.910170179932646,50.678531435863356,50.0
116,39.495183881139106,33.669428044411575,49.452717312677876,53.44549782376568,50.0
117,66.80781465636157,40.29909827110761,60.77995549947848,37.72002186684501,50.0
118,47.69777059020669,44.56520282302597,56.807264958430736,55.75832915804957,50.0
119,38.419116501212216,46.98197748726822,63.99968134201575,65.79718645642583,50.0
120,32.23002282399006,30.516589334596326,61.03734964472861,44.96379515018956,50.0
121,52.504607859185604,48.87998283297273,32.802757255675374,57.50705551021743,50.0
122,54.49200040326841,33.63203817784082,73.87092199172534,62.91405605834194,50.0
123,33.808236794136896,25.03611639739171,45.95155232417877,32.60092698889297,50.0
124,45.84897374234977,18.402251060420028,33.38133907257247,33.798559433438975,50.0
125,51.49424195977547,28.678835027871912,52.170821528280776,73.95326664854576,50.0
126,44.27928127835611,16.403067331674407,53.30958594415154,46.625992486684844,50.0
127,41.37412423964928,50.66678510918865,39.76987941290301,39.48414089728483,50.0
128,76.08434351245404,41.34185582672366,26.211785292024498,49.621667436458516,50.0
129,39.88721463948259,22.492800606085176,49.2506532591873,62.71047732268525,50.0
130,83.68449743683904,32.72491517935669,57.01122689356978,62.171096827130015,50.0
131,38.484605232564824,50.44044129735012,55.3151764146822,34.779023683554975,50.0
132,58.34198959111605,49.99744473690262,76.8569344544242,55.60652816463828,50.0
133,35.42932153536668,46.99957659567081,55.77797279315115,63.71690811847533,50.0
134,78.3090835750745,49.533952157406304,38.05500531241229,46.53895954971219,50.0
135,57.630946673417135,43.6163611457957,51.665018863979036,57.98029261503549,50.0
136,60.03311914225439,47.45865993263187,29.662438845803713,49.70599712414764,50.0
137,64.30060466185826,50.366669224506545,74.04339844971821,52.83317480350488,50.0
138,41.949441529008524,44.8021981166969,33.93283283116873,48.9133411308422,50.0
139,49.3746625228539,32.24133864979574,46.63752242691975,53.303841507261765,50.0
140,44.93662850905069,48.39950918841401,44.701881271686254,35.47799065555956,50.0
141,47.672358406197255,53.26503032296692,74.00051413877438,45.06718261258702,50.0
142,41.6045623955006,32.22563576856107,58.51351550210523,42.78451058682311,50.0
143,48.3093633906341,36.52048256643151,54.99789040552473,70.23803160384236,50.0
144,38.086806944203815,38.23743963211965,55.07131836686706,61.61520287590538,50.0
145,42.15311790570078,33.67820732307704,40.63581431398519,40.176321397621706,50.0
146,57.52444797049803,40.161872444142524,58.7079712817579,24.72729403170883,50.0
147,47.62465040616407,37.43063853890874,58.11463440927911,55.85937430168489,50.0
148,35.86558262293312,43.19767827012306,48.85667298136708,26.408006897601037,50.0
149,31.254438961107198,40.80225994848793,65.06984943899253,60.47081328738587,50.0
150,35.87769820395125,30.7235283304861,60.79299893655706,46.65004904827796,50.0
151,65.69485346329404,57.037858328438304,23.071017347195102,66.20745515953561,50.0
152,45.396520891833504,36.7717423495454,61.500112153717495,63.28970629630249,50.0
