unit_id,ReadmissionRate,HbA1c,Creatinine,BloodPressure,Sodium,Hemoglobin,LengthOfStay,FollowupDays
0,63.872428102277794,55.02978779989026,46.929991634782795,43.81381939816197,49.840092073929675,55.52715647188992,35.901967876383466,38.6800366983947
1,47.07509802227845,54.04205799630279,60.93176657333886,41.165316197137884,49.10940488579857,59.7799388595737,46.773791199343854,42.27140734185829
2,35.38777505107259,58.433709652889455,54.479040378044175,27.36992148873817,71.27169401071909,56.43673810710033,48.07016243448806,34.84617878705971
3,58.50221812381344,40.88907928434785,31.90539582685053,50.037731196502946,31.010172344862376,55.3943540107492,39.55943966435666,42.00901941883323
4,44.34331563442514,51.574442077254496,53.42659550811789,77.66329707357333,55.28301949272638,37.06145678851448,46.896686999425384,44.41452172075185
5,43.60453834859628,69.62378613492596,46.25675634840231,43.27710971185804,38.088951374118956,56.40801112043687,50.80955230346048,69.24691543708147
6,46.824022914980716,36.88093491796551,56.47491925330815,37.29134174353746,62.76190530501011,57.81500799723164,53.96370745870417,42.5964433273016
7,33.93886147805878,50.98746538456824,51.838214245592646,50.283288210282024,64.9101829328165,38.13199994665968,45.707800369973654,56.551164911556945
8,50.09118592610506,57.60365547613647,46.77898769203868,25.780459339872614,66.16629938737145,40.68457914061564,52.16822435339074,59.65635264630854
9,63.29151803733423,54.99653827816981,55.85848988661147,25.959873248496194,25.460245100787827,67.08587983342159,45.90631860815104,35.526110280893434
10,45.46837771505787,63.87284493025076,24.95574009895214,52.58638841245799,63.0995117201408,55.84772145597212,46.64337531718784,46.41703182589004
11,83.8644468725457,56.496268150147785,63.66015760812245,35.41474938699291,49.28806165003174,49.30001745054177,33.24094290260352,37.797115822073025
12,34.61379101733742,51.07155094554917,73.062168317919,62.75033972027747,43.031315743757325,48.571938897867874,32.136404450684836,43.05235503596968
13,53.332817765429624,39.69237201767589,45.26514352620567,55.8689605725109,41.924095957300864,56.41846644442948,45.46619375655472,65.20689406778567
14,71.07943892406638,62.26484328626465,79.50607049690363,37.64338558957741,78.45978999273422,31.68371146089506,48.646791697595106,58.915525060707715
15,65.25249494030106,53.611736006418475,57.44601012812717,42.33077393018743,48.451921831900904,64.49177310549437,33.594380332959105,44.97870423827536
16,70.17069824382253,49.45544548410185,41.332803433830954,33.019778465320485,38.77998239138367,53.268413746655554,31.895225363045622,36.57462500833775
17,43.23785862668137,44.0086586776678,37.96039047023934,43.13131580164864,66.13035150961693,42.99029947199522,46.12520626857534,43.677042320347994
18,49.56142239998452,53.991878057058315,56.12127888902756,53.24160958155075,62.421928689939314,62.716728649663,18.655547782832198,46.579352613839774
19,34.282299149050615,55.10853201161083,62.80244318364689,31.18583515322062,52.82237819992311,76.71791332672645,49.53287495549322,73.54892751847129
20,45.62235932594248,49.78029662431161,70.34268973428678,30.330269071528157,69.87928852604229,73.93306531725105,39.57407384934288,38.034491424544285
21,37.81956722915481,54.50834748060856,20.29185618362381,50.604509719075644,55.44662553666654,42.33964001218121,50.27004017657844,47.416686617866866
22,36.00240386237279,20.415226466182855,53.88995887895912,35.06021250199057,26.147985614855607,49.88851963977981,19.791467371474525,45.12882230423418
23,62.88472563883344,54.279701794402534,56.83330060088677,51.44711779923177,60.62236985308258,41.480587996060684,46.42490947678673,43.094801076184666
24,62.37257769218848,57.320907379757365,39.94668550341919,44.78399874322224,50.64675864607424,38.11815640873145,59.38891884444984,59.77776705937903
25,46.87565527476854,62.047462116861475,33.528572840503564,58.64916741523383,39.94530821901958,45.3525838880632,46.19722674238155,65.87050643486191
26,54.08798082258894,45.02597406339309,42.9180386218986,16.037662151088206,52.448074699087584,64.42534206749293,21.661407376159033,42.52737387875898
27,31.446055761859633,32.45245403751298,31.355693293680105,56.41649557247233,69.70434267444996,45.03728407437868,42.03674537283649,67.82950862195428
28,76.92387835702874,62.368567774324276,65.82655391547662,34.58029461601829,50.535346496934835,61.899705967923836,45.36264728706532,53.27562838042287
29,45.39098302288685,56.86149942701407,32.34043342649345,67.21672039091074,40.44731937037115,58.86404911495063,44.49792098662299,52.21649624692774
30,40.38492515231913,64.60857834012907,37.10262755781471,45.96179592206821,39.168230048690035,55.536865079499954,38.563788035291665,52.2795982330197
31,42.14577474565071,42.566751629851666,47.293266087043676,44.268367499831704,36.021550132522506,50.926315577299576,31.24829504658114,38.30168210259359
32,51.6271061629218,26.514500187831644,63.176770661911604,46.38175926074709,64.78193486866824,45.149367819274026,48.64394907547318,65.69656123835834
33,29.163331767579294,51.04839453469763,77.47252975211859,52.60242200299646,46.56919155241404,41.82338343327251,29.518974673970657,36.843397592573744
34,32.42352868877718,49.39968776695678,30.29428749326893,58.74619957834034,60.66365822997834,50.96337441953032,35.08157655973571,48.87780354827949
35,51.439205757217415,74.64720231902683,62.05139431418259,52.659028683837626,50.69564883202428,65.54947078095861,44.92193797202687,48.95838492790838
36,26.371836059314006,33.252411173992684,58.42723340957883,29.838408261542583,56.72253175086643,53.696426171180164,28.213866796663115,57.03946525894951
37,48.443552784319785,33.313100540470536,58.7595202935171,49.64586935645226,49.03711188493023,46.923107935985485,33.76890162741818,40.47867620723462
38,59.52086062055925,49.992530000319256,43.22323698413263,53.94264017769393,58.26018009917219,21.499012092313116,45.18575748340948,39.51879938971302
39,79.07965008556738,41.42401602683793,46.26404544334927,56.25093496008639,29.61006745815509,51.65166830356581,45.735840656844665,51.6764008662948
40,58.97061148062774,39.7314969328863,42.706468653643675,38.81255530759613,63.39487967520705,60.24377651266605,43.99141228056265,33.080417658403526
41,65.59323858331206,42.55734440475995,43.346177208341466,38.010161039033115,64.54717069817534,40.21350054490636,35.25223765939232,52.58756535120613
42,22.379864044912892,42.06360487125038,52.87598180441812,34.42472668409459,23.91802799222271,50.45377553801814,17.143885515105378,55.386661695769824
43,28.337478557713652,34.79330723204675,38.94730475407982,52.06284499097368,44.17234947220763,57.96422700710692,40.77034914601741,39.88366005394583
44,48.37140345089527,44.879844853188175,46.602746048795005,51.41701336648001,54.23284718386489,69.84850155091704,41.477304371283644,31.867541702118658
45,56.31223186174858,62.18875299709666,66.25526665120294,44.95505786449814,65.14527020258414,24.647968194103882,37.961881245275165,58.61410006626028
46,38.174720292876145,51.56742338819649,63.90481551601651,44.43325926925727,73.11143909492277,66.11196407295026,37.62219653295579,51.750914356016956
47,32.854148077674594,54.517774174319435,37.19745873791567,32.17181421588451,49.07339968711249,26.07672826256991,30.408952726613286,65.34169132386236
48,66.29985646063429,43.68386097774368,32.61978367823705,57.937846344582965,39.12309527141891,54.79420299455052,50.13541758793595,50.95541587674289
49,33.265871872474385,59.71383320241189,65.20296547095569,63.52484503354168,39.06040031288629,86.05694067830935,25.51563182618927,67.63630545936009
50,81.63440254280849,29.50789874071552,63.387046733102814,67.25212056561305,40.99992270954097,51.22685423510211,36.69727850560107,34.71329728670819
51,71.70129694347565,43.50107911693982,41.868792736904325,47.26926495794482,39.137403476179095,69.12896752178203,53.87932955546198,50.492831536800395
52,58.619965682944105,42.75717769937756,45.00192254685399,62.727370476764435,50.66359221288293,32.91665493701284,37.472216302717655,58.96664316063121
53,14.362516855077557,53.31187997459288,32.9120962300661,69.0477780753618,52.266185361668974,54.114943171912806,24.19831745526048,36.87008035998078
54,65.57580457181957,47.1748003865985,53.16487035288568,30.797016458670257,26.020332411516666,46.39512232588304,56.98802422977908,60.66447551311373
55,40.051487752167205,58.29128973135513,46.53594052719136,29.428041765806086,47.129667256068224,51.55418844105548,29.090223077555283,58.17942955476011
56,58.37414662928294,46.60159818215865,61.20135415506331,58.78669395550849,48.6382447639775,53.919589298226384,28.255183879120818,57.09651486479208
57,43.312252330219025,59.56117182429075,68.97120904319367,39.15682312136615,55.7479017130891,44.54499219985436,45.97395925943262,62.93028113139147
58,76.70409988928999,32.28144491111805,52.60273415518501,47.969130363140394,45.041578697770845,35.4985481477404,51.97996485304385,34.81358001693567
59,58.55777699700421,54.117880954216346,45.930585769618325,55.89745975666892,44.20473289843262,47.00259057136024,43.74708101034501,66.38640335356811
60,41.694364750717284,52.85744028971292,65.02650339650194,33.774013114826836,50.68845248138805,45.49199459842032,31.981610940331457,35.089672617927015
61,76.67449253387102,49.46575693231731,36.56104787788934,52.271607604247926,48.420674895865304,35.47792085917699,29.32066545690954,56.718535729344964
62,36.52886800751165,74.84531261185978,56.14811700638532,31.32971508625953,60.40440178488026,59.199725188735755,22.07433841443558,63.86045264644428
63,44.661638309821264,55.45795909599324,76.12038817978265,79.0385908596098,52.78918142048769,37.4768207367111,43.56859510414806,40.42504667429205
64,78.22568698432025,47.251877631484504,56.0182042349236,22.347294535469587,46.22019133170236,42.84227322718867,37.06404492079489,56.86659542935482
65,53.758979813530814,51.24406136775958,39.27400465953543,42.22208129091143,32.58660136007949,45.706282034982685,66.02576439256157,73.51109532836786
66,37.66278821726764,43.022095443908626,58.176084122358205,47.08107070764996,70.94714613909507,37.128353602448904,44.22368442831941,36.19688658464597
67,59.2918349546076,60.090447388924446,62.67030386645039,57.89602640713049,41.703617403284504,67.63512940081579,52.29135052477326,82.7696905691983
68,42.20451837329064,43.75968514913538,51.74720375923405,46.90661717291016,48.046204311820595,58.661758646896814,22.918847257785927,61.14705290524885
69,54.96667968970551,49.39354836651327,48.28111301970384,57.32058464352587,33.2333394550157,61.7781925479027,43.79968511712566,65.59008290205811
70,41.160638320362224,49.768513886766506,32.65842162375099,47.085727618533774,59.224041173815664,41.196268153552985,50.28677906269537,37.7546497055979
71,35.233409432298544,43.40333279452193,45.17649500646172,48.94591596670226,18.824995939916423,50.60072980229327,31.52940759783546,62.464348361303486
72,36.18940111943385,57.16563059218429,59.577205516286554,63.44167474406055,53.93893534108462,49.504485240418646,45.43512003062258,46.249746610637764
73,67.07885789563339,47.59040965482379,54.25023428475691,26.87020178712404,53.85503626972928,58.7666379062168,50.155217673393146,47.05317225498711
74,46.317206610991704,48.69972179630678,47.08123323574108,73.4664631832276,76.44963739047046,70.4975975499763,52.816886121180495,40.40845917435399
75,35.92377277046067,47.49037157130604,57.53054292881994,51.680530402497965,56.77501486030759,59.0164660445557,42.521910760646286,48.08123269589538
76,53.634988060755504,75.44063213218277,54.878571030096865,52.26844415309912,49.8201295975875,43.28725029889631,55.591923004163924,52.003124119418324
77,63.26406610088418,61.50177097176042,64.00761632310801,40.79811304716054,70.13223955888215,48.840938797901224,60.17758757122944,35.790021080945905
78,64.93911757208593,37.124912183613276,34.81981633936051,52.33503776183912,58.02874115781264,68.5358924007965,45.244186537689345,38.640628869438245
79,45.71414147051181,39.85445209583536,64.06041468785523,43.05603198208996,33.09600655837918,32.77570556670468,36.38905888994326,52.394960930192354
80,47.50413191207727,71.91838833936806,33.38099744079284,72.32744364354838,57.74589375662353,43.94825001473934,18.67845995537059,49.95638878538656
81,30.187243966619942,57.55550754006699,44.923323459460995,45.55278080304833,38.922374636970225,50.24975520127169,30.682235570121158,44.71041972863667
82,41.451224279907294,49.73749779569428,42.03472296864758,56.091235358211165,49.94901786938705,54.89113234597507,53.156088557731564,52.270540485425
83,47.36384944600358,55.81109600985283,46.629123131681176,38.827407671114514,58.43831253714499,46.00656230673202,17.287288223467176,55.7596519354193
84,59.01929583259066,47.61002319947295,39.56284134338134,48.32199454923315,74.53287221108639,35.51748864963368,48.73043687263178,62.156116438466555
85,57.55738939183149,53.952687240203076,53.28507678175832,57.04679349368456,65.97427383694713,44.54600877794206,43.03883733866391,49.89779138031879
86,41.96311974014923,78.71247470141606,40.7195273991519,58.38586528693594,55.86165798518603,65.3524424274882,42.23634758591402,47.723643096549544
87,39.325693823684574,52.88138372244528,54.21984299640304,38.05899749077034,62.726317169467066,57.807378383780794,34.71901856359485,49.21110243577742
88,56.02108521643694,33.49710010628355,49.812159997880926,52.28708591521227,43.252042431135784,58.98902567286761,56.65891550046897,77.36734913474795
89,79.86058826436964,26.19424358694597,72.16298887232186,47.2548177732823,50.10346490725652,57.90667314184118,44.36119705273978,57.94677357966333
90,23.985010348143835,56.29930513289882,45.41880237413652,57.130062080278464,46.75964129392078,57.449179219151766,24.619092302737776,65.91405279452866
91,59.9301244957233,87.66062785453917,39.352982490768525,43.731606545165924,59.929344263297274,3.9632788321249857,37.32522894991766,43.97371568753251
92,43.45025268513158,41.25248306893548,42.41522280743512,46.47171468114293,59.27402115434244,33.94198686835284,51.01507854356412,53.24997224433904
93,37.12832213485708,30.62020802428806,47.55816897557164,53.342103420416045,47.459192830418004,62.7743696007783,44.46045481426681,34.3838914827439
94,45.05201318737202,62.44445848977345,38.954651553493484,42.17281942075113,52.50168016643217,53.387758256502224,18.9128320974109,47.55890394608061
95,32.24800849972105,37.08357348205766,48.85155128662507,59.02330716701946,31.861782544059714,58.990525527000166,20.565680111344857,53.27154477016409
96,48.55592413330701,42.45671583882117,47.18462575153104,41.440638441989655,51.13115403956432,55.60227161117577,59.51881299848736,49.31327033359887
97,45.995601559278555,25.747952576518347,31.04691356643377,38.05786285874532,48.76754233433608,44.55883732431514,30.586011101682995,46.11730554281201
98,62.690626495888566,44.88460853853567,59.416618111162826,43.84930760892149,65.99533386392478,75.23033464788476,30.90113143874722,45.251290280588094
99,18.380389165530318,58.34106634061125,41.008986439607725,51.55930812655679,56.29700708840584,51.92877272795792,18.93920039338233,58.57379593907349
100,30.908245266262888,66.40054024261892,50.121030022267455,43.00428425151062,48.243333098088755,52.01951732907263,40.76304611243517,63.55991706107296
101,43.5624607365861,54.833649228161086,50.82948881405803,74.03201726529504,58.899691069703806,58.20910847001853,46.691464827310455,57.21338204924378
102,62.990544381973294,48.18313112912293,49.29226392195722,71.39299606212036,41.406615822351185,49.85594751494733,55.55976396670597,45.29183154743001
103,65.57187164174105,47.487506587471216,34.03268670165329,44.1692179720046,59.62686346696926,52.32364191215253,54.9941963394142,53.17180079463111
104,60.40282179457331,33.839752027606814,44.83765801515,48.80136813905631,71.7087367992126,56.170658104308885,41.520494799258366,38.24675282757198
