unit_id,UVSterilizer
0,51.48297024482882
1,64.39555979789161
2,44.71357788933757
3,53.60397553853255
4,60.28009933802663
5,56.5571351420357
6,38.092348009669266
7,61.5007378389212
8,71.27159298967321
9,51.072393161087675
10,48.361788442209324
11,44.08114908656726
12,33.889142298438045
13,29.933703455927393
14,71.75433768093892
15,62.01172805823351
16,51.6722295772048
17,54.4573827434941
18,45.665144792720476
19,48.87698432060024
20,52.44775848798523
21,43.381730126085
22,49.675778017380445
23,17.910110887124976
24,44.14698001412045
25,49.84306227941504
26,52.482835034637105
27,43.94769530143218
28,49.591967013449455
29,41.927157282912624
30,65.68004440415979
31,47.61961759526639
32,45.62959284726385
33,61.999121209346285
34,34.05309295305113
35,71.16037769517511
36,50.37333679267107
37,69.09264064155774
38,58.365791152476355
39,53.65175777601423
40,61.46045887430715
41,41.37437933399354
42,67.05136370676126
43,45.930756574784084
44,60.863913226476924
45,43.06319686253469
46,74.24614506081703
47,53.41044651242265
48,41.569547958256976
49,37.1493797591051
50,39.081629612388525
51,59.13878933879006
52,39.71281587451283
53,36.691013039228345
54,40.07171457646877
55,55.63538679732308
56,61.5819946423377
57,37.451729706305095
58,38.27600060541377
59,70.49339597684222
60,46.5994344881218
61,66.01464784334658
62,40.436390351035655
63,38.543425954169244
64,53.215514191005965
65,46.278770019968945
66,48.41176906051779
67,63.35847562890173
68,52.73005898308805
69,55.11408885143659
70,48.28960757744489
71,45.69283384958104
72,49.48765677700413
73,43.812825837047555
74,49.465164706126906
75,53.265271448169266
76,43.770705607660474
77,32.29459562007235
78,62.0349042405822
79,42.16992921694337
80,63.53931080454517
81,63.35353267075574
82,41.757488665088275
83,45.254421357106864
84,47.3848252449322
85,50.77294850104662
86,55.87124449772453
87,51.89384540850398
88,55.33620505483059
89,67.81804595233206
90,57.3602510558
91,31.362211970637624
92,47.478837721800915
93,56.4845072346647
94,44.34780015674462
95,51.211298974133825
96,50.08255322324332
97,51.890726483601036
98,48.492617390458996
99,29.582121810772577
100,17.722292778638362
101,39.90530693926346
102,51.9087100527243
103,55.286278424626765
104,53.39222729343712
105,63.03166247038864
106,80.10212975887681
107,48.59382817682139
108,53.59809834270579
109,48.30878018629902
110,51.075521635971135
111,49.790682230448795
112,54.42784775568106
113,46.47086313226361
114,48.0075505117977
115,66.03115652324036
116,34.49058212938138
117,77.53248921786768
118,44.02524970367083
119,45.67907720780353
120,59.85648033166739
121,39.67280750907266
122,48.91944005753885
123,65.0491403577668
124,47.927299707211894
125,42.0279697498471
126,48.160094491301386
127,44.98872266782403
128,54.39135683836663
129,42.46066736104646
130,55.671916011759066
131,48.73920163781073
132,63.39817691955697
133,28.728443377744636
134,47.2488393883786
135,41.20497033388542
136,49.89314124414111
137,50.06760655489276
138,28.879607476602946
139,56.66912517691832
140,36.7422792256605
141,46.22319209416962
142,52.04501522024725
143,34.6951149953801
144,58.4914283077513
145,79.30190095082105
146,63.034434111325666
147,52.54984694126699
148,38.79473928368214
149,70.84397209717241
150,52.55568462175455
151,53.59557918262218
152,42.81878870648736
153,50.62680720309389
154,58.07891139653196
155,52.90535787233325
156,31.323737007626676
157,54.31020724874339
158,32.356525490889744
159,60.63082449439165
160,24.056077920398707
161,43.862573889387605
162,44.91077415064929
163,49.4637106603352
164,41.36002295103373
165,51.07224388249131
166,54.82291451021668
167,59.963781512862916
168,47.670245805031456
169,49.659590549189936
170,46.477375580802295
171,33.18843944480853
172,59.67571128895823
173,31.54615538475451
174,46.35490706405049
175,67.94586585617255
176,58.36398548358884
177,55.077177768765694
178,61.18042008583074
179,38.029713518820856
180,41.75876541462874
181,57.25327060634267
182,64.28042478675582
183,49.311800850886456
184,47.96211514634226
185,59.553720885501036
186,46.431266578990915
187,44.460393715470985
188,39.69252518643853
189,53.51062930528133
