unit_id,HarvestBiomass,StockingDensity
0,6.665376855901863,39.67929365754899
1,12.259496639633305,44.713141393974766
2,10.7164473914219,17.26878300726982
3,5.103954948415414,12.295529109675217
4,14.019779739008158,47.61954903879757
5,14.003443268451539,43.24898438602072
6,3.3880866526390974,50.78874553163711
7,5.843507114233828,55.98755342141285
8,13.09123083094471,41.55481963441381
9,10.96993140289054,38.7066444078247
10,7.494144155159768,35.66680877265259
11,-20.67182572200441,63.26413485046998
12,4.272439138045746,34.84281797830673
13,10.691954941519475,44.87192674102057
14,-0.509734225148466,47.184702102563676
15,-1.620818244458449,52.925210161787504
16,3.2206204504184246,53.21106087808938
17,14.501878799021638,40.99627935366683
18,8.694377892458714,27.456303181852416
19,11.03109865238466,30.509371361826204
20,11.614671639200159,35.19098450893632
21,7.522376578395237,47.17200906158767
22,0.21687219446434192,38.717354254324114
23,-3.778434476321684,56.74060232063958
24,19.703403168879102,24.285970945413226
25,7.998828551095419,25.218431510466417
26,-9.531642031938093,52.2444238093569
27,9.322876365720308,39.71447773945234
28,14.811236754199573,33.97598364249768
29,10.483459738004964,39.43210069171276
30,4.623102414255688,54.6024921642065
31,4.461622691724546,45.39138348924834
32,9.52657606093576,46.1099133833577
33,-16.12394651407217,67.60755964731928
34,12.6399186521815,54.129500870348984
35,13.913397466911308,34.000834079810865
36,8.691421909159509,40.69930719464739
37,-13.789028771490424,63.4178899466163
38,12.553751865137833,27.219919861422763
39,-4.098434129788427,51.78267816710592
40,7.569934647667164,30.748893398519794
41,3.361276782042977,24.928820788272745
42,8.25579845882477,29.77664003182414
43,9.298384935052528,40.62361082094698
44,7.363373861663089,59.487916638819584
45,12.721021967291271,36.093569298938185
46,0.2583018439056226,63.36756292178953
47,5.842239541517391,36.77152199455823
48,0.054233574913995386,52.02572441829853
49,11.175876877096954,40.60392811639031
50,9.448630593018159,27.389076208422107
51,-3.0803593343587328,65.71597775126209
52,10.842503980578737,27.197841479838733
53,1.8079901626476689,37.894838768141334
54,-5.0061859596009635,61.23359965649095
55,5.6809087284117155,20.836495558114322
56,8.568640756081246,23.66117296311031
57,11.595630368643524,52.58655795127916
58,16.918942828397434,30.59446894408066
59,11.778240809334108,34.53852735989267
60,8.640347875788809,48.33223697413637
61,10.488050066807418,13.003103057644827
62,-22.645067762781032,73.90294996680338
63,13.953094995229568,47.96962929060131
64,12.015137280876612,16.777343764047714
65,3.430539211108452,52.672256402866985
66,10.49551738728892,27.799866358031252
67,-4.818449647195626,65.58101824942007
68,-11.182793632601868,60.86132738004023
69,8.090598593628286,27.002404461364733
70,14.389606987532229,24.264476590864696
71,6.458348119073128,24.820915726635203
72,6.123658190539467,54.291318854081744
73,12.734761776566854,24.385496660526492
74,15.397467870789225,39.90861151324409
75,3.3469732218940784,43.498213403030924
76,13.010068418958955,47.50677098005394
77,17.198545698590216,31.574321723223758
78,18.853928902131145,39.56163596170349
79,6.311744057080914,29.472336158333754
80,3.3164248027991796,40.340882340824514
81,10.180675026696463,44.73983602597508
82,10.446104685906711,42.16543648014184
83,-13.795601319763085,51.24543191810894
84,14.09194612869832,34.000882901162676
85,10.625746318790426,52.16184114212037
86,-3.9194026472805508,54.77394590005566
87,7.2945163388049234,40.62142926821233
88,6.279876465226379,49.485357867407984
89,-15.101444338314291,61.93134364945568
90,6.55047054996246,40.79173211250733
91,5.345454599001415,49.6757533030227
92,17.30934691965383,40.0467487488944
93,-2.769093624157666,60.218808724784374
94,5.363660528556132,28.921783529818086
95,2.072255519513109,37.49113474751257
96,20.36226897739958,35.71770843607831
97,7.150336570510085,33.751415403193384
98,4.693069971184189,44.742839183243426
99,3.7948162858003274,47.31675579188724
100,10.001245771042967,37.16312117747292
101,14.010169933209847,35.818348829125114
102,17.012907327207962,30.81825541481965
103,-4.308417519418037,58.53717726794082
104,6.193677748418093,37.083048590194686
105,16.12203619440536,48.010572548747454
106,-4.934594794249713,53.72893506471473
107,6.561148646954265,52.56024164209495
108,5.167492876391735,40.48133819652314
109,4.3917391973924715,44.538073056833525
110,0.5192637984504582,57.39287312172862
111,-4.72759041133497,44.459909418302885
112,4.197093033179393,38.48771531153331
113,4.073119341431917,32.72793496594575
114,22.234057172376247,40.41021485788435
115,8.941635861292331,27.068207377029932
116,16.717860972925557,39.49130477992394
117,14.467745596298819,20.683055892402656
118,9.315832944189717,50.1956366717913
119,5.1434750366124895,39.31936302809858
120,5.905547916691145,60.486313886752235
121,8.186096301125298,36.67169029724302
122,6.627671453943728,34.27160322887474
123,14.583915840778115,42.42278615038609
124,8.496413135746428,38.28746311620676
125,10.428476412860213,32.56707762800008
126,9.69741079670462,35.68473429295773
127,14.738360867969245,40.246989648017475
128,10.373857769291467,40.742921006076905
129,1.698839636748072,47.534783638147076
130,13.325919331346297,45.38634972770204
131,11.318097990025107,40.714096176655715
132,-18.344388298067155,63.56933543207219
133,3.9778698432300894,34.21203354881155
134,4.695404618753055,23.093097122707753
135,7.914186720366711,50.89038578958526
136,6.305280506918905,41.83103668884133
137,0.5299664601109924,44.13842635839731
138,14.977743168013568,31.566416786041785
139,11.693102924028095,46.52305390632858
140,4.2489244360450416,53.6720937148296
141,-1.8812933996378822,55.12678036902058
142,-7.048333471206714,60.389314954560284
143,5.490899241698121,45.99292841367663
144,5.445965625034397,32.671343338306144
145,7.980252684307237,35.61874090795967
146,1.7575862843806602,41.20261512944436
147,14.390591883304673,33.623214534701575
148,12.324222337993486,27.53591217246954
149,-1.8489104646429495,62.16328499125727
150,10.927041822026471,33.08712223550035
