unit_id,HarvestBiomass,StockingDensity,TankTurbidity,BiofilterLoad,SurfaceActivity,FlowThroughRate
0,9.409631297148405,21.88400859916203,73.86147960710898,47.009469111472626,75.12778984668705,53.63673809576879
1,5.280951939818544,44.563046143370414,68.26088687798405,62.64073911406362,63.25234479843326,28.519687173312104
2,9.243356337334703,29.67123321477777,66.95331143958691,31.095729974669837,62.11970113612427,55.286245464851454
3,13.167964265568965,30.18475873327562,68.27013534501513,21.380912421935054,79.781669148333,49.324369972978424
4,3.189644241368237,47.78264542170965,70.19010464375208,51.59590746718361,68.97885462787661,69.99226555953078
5,-13.306165460662768,63.48789027463536,68.68506693079603,58.163809600211934,73.05886042262968,34.41667959571251
6,7.581120959565113,32.7804744532393,76.12377490902236,56.90668702262095,77.20754406567865,56.02707542510579
7,4.361357204477255,34.715857077729275,70.23047131807425,40.50422570635162,70.85664199205024,72.37989092669345
8,11.216254702362024,37.903438576895965,66.32192684396885,33.64471210653578,66.1899155499249,54.106659804108105
9,10.71755003455312,46.9881591386855,79.65261526528468,60.97693375978235,80.37361613897454,38.630237944502255
10,-3.356516954682659,51.47844795392064,80.37123377146138,63.47941703312858,79.97923157734557,34.86382003023608
11,14.01309602215808,24.88302901164102,67.36593599515435,51.58063612825837,68.37977130994194,41.784495703851505
12,12.916370712467199,22.903641213602075,92.7314466639849,49.076897372939214,83.77742614967215,51.603084921408396
13,7.889946599528109,35.788728431762706,63.73397302360159,46.572925159720185,52.403449846780205,56.47502050275779
14,8.19196199097381,35.347389280077394,80.1407687606823,55.47870329702407,82.65196569602556,35.9455834245853
15,6.760295331870985,43.766538463197314,61.718825346874,38.78437098182777,59.69160193195995,56.14882768134178
16,12.96483079969484,29.408747702380275,80.1057547618002,50.862892543482175,77.50493705637189,43.52752373965913
17,9.838406886436731,29.683057329493863,63.52650799440406,40.49849287536255,68.94728143418818,52.08773670350255
18,6.411875505268432,39.39208475552446,63.41609280670464,46.04975960018188,72.08190242921381,37.40529558589867
19,5.9113250067065595,12.737937071369984,63.7597431926835,47.77297740903784,69.42949666103468,52.00420074506182
20,15.944699373092105,31.333318769953607,96.28516623810795,68.39489417163588,91.6266765402086,54.93049104326916
21,11.521716509906057,35.23948743874792,84.04386706978961,49.535180970090536,76.74848724855018,40.561841330765155
22,8.141087132908842,39.04723867702186,66.78820012454113,29.028568140781832,60.808351532583124,47.47222419994161
23,11.514925036138026,39.055625435201726,71.03022182307706,55.95246072000839,74.20147261783983,47.53661722283459
24,17.718356953143545,56.921585816364406,101.53545878853186,47.545056213209506,101.0995902036797,56.96065586227951
25,6.361529774375371,43.454701736355936,67.66673414408658,50.48651834602464,75.33897775805367,53.77022970973456
26,1.3711989373515077,48.964132133326345,73.29849089718482,74.0326960115257,78.56362324096486,37.75501940927812
27,6.9456995824805,37.5334647055975,74.900220861524,54.627869588263046,73.36138390011375,34.14337186295732
28,6.831722954434866,42.365028281570865,64.98195113365948,39.758201861805816,70.62526584100969,48.77953702454664
29,10.185664346146112,26.451409759567035,72.1681521022048,54.9169722346983,67.1691621018072,41.09745260464046
30,18.186593525578324,44.47920556708474,98.41305191694212,57.433049323840294,96.61773576313693,53.727359879033116
31,8.841380791280107,44.25176112801413,85.57879425700034,51.255369726480154,82.41946858898537,43.95706292173542
32,10.930890663695596,51.227094837237196,81.33640802274212,54.05952013067474,91.06943731797486,55.751645392282335
33,11.189730605582612,43.179419632727516,99.66734281788051,43.91835312574221,96.81027678928695,43.57682710233357
34,-1.525377650881114,46.77699067809142,67.85569946196718,47.98110512203306,69.89177595068601,42.72560130184904
35,-7.58211211079816,59.29410542328449,75.46194842396962,47.24227497684767,63.69752747649472,51.788653519535046
36,5.548370540978809,58.669393841321494,93.65953381796905,55.558159546158755,85.48775273155495,37.7110156718383
37,-10.151201764910201,55.67777437411297,76.13043869667742,73.88360504169113,78.3331671703159,56.04567979606125
38,3.2388383618319745,43.06070294234862,56.25204367316415,71.37698673471613,57.79441692469373,35.40763478679666
39,14.22566694073206,46.24884518717875,92.23586492258214,28.60511966472428,80.83854894628253,47.362559314536924
40,-11.468923450508496,58.98479757150904,66.71367330285138,39.011359206208176,69.02439261756263,60.96215825313227
