unit_id,HarvestBiomass,do_StockingDensity
0,2.471336255276066,25.0
1,19.34358311680904,25.0
2,4.639054768124547,25.0
3,9.00094750127271,25.0
4,7.397189196246499,25.0
5,2.813157221001174,25.0
6,7.996214204182982,25.0
7,19.37090950664689,25.0
8,10.93909551030946,25.0
9,4.040639917877586,25.0
10,6.623277579411411,25.0
11,13.396712918163466,25.0
12,9.475329719700671,25.0
13,9.331132859230436,25.0
14,9.320369310547665,25.0
15,5.771278268244165,25.0
16,8.576579489086049,25.0
17,11.558106302003493,25.0
18,8.746178949576871,25.0
19,8.679529295937707,25.0
20,14.157001622080315,25.0
21,9.224327730287923,25.0
22,8.781976118397269,25.0
23,15.380377512667716,25.0
24,14.577778471698151,25.0
25,13.728135661859486,25.0
26,11.656580897685334,25.0
27,13.042188536912365,25.0
28,5.01703441397844,25.0
29,14.754628786568336,25.0
30,16.03125577021722,25.0
31,14.85389623336271,25.0
32,14.591348241027264,25.0
33,3.328411768144605,25.0
34,5.75208099552948,25.0
35,14.6453340745725,25.0
36,15.119042437424474,25.0
37,8.71784222592838,25.0
38,11.8885808260805,25.0
39,15.432278574804679,25.0
40,11.447642224193132,25.0
41,15.23300704856019,25.0
42,12.207067140869732,25.0
43,7.156354220610718,25.0
44,11.981726711530193,25.0
45,14.31063526241251,25.0
46,16.119223389603427,25.0
47,8.22685866960438,25.0
48,13.472273775211303,25.0
49,11.831257741516463,25.0
50,15.192743202936882,25.0
51,18.585618556098567,25.0
52,10.067225326766161,25.0
53,9.167791163645672,25.0
54,8.519864855577277,25.0
55,10.945497278664014,25.0
56,4.048955387282629,25.0
57,6.898273504435172,25.0
58,4.12754448362233,25.0
59,12.460571750180174,25.0
60,13.192453839850156,25.0
61,13.66420479654783,25.0
62,19.29435929193596,25.0
63,12.448421491504046,25.0
64,10.04054157998506,25.0
65,8.38246136218377,25.0
66,7.1244819432208,25.0
67,13.786314386530524,25.0
68,4.504500319895579,25.0
69,-2.063815342587662,25.0
70,12.995392370445508,25.0
71,6.366832109438203,25.0
72,2.876616192627517,25.0
73,6.642022139094784,25.0
74,13.702898284776275,25.0
75,16.954236600395824,25.0
76,6.906522930230697,25.0
77,7.037987644859902,25.0
78,4.833995489704616,25.0
79,14.621148741383495,25.0
80,3.9721112447601383,25.0
81,13.704502939058774,25.0
82,12.420621980404668,25.0
83,10.680037921317691,25.0
84,13.629251162461367,25.0
85,9.959275333370414,25.0
86,18.831138947021337,25.0
87,18.3253445493878,25.0
88,5.801364708455836,25.0
89,12.203994408788652,25.0
90,6.713239720003845,25.0
91,16.305260566755994,25.0
92,11.539547978386805,25.0
93,11.793942234429213,25.0
94,16.268731665282413,25.0
95,6.16316363575799,25.0
96,9.570028056933944,25.0
97,10.071112906615067,25.0
98,12.718659799706165,25.0
99,9.570824388748715,25.0
100,16.897925668967492,25.0
101,8.945448887719339,25.0
102,7.156687332236078,25.0
103,0.7852086696315235,25.0
104,14.827110715195776,25.0
105,8.260801418028397,25.0
106,21.65685174644282,25.0
107,6.965687915016752,25.0
108,5.185815832924072,25.0
109,9.582690858296337,25.0
110,11.898043430665828,25.0
111,13.062847046171763,25.0
112,6.021040885185903,25.0
113,6.480440013272346,25.0
114,10.96286725314798,25.0
115,15.259602569370784,25.0
116,9.750426699160547,25.0
117,10.834842117527279,25.0
118,12.011477252516006,25.0
119,10.76125638308576,25.0
120,15.921277765271467,25.0
121,4.836893915027866,25.0
122,10.322389861400795,25.0
123,12.400682607729836,25.0
124,18.7784301185246,25.0
125,11.16557333823733,25.0
126,7.251939030976861,25.0
127,7.372419095621806,25.0
128,11.621667563400925,25.0
129,9.340959273199383,25.0
130,12.784227619902838,25.0
131,17.979273293997068,25.0
132,3.0130477721743034,25.0
133,8.497205510014096,25.0
134,5.590030039255618,25.0
135,10.386259017871296,25.0
136,5.872433424649753,25.0
137,4.208254076131473,25.0
138,15.019070668429352,25.0
139,10.74864927404002,25.0
140,9.915420900744948,25.0
141,15.90759064487317,25.0
142,2.896327842493113,25.0
143,15.185197434287755,25.0
144,13.38482874478652,25.0
145,13.699124741353138,25.0
146,11.083011518912555,25.0
147,5.822490862651017,25.0
148,9.587235059417731,25.0
149,5.921545808727037,25.0
150,10.463384773183222,25.0
151,8.839181560363084,25.0
152,13.42185250112303,25.0
153,16.847855685592727,25.0
154,17.658574555343158,25.0
155,7.495873290395507,25.0
156,14.01054866159392,25.0
157,2.5524347663562903,25.0
158,12.363875102489299,25.0
159,12.916467409316898,25.0
160,5.709437746389752,25.0
161,15.928761339541172,25.0
162,4.151801622649398,25.0
163,14.699648413659151,25.0
164,9.725891849165162,25.0
165,12.70571667302383,25.0
166,18.457952029564858,25.0
167,13.324938546916112,25.0
168,11.288950636590268,25.0
169,9.553719481863428,25.0
170,9.427816020183368,25.0
171,4.047772816758346,25.0
172,9.372633074191613,25.0
173,11.174982668388584,25.0
174,6.528136784313387,25.0
175,0.26086450041808007,25.0
176,12.665263570065283,25.0
177,4.04139632307429,25.0
178,10.157356543235904,25.0
179,21.789777089117422,25.0
180,15.080683840197663,25.0
181,9.798510373542069,25.0
182,6.996911444141459,25.0
183,16.531556668928125,25.0
184,3.0170818155317303,25.0
