unit_id,TankTurbidity,BiofilterLoad
0,70.59946542651664,45.62584620829454
1,74.73369696196195,58.63291639877974
2,64.02966892649927,56.49215044277798
3,70.39917453191023,74.8231443731697
4,72.13605869245315,18.937265955209384
5,78.49875466623277,54.88745921153615
6,84.08487879216587,38.578793919627586
7,70.55776691076788,58.72281609043881
8,67.54665458913048,34.90349470189088
9,69.05841343696144,44.19094455719575
10,50.77837148138268,34.7708146249112
11,73.13542708139188,47.54131316407189
12,76.42230352148175,56.01631902526901
13,81.28187597245459,45.35338754671667
14,77.97517297820858,71.36397308449418
15,90.41341854218733,60.29625550483009
16,67.19359343356375,62.612076372883564
17,70.9971707632203,49.75511281100186
18,74.87272378396628,45.25280330870763
19,79.65218735878439,46.79322981952598
20,80.29293108893482,66.1823054446691
21,70.01003168835771,59.623061394832106
22,81.78413401878886,59.56589983691816
23,87.62183345123412,54.577011751896954
24,78.91512842570691,43.991303063236025
25,53.805573186707335,35.7959339760893
26,93.00728932674217,41.622047342603445
27,72.97998714945255,34.86301686206737
28,82.23489773803433,50.28300511762586
29,74.43039402656707,31.022422022589144
30,68.5247937766837,64.40404530288104
31,74.7603111631824,36.30664643032353
32,72.76866368616719,47.130254061169495
33,81.60123515543347,43.95766899102936
34,61.374792006702876,61.978003651379005
35,74.66312855573663,62.51846144338773
36,76.74167930660576,63.758946188566966
37,83.96116633404459,45.79599257112769
38,49.96514916245526,56.28536277949489
39,84.40469792394236,37.70354124425237
40,75.16328517443725,61.4834218745928
41,63.41559396516804,58.52306190960559
42,88.8898569541095,43.65631494185088
43,76.67693944932373,62.741065675493154
44,59.74919336589411,47.84014540924185
45,58.289502079721906,33.914929373393676
46,77.32990569479328,65.48649970865837
47,67.99345588817168,52.645293800302674
48,74.77675380079782,76.59585250884868
49,63.82346817110691,41.595185685949644
50,84.24103960196533,42.04194422891794
51,54.32115026476428,31.900405416821233
52,80.595503282644,51.68429028238318
53,60.67658184175412,36.549420444358745
54,75.10708850585948,49.09646141161668
55,80.99819715931909,62.478008518571365
56,61.60526266611832,35.19464014577581
57,73.60691702553855,47.88037388624679
58,91.46890778671835,41.85841202112329
59,81.25897688788714,26.953276180811375
60,71.82631924772876,72.68221288321172
61,52.14528560482405,43.18207287943355
62,79.29593401965467,70.53675517171203
63,88.02386977558787,64.21085137264683
64,80.82318228318807,54.93446329076567
65,51.22873187883921,60.161778892738525
66,59.895582449649154,55.48574411118032
67,77.8429034402915,63.8587556347583
68,74.4889869089966,49.22114804779462
69,82.3069448546625,44.000003381638614
70,75.60116153652814,46.2869770865428
71,50.38156111947248,37.98225657577202
72,73.30623378344222,54.05936360683298
73,48.070531399310504,50.839567221934274
74,79.54066926466312,61.581477224382894
75,79.98312015647387,49.56647335505189
76,71.1463537946812,43.153408046123886
77,68.05273513225877,38.05322348056818
78,89.11605349870648,39.87421038184597
79,68.667984871076,44.56718024277802
80,77.98788164428152,47.57634961742276
81,79.72157665254717,48.412209559124534
82,90.0091429224737,56.11639247911557
83,73.81179963832368,39.642800607388885
84,68.88832206112828,67.94527181433318
85,69.28969886000057,47.31173842740877
86,74.32700142269066,39.235896020588626
87,76.5466437780801,59.131637802199144
88,50.90918220201142,42.051679954719816
89,63.66671307752782,55.92146454629342
90,46.77474198954003,63.92670097075554
91,80.15675091047783,55.41985856545077
92,98.27965756598238,75.8743885828916
93,67.13427050621844,61.01100498781399
94,80.74669401463977,38.12379709726392
95,89.9480088618119,58.804209432225896
96,59.88617950547316,46.863459923780674
97,82.75424465065878,34.57074375913791
98,80.73408374657485,45.30768340663704
99,56.421824876581866,22.97214745788802
100,70.36298085686664,43.97683274173628
101,96.26760701098667,53.20316357174702
102,72.64768518969588,55.02359652446109
103,64.61011282380571,40.65811076127444
104,69.59184161202062,58.40192034257409
105,76.50435271726086,42.11467716905474
106,77.65096338743894,51.770840406141495
107,94.86337160118394,63.76884787877947
108,82.07712535950247,75.95600120267348
109,70.20430523538282,18.707999567454625
110,73.51267723276065,38.58100606419061
111,62.732715048817646,59.942671788963644
112,56.69082016122946,40.36220944313871
113,87.07892407287657,52.91972639130343
114,87.02928822061445,58.42164861692948
115,76.73593930430884,42.51155268367933
116,89.57060724530949,45.01583730171279
117,71.8780210038421,61.485322937554386
118,100.47680670941412,61.30480058587615
119,64.29214789442078,47.345014237706344
120,58.23900989466652,44.02943655524197
121,78.28153548761021,46.4629176160793
122,65.33730138822709,39.67738963333303
123,61.26539614466125,49.096600820541575
124,76.64995372229227,48.462290388498175
125,67.23255432153333,38.796671147974095
126,88.59792490343978,40.60835078537812
127,86.10130033803942,64.80655510701452
128,58.94553835852538,65.91797786982036
129,75.42105189189421,54.46679880397999
130,79.98461543576903,21.925023832218713
131,93.12944709945718,56.867255041771614
132,76.60141193326972,44.98131007426722
133,75.90735063277987,43.68769247310849
134,63.901772558847,50.38047167588934
135,82.12690544152312,59.16689905790971
136,78.11646751568196,73.65321961374005
137,83.87979553609973,51.825269125923285
138,90.39281902600234,44.4893111791907
139,88.46613197118889,81.16766545527794
140,86.37986479647793,47.57967199526364
141,78.74873960566532,59.94416483777099
142,69.24819310683792,67.76761658380266
143,75.85900525954318,76.87113965820421
144,77.61557562849039,41.801397280043304
145,78.59827401702341,51.14467849331494
146,91.24138701065813,43.34381578570318
147,63.24534662313884,71.17751727985296
148,74.93879910638469,56.68405913124576
149,97.04953132581426,39.32512051672809
150,78.87151605838274,58.05031438972287
151,88.06040137528338,54.84134699846644
152,89.08811091309107,48.38804016378126
153,60.1674062205649,63.8937403671065
154,77.98669818953394,29.51015314486818
155,66.90337873385918,29.75712313996053
156,50.44456710921144,61.31885738598257
157,74.03011029138293,69.26520085402316
158,67.93592958984246,58.744091662462516
159,82.41216559818811,55.13346235131315
160,88.68309920348472,46.78906468590307
161,69.85665907645279,48.772626506612845
162,77.92990846833972,52.16480638728848
163,82.00687794306413,62.80531396322507
164,80.46248538283417,32.65379063640921
165,66.77400745051428,54.717918168992526
166,56.34561027093598,45.30243732015729
167,68.94494850764004,49.81734827122683
168,72.09569947868195,62.18983066643138
169,64.66671242310775,71.5369764169373
170,95.29623850400503,35.75813615506528
171,74.52070531980961,37.13527411046874
172,66.01439116110372,44.8046380616118
173,76.97329634822445,40.24616437856557
174,79.52269830834018,65.97255197336325
175,76.48180129832483,46.66093067060196
176,78.04545759575174,57.882546935178354
177,56.33098333949913,26.834777391938488
178,86.49904638912328,35.10925322750823
179,100.67621965900368,59.149697600680696
180,59.95238989688727,59.342594110821224
181,84.56411739738479,67.17724659558627
182,76.95264486531246,64.70303628083842
183,76.2798647590749,53.27138112703169
184,83.68182332345111,48.56488276626301
185,68.09294904842942,37.60445415194366
186,84.48248714228026,55.042043088766604
187,68.04971446285342,46.095084986213934
188,67.62727959557854,39.38708996608127
189,78.29061098791614,44.40220722804585
190,69.94897598831531,59.205753786257716
191,84.39566307138166,50.618983701175516
192,45.845925993712406,54.80564044272652
193,77.03372256954981,55.35744329316287
194,103.30597910650022,44.60052971101614
195,66.69839013741276,50.745153000153756
196,94.94894670096505,53.69189718897362
197,64.44287138237796,38.374569649137094
198,62.12472322614014,52.4128929623714
199,68.58273918255445,54.5770138481596
200,81.95550973595891,37.80199844505395
201,68.94853851142412,53.03314294016672
