unit_id,ElectrolyteFillVolume
0,48.82598420066319
1,31.12167790915104
2,45.475364813889584
3,51.47834366256035
4,43.61546729094815
5,38.610245557599356
6,59.08604770073929
7,59.17047920178915
8,50.700566370691135
9,50.3600150660414
10,44.29032814547058
11,13.110694219526364
12,23.208782137401645
13,43.2980471920208
14,40.339972953056275
15,46.25529401756939
16,49.68429455203286
17,81.77710060236113
18,75.30729373009038
19,35.748709587266916
20,45.9097498602596
21,50.685178249401446
22,39.823716991601216
23,44.37440722260608
24,49.94390211171032
25,79.48491311410342
26,66.74158981651769
27,69.62371425881965
28,54.51185193168785
29,39.214548467492776
30,35.46352354362765
31,55.53399740315005
32,61.18292163429284
33,24.771811428271615
34,36.889162075469706
35,38.9913993218769
36,55.91141751772297
37,61.47907758272838
38,69.2413520159043
39,72.4248666661977
40,55.75553567473933
41,50.674834646210634
42,58.10966689903324
43,48.76892777518229
44,78.6555896032428
45,47.427211468050956
46,72.24560498284896
47,28.296454597262134
48,45.66853695967484
49,51.1603109431678
50,45.63852601224501
51,69.25491472674497
52,48.65518317056554
53,50.087010616824024
54,60.492706952373965
55,31.764443587532114
56,39.2821884773564
57,54.677756853287974
58,67.4752139544853
59,43.88790898723025
60,45.00969330347494
61,53.776312690668455
62,38.09439752852666
63,49.16988344079939
64,73.76631042559889
65,38.81683571798432
66,31.259463268738607
67,38.36832331537908
68,59.943936393474026
69,68.50426803101153
70,43.50238424998883
71,70.60142847575395
72,65.2465525709598
73,73.7105389701776
74,68.84141954053773
75,50.572756262040166
76,43.20311559917954
77,44.35405283712465
78,39.51541389790461
79,44.07374018663687
80,30.280370548764736
81,48.32026774603158
82,38.29903394896267
83,41.39184304077197
84,60.58359665059805
85,60.7948639207156
86,68.45487046899899
87,37.36300311751067
88,45.89363153901351
89,42.65149264740738
90,44.69181298330162
91,64.67009239858359
92,60.6623318804687
93,40.13890544425801
94,66.26770257025699
95,65.21518821699317
96,41.85259296740839
97,67.70095258971631
98,52.61105848422886
99,63.85246532151831
100,68.20990574196041
101,56.31349921134903
102,54.36107867696517
103,38.31858310142448
104,43.117715081136545
105,37.16196229621652
106,38.881994705112625
107,61.04875041846886
108,40.94419712338819
109,34.517560222930854
110,52.00686739147501
111,63.0553396010764
112,54.25121358172591
113,61.8581692419216
114,56.34507727475366
115,37.441239826009
116,49.06133335319164
117,29.99511136474917
118,57.34142092777249
119,40.089188798240826
120,42.173339459095274
121,61.627259261305994
122,59.06495350163786
123,64.42282234589038
124,50.66060809783273
125,58.90523034652193
126,64.75524369701347
127,53.12593084700282
128,73.39285487924658
129,63.313048014473026
130,62.28505260744069
131,52.972791788839984
132,51.92271231935871
133,59.65691889193649
134,62.77723310165218
135,56.69564348040422
136,78.72627462984569
137,27.085423989709742
138,70.8120640898864
139,34.534037435482226
140,62.2821130626248
141,67.09576338675922
142,66.06137604016261
143,39.21184680834655
144,65.01509281425217
145,43.943133132227025
146,43.5018804081574
147,47.43190001777009
148,52.347969070571864
149,52.039121805427826
150,47.35711236215823
151,43.0598021377022
152,58.45491742848123
153,30.447704390928678
154,45.669418784484826
155,40.360385873324965
156,50.48502447159588
157,37.81508161243848
158,63.328987684272526
159,51.17684636811314
160,62.96653212177972
161,40.72790813993574
162,38.644868544151656
163,58.688293554554775
164,55.479190781641414
165,56.096651880776136
166,40.434507115896636
167,67.34768239710316
168,58.06194124583485
169,68.02239829029602
170,52.039004624121816
171,60.739285153501626
172,54.10938479557493
173,48.49995258418495
174,48.745794470601254
175,42.62808622726715
