unit_id,CapacityRetention,do_ChargeRate
0,19.474812557955378,20.0
1,19.031786680706134,20.0
2,22.81096947236088,20.0
3,20.99199530332764,20.0
4,17.038555614249045,20.0
5,23.95461148189736,20.0
6,17.747842667532506,20.0
7,14.701758151714099,20.0
8,16.90133192741886,20.0
9,16.36786673251821,20.0
10,18.929880459320525,20.0
11,29.8921676290246,20.0
12,17.640004595538883,20.0
13,21.11031510502101,20.0
14,14.495267442654958,20.0
15,8.765039754488416,20.0
16,14.004075684174449,20.0
17,8.693167108040566,20.0
18,12.601457013808215,20.0
19,22.336875121227305,20.0
20,19.452011805740785,20.0
21,10.779736334639537,20.0
22,21.673618171595816,20.0
23,16.916148482002733,20.0
24,17.661596074870438,20.0
25,17.154799626441633,20.0
26,17.35121935258383,20.0
27,21.92278263036666,20.0
28,13.70599092743323,20.0
29,20.215430607430342,20.0
30,20.884500518728935,20.0
31,24.35811106278085,20.0
32,19.23420240233308,20.0
33,12.492220100357361,20.0
34,21.58458303447818,20.0
35,16.54161912923251,20.0
36,10.56080410556702,20.0
37,21.90367934795342,20.0
38,22.017045967751873,20.0
39,19.31953694350918,20.0
40,20.444561048574045,20.0
41,22.775884668718717,20.0
42,22.766287496350692,20.0
43,15.81557207205226,20.0
44,13.119988356261674,20.0
45,19.187812010400087,20.0
46,20.667833744408348,20.0
47,28.13836714748112,20.0
48,10.74873973256712,20.0
49,13.420897614362607,20.0
50,22.846440054036957,20.0
51,13.582628262509427,20.0
52,15.910702327950663,20.0
53,23.467077150841185,20.0
54,17.628476206597046,20.0
55,25.698701299329528,20.0
56,13.179044305144451,20.0
57,23.080274807922216,20.0
58,18.373064020365184,20.0
59,15.347030240176569,20.0
60,28.409815258204375,20.0
61,13.144274068057491,20.0
62,14.919515109742882,20.0
63,20.086384208598353,20.0
64,18.016679640922668,20.0
65,9.854167599696545,20.0
66,16.420565957998214,20.0
67,11.557570660072436,20.0
68,15.344746652854804,20.0
69,17.93632802224407,20.0
70,22.920042768759416,20.0
71,18.159635668390425,20.0
72,20.173681566356716,20.0
73,16.753118661763466,20.0
74,17.913633813756675,20.0
75,14.212551583549356,20.0
76,11.268490269228472,20.0
77,16.72217178208866,20.0
78,20.125484333975137,20.0
79,16.605816072922106,20.0
80,14.284641978022952,20.0
81,16.184670426088356,20.0
82,16.180538255174252,20.0
83,17.754640409116252,20.0
84,13.084734586195147,20.0
85,13.61957487062612,20.0
86,28.927996280869912,20.0
87,22.38469524681092,20.0
88,19.360872228144277,20.0
89,17.247509538899703,20.0
90,21.55130639948848,20.0
91,17.876115962929642,20.0
92,10.832548562493077,20.0
93,15.7210953720211,20.0
94,21.871777690796037,20.0
95,14.94879316027628,20.0
96,15.798713774134892,20.0
97,18.498095585353337,20.0
98,22.287831954180085,20.0
99,17.23806123468714,20.0
100,28.648801015685294,20.0
101,20.090669778471813,20.0
102,14.532866534609543,20.0
103,14.765372044952187,20.0
104,21.49495630526304,20.0
105,18.30972446804231,20.0
106,20.02348152079628,20.0
107,11.83652565968423,20.0
108,20.817069497980757,20.0
109,14.091327779751873,20.0
110,18.901812553049737,20.0
111,16.63343492546025,20.0
112,23.294622032345163,20.0
113,21.672900387542587,20.0
114,23.607436314570112,20.0
115,17.614364667371895,20.0
116,25.129289143365497,20.0
117,19.379953932118482,20.0
118,9.301490704877176,20.0
119,17.31569148551245,20.0
120,18.294943598452527,20.0
121,15.047811021688123,20.0
122,14.392581408756124,20.0
123,17.828679518249224,20.0
124,20.08966070619441,20.0
125,14.213973408326495,20.0
126,15.00563189980901,20.0
127,16.685783230770745,20.0
128,21.917659672337475,20.0
129,14.810106245136321,20.0
130,23.744534738659716,20.0
131,10.191489837760024,20.0
132,21.586605433604042,20.0
133,19.18316349568753,20.0
134,20.53459978806901,20.0
135,19.537762764918547,20.0
136,13.72803627737316,20.0
137,15.310685989975488,20.0
138,19.46077676818315,20.0
139,13.870648586601902,20.0
140,22.52760827830452,20.0
141,12.876356560108173,20.0
142,15.563834236351507,20.0
143,9.676543684019615,20.0
144,12.482961687161444,20.0
145,15.150760788313523,20.0
146,19.826244138131297,20.0
147,15.723652228049197,20.0
148,13.294343678194647,20.0
149,21.763874466104188,20.0
150,12.132694253364516,20.0
151,16.835172141332265,20.0
152,15.669787330582942,20.0
153,20.624205091426724,20.0
154,17.168068028656627,20.0
155,27.437764007586978,20.0
156,12.907366794049274,20.0
157,10.340384140414251,20.0
158,13.823454769362861,20.0
159,17.40428795150848,20.0
160,20.644390415287855,20.0
161,15.114763390476817,20.0
162,22.31066237231324,20.0
163,20.348195944263672,20.0
164,28.566163260978595,20.0
165,18.388432138649673,20.0
166,26.177942731404613,20.0
167,14.710535078654813,20.0
168,21.4413674188067,20.0
169,10.941808525815114,20.0
170,24.315084894150885,20.0
171,19.394636047501372,20.0
172,10.081797049123434,20.0
173,13.017817643613837,20.0
174,19.425231730379995,20.0
175,20.46926378899303,20.0
176,22.228542969999214,20.0
177,13.649446921452876,20.0
