unit_id,ElectrolyteFillVolume,CapacityRetention
0,45.50309614595959,19.0050052498753
1,45.43620576118396,15.364835592751763
2,42.92194787454567,13.791880910909764
3,42.53090519354021,14.130225770136555
4,51.353811196471284,15.063937067323424
5,31.874238610337827,12.231452923531679
6,41.77846817470976,14.468846568359893
7,48.185061303582124,17.87666457235057
8,64.0143374184276,18.33156663846895
9,50.09714472921271,9.094801782166902
10,61.88207335173849,21.095299300807852
11,57.26080421286755,22.768025813825425
12,28.05797040621036,13.419034883381581
13,25.92089805730136,18.62376317005586
14,48.63097909672049,18.089506821032554
15,40.639673981413374,18.892324506982956
16,39.572420913262256,30.673222738107242
17,32.30505103620172,18.969830780774608
18,36.07948858804114,18.408142789839257
19,58.761159679947205,25.46176750977059
20,18.85101751130501,6.550561372632567
21,23.10082497715851,23.2299820182143
22,55.158877032902915,14.367635020417897
23,41.03971839720228,19.13726253526424
24,54.699215493478995,19.55516225297248
25,45.382068069975666,10.261427604646482
26,60.04367277867246,15.879204390781616
27,38.19560967285611,22.396508091523103
28,55.75545025279615,18.425657203741466
29,66.65533754334284,21.855965775260877
30,59.1236426411273,10.615464577113485
31,64.82340968091536,28.403512567634962
32,50.048646161859224,2.9080157284550605
33,37.82598042140068,-30.529244723785492
34,44.558275053887485,22.324875331045973
35,55.43307450429447,8.007393712669227
36,83.13724781669669,21.042933337716477
37,43.4139933625295,16.26293078005507
38,53.079802826684876,-2.931613863915481
39,55.887860178575174,10.037129901239524
40,44.86676704872433,14.433849454551048
41,39.93524652620313,19.844869074051243
42,51.97696155137638,23.170563707177486
43,50.61095150782689,15.75042348231241
44,58.22305521842964,13.261294719393295
45,40.78373031563206,2.8029780679273943
46,45.62055930775139,24.268838456891054
47,45.88231594266905,22.466375229349058
48,30.111079587871878,17.088616089160404
49,42.36250899534418,10.683228276741513
50,45.28392972072944,15.502598923774304
51,53.99359733430432,19.028730959940475
52,55.6063879093279,22.7980530984532
53,63.66520591052533,17.413834689018348
54,47.907951720276046,3.377811006079314
55,71.77210337630437,18.07043323366688
56,54.954131306714245,-2.775615834453087
57,35.50146727634602,18.158504713147366
58,45.70814340520378,11.214902376910205
59,39.056863414054725,20.929454512451947
60,57.31103411050335,17.985422515373585
61,68.62755285326764,13.092848229692596
62,70.62274604261499,19.950691352017113
63,65.40168462180293,18.27573716928427
64,48.88521349824795,14.508075955044283
65,38.18473395680798,12.19135192061858
66,50.834174948027055,16.95381453444567
67,58.567545905972096,17.1619162939344
68,48.68656373346333,14.032208341770179
69,51.73829644193419,20.821757296969036
70,66.00170189985008,19.809879893788327
71,22.04000666167586,19.73108319159299
72,61.243155567554396,12.152439783183674
73,37.886621674423765,22.901075293230864
74,52.23417554770981,22.69599962221983
75,56.96397220484043,14.880823526946452
76,55.23544416712483,19.614444067103655
77,32.96215810265861,21.54630570428724
78,73.8055173544856,18.099287466596195
79,29.994007254416573,13.420217532047069
80,71.46119846226571,17.422503044083033
81,48.965442141737334,6.004830695370288
82,57.06261653636309,-11.607857321978262
83,54.003463547601385,13.70987228833466
84,58.236677215981096,12.99274956919298
85,49.18530300926794,17.643425874038236
86,48.16520042276618,23.078478448528635
87,58.282245202580896,8.789776606267091
88,56.66138115166187,8.412646178326645
89,53.67759989856427,0.3218115739678984
90,17.76141858368885,15.386322005061375
91,50.07429692837256,18.312792632283504
92,48.82137242031825,19.084081295063594
93,36.44402086365314,-1.0530377588348176
94,38.08759061979873,12.622453155142004
95,61.323915858061255,20.46943848776471
96,49.979104192933264,10.63171228081454
97,60.062227665189496,21.48583332991687
98,50.13330551360659,3.428703885959048
99,71.57618093454876,7.828807275430365
100,65.35433336628223,22.086992238272448
101,80.29676919310103,1.0485148864462541
102,45.942400246761814,12.491038131141742
103,37.85476434502374,16.984992351590748
104,63.05125857627699,20.01043971257691
105,74.69745446097164,10.991300943789712
106,35.67059496745057,16.459668526829358
107,64.59997402354784,6.521469288947138
108,52.96597465530423,17.264060998084723
109,75.06803541234066,15.101678457714105
110,40.91781527597348,22.49767856110317
111,47.310892475254185,8.08779264271408
