unit_id,CapacityRetention,ImpedanceSpectrum,do_DryRoomControl
0,23.639164520881824,7.092973595024184,100.0
1,26.772825954668807,27.727364017673555,100.0
2,20.55609144253185,-3.35371441286164,100.0
3,24.796051622331255,15.40521796709529,100.0
4,24.67321540810982,29.913473442794057,100.0
5,27.60944507611275,0.600162448714217,100.0
6,32.06057430520783,-3.088633481848591,100.0
7,24.748213749474132,-29.724975159282103,100.0
8,21.465894307524078,-3.7228875138357775,100.0
9,24.16518480853216,19.47712774973421,100.0
10,11.517249490730753,24.378712960964013,100.0
11,24.73450987725091,-9.107629589145734,100.0
12,27.422004201699533,10.615119681783568,100.0
13,29.87215699269757,21.092761559667423,100.0
14,29.01339976164436,32.31908606507781,100.0
15,35.85143342696325,22.805009723884453,100.0
16,21.912827734936588,-7.124871931355294,100.0
17,24.55504536044315,-13.058472726214806,100.0
18,26.106370019522192,-5.66508232816528,100.0
19,27.9926164070702,37.426128777077665,100.0
20,29.087836618682665,7.273594455965128,100.0
21,23.201632383624695,5.572595273889118,100.0
22,30.669099564651127,30.802395662518872,100.0
23,33.56541323131552,-7.606256920042121,100.0
24,27.751870008323344,31.604523607147947,100.0
25,14.02944524660437,-2.4804638731254283,100.0
26,36.53892295524359,11.565273441167337,100.0
27,25.32804082069705,29.942552304671864,100.0
28,30.596253073558742,-14.029464868334454,100.0
29,26.680528168102462,13.866175628277848,100.0
30,22.61113437560548,6.921343916667735,100.0
31,25.594868871263266,-13.109792364124193,100.0
32,25.91697778209086,-26.94904781236886,100.0
33,29.80804190074448,11.732602032227405,100.0
34,18.878763585309756,8.423484284144346,100.0
35,25.732681315454023,2.561351183303172,100.0
36,26.74443987800376,12.885081185547161,100.0
37,30.202840686656174,19.037021443886175,100.0
38,12.372833962010736,5.141809935554122,100.0
39,31.512315803280195,-1.7002756810889803,100.0
40,25.731556121524036,22.315316694753275,100.0
41,19.950358686815147,16.49418643886673,100.0
42,35.27251471826669,3.343005234289585,100.0
43,28.86469627902564,2.984489065882695,100.0
44,17.8398105145727,15.212772259143952,100.0
45,14.982614943823265,-7.028560005852125,100.0
46,28.811031839118296,54.05523316340082,100.0
47,22.133660488423267,-2.4273045345519932,100.0
48,25.449683264058507,-1.702535216632187,100.0
49,19.499558099497413,3.3568608513698948,100.0
50,31.740371211942453,18.099941088120396,100.0
51,14.55982391636601,-9.983644146988897,100.0
52,30.032982455143753,3.185201210438322,100.0
53,16.38840434778348,43.57385987768438,100.0
54,25.7741315533863,-19.95049897829803,100.0
55,29.890961931553164,23.515899306726876,100.0
56,18.181786635471344,-12.870590301077367,100.0
57,26.284713008558406,15.056272555922739,100.0
58,35.97825549246899,9.614843930608657,100.0
59,28.9719794433255,26.22847219127363,100.0
60,23.826704753469787,8.000021644596089,100.0
61,12.553013466156493,-33.59050710871088,100.0
62,29.793623573894557,32.56999783270138,100.0
63,34.58382162924572,13.190747623687415,100.0
64,30.753671633402924,25.755533769094598,100.0
65,12.434881118134243,20.552075185314926,100.0
66,17.442670919737857,14.889869417104796,100.0
67,27.63088998702516,4.257841044490161,100.0
68,25.362115679232115,-11.293642206655914,100.0
69,30.930551267467273,-24.885536931393965,100.0
70,26.696260339101514,13.390635820583983,100.0
71,12.083011132782206,20.194520880512094,100.0
72,25.645165595915753,-8.19817211594015,100.0
73,9.835178369446503,-0.3111895359334369,100.0
74,28.499556804598615,-0.5195585357652135,100.0
75,29.990379458536367,8.642137861510973,100.0
76,23.881913673166558,27.89068093400294,100.0
77,21.89932013414872,7.067609720568799,100.0
78,34.45481519250403,6.486978590367475,100.0
79,21.848353026081227,20.279579319204615,100.0
80,28.259662120285565,-7.940521793533296,100.0
81,30.76176574091771,14.710823102446364,100.0
82,36.58214718647878,-14.156222951020649,100.0
83,26.235521967238313,-1.2349857571933658,100.0
84,22.328585147503517,-20.289678148738176,100.0
85,22.647954150055977,39.40546620823464,100.0
86,25.684451537218088,-9.521682659786357,100.0
87,25.064572824169822,13.04196899300675,100.0
88,11.64163657296798,24.40401896490799,100.0
89,19.699752550635353,34.43380026635794,100.0
90,10.257127891546187,7.685568146527575,100.0
91,28.739980742017316,23.012622998988554,100.0
92,39.975752324847306,-3.062898810358254,100.0
93,22.785963024888023,-12.188064118800497,100.0
94,30.46868625846953,5.037394113534255,100.0
95,33.76676848785755,-7.676263871508542,100.0
96,17.43758028275321,14.695400671334752,100.0
97,31.551498998058868,5.531117931595519,100.0
98,29.972204378172208,11.616831605484254,100.0
99,14.659569921303211,18.46931216196215,100.0
100,23.40240923258897,-12.219415910746616,100.0
101,38.76093966124264,13.765503190009722,100.0
102,25.262715921061538,3.8859870370580634,100.0
103,20.22535473581568,-4.476112663518265,100.0
104,23.051159295911496,-20.057116339445162,100.0
105,26.61098739328139,7.109761077949855,100.0
106,28.439668951599774,10.534601285985948,100.0
107,37.97252611389235,15.785194580596084,100.0
108,30.953840451208013,9.416018237199628,100.0
109,23.61265955584944,29.723545111002952,100.0
110,26.4017172189064,5.607807932220888,100.0
111,17.75879313290588,13.061550513226049,100.0
112,15.412069261625204,-6.743197193202015,100.0
113,33.45747859085304,6.757599004791853,100.0
114,34.117724223920575,5.53895264720723,100.0
115,26.800209543663467,-6.489481261609518,100.0
116,34.66735640574862,-0.478582660815853,100.0
117,24.709809154387123,-28.81864063037095,100.0
118,41.501932044054485,15.594303159743468,100.0
119,20.46058797770385,2.677827929940668,100.0
120,16.505882967562265,1.4305936768210348,100.0
121,29.259284994839298,-19.046368109490295,100.0
122,21.758137372135607,55.60107649495673,100.0
123,18.897842586225487,-3.69301357121593,100.0
124,26.976218898413258,16.038871510929145,100.0
125,21.328644915735197,26.47388585718832,100.0
126,35.1526656345302,-6.170090777125816,100.0
