unit_id,CapacityRetention,CoulombicEfficiency,ElectrolyteFillVolume,do_SlowFormation
0,31.46038957618743,19.81507826307533,3.509494825122649,25.0
1,26.30541342551948,8.466255488943158,4.0605530713567735,25.0
2,35.358439862723394,-4.029796107254276,3.247539683157359,25.0
3,22.86673480204362,7.241955407718576,3.184488918102373,25.0
4,24.06923980331729,22.26347405676899,3.802352254509785,25.0
5,33.39022070781731,-13.94438810651222,3.0755843408633803,25.0
6,36.126611777598576,-6.12846017710689,3.323751918176475,25.0
7,36.421457449148235,13.0597035803257,4.3519981892044814,25.0
8,37.17464063681162,3.4845030505473513,3.5284874777058013,25.0
9,35.89475691671608,-10.157461196241256,3.8636186706096276,25.0
10,30.361558889124755,20.459097748208983,3.3320605312899647,25.0
11,44.11044383556482,17.81692831718475,3.007194039575441,25.0
12,20.39396117794551,14.309042218668491,7.648358560942844,25.0
13,31.072200288847046,16.84121703051953,5.293504150249444,25.0
14,15.386136987210323,40.74205557004796,4.665669968717969,25.0
15,29.195512357189507,15.895132489644908,4.642333163974125,25.0
16,49.803196595133194,35.3877510562972,3.2271329098056025,25.0
17,31.700239038821618,14.990378217539709,4.119628007833746,25.0
18,41.003912484486754,-0.07769752910135352,3.5862330430872533,25.0
19,32.97594253782854,27.59940844647169,3.8883503411527465,25.0
20,41.662594761361746,2.821572280186424,3.748720449442148,25.0
21,31.675826397031912,23.62140175502975,3.1334303933430774,25.0
22,36.790134824234876,-7.647138938279287,5.244384221609521,25.0
23,29.149049290398708,10.50325548305816,4.612530995966032,25.0
24,31.07567200504016,27.249845347327017,4.778695495772595,25.0
25,37.46153984331043,9.988816034007403,3.610338496045224,25.0
26,26.415780712933877,13.160320549384112,3.8233078544595887,25.0
27,38.93584789601038,14.78258239841348,3.9014265367548617,25.0
28,35.24068174319679,10.30675048231608,3.841124608903101,25.0
29,45.6574651562088,9.592964049256787,4.847293082250359,25.0
30,17.03578335504293,10.983903782794393,5.190890373446048,25.0
31,27.199048244344446,59.43257720792272,7.826598367569433,25.0
32,15.063517571601901,21.38715775603162,5.378862194758648,25.0
33,41.75347155479175,-6.875445666330439,4.478989186739458,25.0
34,42.99382389846954,10.56916030449013,4.589654429644571,25.0
35,28.8563271823611,-12.483147811895067,4.896100589320775,25.0
36,42.59207508798764,20.709593903991014,2.447057343887824,25.0
37,40.83582997736695,0.4325055011644867,2.0754347698654376,25.0
38,17.794445703827783,26.378858021703905,3.094036996770491,25.0
39,10.927595912170085,25.228193559785613,7.783973519571665,25.0
40,34.86489932585553,19.310991457370548,2.6195790762832636,25.0
41,33.77987703809997,22.0178593339181,3.525728500069731,25.0
42,36.380660018171085,28.04764221064967,3.6422329581977735,25.0
43,8.680640742523277,43.514670634139655,7.7249633930494745,25.0
44,33.92401823066521,1.4952827461365068,3.1105538526144123,25.0
45,27.69601500302965,7.503718469733466,3.033377447828289,25.0
46,45.82877967634269,9.520756709612733,4.332503292129485,25.0
47,27.041482131933215,33.12517766858462,4.704904115348685,25.0
48,38.36099513060326,3.158915330017491,4.263134960158549,25.0
49,36.351666269528664,16.750959298338557,4.215567240188822,25.0
50,28.17702548229691,0.24076149474874065,4.709526246305229,25.0
51,26.25318618083209,29.575874444098716,5.193679762275894,25.0
52,32.23846558530793,29.951796778158588,3.8087462566515593,25.0
53,34.520933782094616,1.551180747655641,3.7131657984321116,25.0
54,37.01741812279297,9.654829585827185,5.269208286133018,25.0
55,25.306613174119118,17.861590622672168,3.8669230792483353,25.0
56,39.87510432793772,8.233878880018066,3.61458651572174,25.0
