unit_id,PressStackForce
0,46.987435682077155
1,60.491361769389
2,36.5900650217598
3,32.71150943575297
4,49.158375436712575
5,52.73448178502428
6,42.29605596239324
7,61.02358905642353
8,56.1058561059467
9,54.748937242117684
10,65.42732696541304
11,37.417104414944674
12,42.27105214321949
13,44.74768570556217
14,70.1559903253037
15,26.92729233122229
16,47.931650527156314
17,26.054511553434114
18,66.00588430650129
19,37.03781413919476
20,65.00355039200917
21,54.51670964034835
22,40.65708530976048
23,19.87083311883048
24,44.36605047410305
25,54.121661035129115
26,72.2969767503178
27,59.55760979260008
28,58.34575704260096
29,44.93190074799034
30,57.91483195458188
31,54.032937626060814
32,47.32148339689458
33,72.72841464086675
34,57.49281580286409
35,43.44794200991295
36,42.25371937177534
37,49.01902434624144
38,38.43841122409217
39,43.63100093881217
40,61.09126383442165
41,53.69405530996019
42,58.01302131084851
43,38.95445272420449
44,36.63072692908166
45,58.943265706304274
46,55.96639826521694
47,68.60038776069374
48,43.443906810576514
49,68.58145212062347
50,50.45844886986933
51,66.2837479469888
52,72.42917835860497
53,46.296730861890076
54,46.155462105802734
55,32.73082511181975
56,33.09931770629439
57,58.26966348780967
58,40.806205615874006
59,43.71549495600172
60,39.18675471724687
61,39.40183883297594
62,51.748040214555225
63,72.27040278199311
64,60.555882044996636
65,50.872507279473396
66,48.20718619390537
67,60.280671750745974
68,56.91903432112097
69,36.9239999591881
70,52.76002479840291
71,36.13784503285125
72,50.33149540870163
73,33.88573701432985
74,47.59551738002404
75,42.33349536844452
76,62.911941412204904
77,45.41054802213313
78,52.69400338033271
79,51.561749647193885
80,70.3540141995225
81,58.82809684429508
82,56.209614575900865
83,47.054619244354605
84,40.36439865431521
85,54.627180268058325
86,57.68257748818603
87,44.664324554688065
88,31.97070694045727
89,66.52572313981938
90,19.24602509398734
91,51.8663137583127
92,40.5782142532899
93,59.19252227933506
94,49.95491309798386
95,67.13459371521715
96,34.087832316487855
97,43.367892894992195
98,72.3255306772869
99,56.91098553939147
100,33.83126128158343
101,46.71452219257251
102,33.146519702576256
103,46.89416841037333
104,27.470395140150615
105,51.73202400448032
106,59.26726803896107
107,54.23025064884098
108,35.43111980856831
109,65.30034134800374
110,49.87043249450409
111,46.41342849971328
112,39.028913066013395
113,56.09304015987066
114,58.2264138627442
115,51.83125808049741
116,41.86638074493235
117,62.18573467131438
118,54.36430827098315
119,52.89091614684024
120,42.786445020782516
121,63.60180601119586
122,40.9702978610524
123,44.5603417807905
124,49.51273600629866
125,47.00227852326645
126,43.670111283387676
127,59.68649587370801
128,49.309684129401255
129,51.13759230599587
130,50.199130985031786
131,41.303845552316645
132,51.89391808831294
133,46.87836234884169
134,37.91633391551498
135,66.33163607671963
136,29.325946068129213
137,45.100804852095685
138,59.98235382101019
139,59.6472315732266
140,53.032185912132974
141,61.48821395651212
142,76.67946338017002
143,31.020651101939567
144,48.51651518874903
145,31.84070697245025
146,53.53919945952122
147,58.62759067023781
148,64.39013925858863
149,79.95823329043306
150,48.50941200754198
151,30.765151392550973
152,41.02186818360524
153,53.36013469444995
154,61.39811416021013
155,51.944250874254706
156,58.05046216768852
157,64.27724234729233
158,34.22654269211405
159,56.82201067831702
160,49.79804622376877
161,76.07262770396551
162,55.4157989645124
163,55.24772123669053
164,65.7390823836337
165,51.97784340951101
166,33.52488424927737
167,45.499121970624046
168,32.035079332729985
169,58.119053167273144
170,41.69338911185342
171,61.76538073115788
172,39.53081591429592
173,39.85981050536184
174,48.21706219375556
175,58.207136110375366
176,67.66456077567176
177,54.153914414594944
178,39.42598799200327
179,31.96477540914436
180,53.58752275670949
181,41.29081765135674
182,54.610035540631706
183,37.16559839265322
184,65.60395925156732
185,45.11378126965915
186,52.39882084681099
187,59.29715200728004
188,35.21130166047157
189,60.7649353317194
190,55.6509350873173
191,55.55517236300976
192,58.77529507240418
193,58.925064686253044
194,67.69227909631832
195,36.49196162292209
196,66.03751938756085
197,38.92577835583174
198,67.60203574240617
199,49.510096196725
200,30.91135449133641
201,17.602420553942434
202,25.239160751426347
203,45.72233326013743
204,64.68401161854594
205,69.91726858448133
206,50.56063717538513
207,47.650516644781575
208,58.54276092634694
209,48.293969704991184
210,61.77634363093445
211,65.46297441616726
212,66.46936360893221
213,61.49202077802296
214,62.725602635810915
215,37.656644933652736
216,48.179147912170244
217,36.84752855133313
218,37.990828411147746
219,45.189103635797196
220,48.66573329468237
221,45.03003271374734
222,55.52367349933429
223,58.77793217388769
224,48.74029625922584
225,42.77208789063525
226,53.53781234096079
227,29.48005695314261
228,56.04225297478288
229,63.641397151634926
230,43.02483189795071
231,54.877566661494924
232,50.26260490823304
233,42.84803254425506
234,51.46319976565742
235,49.68516550441783
236,60.30616368009711
237,36.06325639585979
238,46.77247556275145
239,57.74320379597862
240,46.932457498573356
241,63.05778686229288
242,49.09347106079943
243,44.19982144291186
244,58.67383733766804
245,37.723710970950755
246,49.06893726822285
247,56.77422744351977
248,28.9649002490033
249,66.17637582165736
250,39.081983989097516
251,55.53145344012948
252,45.50557159416836
253,52.49618633808318
254,43.197366322603926
255,70.83259370454704
256,62.351512983352144
257,43.72376119788442
258,49.09952039436484
259,52.81969420486987
260,44.37075642888132
261,48.89950931582741
262,46.75356078704649
263,57.64013145920964
264,36.94875510753549
265,54.51479217647356
266,58.47324566398352
267,53.06489641081973
268,48.67298924145029
269,56.462897782437445
270,57.980073120907434
271,57.693869640611375
272,35.53193626809377
273,24.608318516504017
274,68.69087505419486
275,40.759478103508606
276,43.16363328630769
277,56.02819752583531
278,50.3347357273054
279,51.44384488506974
280,59.017059256594735
281,46.87349678798324
282,48.09361901865808
283,61.01944118535097
284,48.19073394472218
285,41.81140246263885
286,38.34025537788217
287,32.38932941261525
288,52.776943734339575
289,67.9008468297275
290,51.01051881972467
291,43.12364393560544
292,27.020181043799706
293,59.69636804567679
294,51.12894291576286
295,65.4503828179449
296,52.04614712149653
297,35.44080766593423
298,27.90231956907941
299,51.74673737744134
300,46.341657998902676
301,52.41522409837122
302,34.36400143227082
303,63.73721265811966
304,55.61780396430048
305,75.78914237121361
306,59.147992886479955
307,44.93619889309607
308,60.660829769826826
309,47.963826956812724
310,48.55943122204804
311,50.233151603406206
312,42.9123811742198
313,53.91112185446843
314,40.29395183223539
315,18.59765408068179
316,45.03838193641889
317,29.017149612959816
318,59.9863289518868
319,24.392642451007717
320,56.723151585661704
321,18.948272993814726
322,37.52087230109762
323,55.25333716449476
324,38.85909303875242
325,77.68788455437358
326,65.65061618249815
327,33.93690944347523
328,31.53002920686176
329,58.48496440716139
330,78.9471178742343
331,56.415080304790926
332,40.03354526309055
333,60.22986152276395
334,57.80769318556434
335,37.70579496916374
336,50.490541747493374
337,31.069227492339273
338,41.55020658671869
339,30.015805913159294
340,37.9053798065331
341,49.41771069458088
342,39.407127013229506
343,68.84536521087249
344,39.56767272761038
345,47.606446458304745
346,62.68275413225057
347,55.33455583394365
348,61.877609700150046
349,70.84150622409486
350,39.71479150878238
351,64.58597592485908
352,58.37751535518606
353,13.837856043751913
354,53.15737654800209
355,52.95111705754019
356,31.52146477723965
357,35.870765509971655
358,54.16956184957683
359,50.50017886531579
360,66.60490988938449
361,39.52832220142094
362,45.50619269682095
363,43.671854886828825
364,51.36126788672527
365,46.91806246959026
366,71.37639287498084
367,44.57616373138127
368,70.04725926542494
369,58.26718069566698
370,43.00211740783338
371,69.08555010050274
372,71.41946715204212
373,55.63540520773678
374,31.41130953157641
375,41.61086453011881
376,27.29647304003165
377,55.65742883698695
378,38.87647016440051
379,74.25164976868919
380,65.58701999187471
381,60.36640535384266
382,58.27069835139309
383,43.52801382143775
384,49.76714754787237
385,25.719833804734336
386,68.92259176913474
387,39.35659431044191
388,39.19810799479621
389,66.20343030325519
390,59.673231530173126
391,69.7077700864586
392,49.64770395809445
393,50.24429234841882
394,33.48504146957728
395,66.90671671344846
396,34.47904073806542
397,36.469437238551635
398,49.1959102069909
399,46.08244453251422
