unit_id,ProductTiter,BrothTurbidity,do_chelator_dosing
0,60.72082596894568,17.953135198256568,90.0
1,64.32232656825502,8.136423079536993,90.0
2,38.995375423735865,11.559906770235688,90.0
3,48.725030472246615,-6.388039183002004,90.0
4,71.57973087481618,3.6925753290912846,90.0
5,52.6604719519128,12.752983359690807,90.0
6,62.83504396334659,6.417280329973053,90.0
7,59.43329546339165,-9.682839692779263,90.0
8,54.82718473883897,8.87468041006615,90.0
9,65.15775732687334,-3.065781074622162,90.0
10,68.37601335213975,8.120169945367916,90.0
11,63.84432340336782,-1.3901342980974585,90.0
12,65.84924723116917,-25.182670643562027,90.0
13,73.49715272436707,18.134648705227228,90.0
14,44.70141339234204,-8.062490316194657,90.0
15,58.95685427034118,9.849123818315682,90.0
16,56.21094037386288,-2.136581386395582,90.0
17,49.289139570236664,17.814393050522803,90.0
18,58.82868506762269,5.433226395991547,90.0
19,61.677337500342965,5.303571673772534,90.0
20,58.17220846640572,10.89906686478818,90.0
21,45.85244040728361,9.993458553646203,90.0
22,60.826043027958065,-7.118653059805986,90.0
23,63.15332667255768,19.245911517080536,90.0
24,62.391986097552184,1.9853606441498362,90.0
25,62.7010969729707,12.7912452676807,90.0
26,61.563208710334735,-12.455299321535488,90.0
27,60.291096313259104,-31.68928599487034,90.0
28,58.777539381667346,0.026046992232659605,90.0
29,62.673509345214775,-1.9437736296668575,90.0
30,53.378252955674405,7.280887632824555,90.0
31,65.19326579747455,-19.068052105169865,90.0
32,52.13473902310052,32.59247088915483,90.0
33,62.671362287273425,-9.332554977937257,90.0
34,43.08148823240468,-0.5740331305366073,90.0
35,67.32899325271879,28.153366073622824,90.0
36,59.46873209173299,34.342417563369445,90.0
37,67.90844552529015,9.801940947303365,90.0
38,62.054743418276594,10.88991210023957,90.0
39,60.01930300555916,11.568521071262438,90.0
40,52.8973482988897,21.20302440946005,90.0
41,51.50687442822678,3.468302408843191,90.0
42,63.938470791779714,4.09865383291983,90.0
43,57.19857267287964,-12.64153541254311,90.0
44,63.972707514979916,25.955522307354418,90.0
45,59.88717886833111,0.055797675394494206,90.0
46,61.16292809586125,14.675365449860431,90.0
47,62.053762278490204,-6.048948548567651,90.0
48,62.267922796618585,3.3463684735025914,90.0
49,67.50495964928882,22.76822749045621,90.0
50,68.0117170105944,0.6967261922400416,90.0
51,54.620803161310086,9.069332907326059,90.0
52,65.36814622282611,13.103446524741422,90.0
53,45.86939292789683,32.481931787746525,90.0
54,56.795187977725696,33.683891728892334,90.0
55,64.81780363220466,-5.531736330080628,90.0
56,68.93295641863486,3.6672219403317197,90.0
57,54.27651690527395,0.864566564441394,90.0
58,56.02033674132343,26.960655216559676,90.0
59,56.953215528151325,-13.349268528556589,90.0
60,59.37191157159977,2.21200755570038,90.0
61,69.45536074174551,3.0716544078939023,90.0
62,52.510179763369656,23.318805806336176,90.0
63,62.89015618883302,30.63286758591663,90.0
64,60.288592542795634,30.7122305842268,90.0
65,71.51488358329672,-0.9394252327965757,90.0
66,55.783244818711154,25.258489553099032,90.0
67,65.50942826627333,-13.16341276401791,90.0
68,51.621057636055035,13.392203675189117,90.0
69,55.79686186923009,27.656171027757587,90.0
70,65.67795465101524,1.7826700824785124,90.0
71,59.940694226115845,-19.606520071221382,90.0
72,63.96469168175704,-17.140086848490277,90.0
73,62.014537011523934,6.946742852596756,90.0
74,53.64424758982567,7.796054326758927,90.0
75,62.60868870287878,-8.522771447600693,90.0
76,55.33897247591133,-2.8870013337096507,90.0
77,54.58801451339372,23.82270207825235,90.0
78,49.39446475212516,25.109358776081493,90.0
79,63.24704068717218,10.317971090164722,90.0
80,68.58963939458266,7.7887115656933466,90.0
81,56.25680249171304,7.453496081746609,90.0
82,56.70734425718615,0.24765672890869972,90.0
83,72.05259932847252,-11.172888514074025,90.0
84,52.36180976867644,23.814679215266708,90.0
85,54.977272654999446,6.675435219288209,90.0
86,56.78024834235406,26.16862548320737,90.0
87,56.08808224672846,-5.371682472629264,90.0
88,60.18132465835149,-2.863671171856141,90.0
