unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,do_do_controller
0,29.982267316628885,71.88489244832331,46.82765351938768,80.0
1,28.524493267946987,76.10586873329382,62.8127960797034,80.0
2,23.41833549322018,76.7062073354946,46.56794004486891,80.0
3,23.215233952090344,72.81454219754818,57.113018985552074,80.0
4,2.817242348865207,85.39570112455891,83.81454323711506,80.0
5,-0.5247417928405704,85.04981870783888,48.24211848939713,80.0
6,21.629379387601176,81.34741932233489,64.72087154513571,80.0
7,24.746627204738537,82.3117653676861,46.286827009117275,80.0
8,5.480012860752412,78.85271471624057,78.79382104363597,80.0
9,47.45935820990444,79.87689307531888,13.181829367031712,80.0
10,-2.7521871139314107,73.94191522036078,45.86608694342916,80.0
11,45.88134118523385,76.77368362577607,39.71931944544123,80.0
12,17.03232273154813,78.68205347270273,47.81233117384974,80.0
13,15.0397808655193,73.03039157110095,49.98628198384516,80.0
14,15.856378084726995,79.06839396199989,58.923286961180835,80.0
15,25.680953834342375,85.48750857574348,63.75779793860788,80.0
16,23.8553394672808,77.19869147226328,14.479600171489665,80.0
17,1.334860715190922,73.69011726089097,64.34473619089411,80.0
18,12.531708171523839,85.01158220684064,33.859779699683344,80.0
19,18.45994740629766,82.73217337658895,71.5457941469196,80.0
20,25.366447655587123,80.45630926346455,27.041133604033877,80.0
21,36.4261234205839,84.07235913557321,18.12989898064891,80.0
22,68.3103891857589,75.99061240608145,22.43351846545233,80.0
23,-5.724091558649455,78.95760112130318,54.37248867389551,80.0
24,11.881386409065097,88.32687517519466,59.95196223069634,80.0
25,8.940507483306362,80.39021807557958,57.337504792065445,80.0
26,19.463158515412555,81.08847761523415,7.700072958771912,80.0
27,27.43703272399718,77.95543481050328,34.482541248838274,80.0
28,28.37924552322635,83.52688938461984,32.55074149611198,80.0
29,9.744950530021477,82.38219622258154,39.96417859810646,80.0
30,45.807815369729205,82.69462069430615,23.233337830856513,80.0
31,31.195254566346883,79.64708644902389,33.87752123855627,80.0
32,3.1946604542676056,83.46538396065509,61.85706122066372,80.0
33,24.038145086197364,77.9024411500827,47.59078403887972,80.0
34,56.246351616212735,74.81797215774165,11.927098669939664,80.0
35,54.12026889231433,79.04898355283947,17.584285088299225,80.0
36,24.090907030858858,74.12402477619759,29.83127371692828,80.0
37,14.959687994194374,80.31017044408267,45.26781384915716,80.0
38,15.052892549816244,76.75842584238374,26.960945094330985,80.0
39,29.294664070666293,76.24892191222062,57.64951969342961,80.0
40,27.975929748201974,77.10850697101652,52.43585286933354,80.0
41,28.98972887751777,87.10440338357049,69.70818273205289,80.0
42,28.014614508109567,88.06569326234519,35.72665340753758,80.0
43,16.12657148688321,79.85371787309992,33.90614735520447,80.0
44,11.23805029507748,82.36554181265173,47.424646044406884,80.0
45,37.48815535728501,80.58260332127882,50.49598389770853,80.0
46,23.63891266902878,80.7695867374764,58.2468203610437,80.0
47,20.320019226349178,81.64378695752572,36.620209387745994,80.0
48,3.6938224614711563,81.25764192509308,77.96542001238902,80.0
49,9.402870556098756,91.03378616670027,27.617899039010748,80.0
50,21.277199827282292,80.0096476869622,49.285774852271814,80.0
51,28.802863213130493,79.20315749365275,35.214052338526486,80.0
52,46.167912041101545,83.88286983644848,1.9343373721408774,80.0
53,17.28711433768212,74.9788677663517,37.52482784871199,80.0
54,-5.072745615080054,81.32481598424371,60.60566345200738,80.0
55,12.206671040504034,89.87992480564073,32.55897491337367,80.0
56,13.147991071016161,80.40285579020676,67.48046969826993,80.0
57,36.48183645939265,76.16615538711167,56.27023659737702,80.0
58,14.720755078259222,72.35344224883211,41.23368314348049,80.0
59,13.413735223396625,84.48220590562033,47.75589964790318,80.0
60,39.86781742496827,83.37983278559513,27.158900204738195,80.0
61,30.493129456601224,77.31089340434903,42.6502748975697,80.0
62,13.649757851042128,77.98991833020114,44.77699380768157,80.0
63,29.103418962414608,74.5897319975543,23.001717622581094,80.0
64,21.814706630139327,76.1879938077229,73.11684105305221,80.0
65,8.916973151023651,82.51976980991864,25.06928152156214,80.0
66,17.722977488860636,74.84779335650363,39.58232189879717,80.0
67,13.453619703976884,77.20111037748043,53.79098330564373,80.0
68,11.487025565878263,78.34088182386658,46.595528344346135,80.0
69,16.02098758568441,79.42432525495981,48.614245003962736,80.0
70,1.16314065670967,82.54862002003789,48.83494334584638,80.0
71,14.720304848199872,81.74969250814227,51.28742755619693,80.0
72,42.478374369244136,78.56174236898099,47.90745808234149,80.0
73,19.040989439420372,83.17587748592163,47.87634191419703,80.0
74,40.33044760967544,74.88552119892591,68.40460493265299,80.0
75,15.509301750359722,81.25607283242236,38.67993285018262,80.0
76,36.73992848052319,76.00927273532355,39.05800660810118,80.0
77,-4.995301399388557,72.75834188338352,78.02464156671543,80.0
78,13.711097857973503,80.91210126093776,52.35532642386621,80.0
79,22.90678799790991,77.10916362656805,35.36141528562978,80.0
80,28.413828173622022,80.79187203998578,49.98952247254753,80.0
81,20.819476925797957,80.744834747607,52.195523083273685,80.0
82,20.689418263670895,82.82957270899114,43.90475392917979,80.0
83,29.608433162706767,87.73599966499053,39.699760167244115,80.0
84,15.393903704436507,81.08785143591867,77.82534420184834,80.0
85,34.971994336614436,74.38386661234485,23.05276096825017,80.0
86,10.468316867444313,77.45724242997451,31.05788425159315,80.0
87,17.244789904277468,81.0006378749841,48.34193842896209,80.0
88,26.16363849721264,83.50737313024443,40.42768600785882,80.0
89,15.403185242180193,83.25739533464497,24.512837031661682,80.0
90,31.582808021646947,81.17931612283719,30.34199849714459,80.0
91,18.889175110739224,78.85389301189811,51.17553018792692,80.0
92,9.734312793646366,75.50938244015197,38.17890161889722,80.0
93,56.93136109389426,83.77686090442775,1.3290009096505724,80.0
94,4.603153022974798,82.2038095717637,52.267242196397646,80.0
95,30.69423135223171,80.20477164390692,26.64540706017009,80.0
96,7.955379207422734,83.46772360258288,59.07348091373493,80.0
97,46.17991315851164,86.94951611143665,32.0458637982706,80.0
98,32.103588445948255,83.53503731443939,68.8245929547987,80.0
99,30.783752664295733,78.01142773324369,50.62154632623802,80.0
100,19.66631990335347,75.61986768104747,13.09658147471697,80.0
101,15.4575612691997,78.72761201474427,15.904083224456759,80.0
102,35.60925308812929,83.81609831887786,21.796327417934272,80.0
103,14.147307747540497,81.1503022630283,27.276872609667787,80.0
104,22.88401683862011,81.26045501278912,54.82190250634285,80.0
105,9.701202688901056,83.07948735920368,52.074670669390166,80.0
106,18.411101526787007,81.55184920160339,32.88112762718487,80.0
107,25.00566347544999,75.27997004929807,40.370549002432455,80.0
108,16.145544520223723,86.11435365723153,35.3946120041975,80.0
109,27.067558775094575,86.99358646651949,81.18313264066727,80.0
110,16.94026006519436,88.7140638177439,40.33357497483982,80.0
111,20.884298804252218,80.94485574143748,34.7145563150157,80.0
112,10.219172012649086,73.23194101170581,46.653400369232195,80.0
113,23.016445263146984,78.16760481917501,18.378258547097705,80.0
114,8.786591462294755,75.56058246202221,47.77797070437357,80.0
115,28.344822705147752,85.66989722069563,49.97690485697842,80.0
116,53.301789932163075,83.42241554125117,61.171840437855664,80.0
117,24.920011537936603,85.84089614398358,66.71179734339908,80.0
118,21.076501637453916,71.99681691672404,73.36680756062295,80.0
119,40.746355788564465,76.63782966071798,19.252411358207116,80.0
120,31.87657420861875,78.51421232148975,33.328335152127764,80.0
121,39.5248883184361,85.21786328387493,19.97578882353875,80.0
122,17.678460812479607,81.2839206594114,52.04400478916851,80.0
123,38.40918946193977,85.520000917685,35.116043125839624,80.0
124,1.310919543512318,79.8931088135954,70.23956913620923,80.0
125,30.4049847080719,80.29182323593696,68.50117674121373,80.0
126,35.82755432063013,80.05619292016097,47.63691460266698,80.0
127,13.950131746507102,82.00224186713575,68.84119238781989,80.0
128,21.089937254800223,80.36741114638299,53.666195667317666,80.0
129,9.58104451145865,78.08282185989209,62.14077435703742,80.0
130,26.922310352852953,76.26298514944585,69.19237392851997,80.0
131,14.722892096617477,79.42224143140089,70.15176629979142,80.0
132,35.8201815623146,77.86749066967941,15.323516420908836,80.0
133,12.151878734864365,79.85021060126004,18.579927469637326,80.0
134,8.398520798621691,82.8156805751883,47.772158393656206,80.0
135,34.884586376891555,80.9507929232118,21.97728859971771,80.0
136,27.766398364523376,74.74527140461815,48.48541705359452,80.0
137,23.156140653395497,79.01127651090188,59.849874741335526,80.0
138,51.37917558022551,78.22875824749096,18.753299582090357,80.0
139,17.680267720009045,76.89182061244583,27.020148878521592,80.0
140,8.056976365389142,83.98454067218505,58.86967306830843,80.0
141,30.504985082986252,82.828887069327,48.41146879704042,80.0
142,2.2910759192381187,80.06425032135536,40.2261418163386,80.0
143,42.04164513649412,82.22084665637686,14.608908776318826,80.0
144,35.80112061755803,74.68047540709281,53.62687719329473,80.0
145,34.32201479906842,78.23131669750279,41.19458555480674,80.0
146,12.309063371316661,84.7025886776683,49.67887766370881,80.0
147,28.95272619216831,79.77960565146594,34.76617185514839,80.0
148,12.218643639970898,80.0069545663162,37.2610696929766,80.0
149,16.69849906140898,82.71911289171649,55.525889588020235,80.0
150,26.20674922167332,77.58398505987503,14.752765558736378,80.0
151,8.2402205648577,79.81423569162202,76.65430045050933,80.0
152,7.061640125275824,87.22281622600624,62.51782395411787,80.0
153,34.71184637660507,74.4752184003665,17.27042633914462,80.0
154,26.2019242659132,85.97027628933358,50.309399030556456,80.0
155,25.217108217070557,88.78919792383641,28.86030273847166,80.0
156,-0.1845879897531031,87.15897818398118,76.17479737371923,80.0
157,10.464764636691626,74.31781371006775,59.641030689386085,80.0
158,17.851552847014638,81.5586321651255,59.869153208858464,80.0
159,-0.9017545744284887,76.39625253228215,75.53843318704504,80.0
160,17.15714646274735,75.21242206870814,58.81561071394444,80.0
161,21.591276989445227,78.22487970017816,17.306987038407875,80.0
162,19.55169409746313,80.70997502408895,37.89651655917399,80.0
163,10.176440296208003,80.44466632294464,50.340137143857625,80.0
164,20.46397159817058,92.11821708823221,39.72979189559738,80.0
165,34.30266269219101,80.2174496062987,45.43553581315257,80.0
166,19.4780785364967,73.02010923191128,53.21080992040262,80.0
167,22.74732888918211,79.50989000352703,33.91534069767979,80.0
168,32.93504745160068,82.18166734991844,24.241206795306752,80.0
169,7.594822650178468,80.62615683743192,71.54952544416304,80.0
170,14.77529493847142,78.52827607003692,32.186621710828774,80.0
171,9.488408922055061,78.35979448720076,76.43544783396877,80.0
172,13.81264492919268,73.73882554153116,78.24599425699081,80.0
173,19.078865147788715,73.99243381196652,32.36398651247272,80.0
174,33.022335606730024,81.60460421368062,59.65218100526878,80.0
175,-1.7711959434106348,87.89605756966787,60.269599948270645,80.0
176,17.07154371708483,81.95229322288854,61.88802251254558,80.0
177,23.327382216508873,80.56101254399566,33.132986790921926,80.0
178,41.11906232676464,81.72261310646108,41.302721117111254,80.0
179,12.767195592152682,81.02826179763127,73.51175917451992,80.0
180,-4.084920737714622,74.85497112037574,53.68481679234344,80.0
181,29.246991177552722,74.7532967414784,66.0439939089089,80.0
182,15.08671000228024,77.48683116544048,53.510119323230725,80.0
183,2.722036106631057,81.4955772763065,50.63853608759843,80.0
184,42.5114385992247,79.87125038218828,50.99678208363112,80.0
185,30.600331155772906,81.36546777445858,10.354733534315724,80.0
