unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,ViableCellDensity,Temperature
0,4.304755344758256,48.29291694580979,77.92881178479858,61.6919299696095,38.08453051996472
1,14.25457177777238,63.075484471610935,42.32573548948882,44.95588663896483,36.15443196831885
2,21.518226306329204,64.61831572510773,48.140447618171535,41.33234237157089,43.277832909988874
3,28.133080395973018,44.29200210879343,23.66703029448429,61.84468037306055,31.86948115144888
4,23.315391662536825,79.88612727578169,44.475434987074124,44.458655193811765,33.51799435977028
5,14.7199955909461,59.651172617943615,59.37758764366956,31.159315984535436,47.6482311530482
6,6.867117423426336,54.00565484473027,50.26211981384388,53.733354208764375,30.56006059072471
7,14.999499312608823,68.48733105664553,53.5183518290589,37.92988423064529,35.72658172019774
8,9.539279776063887,57.84092422277394,63.01927080173957,37.407417620104255,42.096484266128016
9,10.977935358529406,53.011844473135255,9.268465782234898,56.55449169335151,37.56860284640826
10,14.318964946487949,47.7659113496226,6.629150438254278,40.2881500215798,47.58941097595053
11,-2.0930283175676077,32.5451056918461,45.2737695068589,41.125756615837474,40.98137492072598
12,27.587252622725018,59.19318231221989,26.283806396628357,46.31655067873445,36.40887640758635
13,14.878514177525062,49.72980164971725,35.642606551821146,56.11925162425882,33.72141035784722
14,-1.5575275836564382,37.18611325300665,70.6605644141108,59.221982394841376,46.960885140554666
15,8.407958742375286,43.826749320106025,74.53165531259245,53.2004162966599,38.79210348322029
16,14.720811018976107,45.193728906124576,45.175800429055826,37.06497040763338,35.71133960013564
17,13.24624728633359,54.959480045284984,49.402542396426256,51.320896291759865,34.74717167032187
18,54.177966224990755,53.86397143680383,2.366560354949728,31.80163596488239,37.01446169767666
19,19.612589653641113,69.36874390657786,70.14565268231824,52.162556425715835,39.00636922639961
20,19.176207788489048,56.83979180805806,59.150432761303286,36.97205489701602,37.21658430452046
21,11.255580303166841,65.93129743381377,49.83731944404425,42.18071025999626,37.98254784335068
22,52.80732615750643,46.467258539863124,21.595290484106748,51.19020618003878,22.891202029298586
23,6.604790682181442,45.56473813378442,43.26882806321564,41.85976274698591,37.962144528625366
24,14.585117081546471,54.60906355992216,34.198657240235484,62.91147521837113,40.942556056030625
25,8.696718504904787,54.56987549159472,40.69306216917434,49.82381560588255,44.191728293652844
26,33.461395075658935,43.84505769982216,36.00320455141289,44.20663207894908,33.23029181901126
27,22.54749569101149,62.99109227058036,20.356942175984962,50.19761677759917,26.33001375970763
28,5.126712219519961,35.16847296111862,65.31382754507845,62.95722187215375,46.290638410751576
29,24.143512466830764,72.87801803688454,40.73667969506112,51.95714968467951,39.488907996476584
30,15.454637615803247,62.73975837308829,55.02508828379612,43.533383573802766,42.33389122996747
31,35.047463209665366,48.19448605733125,22.979275639253586,40.90320674805117,35.17536270260494
32,6.425866826557255,54.33164908365719,58.784524660451986,74.7857363067883,26.015103496563647
33,27.54557866498108,56.85835510949718,29.33436096094028,50.839287688499326,38.04941459931495
34,32.190974706446276,68.72035017721818,20.82847981725967,41.51972841521608,33.85635967541256
35,24.58316208036121,75.03612708323038,54.31266069853496,56.11978563393186,50.15111864979699
36,34.3056339954107,61.870328831374756,55.6278613652475,65.87313945141534,30.148741083139118
37,16.061134035404862,50.91111241409042,54.89178060965302,60.890439683664916,27.20235146864493
38,12.560659304282252,51.3777612299357,72.96883155785318,44.35693922198666,36.046752854879884
39,-3.475279478985338,37.656920855261774,74.56888293835534,59.590123203980305,28.85513593144152
40,4.749141040394598,45.706800184360816,46.44168369388292,53.08237972204968,31.39983021732706
41,26.305562146056694,38.8598409295052,20.705518303148324,41.09288737826809,32.44593480555033
42,53.24177089503548,61.56183662648321,23.909020784810366,56.27599688375347,32.47459081795539
43,23.56152616131703,67.79203775182455,50.42939230675648,33.953114936732106,27.227516122291814
44,17.45406957040867,63.085940612170184,33.48008237942442,34.810323850016665,30.761938490629266
45,21.753771393808876,55.470251917889016,2.9743491574160075,59.71074119354101,41.732811009743834
46,19.501290574447925,64.01058039245919,44.36592857972596,44.90104604802997,34.621073728274574
47,37.196775565827465,54.896315746967836,32.826386220119694,47.42186406991349,41.48257056649012
48,3.8160226301895683,41.50082998371723,32.289062684714374,54.177647824835965,34.089904989961155
49,38.72351286706431,59.318651499383655,55.91246628899573,56.805802921682414,41.662853873490235
50,11.922028890133738,35.73221885406199,45.9918582687207,52.851314427424235,26.927716924916677
51,1.6062983074271098,54.860642300901254,52.73426333687104,37.38761604699341,28.675816403340022
52,20.128923492430587,42.899109452354764,37.76470854756522,67.3956887685267,35.17251712524977
