unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature
0,10.012790349477449,56.60561897383123,51.95191628827953,38.127496234684635
1,19.98245543694083,69.13300789162895,54.2502440670023,36.4939504648371
2,26.527777678401527,34.75416557628214,67.09544003550828,41.03556474344981
3,30.69407491683716,31.660930953211995,41.47051414551145,30.80529963342093
4,29.050398278689016,77.10708447668412,69.31225145117719,35.163251592812955
5,20.653967396060917,49.96854649217304,60.578927213173664,47.217491601817414
6,12.962947722955569,47.89663367106774,53.25306861353948,30.607728450328892
7,20.84066075396004,68.99935668398085,62.49655149573861,34.900399816083855
8,15.919733418086134,48.47350932790167,60.11320613117968,42.63752847743259
9,16.573089730576907,62.11088485204945,37.948555486121016,36.723157181112725
10,19.53344901090593,21.196805113621625,43.767729208785425,47.32133037692661
11,3.9514268798131202,47.17840409238539,30.755457507410693,40.79668736953303
12,31.250756463817414,40.84458216197654,54.43965863162025,37.37466201468474
13,20.94187426131657,27.72798364399609,51.1131738567758,34.375169899473626
14,4.886832279506193,31.342205114556865,46.27715962713546,46.47886795765355
15,14.144812131823585,44.84926300595805,50.00558783104474,39.62510525293473
16,19.739490553544755,56.88238837609994,40.582782989599316,34.15396064167992
17,19.22024895767941,37.50944661496727,56.965825907459646,34.53242243083397
18,55.229405441898706,33.862894083655014,45.02264512554202,36.38240104269969
19,24.986167940002947,55.33665739579098,71.44308191213631,38.23748175855468
20,24.53483522591141,39.33460233099439,60.76097109919175,36.56192742494776
21,17.231673616379314,63.58259989180311,60.579382503191745,37.29224719199486
22,53.47109402502435,-3.3997778429484207,53.08334413033464,23.04517115931675
23,12.290404766059115,55.18651841659224,40.9669349049168,37.86794468583828
24,20.780336133878635,40.82514490672857,51.87898071338795,42.53893777489101
25,14.295776890364678,41.10980956420575,53.37301810129725,44.86294235376099
26,36.068167588468064,22.12728036816764,46.861144830931195,34.46120262373164
27,27.4083529107749,45.577518150700584,55.42077896499445,27.52933907624819
28,11.184713250897689,26.621832243948187,44.27393276303856,47.11825780949703
29,29.588696654792365,40.21931567711531,71.94327138400263,40.697977283320775
30,21.010422607290156,62.814398748130984,58.89559075327785,42.61089702158744
31,38.52927284882807,9.345032768210242,51.64102565898462,35.11795422397005
32,12.988777670168915,42.44424716921469,57.275578911490854,25.037135247965733
33,31.66631580532735,26.557706204541002,56.97565160625843,38.878968686894076
34,36.96235871846265,56.05701240673211,58.261024361683326,34.392272164645746
35,30.24617913086362,46.380816706867535,75.72761793133998,50.37777668453572
36,38.17799420442107,27.121303623818772,68.38400436620799,28.95243476914493
37,21.034507706268663,44.94135661806071,52.14899364502489,28.288619382134335
38,17.980077366202153,47.71945811379166,56.34157367786433,36.93254051537221
39,2.5846474334063645,55.49699556027004,40.79606771165154,31.88786524769422
40,10.363077393163053,39.963240456994484,46.27163114003401,31.53869067446595
41,28.95540509344886,30.128972947808315,35.74859728608741,32.08172532614052
42,55.01057182070516,14.52606554682601,63.674321705427715,34.55380537136205
43,28.41332768058128,52.78910650281908,65.66015499088671,26.983878878994155
44,23.374710739826703,70.11393930457407,51.77091905387708,30.910199221580058
45,26.403342265067238,58.6737080168274,39.80241101168032,42.534339060901885
46,24.84980809284632,66.15844041063772,56.537226517654624,35.56226969735316
47,40.14185777813266,18.737299484917656,58.09005290840147,41.09187482908589
48,10.074153852214398,39.3955401709424,38.69738090149287,34.67114709223461
49,42.070090826483174,30.715934905553393,64.84518012030189,43.32245208796754
50,16.938938620950886,32.634716998438634,38.290769718798295,26.190228230242333
51,8.50110260343238,81.10973716995697,45.20639163474757,30.270838031482324
52,24.772832565004784,19.18505978272586,47.24563810503081,35.57421006493756
53,52.40446936325446,9.088641044180033,61.825785790539776,39.955755051623115
54,4.3967034955831705,61.66095710733068,46.23102100205892,35.42931924679118
55,45.07202976158581,41.8506058613962,51.75544672229709,38.19144977326139
56,32.23840561809961,21.385706804280037,49.33484109817518,36.84451348054002
57,23.272772570868277,53.02970425958076,64.5864536432729,40.74446996431357
58,12.12087726247788,46.874490815918435,39.21696972668469,26.781593660451886
59,32.367818149308924,29.38028140329118,85.39513310930045,40.36747003544747
60,28.047358771176174,41.752258590862176,57.02577871326521,38.69559640825465
61,37.662125741247586,28.00963185231516,29.142997493481158,35.81166258664708
62,31.358531658811504,35.86228985894543,55.47275605697443,50.90996545550276
63,25.143496733690114,63.36637074465985,63.68794385854723,38.001830088807864
64,19.803982183058885,32.37069446735833,34.44485963112655,35.57410548721786
65,9.692708590083264,39.70954919703072,60.35075036820863,37.86872307052958
66,25.31456073831089,27.000375002167715,70.74208382555413,35.32499559456005
67,6.9697658090559,70.2513454597143,50.017387072352186,41.194098654831585
68,29.473170945082533,33.67134566174688,49.57292558923576,33.65976332226557
69,12.436415013714559,10.58928096095358,47.56716626821868,40.26106665290264
70,24.593252634564557,12.400982266944027,64.94028426738855,40.31536172515055
71,31.124687282748813,49.8811503553995,59.17723178804934,31.910454845658222
72,19.850081010847486,56.155447387443616,52.552424098204625,42.31354652557107
73,16.333543951960205,27.386690441452927,51.99350298724284,37.324902254854784
74,17.370199823935966,46.009248062704586,55.30992174812289,37.61330711677274
75,13.29641405250921,65.19566975231174,50.43204718766768,32.43437988455121
76,17.99878946550492,70.31460989742614,61.40706121847141,47.29031807206088
77,10.547724593498204,54.866368802451596,54.81125483113935,42.4200463144636
78,21.588599473880784,40.30110624472376,55.810694835247695,30.61993174082219
79,33.55860006436014,26.861744339743105,54.350828815647326,31.88452780809069
80,50.732852824733385,8.426720090777106,41.083976120801424,50.19383727249645
81,35.69460202888994,66.7432592557692,66.70099468051248,37.13788441841981
82,15.730409335962179,46.798812288436736,57.02534882660806,37.57301742583703
83,49.24936005054641,11.760367683001597,40.202807074560035,39.67275240481324
84,17.135626319797677,51.704941268373005,49.086985635025364,34.784387088599566
