unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,do_chelator_dosing
0,53.32801762603024,11.897280187541684,50.99987558366918,32.30124897297141,50.0
1,70.98002250112924,27.847848964275634,72.22140811228554,32.18735348974436,50.0
2,55.91554411968966,-4.242920520780534,45.93550046693924,29.2158682971479,50.0
3,62.88104945853277,16.13248400101702,60.06601527257821,34.05973456289483,50.0
4,64.71888440619219,30.754901685746418,67.4777009332068,51.02232424795888,50.0
5,38.60273374412686,11.228128555535122,49.271503616593634,36.22381743591027,50.0
6,53.80326498858021,-0.13285987131318322,38.72727058288194,25.979489195548897,50.0
7,73.97127216534263,-28.69150577540246,67.71493034577426,56.21057269531201,50.0
8,48.490505395278085,-0.9669221447192999,39.20251583456445,46.489529064344815,50.0
9,71.68612942023003,16.360715440856083,59.22726221318886,37.03230562815546,50.0
10,64.8712119695553,20.78380746572255,67.58422326427201,42.570175509336806,50.0
11,45.937622394728265,-1.4967917615831094,48.64275274122726,32.53478862770442,50.0
12,60.56915054605167,14.98363457372331,56.32833856233618,44.58193791490486,50.0
13,63.61762476494593,24.877202897073644,71.53707170592158,25.49102492883774,50.0
14,65.89207477821859,32.67895614865499,61.88057623888386,35.78046088250026,50.0
15,59.55092208811467,27.458610409790367,61.62127882696836,36.42641698855307,50.0
16,60.66958606456241,-6.443902901657221,58.40751906889088,39.20759581899614,50.0
17,67.58062195549785,-12.324713136009315,65.36294317512147,41.38048913755734,50.0
18,54.55862599091386,-1.6471204642286423,50.87085922134251,31.277551949248615,50.0
19,50.17442527654522,39.229479575234265,57.665248270484305,37.72285465389497,50.0
20,54.8583321692644,11.16436681607036,57.27434082198049,27.471178495228145,50.0
21,54.125279443623754,10.183045442749757,55.48388891482877,36.39352978330471,50.0
22,75.33029113469277,31.48918361491563,78.38123949094177,46.71389728810731,50.0
23,48.145349709579975,2.893251055198416,49.990644039104346,24.373246182046653,50.0
24,56.75790163439079,35.652515546094996,64.23577639196456,39.54337972138092,50.0
25,72.71402505944464,-5.0350914852404305,72.30951872714188,46.845469198972296,50.0
26,53.80530249140185,17.623991817109076,61.74700229802643,33.500213066240036,50.0
27,67.08009288370808,32.223885408858365,80.8277315736676,39.00515265282697,50.0
28,57.70420844290315,-10.86908888031856,54.81282054197724,42.04771896293587,50.0
29,52.949575566024826,13.044146126671677,42.315592261893485,28.843701885032395,50.0
30,53.489788444620096,6.573617011104753,45.63986902579958,38.199026723448924,50.0
31,55.286949739168065,-7.896963777613413,55.94201006983962,29.55735591206912,50.0
32,72.5221791824373,-25.527753596230163,83.36215722784337,34.501269241942175,50.0
33,43.44900337974906,24.443254254110798,50.745869298064235,32.574086397385415,50.0
34,63.46936577426564,8.719163797954447,61.89853485481759,41.5242653657669,50.0
35,50.24083960099164,5.71849438424827,47.79566604663246,35.25950033652363,50.0
36,56.90853834021785,17.83803843031246,67.207387377002,27.246130824838268,50.0
37,42.83849374899983,33.06860303970463,59.39252996949301,20.399973827740936,50.0
38,69.12829429432749,1.863039164703363,62.2132786811783,40.7556001550191,50.0
39,38.71850478522875,11.071431911204284,47.36885524948069,35.198601254678515,50.0
40,47.831152721904914,24.186274713773344,42.63495439670855,40.68650657023618,50.0
41,65.55422512919691,13.38753239809829,53.923395059367294,45.054895497473225,50.0
42,49.02175697219031,13.269555732601226,44.479179367342994,31.60482601570772,50.0
43,69.17075883219603,4.024385687762054,59.4466923128586,43.71559791401027,50.0
44,60.747664801254544,13.7356433164606,55.62912827131153,33.493788624719166,50.0
45,58.59270582290115,-6.063806684228313,67.11124385430806,35.036262333178186,50.0
46,60.669939612516146,54.364570751447076,59.508882076095475,35.184678664401126,50.0
47,59.88928277544086,-0.7730843798501503,59.52862901436693,35.69140476470843,50.0
48,46.34531715708491,6.743415700635785,46.606245386634505,22.027742427943693,50.0
49,60.06179550934016,2.729652119877411,58.53685720773403,33.09485344959799,50.0
50,60.50784870351735,19.659645585902794,61.08299791906318,18.82593808726054,50.0
51,55.744426763849866,-11.365589251771814,39.63349469579784,37.25224830196676,50.0
52,65.18939768629338,4.32527983742484,57.40107338478975,47.4960987741248,50.0
53,61.2274135122305,42.382225521250106,74.89174125267014,31.081731019081893,50.0
