unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing
0,31.958667517182427,33.09892724839656,70.86959496687474,30.0
1,59.0258331941149,2.9960864999957817,58.13808864593413,30.0
2,46.526310843478015,17.362471827510713,71.06138039576726,30.0
3,37.24650076917285,7.665425460281767,54.94458780543747,30.0
4,50.978109609459466,33.90031720073152,56.800568582233595,30.0
5,28.993353129165964,41.30855707875357,37.69153898377499,30.0
6,26.718768156398323,48.39547442097248,39.21294107759828,30.0
7,19.499210777809232,37.46255814572442,49.17408404848084,30.0
8,28.746550260033352,47.55201639089458,52.09451850749885,30.0
9,56.609749583336225,0.07869426190229234,51.92781799224429,30.0
10,40.39109288216149,26.880790486396325,51.75011431522927,30.0
11,40.66739043052548,25.10632776618902,59.80308944988595,30.0
12,50.34572930959283,34.88598782481487,71.87842287652231,30.0
13,24.98521813340984,17.178134671908545,39.64246190157559,30.0
14,39.413357595585595,40.51251427110962,55.4672061978033,30.0
15,60.87529324121893,-3.688450095559837,71.62392756884826,30.0
16,37.4730299639958,15.709395222280719,57.53826790064958,30.0
17,50.413278671766385,16.442331391578406,52.03662497893909,30.0
18,54.34993145906267,29.682369516339826,63.23423331390033,30.0
19,56.51867432569249,6.001258719416832,64.41000703252536,30.0
20,48.16560551341913,43.96411517782398,68.48335688063258,30.0
21,51.06984617024576,-6.966400998387455,47.1097809449141,30.0
22,40.84480863174454,43.52157468760652,77.47037320832813,30.0
23,21.34333300621316,70.1822219070599,53.57810614601674,30.0
24,48.11842092848427,12.504859462970678,82.34489492098896,30.0
25,51.95691022682313,-4.2091821435268315,66.99280504128484,30.0
26,41.2693454419939,6.714100287885451,55.535854820052734,30.0
27,39.10929007010561,31.83421279665557,47.510023980321584,30.0
28,41.495736994805775,39.0980698053808,56.69663207808414,30.0
29,44.8173292085434,14.093030798051775,48.5726548853128,30.0
30,22.4374066013111,53.85503719926375,48.53244278705495,30.0
31,47.172968310132816,12.446766255600114,58.755802796965625,30.0
32,37.60353742672814,8.277874485415492,51.11441378062786,30.0
33,52.71234034796555,10.838578809466776,39.46427282005808,30.0
34,62.00359522993325,17.219191460329007,63.098902286230576,30.0
35,45.114455970168095,28.943516552507003,64.8258357035307,30.0
36,55.30810487187995,6.489365431925439,59.878412519978156,30.0
37,49.84042787741595,16.56488145462863,79.82865903791136,30.0
38,49.80174220314285,32.595023005697165,51.57788003490132,30.0
39,36.057166613551445,25.93207284735207,46.66380411481094,30.0
40,50.1238843023752,7.273419165012438,48.05151183879543,30.0
41,42.44774505731245,34.96726386501645,78.08088598972064,30.0
42,24.495899973497593,15.146861076748895,47.465897991548246,30.0
43,41.64586360320158,30.39350286217412,58.8050337792268,30.0
44,44.98247983171977,38.97998681728652,60.02890174421974,30.0
45,59.956298749726415,11.87876682471471,67.8597521984721,30.0
46,44.44866676051913,38.285356023430516,63.143004739757764,30.0
47,30.996301454696408,10.01909791125281,52.209691033727516,30.0
48,38.17888625535186,14.77505403614165,46.27139814107407,30.0
49,32.775852860662404,13.120121274531188,56.7796347258715,30.0
50,37.25038900284437,45.08439193813139,53.973843003620935,30.0
51,15.21311551871488,41.239369038668535,35.33884270202622,30.0
52,32.55125583862616,34.11210390118427,51.74565816321372,30.0
53,37.05465468848834,-22.478903770424743,41.08477436855139,30.0
54,49.09712253483531,7.210152579421644,62.35066895946281,30.0
55,30.297876181538356,37.12922219137909,57.123235334721,30.0
56,25.161687998687544,31.185231022044754,56.18976184952186,30.0
57,33.85982391082928,37.15401272841942,35.89634570321515,30.0
58,43.36340184106008,37.25500634801138,37.26252386354042,30.0
59,34.17018852937747,42.24552930691215,56.88464278616944,30.0
60,65.46902300015635,14.615662816705813,58.49897983259605,30.0
61,63.224551670367575,21.438059611926477,55.42307220753644,30.0
62,37.49246427419613,28.56860898467256,51.45949775538216,30.0
63,32.95425644177331,36.31290063734536,69.02682413997557,30.0
64,40.337246950527344,20.268806293372336,70.46802536935334,30.0
65,40.516005812201435,31.442714792544088,69.43172497808952,30.0
66,11.354775080757356,35.54984834431099,46.46583998979803,30.0
67,20.981868611394184,14.206171287933358,52.090711949219944,30.0
68,54.615718798457394,12.04009427680186,53.29607832003559,30.0
69,25.93955708159509,6.329805844929428,49.92090205446802,30.0
70,36.70805531857853,43.48037204049959,57.35232980990259,30.0
71,47.542207651726386,44.65929478863451,53.58857935624221,30.0
72,38.57807090662525,25.076208916843186,42.270834755919246,30.0
73,20.51939257393698,48.86808037817906,32.19814979866507,30.0
74,44.198058514293606,23.990862058433667,63.01832175924504,30.0
75,31.241097365963082,24.34040539475196,48.86873412969226,30.0
76,38.722349856085174,41.94294393213056,55.539568623444794,30.0
77,52.101731802654236,14.997230974046708,35.1703461294441,30.0
78,45.09592839719532,10.516365433196032,69.22375945791977,30.0
79,54.329017179139356,16.17229006538646,77.53706512585543,30.0
80,23.84391090884423,24.702068873564063,39.36419913720156,30.0
81,44.041691380519644,40.091433815856384,48.1066891816261,30.0
82,52.5999162627034,18.258561994775633,57.13373712947573,30.0
83,50.907882783592164,33.69824664710228,57.34842056424554,30.0
84,43.66051965644437,12.57314336928126,48.850018935614884,30.0
85,58.90916924923205,28.134461476386818,57.36796927415378,30.0
86,51.531162732330415,0.8292936275476226,58.89649991380062,30.0
87,56.317608083211546,35.20666671788333,53.48994020953823,30.0
88,35.028683228465404,14.903050403428765,51.07768042982215,30.0
89,33.104861426099625,5.428283324050167,44.84188627759274,30.0
90,36.23667609129239,59.81219460442173,64.56141980202133,30.0
91,51.00431236204922,18.85628779136276,47.969912928161044,30.0
92,37.757925142157625,52.48065545872629,53.980896331208854,30.0
93,47.80443108879271,11.20974789406564,46.60686469652432,30.0
