unit_id,ProductTiter,DissolvedOxygen,pH,do_AntioxidantDosing
0,-47.26890718337467,73.45526296540878,61.93323068472478,0
1,-50.006966414449096,58.53243750038425,65.71367538494857,0
2,-46.07492707795372,63.904698807419805,36.91768812721249,0
3,-56.09749668991253,63.30340168206772,57.436494823570676,0
4,-45.79817019092871,63.49626957003873,62.802092044874186,0
5,-44.100788818234754,66.97686377675917,61.33722805720979,0
6,-39.00341844821687,75.12284941433353,63.991296706961386,0
7,-56.62188320834317,82.76337465329243,42.257059977042665,0
8,-1.590610867591272,76.24717444602541,29.773281822173793,0
9,-34.96906888835304,76.04287670330258,53.56300092208369,0
10,-68.73789442980213,61.288853671881796,56.82488781370677,0
11,-27.060916254054927,92.29341713953282,42.00521797324772,0
12,-36.24382138277956,72.22205249691304,51.05377413185539,0
13,-24.261511007461166,84.68561845901249,56.81443606278314,0
14,-21.99081102839046,63.84693867769342,44.57625847133181,0
15,-47.37114782045963,54.42765120170801,47.88759680037978,0
16,-50.933003238594225,67.61287700188262,52.33181347008258,0
17,-49.10014850844513,65.95684467652694,74.1191487828304,0
18,-39.55586239611307,72.19956341653467,35.961310034729095,0
19,-13.827313827883287,63.501887645905484,51.50049491695987,0
20,-50.12853303129934,76.54388125227909,48.71384498993365,0
21,-48.64972738693553,58.60259452290816,43.25032888409083,0
22,-14.862389657493724,85.26411429096369,54.51524216704333,0
23,-40.72008894744645,79.09504428463678,31.246587955319143,0
24,-17.89427586296291,74.40854848594915,62.57482610398575,0
25,-54.46552594989182,83.9719070875073,38.65653822306274,0
26,-24.83466595921038,63.65920123859238,65.80343169801871,0
27,-53.72341546512706,61.82253406537914,53.78935962092041,0
28,-39.08469293985504,78.55384824091075,64.7468165119132,0
29,-40.782250871611744,72.20018586058868,58.862317454541355,0
30,-34.03719187122735,85.43492019138168,51.05318722425168,0
31,-44.296229449332735,84.90771316863326,67.35383439291004,0
32,-53.52444317758496,79.9686252838767,36.501257200400154,0
33,-43.30009319663883,86.23999301730498,31.497866110413113,0
34,-46.77340161237931,74.80586137079965,48.90786973202522,0
35,-36.83161489066613,93.59064559973106,36.23622666255218,0
36,-41.27448515679647,63.5443021718801,39.1345750015072,0
37,-54.75947328537239,82.862333822603,73.39707865152405,0
38,-52.69500351409205,74.31238870021389,41.694037290830785,0
39,-15.61635870512252,100.49181885756973,62.47436830121707,0
40,-45.98581055860092,76.33728457011337,23.45630273885124,0
41,-30.16030774932036,65.58784302361916,11.924630667670908,0
42,-42.64284236094039,78.32707064465228,61.45770671934439,0
43,-54.90613641678217,68.03307864425074,59.237792240114516,0
44,-31.6632648699877,69.85343640235703,49.30147492549543,0
