unit_id,ProductTiter,do_AntioxidantDosing
0,-9.95523282481288,80.0
1,-5.411131796823485,80.0
2,-13.249844706934514,80.0
3,-16.97564911254412,80.0
4,3.527322887742219,80.0
5,4.858016192877409,80.0
6,1.9756019724411495,80.0
7,-9.960094155222007,80.0
8,1.2834229677636975,80.0
9,-20.59438217675184,80.0
10,-15.391869684612583,80.0
11,-6.412006842929731,80.0
12,3.8406030593717726,80.0
13,-8.523275404748833,80.0
14,-7.735328007984771,80.0
15,-0.441008718118975,80.0
16,-12.338475415011438,80.0
17,8.618024517006534,80.0
18,12.134587947220343,80.0
19,8.69670654948311,80.0
20,-4.272764549129526,80.0
21,8.961055871652759,80.0
22,-1.5231525619895692,80.0
23,2.468965128504428,80.0
24,-1.947103707106498,80.0
25,-4.564836508273196,80.0
26,7.213034511188927,80.0
27,-15.171608140084778,80.0
28,-1.0765334161540636,80.0
29,8.767478052705659,80.0
30,-11.273743910861686,80.0
31,14.640256198647046,80.0
32,-7.618783934384988,80.0
33,-1.0907893474539123,80.0
34,5.347852220459005,80.0
35,-9.76242330789551,80.0
36,-3.054910274575242,80.0
37,-9.784342113067568,80.0
38,-5.668301034325356,80.0
39,2.0373409998665615,80.0
40,-10.941468316776069,80.0
41,-10.461374833676924,80.0
42,-8.713381817327555,80.0
43,-6.226243872450088,80.0
44,8.180169010000236,80.0
45,-17.540868729070425,80.0
46,-8.261402140932143,80.0
47,-5.374356148903186,80.0
48,0.6527537157345271,80.0
49,7.436741934942267,80.0
50,-2.344340220842829,80.0
51,-26.848505786292638,80.0
52,-4.147799289308732,80.0
53,-21.468875896703597,80.0
54,-4.024129471575581,80.0
55,-1.4642186332092706,80.0
56,-8.804703034484046,80.0
57,-4.095699299779133,80.0
58,-2.4939212100009662,80.0
59,-6.1749484444124985,80.0
60,-8.590898525299695,80.0
61,-7.565292032277521,80.0
62,-10.622076756969461,80.0
63,-13.468387975527369,80.0
64,7.163305198386232,80.0
65,4.71722401849404,80.0
66,-13.915018080277862,80.0
67,-15.063336697636448,80.0
68,-5.349288726191815,80.0
69,-16.647636159669272,80.0
70,-13.211228924459997,80.0
71,-1.7095160553120854,80.0
72,-3.9246974256197387,80.0
73,-10.940364839868423,80.0
74,-16.076378952029536,80.0
75,1.9552959227617546,80.0
76,-10.128568273317548,80.0
77,-13.561922960194847,80.0
78,-12.313993581853236,80.0
79,-17.608550511833936,80.0
80,5.127072404377738,80.0
81,-11.534552639895686,80.0
82,2.7415380699569822,80.0
83,-15.739256775846469,80.0
84,-6.9826309730582565,80.0
85,-11.12453237570955,80.0
86,-9.124806881645465,80.0
87,3.3744035691048135,80.0
88,-20.47766365377629,80.0
89,-13.985916242924773,80.0
90,-18.11387831681489,80.0
91,-16.84702693027216,80.0
92,-0.9301815128256408,80.0
93,-11.544730739122185,80.0
94,-5.225463750950642,80.0
95,-8.784710539299446,80.0
96,-20.63045253490154,80.0
97,-15.842837208586985,80.0
98,-13.915747724430755,80.0
99,5.672622666092183,80.0
100,-7.099694189970378,80.0
101,-8.475537333766477,80.0
102,-15.117476963834083,80.0
103,8.90235992643814,80.0
104,-4.004087390117847,80.0
105,12.408316029360229,80.0
106,-15.179842688419175,80.0
107,-9.340546579787016,80.0
108,-14.061031699549918,80.0
109,-9.04130015057682,80.0
110,-16.17143718191824,80.0
